,county_name,date,total_doses
3187,Shasta,1/21/2021,629
3188,Sierra,1/21/2021,55
3189,Siskiyou,1/21/2021,42
3190,Solano,1/21/2021,2304
3191,Sonoma,1/21/2021,2193
3192,Stanislaus,1/21/2021,3592
3193,Sutter,1/21/2021,431
3194,Tehama,1/21/2021,215
3195,Trinity,1/21/2021,14
3196,Tulare,1/21/2021,1503
3197,Tuolumne,1/21/2021,58
3198,Unknown,1/21/2021,65
3199,Ventura,1/21/2021,3822
3200,Yolo,1/21/2021,634
3201,Yuba,1/21/2021,210
3202,Alameda,1/20/2021,6565
3203,Alpine,1/20/2021,19
3204,Amador,1/20/2021,182
3205,Butte,1/20/2021,1342
3206,Calaveras,1/20/2021,372
3207,Colusa,1/20/2021,114
3208,Contra Costa,1/20/2021,6532
3209,Del Norte,1/20/2021,157
3210,El Dorado,1/20/2021,1004
3211,Fresno,1/20/2021,2965
3212,Glenn,1/20/2021,162
3213,Humboldt,1/20/2021,810
3214,Imperial,1/20/2021,289
3215,Inyo,1/20/2021,141
3216,Kern,1/20/2021,2434
3217,Kings,1/20/2021,223
3218,Lake,1/20/2021,374
3219,Lassen,1/20/2021,184
3220,Los Angeles,1/20/2021,45156
3221,Madera,1/20/2021,232
3222,Marin,1/20/2021,1769
3223,Mariposa,1/20/2021,22
3224,Mendocino,1/20/2021,548
3225,Merced,1/20/2021,571
3226,Modoc,1/20/2021,11
3227,Mono,1/20/2021,233
3228,Monterey,1/20/2021,511
3229,Napa,1/20/2021,818
3230,Nevada,1/20/2021,258
3231,Orange,1/20/2021,8155
3232,Outside California,1/20/2021,4578
3233,Placer,1/20/2021,2225
3234,Plumas,1/20/2021,121
3235,Riverside,1/20/2021,7946
3236,Sacramento,1/20/2021,4715
3237,San Benito,1/20/2021,262
3238,San Bernardino,1/20/2021,6781
3239,San Diego,1/20/2021,18107
3240,San Francisco,1/20/2021,2657
3241,San Joaquin,1/20/2021,2020
3242,San Luis Obispo,1/20/2021,1881
3243,San Mateo,1/20/2021,2615
3244,Santa Barbara,1/20/2021,1979
3245,Santa Clara,1/20/2021,7850
3246,Santa Cruz,1/20/2021,1224
3247,Shasta,1/20/2021,665
3248,Sierra,1/20/2021,1
3249,Siskiyou,1/20/2021,45
3250,Solano,1/20/2021,1895
3251,Sonoma,1/20/2021,2048
3252,Stanislaus,1/20/2021,987
3253,Sutter,1/20/2021,255
3254,Tehama,1/20/2021,302
3255,Trinity,1/20/2021,18
3256,Tulare,1/20/2021,2363
3257,Tuolumne,1/20/2021,74
3258,Unknown,1/20/2021,80
3259,Ventura,1/20/2021,4037
3260,Yolo,1/20/2021,645
3261,Yuba,1/20/2021,131
3262,Alameda,1/19/2021,5475
3263,Amador,1/19/2021,120
3264,Butte,1/19/2021,485
3265,Calaveras,1/19/2021,199
3266,Clark,1/19/2021,1
3267,Colusa,1/19/2021,8
3268,Contra Costa,1/19/2021,6994
3269,Del Norte,1/19/2021,119
3270,El Dorado,1/19/2021,629
3271,Fresno,1/19/2021,4262
3272,Glenn,1/19/2021,28
3273,Humboldt,1/19/2021,606
3274,Imperial,1/19/2021,168
3275,Inyo,1/19/2021,115
3276,Kern,1/19/2021,1828
3277,Kings,1/19/2021,376
3278,Lake,1/19/2021,267
3279,Lassen,1/19/2021,187
3280,Los Angeles,1/19/2021,37898
3281,Madera,1/19/2021,551
3282,Marin,1/19/2021,1142
3283,Mariposa,1/19/2021,1
3284,Mendocino,1/19/2021,327
3285,Merced,1/19/2021,713
3286,Modoc,1/19/2021,5
3287,Mono,1/19/2021,206
3288,Monterey,1/19/2021,569
3289,Napa,1/19/2021,999
3290,Nevada,1/19/2021,230
3291,Orange,1/19/2021,7372
3292,Outside California,1/19/2021,4177
3293,Placer,1/19/2021,2536
3294,Plumas,1/19/2021,36
3295,Riverside,1/19/2021,7353
3296,Sacramento,1/19/2021,4555
3297,San Benito,1/19/2021,147
3298,San Bernardino,1/19/2021,6235
3299,San Diego,1/19/2021,14817
3300,San Francisco,1/19/2021,2542
3301,San Joaquin,1/19/2021,1801
3302,San Luis Obispo,1/19/2021,1582
3303,San Mateo,1/19/2021,2756
3304,Santa Barbara,1/19/2021,1630
3305,Santa Clara,1/19/2021,8318
3306,Santa Cruz,1/19/2021,1616
3307,Shasta,1/19/2021,1014
3308,Sierra,1/19/2021,33
3309,Siskiyou,1/19/2021,21
3310,Solano,1/19/2021,1618
3311,Sonoma,1/19/2021,2079
3312,Stanislaus,1/19/2021,1231
3313,Sutter,1/19/2021,100
3314,Tehama,1/19/2021,289
3315,Trinity,1/19/2021,31
3316,Tulare,1/19/2021,1003
3317,Tuolumne,1/19/2021,469
3318,Unknown,1/19/2021,26
3319,Ventura,1/19/2021,3001
3320,Yolo,1/19/2021,535
3321,Yuba,1/19/2021,79
3322,Alameda,1/18/2021,3224
3323,Amador,1/18/2021,31
3324,Butte,1/18/2021,342
3325,Calaveras,1/18/2021,131
3326,Colusa,1/18/2021,4
3327,Contra Costa,1/18/2021,3192
3328,Del Norte,1/18/2021,2
3329,El Dorado,1/18/2021,415
3330,Fresno,1/18/2021,3066
3331,Glenn,1/18/2021,17
3332,Humboldt,1/18/2021,267
3333,Imperial,1/18/2021,1053
3334,Inyo,1/18/2021,58
3335,Kern,1/18/2021,1637
3336,Kings,1/18/2021,170
3337,Lake,1/18/2021,240
3338,Lassen,1/18/2021,5
3339,Los Angeles,1/18/2021,15235
3340,Madera,1/18/2021,73
3341,Marin,1/18/2021,359
3342,Mariposa,1/18/2021,2
3343,Mendocino,1/18/2021,482
3344,Merced,1/18/2021,262
3345,Modoc,1/18/2021,1
3346,Mono,1/18/2021,63
3347,Monterey,1/18/2021,396
3348,Napa,1/18/2021,1072
3349,Nevada,1/18/2021,148
3350,Orange,1/18/2021,9708
3351,Outside California,1/18/2021,1270
3352,Placer,1/18/2021,974
3353,Plumas,1/18/2021,2
3354,Riverside,1/18/2021,3687
3355,Sacramento,1/18/2021,2840
3356,San Benito,1/18/2021,38
3357,San Bernardino,1/18/2021,4245
3358,San Diego,1/18/2021,12355
3359,San Francisco,1/18/2021,1381
3360,San Joaquin,1/18/2021,673
3361,San Luis Obispo,1/18/2021,1370
3362,San Mateo,1/18/2021,1392
3363,Santa Barbara,1/18/2021,1150
3364,Santa Clara,1/18/2021,5198
3365,Santa Cruz,1/18/2021,1026
3366,Shasta,1/18/2021,597
3367,Sierra,1/18/2021,2
3368,Siskiyou,1/18/2021,75
3369,Solano,1/18/2021,1405
3370,Sonoma,1/18/2021,1092
3371,Stanislaus,1/18/2021,2146
3372,Sutter,1/18/2021,116
3373,Tehama,1/18/2021,10
3374,Trinity,1/18/2021,31
3375,Tulare,1/18/2021,695
3376,Tuolumne,1/18/2021,46
3377,Unknown,1/18/2021,58
3378,Ventura,1/18/2021,2201
3379,Yolo,1/18/2021,476
3380,Yuba,1/18/2021,60
3381,Alameda,1/17/2021,1863
3382,Amador,1/17/2021,22
3383,Butte,1/17/2021,239
3384,Calaveras,1/17/2021,10
3385,Colusa,1/17/2021,3
3386,Contra Costa,1/17/2021,1639
3387,Del Norte,1/17/2021,1
3388,El Dorado,1/17/2021,96
3389,Fresno,1/17/2021,968
3390,Glenn,1/17/2021,4
3391,Humboldt,1/17/2021,4
3392,Imperial,1/17/2021,10
3393,Kern,1/17/2021,69
3394,Kings,1/17/2021,8
3395,Lake,1/17/2021,14
3396,Lassen,1/17/2021,1
3397,Los Angeles,1/17/2021,5131
3398,Madera,1/17/2021,325
3399,Marin,1/17/2021,1233
3400,Mariposa,1/17/2021,2
3401,Mendocino,1/17/2021,552
3402,Merced,1/17/2021,48
3403,Monterey,1/17/2021,313
3404,Napa,1/17/2021,337
3405,Nevada,1/17/2021,36
3406,Orange,1/17/2021,8114
3407,Outside California,1/17/2021,543
3408,Placer,1/17/2021,557
3409,Riverside,1/17/2021,3599
3410,Sacramento,1/17/2021,1620
3411,San Benito,1/17/2021,10
3412,San Bernardino,1/17/2021,1180
3413,San Diego,1/17/2021,8488
3414,San Francisco,1/17/2021,1914
3415,San Joaquin,1/17/2021,1591
3416,San Luis Obispo,1/17/2021,65
3417,San Mateo,1/17/2021,1301
3418,Santa Barbara,1/17/2021,124
3419,Santa Clara,1/17/2021,3214
3420,Santa Cruz,1/17/2021,284
3421,Shasta,1/17/2021,26
3422,Solano,1/17/2021,984
3423,Sonoma,1/17/2021,662
3424,Stanislaus,1/17/2021,246
3425,Sutter,1/17/2021,25
3426,Tehama,1/17/2021,13
3427,Tulare,1/17/2021,139
3428,Tuolumne,1/17/2021,4
3429,Unknown,1/17/2021,3
3430,Ventura,1/17/2021,261
3431,Yolo,1/17/2021,184
3432,Yuba,1/17/2021,13
3433,Alameda,1/16/2021,3105
3434,Amador,1/16/2021,18
3435,Butte,1/16/2021,583
3436,Calaveras,1/16/2021,13
3437,Colusa,1/16/2021,12
3438,Contra Costa,1/16/2021,1698
3439,El Dorado,1/16/2021,171
3440,Fresno,1/16/2021,3129
3441,Glenn,1/16/2021,34
3442,Humboldt,1/16/2021,167
3443,Imperial,1/16/2021,77
3444,Inyo,1/16/2021,74
3445,Kern,1/16/2021,657
3446,Kings,1/16/2021,31
3447,Lake,1/16/2021,131
3448,Lassen,1/16/2021,34
3449,Los Angeles,1/16/2021,17059
3450,Madera,1/16/2021,374
3451,Marin,1/16/2021,1103
3452,Mariposa,1/16/2021,12
3453,Mendocino,1/16/2021,776
3454,Merced,1/16/2021,200
3455,Modoc,1/16/2021,1
3456,Mono,1/16/2021,4
3457,Monterey,1/16/2021,365
3458,Napa,1/16/2021,351
3459,Nevada,1/16/2021,292
3460,Orange,1/16/2021,8594
3461,Outside California,1/16/2021,2669
3462,Placer,1/16/2021,1468
3463,Plumas,1/16/2021,58
3464,Riverside,1/16/2021,3595
3465,Sacramento,1/16/2021,2082
3466,San Benito,1/16/2021,28
3467,San Bernardino,1/16/2021,2247
3468,San Diego,1/16/2021,10673
3469,San Francisco,1/16/2021,2260
3470,San Joaquin,1/16/2021,1129
3471,San Luis Obispo,1/16/2021,99
3472,San Mateo,1/16/2021,3112
3473,Santa Barbara,1/16/2021,1267
3474,Santa Clara,1/16/2021,4402
3475,Santa Cruz,1/16/2021,433
3476,Shasta,1/16/2021,900
3477,Siskiyou,1/16/2021,7
3478,Solano,1/16/2021,1253
3479,Sonoma,1/16/2021,1070
3480,Stanislaus,1/16/2021,466
3481,Sutter,1/16/2021,390
3482,Tehama,1/16/2021,274
3483,Trinity,1/16/2021,4
3484,Tulare,1/16/2021,1868
3485,Tuolumne,1/16/2021,6
3486,Unknown,1/16/2021,7
3487,Ventura,1/16/2021,484
3488,Yolo,1/16/2021,737
3489,Yuba,1/16/2021,184
3490,Alameda,1/15/2021,5768
3491,Alpine,1/15/2021,1
3492,Amador,1/15/2021,56
3493,Butte,1/15/2021,1167
3494,Calaveras,1/15/2021,113
3495,Colusa,1/15/2021,43
3496,Contra Costa,1/15/2021,5283
3497,Del Norte,1/15/2021,107
3498,El Dorado,1/15/2021,661
3499,Fresno,1/15/2021,3586
3500,Glenn,1/15/2021,41
3501,Humboldt,1/15/2021,371
3502,Imperial,1/15/2021,240
3503,Inyo,1/15/2021,162
3504,Kern,1/15/2021,2623
3505,Kings,1/15/2021,412
3506,Lake,1/15/2021,209
3507,Lassen,1/15/2021,33
3508,Los Angeles,1/15/2021,33346
3509,Madera,1/15/2021,594
3510,Marin,1/15/2021,1141
3511,Mariposa,1/15/2021,40
3512,Mendocino,1/15/2021,1849
3513,Merced,1/15/2021,562
3514,Modoc,1/15/2021,6
3515,Mono,1/15/2021,60
3516,Monterey,1/15/2021,1027
3517,Napa,1/15/2021,1431
3518,Nevada,1/15/2021,392
3519,Orange,1/15/2021,9992
3520,Outside California,1/15/2021,4476
3521,Placer,1/15/2021,1897
3522,Plumas,1/15/2021,62
3523,Riverside,1/15/2021,6127
3524,Sacramento,1/15/2021,4360
3525,San Benito,1/15/2021,211
3526,San Bernardino,1/15/2021,5908
3527,San Diego,1/15/2021,14869
3528,San Francisco,1/15/2021,2732
3529,San Joaquin,1/15/2021,1426
3530,San Luis Obispo,1/15/2021,733
3531,San Mateo,1/15/2021,4332
3532,Santa Barbara,1/15/2021,1790
3533,Santa Clara,1/15/2021,9471
3534,Santa Cruz,1/15/2021,1462
3535,Shasta,1/15/2021,634
3536,Sierra,1/15/2021,2
3537,Siskiyou,1/15/2021,35
3538,Solano,1/15/2021,1641
3539,Sonoma,1/15/2021,1549
3540,Stanislaus,1/15/2021,2769
3541,Sutter,1/15/2021,432
3542,Tehama,1/15/2021,248
3543,Tulare,1/15/2021,1597
3544,Tuolumne,1/15/2021,472
3545,Unknown,1/15/2021,4
3546,Ventura,1/15/2021,2857
3547,Yolo,1/15/2021,617
3548,Yuba,1/15/2021,200
3549,Alameda,1/14/2021,5544
3550,Alpine,1/14/2021,1
3551,Amador,1/14/2021,146
3552,Butte,1/14/2021,1637
3553,Calaveras,1/14/2021,135
3554,Colusa,1/14/2021,35
3555,Contra Costa,1/14/2021,4250
3556,Del Norte,1/14/2021,52
3557,El Dorado,1/14/2021,669
3558,Fresno,1/14/2021,4115
3559,Glenn,1/14/2021,183
3560,Humboldt,1/14/2021,514
3561,Imperial,1/14/2021,260
3562,Inyo,1/14/2021,58
3563,Kern,1/14/2021,2173
3564,Kings,1/14/2021,206
3565,Lake,1/14/2021,118
3566,Lassen,1/14/2021,161
3567,Los Angeles,1/14/2021,28914
3568,Madera,1/14/2021,555
3569,Marin,1/14/2021,1064
3570,Mariposa,1/14/2021,56
3571,Mendocino,1/14/2021,626
3572,Merced,1/14/2021,330
3573,Modoc,1/14/2021,129
3574,Mono,1/14/2021,74
3575,Monterey,1/14/2021,1039
3576,Napa,1/14/2021,1043
3577,Nevada,1/14/2021,228
3578,Orange,1/14/2021,9799
3579,Outside California,1/14/2021,3835
3580,Placer,1/14/2021,1726
3581,Plumas,1/14/2021,96
3582,Riverside,1/14/2021,5410
3583,Sacramento,1/14/2021,4527
3584,San Benito,1/14/2021,116
3585,San Bernardino,1/14/2021,4715
3586,San Diego,1/14/2021,12201
3587,San Francisco,1/14/2021,2381
3588,San Joaquin,1/14/2021,1467
3589,San Luis Obispo,1/14/2021,728
3590,San Mateo,1/14/2021,3723
3591,Santa Barbara,1/14/2021,1239
3592,Santa Clara,1/14/2021,8049
3593,Santa Cruz,1/14/2021,539
3594,Shasta,1/14/2021,442
3595,Sierra,1/14/2021,35
3596,Siskiyou,1/14/2021,26
3597,Solano,1/14/2021,1703
3598,Sonoma,1/14/2021,1514
3599,Stanislaus,1/14/2021,2194
3600,Sutter,1/14/2021,145
3601,Tehama,1/14/2021,226
3602,Trinity,1/14/2021,3
3603,Tulare,1/14/2021,491
3604,Tuolumne,1/14/2021,126
3605,Unknown,1/14/2021,6
3606,Ventura,1/14/2021,2714
3607,Yolo,1/14/2021,376
3608,Yuba,1/14/2021,109
3609,Alameda,1/13/2021,4975
3610,Alpine,1/13/2021,32
3611,Amador,1/13/2021,39
3612,Butte,1/13/2021,1443
3613,Calaveras,1/13/2021,106
3614,Colusa,1/13/2021,21
3615,Contra Costa,1/13/2021,4635
3616,Del Norte,1/13/2021,84
3617,El Dorado,1/13/2021,690
3618,Fresno,1/13/2021,3505
3619,Glenn,1/13/2021,153
3620,Humboldt,1/13/2021,473
3621,Imperial,1/13/2021,379
3622,Inyo,1/13/2021,87
3623,Kern,1/13/2021,1834
3624,Kings,1/13/2021,413
3625,Lake,1/13/2021,125
3626,Lassen,1/13/2021,162
3627,Los Angeles,1/13/2021,28968
3628,Madera,1/13/2021,179
3629,Marin,1/13/2021,1172
3630,Mariposa,1/13/2021,16
3631,Mendocino,1/13/2021,478
3632,Merced,1/13/2021,371
3633,Modoc,1/13/2021,24
3634,Mono,1/13/2021,234
3635,Monterey,1/13/2021,1218
3636,Napa,1/13/2021,1266
3637,Nevada,1/13/2021,259
3638,Orange,1/13/2021,10073
3639,Outside California,1/13/2021,3796
3640,Placer,1/13/2021,1616
3641,Plumas,1/13/2021,54
3642,Riverside,1/13/2021,4356
3643,Sacramento,1/13/2021,3731
3644,San Benito,1/13/2021,186
3645,San Bernardino,1/13/2021,4533
3646,San Diego,1/13/2021,11394
3647,San Francisco,1/13/2021,2792
3648,San Joaquin,1/13/2021,1360
3649,San Luis Obispo,1/13/2021,882
3650,San Mateo,1/13/2021,3403
3651,Santa Barbara,1/13/2021,1227
3652,Santa Clara,1/13/2021,7275
3653,Santa Cruz,1/13/2021,517
3654,Shasta,1/13/2021,541
3655,Sierra,1/13/2021,4
3656,Siskiyou,1/13/2021,157
3657,Solano,1/13/2021,1397
3658,Sonoma,1/13/2021,2055
3659,Stanislaus,1/13/2021,1409
3660,Sutter,1/13/2021,156
3661,Tehama,1/13/2021,72
3662,Trinity,1/13/2021,7
3663,Tulare,1/13/2021,449
3664,Tuolumne,1/13/2021,230
3665,Unknown,1/13/2021,11
3666,Ventura,1/13/2021,2922
3667,Yolo,1/13/2021,760
3668,Yuba,1/13/2021,119
3669,Alameda,1/12/2021,4724
3670,Amador,1/12/2021,62
3671,Butte,1/12/2021,695
3672,Calaveras,1/12/2021,86
3673,Colusa,1/12/2021,11
3674,Contra Costa,1/12/2021,3883
3675,Del Norte,1/12/2021,50
3676,El Dorado,1/12/2021,684
3677,Fresno,1/12/2021,2494
3678,Glenn,1/12/2021,42
3679,Humboldt,1/12/2021,476
3680,Imperial,1/12/2021,404
3681,Inyo,1/12/2021,139
3682,Kern,1/12/2021,1869
3683,Kings,1/12/2021,352
3684,Lake,1/12/2021,70
3685,Lassen,1/12/2021,50
3686,Los Angeles,1/12/2021,28862
3687,Madera,1/12/2021,391
3688,Marin,1/12/2021,936
3689,Mariposa,1/12/2021,15
3690,Mendocino,1/12/2021,385
3691,Merced,1/12/2021,276
3692,Modoc,1/12/2021,94
3693,Mono,1/12/2021,284
3694,Monterey,1/12/2021,458
3695,Napa,1/12/2021,1265
3696,Nevada,1/12/2021,605
3697,Orange,1/12/2021,8660
3698,Outside California,1/12/2021,4030
3699,Placer,1/12/2021,1630
3700,Plumas,1/12/2021,154
3701,Riverside,1/12/2021,3372
3702,Sacramento,1/12/2021,4377
3703,San Benito,1/12/2021,153
3704,San Bernardino,1/12/2021,4212
3705,San Diego,1/12/2021,11057
3706,San Francisco,1/12/2021,3072
3707,San Joaquin,1/12/2021,1394
3708,San Luis Obispo,1/12/2021,598
3709,San Mateo,1/12/2021,3241
3710,Santa Barbara,1/12/2021,1426
3711,Santa Clara,1/12/2021,6591
3712,Santa Cruz,1/12/2021,733
3713,Shasta,1/12/2021,451
3714,Sierra,1/12/2021,40
3715,Siskiyou,1/12/2021,320
3716,Solano,1/12/2021,1522
3717,Sonoma,1/12/2021,1547
3718,Stanislaus,1/12/2021,1444
3719,Sutter,1/12/2021,201
3720,Tehama,1/12/2021,115
3721,Trinity,1/12/2021,8
3722,Tulare,1/12/2021,1388
3723,Tuolumne,1/12/2021,98
3724,Unknown,1/12/2021,11
3725,Ventura,1/12/2021,3022
3726,Yolo,1/12/2021,474
3727,Yuba,1/12/2021,107
3728,Alameda,1/11/2021,4439
3729,Alpine,1/11/2021,30
3730,Amador,1/11/2021,124
3731,Butte,1/11/2021,987
3732,Calaveras,1/11/2021,62
3733,Colusa,1/11/2021,12
3734,Contra Costa,1/11/2021,3790
3735,Del Norte,1/11/2021,40
3736,El Dorado,1/11/2021,648
3737,Fresno,1/11/2021,2127
3738,Glenn,1/11/2021,30
3739,Humboldt,1/11/2021,285
3740,Imperial,1/11/2021,401
3741,Inyo,1/11/2021,97
3742,Kern,1/11/2021,1548
3743,Kings,1/11/2021,515
3744,Lake,1/11/2021,138
3745,Lassen,1/11/2021,27
3746,Los Angeles,1/11/2021,25552
3747,Madera,1/11/2021,224
3748,Marin,1/11/2021,460
3749,Mariposa,1/11/2021,23
3750,Mendocino,1/11/2021,99
3751,Merced,1/11/2021,225
3752,Modoc,1/11/2021,92
3753,Mono,1/11/2021,7
3754,Monterey,1/11/2021,1057
3755,Napa,1/11/2021,804
3756,Nevada,1/11/2021,183
3757,Orange,1/11/2021,9311
3758,Outside California,1/11/2021,3557
3759,Placer,1/11/2021,1422
3760,Plumas,1/11/2021,59
3761,Riverside,1/11/2021,4480
3762,Sacramento,1/11/2021,4299
3763,San Benito,1/11/2021,96
3764,San Bernardino,1/11/2021,4976
3765,San Diego,1/11/2021,10159
3766,San Francisco,1/11/2021,2455
3767,San Joaquin,1/11/2021,1461
3768,San Luis Obispo,1/11/2021,526
3769,San Mateo,1/11/2021,2396
3770,Santa Barbara,1/11/2021,839
3771,Santa Clara,1/11/2021,5550
3772,Santa Cruz,1/11/2021,712
3773,Shasta,1/11/2021,352
3774,Sierra,1/11/2021,3
3775,Siskiyou,1/11/2021,226
3776,Solano,1/11/2021,1314
3777,Sonoma,1/11/2021,1379
3778,Stanislaus,1/11/2021,1504
3779,Sutter,1/11/2021,133
3780,Tehama,1/11/2021,47
3781,Trinity,1/11/2021,40
3782,Tulare,1/11/2021,1201
3783,Tuolumne,1/11/2021,115
3784,Unknown,1/11/2021,19
3785,Ventura,1/11/2021,2443
3786,Yolo,1/11/2021,560
3787,Yuba,1/11/2021,72
3788,Alameda,1/10/2021,1024
3789,Amador,1/10/2021,7
3790,Butte,1/10/2021,19
3791,Calaveras,1/10/2021,2
3792,Colusa,1/10/2021,1
3793,Contra Costa,1/10/2021,351
3794,El Dorado,1/10/2021,180
3795,Fresno,1/10/2021,511
3796,Glenn,1/10/2021,1
3797,Humboldt,1/10/2021,84
3798,Imperial,1/10/2021,1
3799,Inyo,1/10/2021,53
3800,Kern,1/10/2021,190
3801,Kings,1/10/2021,15
3802,Lake,1/10/2021,3
3803,Los Angeles,1/10/2021,4601
3804,Madera,1/10/2021,17
3805,Marin,1/10/2021,123
3806,Mendocino,1/10/2021,8
3807,Merced,1/10/2021,10
3808,Modoc,1/10/2021,1
3809,Mono,1/10/2021,4
3810,Monterey,1/10/2021,271
3811,Napa,1/10/2021,167
3812,Nevada,1/10/2021,17
3813,Orange,1/10/2021,4176
3814,Outside California,1/10/2021,326
3815,Placer,1/10/2021,326
3816,Riverside,1/10/2021,1656
3817,Sacramento,1/10/2021,1239
3818,San Benito,1/10/2021,15
3819,San Bernardino,1/10/2021,1006
3820,San Diego,1/10/2021,1842
3821,San Francisco,1/10/2021,911
3822,San Joaquin,1/10/2021,215
3823,San Luis Obispo,1/10/2021,10
3824,San Mateo,1/10/2021,649
3825,Santa Barbara,1/10/2021,63
3826,Santa Clara,1/10/2021,1825
3827,Santa Cruz,1/10/2021,72
3828,Shasta,1/10/2021,5
3829,Solano,1/10/2021,249
3830,Sonoma,1/10/2021,465
3831,Stanislaus,1/10/2021,45
3832,Sutter,1/10/2021,402
3833,Tehama,1/10/2021,1
3834,Tulare,1/10/2021,49
3835,Tuolumne,1/10/2021,3
3836,Unknown,1/10/2021,1
3837,Ventura,1/10/2021,335
3838,Yolo,1/10/2021,390
3839,Yuba,1/10/2021,116
3840,Alameda,1/9/2021,2018
3841,Alpine,1/9/2021,2
3842,Amador,1/9/2021,11
3843,Butte,1/9/2021,11
3844,Calaveras,1/9/2021,6
3845,Colusa,1/9/2021,3
3846,Contra Costa,1/9/2021,1570
3847,El Dorado,1/9/2021,190
3848,Fresno,1/9/2021,624
3849,Humboldt,1/9/2021,69
3850,Imperial,1/9/2021,24
3851,Inyo,1/9/2021,87
3852,Kern,1/9/2021,226
3853,Kings,1/9/2021,63
3854,Lake,1/9/2021,62
3855,Lassen,1/9/2021,12
3856,Los Angeles,1/9/2021,12278
3857,Madera,1/9/2021,36
3858,Marin,1/9/2021,612
3859,Mariposa,1/9/2021,1
3860,Mendocino,1/9/2021,8
3861,Merced,1/9/2021,24
3862,Mono,1/9/2021,4
3863,Monterey,1/9/2021,962
3864,Napa,1/9/2021,263
3865,Nevada,1/9/2021,63
3866,Orange,1/9/2021,4954
3867,Outside California,1/9/2021,1401
3868,Placer,1/9/2021,443
3869,Plumas,1/9/2021,2
3870,Riverside,1/9/2021,2060
3871,Sacramento,1/9/2021,1282
3872,San Benito,1/9/2021,43
3873,San Bernardino,1/9/2021,1391
3874,San Diego,1/9/2021,2926
3875,San Francisco,1/9/2021,1392
3876,San Joaquin,1/9/2021,369
3877,San Luis Obispo,1/9/2021,206
3878,San Mateo,1/9/2021,1174
3879,Santa Barbara,1/9/2021,567
3880,Santa Clara,1/9/2021,2916
3881,Santa Cruz,1/9/2021,460
3882,Shasta,1/9/2021,72
3883,Siskiyou,1/9/2021,2
3884,Solano,1/9/2021,880
3885,Sonoma,1/9/2021,651
3886,Stanislaus,1/9/2021,288
3887,Sutter,1/9/2021,44
3888,Tehama,1/9/2021,7
3889,Tulare,1/9/2021,738
3890,Tuolumne,1/9/2021,1
3891,Unknown,1/9/2021,4
3892,Ventura,1/9/2021,722
3893,Yolo,1/9/2021,403
3894,Yuba,1/9/2021,19
3895,Alameda,1/8/2021,4703
3896,Alpine,1/8/2021,4
3897,Amador,1/8/2021,84
3898,Butte,1/8/2021,570
3899,Calaveras,1/8/2021,66
3900,Colusa,1/8/2021,9
3901,Contra Costa,1/8/2021,3345
3902,Del Norte,1/8/2021,77
3903,El Dorado,1/8/2021,965
3904,Fresno,1/8/2021,1762
3905,Glenn,1/8/2021,11
3906,Humboldt,1/8/2021,415
3907,Imperial,1/8/2021,190
3908,Inyo,1/8/2021,9
3909,Kern,1/8/2021,1625
3910,Kings,1/8/2021,246
3911,Lake,1/8/2021,139
3912,Lassen,1/8/2021,50
3913,Los Angeles,1/8/2021,32832
3914,Madera,1/8/2021,411
3915,Marin,1/8/2021,964
3916,Mariposa,1/8/2021,106
3917,Mendocino,1/8/2021,94
3918,Merced,1/8/2021,533
3919,Modoc,1/8/2021,105
3920,Mono,1/8/2021,2
3921,Monterey,1/8/2021,1087
3922,Napa,1/8/2021,412
3923,Nevada,1/8/2021,220
3924,Orange,1/8/2021,9307
3925,Outside California,1/8/2021,4630
3926,Placer,1/8/2021,1179
3927,Plumas,1/8/2021,12
3928,Riverside,1/8/2021,4012
3929,Sacramento,1/8/2021,3270
3930,San Benito,1/8/2021,128
3931,San Bernardino,1/8/2021,5342
3932,San Diego,1/8/2021,7705
3933,San Francisco,1/8/2021,2306
3934,San Joaquin,1/8/2021,1171
3935,San Luis Obispo,1/8/2021,880
3936,San Mateo,1/8/2021,1791
3937,Santa Barbara,1/8/2021,1200
3938,Santa Clara,1/8/2021,5782
3939,Santa Cruz,1/8/2021,931
3940,Shasta,1/8/2021,506
3941,Sierra,1/8/2021,1
3942,Siskiyou,1/8/2021,42
3943,Solano,1/8/2021,1124
3944,Sonoma,1/8/2021,1778
3945,Stanislaus,1/8/2021,1265
3946,Sutter,1/8/2021,145
3947,Tehama,1/8/2021,30
3948,Trinity,1/8/2021,49
3949,Tulare,1/8/2021,1264
3950,Tuolumne,1/8/2021,100
3951,Ventura,1/8/2021,2192
3952,Yolo,1/8/2021,626
3953,Yuba,1/8/2021,72
3954,Alameda,1/7/2021,3705
3955,Alpine,1/7/2021,8
3956,Amador,1/7/2021,223
3957,Butte,1/7/2021,760
3958,Calaveras,1/7/2021,106
3959,Colusa,1/7/2021,37
3960,Contra Costa,1/7/2021,3073
3961,Del Norte,1/7/2021,21
3962,El Dorado,1/7/2021,326
3963,Fresno,1/7/2021,1867
3964,Glenn,1/7/2021,66
3965,Humboldt,1/7/2021,382
3966,Imperial,1/7/2021,318
3967,Inyo,1/7/2021,31
3968,Kern,1/7/2021,1402
3969,Kings,1/7/2021,179
3970,Lake,1/7/2021,60
3971,Lassen,1/7/2021,43
3972,Los Angeles,1/7/2021,29183
3973,Madera,1/7/2021,337
3974,Marin,1/7/2021,889
