,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
14380,Kern,12/10/2020,236,11,1170,0,22,247
14381,Monterey,12/10/2020,119,3,717,0,23,122
14382,Lassen,12/10/2020,2,0,25,0,0,2
14383,Santa Cruz,12/10/2020,45,0,372,0,2,45
14384,Solano,12/10/2020,88,14,592,1,15,102
14385,Fresno,12/10/2020,472,41,1570,8,11,513
14386,San Joaquin,12/10/2020,233,8,1020,2,3,241
14387,Tehama,12/10/2020,13,0,59,0,2,13
14388,San Luis Obispo,12/10/2020,19,1,460,0,21,20
14389,Madera,12/11/2020,28,4,275,0,6,32
14390,Sacramento,12/11/2020,433,20,2623,5,57,453
14391,Riverside,12/11/2020,855,149,3498,10,46,1004
14392,Fresno,12/11/2020,462,29,1557,4,14,491
14393,Merced,12/11/2020,45,0,271,0,4,45
14394,Yolo,12/11/2020,24,0,96,0,14,24
14395,Butte,12/11/2020,66,3,451,0,8,69
14396,San Luis Obispo,12/11/2020,19,0,460,0,19,19
14397,Mendocino,12/11/2020,7,0,86,0,7,7
14398,Tulare,12/11/2020,174,9,636,0,8,183
14399,Amador,12/11/2020,10,0,51,0,0,10
14400,San Diego,12/11/2020,928,73,6884,13,182,1001
14401,Placer,12/11/2020,176,18,734,2,3,194
14402,Shasta,12/11/2020,60,0,561,0,12,60
14403,San Joaquin,12/11/2020,247,9,1020,0,4,256
14404,San Benito,12/11/2020,8,0,25,0,0,8
14405,Tuolumne,12/11/2020,8,0,84,0,2,8
14406,Orange,12/11/2020,1150,76,6029,10,104,1226
14407,Stanislaus,12/11/2020,287,8,1287,1,13,295
14408,Mono,12/11/2020,1,0,17,0,2,1
14409,Monterey,12/11/2020,124,3,717,0,20,127
14410,Imperial,12/11/2020,124,0,265,0,1,124
14411,Colusa,12/11/2020,3,1,48,0,5,4
14412,Trinity,12/11/2020,0,0,25,0,0,0
14413,San Mateo,12/11/2020,103,9,756,1,32,112
14414,Solano,12/11/2020,91,12,585,0,9,103
14415,Lassen,12/11/2020,4,0,25,0,0,4
14416,Marin,12/11/2020,26,4,343,0,8,30
14417,Inyo,12/11/2020,4,1,29,0,3,5
14418,Plumas,12/11/2020,1,0,35,0,0,1
14419,Tehama,12/11/2020,11,0,59,0,2,11
14420,El Dorado,12/11/2020,26,1,190,0,3,27
14421,Alameda,12/11/2020,281,36,2553,5,63,317
14422,Santa Clara,12/11/2020,431,19,3123,5,42,450
14423,Santa Cruz,12/11/2020,48,0,372,0,0,48
14424,Sutter,12/11/2020,0,0,14,0,0,0
14425,Nevada,12/11/2020,17,2,125,0,2,19
14426,Glenn,12/11/2020,5,0,47,0,0,5
14427,Humboldt,12/11/2020,4,0,260,0,5,4
14428,Santa Barbara,12/11/2020,75,0,688,0,38,75
14429,Contra Costa,12/11/2020,155,11,1568,0,40,166
14430,Napa,12/11/2020,18,1,259,0,9,19
14431,Ventura,12/11/2020,152,11,1213,2,36,163
14432,Kern,12/11/2020,248,5,1163,0,15,253
14433,Siskiyou,12/11/2020,9,0,56,0,10,9
14434,Kings,12/11/2020,73,0,129,0,0,73
14435,San Francisco,12/11/2020,127,8,1926,0,45,135
14436,San Bernardino,12/11/2020,1154,86,4041,7,59,1240
14437,Lake,12/11/2020,5,0,77,0,1,5
14438,Los Angeles,12/11/2020,4009,353,20255,47,444,4362
14439,Mariposa,12/11/2020,2,0,19,0,0,2
14440,Sonoma,12/11/2020,70,5,576,2,17,75
14441,Modoc,12/11/2020,0,0,12,0,0,0
14442,Yuba,12/11/2020,50,0,261,0,1,50
14443,Del Norte,12/11/2020,2,0,51,0,1,2
14444,Calaveras,12/11/2020,4,0,33,0,3,4
14445,Mendocino,12/12/2020,7,0,86,0,7,7
14446,Kings,12/12/2020,77,0,117,0,2,77
14447,Alameda,12/12/2020,286,34,2549,7,67,320
14448,Marin,12/12/2020,25,5,343,1,7,30
14449,Contra Costa,12/12/2020,173,13,1565,1,35,186
14450,Mariposa,12/12/2020,2,0,19,0,0,2
14451,Inyo,12/12/2020,5,1,29,0,2,6
14452,Stanislaus,12/12/2020,299,8,1292,3,21,307
14453,Glenn,12/12/2020,5,0,47,0,0,5
14454,Nevada,12/12/2020,18,2,121,0,2,20
14455,Sutter,12/12/2020,0,0,14,0,0,0
14456,Mono,12/12/2020,1,0,17,0,2,1
14457,Orange,12/12/2020,1236,71,6047,5,98,1307
14458,Los Angeles,12/12/2020,4203,365,20166,53,392,4568
14459,Tehama,12/12/2020,12,0,59,0,3,12
14460,Ventura,12/12/2020,173,11,1203,3,31,184
14461,San Diego,12/12/2020,976,61,6869,9,193,1037
14462,Del Norte,12/12/2020,2,0,51,0,3,2
14463,Imperial,12/12/2020,135,0,265,0,2,135
14464,Lassen,12/12/2020,4,0,25,0,0,4
14465,Santa Barbara,12/12/2020,78,1,688,0,45,79
14466,Butte,12/12/2020,65,1,451,0,11,66
14467,Madera,12/12/2020,32,6,275,0,12,38
14468,Calaveras,12/12/2020,5,0,33,0,3,5
14469,Solano,12/12/2020,94,10,589,2,9,104
14470,Siskiyou,12/12/2020,8,0,56,0,10,8
14471,Colusa,12/12/2020,2,0,48,0,5,2
14472,San Mateo,12/12/2020,102,9,741,0,37,111
14473,San Joaquin,12/12/2020,262,8,940,0,5,270
14474,San Francisco,12/12/2020,130,4,1916,2,44,134
14475,Modoc,12/12/2020,1,0,12,0,0,1
14476,Santa Cruz,12/12/2020,52,0,372,0,3,52
14477,Tulare,12/12/2020,176,6,636,0,7,182
14478,Monterey,12/12/2020,120,6,717,0,18,126
14479,El Dorado,12/12/2020,25,1,190,0,7,26
14480,San Bernardino,12/12/2020,1234,88,4033,9,62,1322
14481,Humboldt,12/12/2020,4,1,264,1,8,5
14482,San Benito,12/12/2020,9,0,25,0,0,9
14483,Napa,12/12/2020,18,0,254,0,2,18
14484,San Luis Obispo,12/12/2020,25,3,460,0,23,28
14485,Kern,12/12/2020,273,9,1122,0,18,282
14486,Riverside,12/12/2020,901,95,3480,10,39,996
14487,Yolo,12/12/2020,8,0,56,0,2,8
14488,Santa Clara,12/12/2020,451,14,3085,2,45,465
14489,Tuolumne,12/12/2020,7,0,84,0,3,7
14490,Plumas,12/12/2020,1,0,35,0,0,1
14491,Shasta,12/12/2020,61,2,561,1,8,63
14492,Sacramento,12/12/2020,456,19,2600,3,70,475
14493,Trinity,12/12/2020,0,0,25,0,0,0
14494,Sonoma,12/12/2020,65,6,584,1,20,71
14495,Amador,12/12/2020,11,0,51,0,3,11
14496,Fresno,12/12/2020,450,39,1557,3,12,489
14497,Lake,12/12/2020,4,0,77,0,1,4
14498,Yuba,12/12/2020,62,1,261,0,3,63
14499,Merced,12/12/2020,43,0,271,0,7,43
14500,Placer,12/12/2020,173,13,746,1,3,186
14501,Marin,12/13/2020,26,5,339,0,5,31
14502,Sonoma,12/13/2020,70,10,572,3,21,80
14503,Tehama,12/13/2020,11,0,59,0,1,11
14504,Mendocino,12/13/2020,14,0,88,0,6,14
14505,San Joaquin,12/13/2020,277,8,929,0,6,285
14506,El Dorado,12/13/2020,27,2,190,0,8,29
14507,Lassen,12/13/2020,6,0,25,0,0,6
14508,Modoc,12/13/2020,0,0,12,0,0,0
14509,Alameda,12/13/2020,302,47,2540,6,74,349
14510,San Luis Obispo,12/13/2020,32,1,460,0,23,33
14511,Siskiyou,12/13/2020,8,0,56,0,10,8
14512,Yuba,12/13/2020,62,2,261,0,2,64
14513,Ventura,12/13/2020,181,11,1191,4,27,192
14514,San Diego,12/13/2020,994,40,6868,1,179,1034
14515,Kings,12/13/2020,75,0,119,0,3,75
14516,Placer,12/13/2020,182,10,748,3,7,192
14517,Glenn,12/13/2020,5,0,47,0,0,5
14518,Santa Barbara,12/13/2020,89,1,688,0,48,90
14519,Shasta,12/13/2020,65,1,561,1,7,66
14520,San Francisco,12/13/2020,139,4,1867,1,54,143
14521,Sutter,12/13/2020,0,0,14,0,0,0
14522,Mariposa,12/13/2020,0,0,19,0,0,0
14523,Riverside,12/13/2020,930,110,3499,7,31,1040
14524,Calaveras,12/13/2020,7,0,33,0,3,7
14525,Los Angeles,12/13/2020,4403,372,20090,52,404,4775
14526,Solano,12/13/2020,103,10,581,1,8,113
14527,Amador,12/13/2020,13,0,51,0,0,13
14528,Monterey,12/13/2020,127,6,717,0,19,133
14529,Napa,12/13/2020,20,0,265,0,6,20
14530,Merced,12/13/2020,41,0,271,0,6,41
14531,Colusa,12/13/2020,3,0,48,0,5,3
14532,San Bernardino,12/13/2020,1277,87,4037,5,55,1364
14533,Humboldt,12/13/2020,4,3,270,0,11,7
14534,Kern,12/13/2020,295,6,1125,0,10,301
14535,Nevada,12/13/2020,18,2,133,0,4,20
14536,Stanislaus,12/13/2020,317,13,1294,3,12,330
14537,Inyo,12/13/2020,6,1,29,0,2,7
14538,Contra Costa,12/13/2020,177,17,1546,2,50,194
14539,Tulare,12/13/2020,178,4,636,0,9,182
14540,Del Norte,12/13/2020,3,0,51,0,2,3
14541,Orange,12/13/2020,1287,71,5968,5,86,1358
14542,Santa Cruz,12/13/2020,53,0,372,0,4,53
14543,San Benito,12/13/2020,11,0,25,0,0,11
14544,Lake,12/13/2020,4,0,77,0,3,4
14545,Madera,12/13/2020,34,0,275,0,11,34
14546,San Mateo,12/13/2020,105,10,746,1,38,115
14547,Trinity,12/13/2020,0,0,25,0,0,0
14548,Fresno,12/13/2020,458,49,1559,8,13,507
14549,Imperial,12/13/2020,143,0,265,0,0,143
14550,Plumas,12/13/2020,1,0,35,0,0,1
14551,Santa Clara,12/13/2020,480,23,3106,4,54,503
14552,Sacramento,12/13/2020,463,17,2582,4,79,480
14553,Tuolumne,12/13/2020,7,0,84,0,3,7
14554,Butte,12/13/2020,77,0,451,0,11,77
14555,Yolo,12/13/2020,24,0,96,0,3,24
14556,Mono,12/13/2020,1,0,17,0,1,1
14557,Los Angeles,12/14/2020,4656,314,20115,38,390,4970
14558,Marin,12/14/2020,30,3,335,0,4,33
14559,Alameda,12/14/2020,330,44,2532,3,73,374
14560,Orange,12/14/2020,1371,89,6002,16,101,1460
14561,Kings,12/14/2020,75,0,126,0,3,75
14562,Nevada,12/14/2020,18,1,134,1,2,19
14563,Del Norte,12/14/2020,1,0,51,0,3,1
14564,Merced,12/14/2020,41,0,271,0,10,41
14565,San Benito,12/14/2020,11,0,25,0,0,11
14566,Napa,12/14/2020,19,1,252,1,6,20
14567,San Diego,12/14/2020,1019,63,6867,8,193,1082
14568,Tulare,12/14/2020,178,4,636,0,8,182
14569,Kern,12/14/2020,284,4,1150,0,16,288
14570,Contra Costa,12/14/2020,185,15,1538,2,38,200
14571,San Joaquin,12/14/2020,293,8,927,1,4,301
14572,El Dorado,12/14/2020,29,1,190,1,7,30
14573,Amador,12/14/2020,13,0,51,0,2,13
14574,Lake,12/14/2020,5,0,77,0,2,5
14575,Butte,12/14/2020,77,0,451,0,13,77
14576,San Luis Obispo,12/14/2020,32,0,460,0,20,32
14577,San Bernardino,12/14/2020,1319,96,4072,8,59,1415
14578,Sonoma,12/14/2020,76,4,545,1,20,80
14579,Mendocino,12/14/2020,15,0,88,0,7,15
14580,San Mateo,12/14/2020,111,10,749,0,36,121
14581,Mariposa,12/14/2020,0,0,19,0,0,0
14582,Solano,12/14/2020,107,13,575,1,8,120
14583,Ventura,12/14/2020,210,10,1208,4,32,220
14584,Trinity,12/14/2020,0,0,25,0,0,0
14585,Santa Cruz,12/14/2020,57,0,372,0,4,57
14586,Glenn,12/14/2020,5,0,47,0,0,5
14587,Santa Barbara,12/14/2020,91,0,688,0,46,91
14588,Santa Clara,12/14/2020,511,27,3101,2,66,538
14589,Imperial,12/14/2020,151,0,265,0,1,151
14590,Plumas,12/14/2020,1,0,35,0,0,1
14591,Madera,12/14/2020,35,3,275,1,13,38
14592,San Francisco,12/14/2020,150,3,1861,1,63,153
14593,Fresno,12/14/2020,491,37,1582,3,16,528
14594,Tuolumne,12/14/2020,4,0,84,0,3,4
14595,Monterey,12/14/2020,133,7,717,1,16,140
14596,Riverside,12/14/2020,972,106,3485,6,27,1078
14597,Tehama,12/14/2020,12,0,59,0,2,12
14598,Sutter,12/14/2020,0,0,14,0,0,0
14599,Siskiyou,12/14/2020,4,1,56,0,8,5
14600,Sacramento,12/14/2020,473,21,2572,4,86,494
14601,Yolo,12/14/2020,26,0,97,0,5,26
14602,Colusa,12/14/2020,3,0,48,0,5,3
14603,Mono,12/14/2020,1,0,17,0,2,1
14604,Shasta,12/14/2020,60,0,561,0,8,60
14605,Calaveras,12/14/2020,6,0,33,0,3,6
14606,Inyo,12/14/2020,5,1,29,0,4,6
14607,Lassen,12/14/2020,4,0,25,0,0,4
14608,Placer,12/14/2020,184,11,752,3,0,195
14609,Stanislaus,12/14/2020,334,14,1296,5,16,348
14610,Modoc,12/14/2020,0,0,12,0,0,0
14611,Yuba,12/14/2020,61,1,261,0,4,62
14612,Humboldt,12/14/2020,4,3,266,1,11,7
14613,Orange,12/15/2020,1486,81,6070,11,95,1567
14614,Siskiyou,12/15/2020,6,1,56,0,8,7
14615,San Bernardino,12/15/2020,1413,92,4075,8,53,1505
14616,Del Norte,12/15/2020,1,0,51,0,1,1
14617,San Luis Obispo,12/15/2020,34,2,460,0,21,36
14618,Riverside,12/15/2020,1000,116,3536,7,26,1116
14619,Placer,12/15/2020,187,11,736,2,2,198
14620,Marin,12/15/2020,34,2,347,0,4,36
14621,Los Angeles,12/15/2020,4864,344,20253,35,369,5208
14622,Monterey,12/15/2020,148,4,717,1,12,152
14623,Merced,12/15/2020,46,0,271,0,7,46
14624,Sacramento,12/15/2020,470,22,2627,8,83,492
14625,Modoc,12/15/2020,0,0,12,0,0,0
14626,Calaveras,12/15/2020,6,0,33,0,3,6
14627,Lassen,12/15/2020,6,0,25,0,0,6
14628,Amador,12/15/2020,15,0,51,0,0,15
14629,Sutter,12/15/2020,0,0,14,0,0,0
14630,Tehama,12/15/2020,13,0,59,0,1,13
14631,San Diego,12/15/2020,1103,70,6878,9,175,1173
14632,Santa Barbara,12/15/2020,90,2,688,1,37,92
14633,Mendocino,12/15/2020,16,0,88,0,6,16
14634,Madera,12/15/2020,36,11,275,0,11,47
14635,Stanislaus,12/15/2020,334,20,1296,6,7,354
14636,Santa Clara,12/15/2020,535,18,3100,3,39,553
14637,Tulare,12/15/2020,173,7,636,2,12,180
14638,Ventura,12/15/2020,226,7,1218,3,30,233
14639,Plumas,12/15/2020,2,0,35,0,0,2
14640,Solano,12/15/2020,121,11,537,1,11,132
14641,Yolo,12/15/2020,27,0,96,0,1,27
14642,Alameda,12/15/2020,332,45,2556,5,72,377
14643,Kings,12/15/2020,79,0,132,0,4,79
14644,San Francisco,12/15/2020,141,3,1903,0,48,144
14645,Butte,12/15/2020,84,0,451,0,12,84
14646,Sonoma,12/15/2020,66,3,549,1,23,69
14647,Colusa,12/15/2020,4,0,48,0,5,4
14648,Nevada,12/15/2020,20,0,119,0,2,20
14649,Kern,12/15/2020,296,3,1148,0,19,299
14650,Imperial,12/15/2020,163,1,265,0,3,164
14651,Napa,12/15/2020,18,0,250,0,6,18
14652,El Dorado,12/15/2020,32,1,190,0,7,33
14653,San Mateo,12/15/2020,110,14,748,0,34,124
14654,Contra Costa,12/15/2020,188,9,1541,2,31,197
14655,San Benito,12/15/2020,12,0,25,0,0,12
14656,Inyo,12/15/2020,7,0,29,0,4,7
14657,Glenn,12/15/2020,5,0,47,0,0,5
14658,Fresno,12/15/2020,491,40,1576,2,11,531
14659,Lake,12/15/2020,7,0,77,0,2,7
14660,Shasta,12/15/2020,65,0,561,0,7,65
14661,Humboldt,12/15/2020,4,3,278,2,14,7
14662,Santa Cruz,12/15/2020,54,0,372,0,2,54
14663,Trinity,12/15/2020,0,0,25,0,0,0
14664,San Joaquin,12/15/2020,305,4,959,0,6,309
14665,Yuba,12/15/2020,59,0,261,0,2,59
14666,Tuolumne,12/15/2020,3,0,84,0,1,3
14667,Mariposa,12/15/2020,0,0,19,0,0,0
14668,Mono,12/15/2020,2,0,17,0,2,2
14669,Santa Barbara,12/16/2020,97,5,688,2,37,102
14670,Fresno,12/16/2020,527,30,1583,5,10,557
14671,Tuolumne,12/16/2020,3,0,84,0,4,3
14672,Humboldt,12/16/2020,6,3,274,2,14,9
14673,Contra Costa,12/16/2020,196,10,1508,1,28,206
14674,Riverside,12/16/2020,1054,85,3530,7,29,1139
14675,Sonoma,12/16/2020,65,2,569,0,23,67
14676,Glenn,12/16/2020,5,0,47,0,0,5
14677,San Joaquin,12/16/2020,315,8,955,1,4,323
14678,Yolo,12/16/2020,24,0,96,0,1,24
14679,Amador,12/16/2020,13,0,51,0,0,13
14680,Tehama,12/16/2020,11,0,59,0,1,11
14681,Sacramento,12/16/2020,478,31,2611,3,70,509
14682,Merced,12/16/2020,59,0,271,0,7,59
14683,Orange,12/16/2020,1519,96,6058,15,79,1615
14684,El Dorado,12/16/2020,28,0,190,0,4,28
14685,San Luis Obispo,12/16/2020,34,1,460,1,19,35
14686,San Bernardino,12/16/2020,1458,127,4063,12,41,1585
14687,Lake,12/16/2020,4,0,77,0,2,4
14688,Monterey,12/16/2020,145,2,717,1,15,147
14689,Trinity,12/16/2020,0,0,25,0,0,0
14690,Shasta,12/16/2020,72,0,567,0,5,72
14691,Colusa,12/16/2020,5,0,48,0,5,5
14692,Solano,12/16/2020,105,16,586,1,9,121
14693,Del Norte,12/16/2020,1,0,51,0,0,1
14694,Mariposa,12/16/2020,0,0,19,0,0,0
14695,Kern,12/16/2020,303,8,1166,0,25,311
14696,Alameda,12/16/2020,336,39,2558,5,73,375
14697,Placer,12/16/2020,179,9,728,2,5,188
14698,San Benito,12/16/2020,12,0,25,0,0,12
14699,Napa,12/16/2020,22,1,254,0,6,23
14700,Modoc,12/16/2020,0,0,12,0,0,0
14701,Mono,12/16/2020,2,0,17,0,2,2
14702,Marin,12/16/2020,35,3,349,0,5,38
14703,Plumas,12/16/2020,4,0,35,0,0,4
14704,Calaveras,12/16/2020,4,0,33,0,4,4
14705,Kings,12/16/2020,75,0,127,0,0,75
14706,Siskiyou,12/16/2020,9,0,56,0,9,9
14707,Santa Cruz,12/16/2020,58,0,372,0,2,58
14708,Tulare,12/16/2020,173,9,636,2,12,182
14709,San Mateo,12/16/2020,116,13,758,1,28,129
14710,Madera,12/16/2020,40,9,275,0,9,49
14711,Sutter,12/16/2020,0,0,14,0,0,0
14712,Inyo,12/16/2020,7,0,29,0,2,7
14713,Ventura,12/16/2020,230,11,1222,4,35,241
14714,Mendocino,12/16/2020,14,0,96,0,5,14
14715,Butte,12/16/2020,86,1,451,0,14,87
14716,San Diego,12/16/2020,1126,60,6798,6,168,1186
14717,Imperial,12/16/2020,165,0,265,0,0,165
14718,Nevada,12/16/2020,18,0,136,0,0,18
14719,Lassen,12/16/2020,7,0,25,0,0,7
14720,Los Angeles,12/16/2020,5100,366,20253,36,338,5466
14721,Yuba,12/16/2020,53,1,261,0,2,54
14722,Santa Clara,12/16/2020,559,26,3126,1,46,585
14723,San Francisco,12/16/2020,140,3,1943,0,51,143
14724,Stanislaus,12/16/2020,334,20,1307,4,12,354
14725,Inyo,12/17/2020,9,0,29,0,2,9
14726,Lassen,12/17/2020,6,0,25,0,0,6
14727,Calaveras,12/17/2020,4,0,33,0,4,4
14728,Humboldt,12/17/2020,7,4,275,2,11,11
14729,San Benito,12/17/2020,13,0,25,0,0,13
14730,Placer,12/17/2020,184,11,751,3,21,195
14731,Del Norte,12/17/2020,1,0,51,0,0,1
14732,Ventura,12/17/2020,240,19,1215,3,31,259
14733,Tehama,12/17/2020,8,0,59,0,2,8
14734,Sutter,12/17/2020,0,0,14,0,0,0
14735,Monterey,12/17/2020,151,2,717,0,18,153
14736,El Dorado,12/17/2020,25,0,190,0,4,25
14737,Fresno,12/17/2020,553,39,1618,0,13,592
14738,San Francisco,12/17/2020,152,9,1951,3,43,161
14739,Los Angeles,12/17/2020,5424,339,20282,29,316,5763
14740,Mendocino,12/17/2020,13,0,96,0,4,13
14741,Colusa,12/17/2020,5,0,48,0,5,5
14742,Nevada,12/17/2020,17,0,125,0,0,17
14743,Kings,12/17/2020,77,0,124,0,0,77
14744,Solano,12/17/2020,106,19,592,1,14,125
14745,Sonoma,12/17/2020,70,3,598,1,20,73
14746,Yuba,12/17/2020,54,0,261,0,2,54
14747,Trinity,12/17/2020,0,0,25,0,0,0
14748,Santa Clara,12/17/2020,561,27,3129,1,49,588
14749,Marin,12/17/2020,31,2,342,0,8,33
14750,Orange,12/17/2020,1557,78,6054,16,90,1635
14751,Santa Cruz,12/17/2020,59,0,372,0,2,59
14752,Alameda,12/17/2020,352,50,2557,3,65,402
14753,San Bernardino,12/17/2020,1492,100,4094,8,40,1592
14754,Glenn,12/17/2020,5,0,47,0,0,5
14755,Shasta,12/17/2020,70,4,567,0,4,74
14756,Santa Barbara,12/17/2020,98,5,688,2,38,103
14757,San Luis Obispo,12/17/2020,35,1,460,0,19,36
14758,Napa,12/17/2020,22,2,249,2,5,24
14759,Lake,12/17/2020,6,0,77,0,2,6
14760,Yolo,12/17/2020,23,0,96,0,5,23
14761,Butte,12/17/2020,84,0,451,0,9,84
14762,Kern,12/17/2020,315,5,1161,0,13,320
14763,San Diego,12/17/2020,1164,55,6833,9,172,1219
14764,Riverside,12/17/2020,1092,94,3488,7,18,1186
14765,Madera,12/17/2020,42,2,275,0,10,44
14766,Mono,12/17/2020,1,0,17,0,2,1
14767,Tulare,12/17/2020,177,6,638,0,13,183
14768,Stanislaus,12/17/2020,340,14,1306,2,11,354
14769,San Joaquin,12/17/2020,313,10,957,2,4,323
14770,Mariposa,12/17/2020,0,0,19,0,0,0
14771,Tuolumne,12/17/2020,6,0,84,0,4,6
14772,Merced,12/17/2020,58,0,271,0,4,58
14773,Modoc,12/17/2020,0,0,12,0,0,0
14774,Contra Costa,12/17/2020,197,15,1506,6,29,212
14775,Amador,12/17/2020,13,0,51,0,1,13
14776,Siskiyou,12/17/2020,7,0,56,0,7,7
14777,Imperial,12/17/2020,174,0,265,0,0,174
14778,Sacramento,12/17/2020,471,22,2626,5,72,493
14779,Plumas,12/17/2020,6,0,35,0,0,6
14780,San Mateo,12/17/2020,129,9,750,1,28,138
14781,San Luis Obispo,12/18/2020,38,1,460,0,19,39
14782,Sonoma,12/18/2020,75,2,599,0,21,77
14783,Plumas,12/18/2020,5,0,35,0,0,5
14784,Santa Clara,12/18/2020,592,25,3134,5,43,617
14785,San Joaquin,12/18/2020,323,11,963,1,3,334
14786,Placer,12/18/2020,190,14,753,1,23,204
14787,Glenn,12/18/2020,5,0,47,0,0,5
14788,Amador,12/18/2020,12,0,51,0,0,12
14789,Orange,12/18/2020,1601,74,6084,13,103,1675
14790,Kern,12/18/2020,312,5,1161,0,15,317
14791,Calaveras,12/18/2020,5,0,33,0,4,5
14792,Mendocino,12/18/2020,13,0,96,0,4,13
14793,Tehama,12/18/2020,8,0,59,0,2,8
14794,Merced,12/18/2020,58,0,271,0,4,58
14795,Lassen,12/18/2020,6,0,25,0,0,6
14796,Inyo,12/18/2020,10,0,29,0,4,10
14797,Sacramento,12/18/2020,486,22,2627,6,73,508
14798,Madera,12/18/2020,38,2,275,0,6,40
14799,Alameda,12/18/2020,353,49,2529,9,70,402
14800,Santa Cruz,12/18/2020,58,0,372,0,3,58
14801,Shasta,12/18/2020,67,4,567,0,4,71
14802,Nevada,12/18/2020,17,1,125,0,0,18
14803,Marin,12/18/2020,29,2,335,1,7,31
14804,Los Angeles,12/18/2020,5549,323,20349,25,308,5872
14805,Solano,12/18/2020,109,16,595,1,12,125
14806,Santa Barbara,12/18/2020,102,5,688,1,40,107
14807,Yuba,12/18/2020,54,0,261,0,2,54
14808,Trinity,12/18/2020,0,0,25,0,0,0
14809,Riverside,12/18/2020,1169,88,3563,7,33,1257
14810,Stanislaus,12/18/2020,352,10,1306,0,12,362
14811,San Diego,12/18/2020,1204,49,6818,6,183,1253
14812,Del Norte,12/18/2020,2,0,52,0,2,2
14813,San Benito,12/18/2020,12,0,25,0,0,12
14814,San Francisco,12/18/2020,153,9,1922,2,43,162
14815,Tulare,12/18/2020,185,8,627,0,14,193
14816,Humboldt,12/18/2020,9,1,276,0,10,10
14817,San Mateo,12/18/2020,139,14,750,3,37,153
14818,Lake,12/18/2020,8,0,77,0,2,8
14819,Kings,12/18/2020,77,0,124,0,0,77
14820,Modoc,12/18/2020,0,0,12,0,0,0
14821,Ventura,12/18/2020,243,13,1208,0,34,256
14822,Contra Costa,12/18/2020,223,12,1513,2,27,235
14823,Fresno,12/18/2020,565,33,1586,4,13,598
14824,Mariposa,12/18/2020,0,0,19,0,0,0
14825,San Bernardino,12/18/2020,1508,137,4093,10,42,1645
14826,Imperial,12/18/2020,179,0,265,0,0,179
14827,Colusa,12/18/2020,5,0,48,0,5,5
14828,Sutter,12/18/2020,0,0,14,0,0,0
14829,Siskiyou,12/18/2020,6,0,61,0,8,6
14830,Tuolumne,12/18/2020,6,0,84,0,4,6
14831,Yolo,12/18/2020,23,0,96,0,5,23
14832,El Dorado,12/18/2020,22,0,190,0,5,22
14833,Napa,12/18/2020,22,1,249,0,5,23
14834,Butte,12/18/2020,74,0,451,0,13,74
14835,Monterey,12/18/2020,164,2,717,0,15,166
14836,Mono,12/18/2020,0,0,17,0,2,0
14837,Imperial,12/19/2020,199,0,265,0,2,199
14838,Calaveras,12/19/2020,5,0,33,0,4,5
14839,San Diego,12/19/2020,1211,53,6825,8,209,1264
14840,San Benito,12/19/2020,12,0,25,0,0,12
14841,Sutter,12/19/2020,0,0,14,0,0,0
14842,San Francisco,12/19/2020,164,6,1924,0,61,170
14843,Napa,12/19/2020,19,0,252,0,5,19
14844,Lake,12/19/2020,10,0,77,0,2,10
14845,Santa Clara,12/19/2020,592,22,3125,3,35,614
14846,Nevada,12/19/2020,17,3,134,1,1,20
14847,Stanislaus,12/19/2020,343,11,1302,1,10,354
14848,Orange,12/19/2020,1682,75,6072,11,116,1757
14849,Yolo,12/19/2020,23,1,96,0,2,24
14850,Placer,12/19/2020,189,12,748,2,22,201
14851,Mariposa,12/19/2020,0,0,19,0,0,0
14852,Siskiyou,12/19/2020,8,0,56,0,8,8
14853,Sonoma,12/19/2020,71,3,576,0,21,74
14854,Mendocino,12/19/2020,8,0,96,0,5,8
14855,Santa Cruz,12/19/2020,59,0,373,0,2,59
14856,Merced,12/19/2020,61,0,271,0,0,61
14857,Riverside,12/19/2020,1178,102,3550,8,37,1280
14858,Tulare,12/19/2020,184,2,624,0,12,186
14859,Inyo,12/19/2020,10,0,29,0,4,10
14860,San Mateo,12/19/2020,136,11,739,2,29,147
14861,Yuba,12/19/2020,57,0,261,0,5,57
14862,Tehama,12/19/2020,9,0,59,0,2,9
14863,Shasta,12/19/2020,60,1,567,1,4,61
14864,Contra Costa,12/19/2020,228,11,1518,2,38,239
14865,Del Norte,12/19/2020,2,0,53,0,3,2
14866,Plumas,12/19/2020,5,0,35,0,0,5
14867,Alameda,12/19/2020,359,42,2529,10,75,401
14868,Modoc,12/19/2020,0,0,12,0,0,0
14869,Solano,12/19/2020,114,19,581,1,13,133
14870,San Bernardino,12/19/2020,1508,126,4073,5,44,1634
14871,El Dorado,12/19/2020,21,0,190,0,4,21
14872,Santa Barbara,12/19/2020,105,3,688,1,46,108
14873,Butte,12/19/2020,90,0,451,0,5,90
14874,Fresno,12/19/2020,575,30,1566,6,8,605
14875,Mono,12/19/2020,0,0,17,0,2,0
14876,Marin,12/19/2020,22,4,335,1,10,26
14877,Sacramento,12/19/2020,477,25,2635,5,63,502
14878,Trinity,12/19/2020,0,0,25,0,0,0
14879,Kings,12/19/2020,92,0,120,0,0,92
