,county,date,icu_covid_confirmed,icu_covid_suspected
5011,Marin,2020-06-26,5,0
5012,Stanislaus,2020-06-26,35,2
5013,Lassen,2020-06-26,0,0
5014,Trinity,2020-06-26,0,0
5015,El Dorado,2020-06-26,1,0
5016,Mono,2020-06-26,0,0
5017,Contra Costa,2020-06-26,10,2
5018,San Benito,2020-06-26,0,0
5019,Imperial,2020-06-26,15,0
5020,Tulare,2020-06-26,12,0
5021,Placer,2020-06-26,3,0
5022,Colusa,2020-06-26,0,0
5023,Humboldt,2020-06-26,0,0
5024,Kern,2020-06-26,46,2
5025,Fresno,2020-06-26,24,4
5026,Madera,2020-06-26,0,0
5027,San Mateo,2020-06-26,8,0
5028,Yolo,2020-06-26,4,0
5029,Santa Cruz,2020-06-26,1,0
5030,Lake,2020-06-26,0,1
5031,Tuolumne,2020-06-26,0,0
5032,Sonoma,2020-06-26,4,1
5033,Los Angeles,2020-06-26,446,79
5034,Santa Barbara,2020-06-26,20,1
5035,Napa,2020-06-26,5,0
5036,San Joaquin,2020-06-26,29,6
5037,Santa Clara,2020-06-27,28,1
5038,Trinity,2020-06-27,0,0
5039,San Luis Obispo,2020-06-27,2,0
5040,San Benito,2020-06-27,0,0
5041,Yuba,2020-06-27,1,0
5042,Del Norte,2020-06-27,0,0
5043,Humboldt,2020-06-27,0,1
5044,Shasta,2020-06-27,1,0
5045,Sacramento,2020-06-27,20,8
5046,Tehama,2020-06-27,0,0
5047,San Bernardino,2020-06-27,130,9
5048,San Francisco,2020-06-27,21,4
5049,Merced,2020-06-27,6,0
5050,Mendocino,2020-06-27,0,0
5051,San Joaquin,2020-06-27,30,7
5052,San Mateo,2020-06-27,8,1
5053,Mono,2020-06-27,0,0
5054,Solano,2020-06-27,9,0
5055,Ventura,2020-06-27,16,9
5056,Monterey,2020-06-27,11,0
5057,Contra Costa,2020-06-27,10,3
5058,Butte,2020-06-27,2,0
5059,Santa Barbara,2020-06-27,21,1
5060,Imperial,2020-06-27,17,0
5061,Riverside,2020-06-27,108,23
5062,Lake,2020-06-27,0,2
5063,Placer,2020-06-27,3,0
5064,Plumas,2020-06-27,0,0
5065,Orange,2020-06-27,170,22
5066,Lassen,2020-06-27,0,0
5067,Siskiyou,2020-06-27,0,0
5068,Sutter,2020-06-27,0,0
5069,Kings,2020-06-27,6,0
5070,Tuolumne,2020-06-27,0,1
5071,Madera,2020-06-27,0,0
5072,El Dorado,2020-06-27,1,1
5073,Fresno,2020-06-27,27,2
5074,Calaveras,2020-06-27,1,0
5075,Yolo,2020-06-27,1,1
5076,Santa Cruz,2020-06-27,1,0
5077,Glenn,2020-06-27,0,0
5078,Modoc,2020-06-27,0,0
5079,Napa,2020-06-27,5,0
5080,Nevada,2020-06-27,1,1
5081,Amador,2020-06-27,0,0
5082,Sonoma,2020-06-27,5,3
5083,Marin,2020-06-27,5,0
5084,Mariposa,2020-06-27,0,0
5085,Colusa,2020-06-27,0,0
5086,Tulare,2020-06-27,10,0
5087,Los Angeles,2020-06-27,443,80
5088,Stanislaus,2020-06-27,33,2
5089,Kern,2020-06-27,42,10
5090,Alameda,2020-06-27,36,11
5091,Inyo,2020-06-27,0,0
5092,San Diego,2020-06-27,154,14
5093,Lassen,2020-06-28,0,0
5094,Riverside,2020-06-28,106,18
5095,Los Angeles,2020-06-28,469,97
5096,San Luis Obispo,2020-06-28,2,0
5097,Alameda,2020-06-28,35,10
5098,Calaveras,2020-06-28,1,0
5099,Kings,2020-06-28,6,0
5100,Yuba,2020-06-28,1,0
5101,El Dorado,2020-06-28,1,3
5102,San Mateo,2020-06-28,11,0
5103,Orange,2020-06-28,175,18
5104,Placer,2020-06-28,4,0
5105,Siskiyou,2020-06-28,0,0
5106,Modoc,2020-06-28,0,0
5107,Marin,2020-06-28,5,0
5108,Lake,2020-06-28,2,0
5109,Kern,2020-06-28,53,1
5110,Nevada,2020-06-28,1,2
5111,Yolo,2020-06-28,1,1
5112,Shasta,2020-06-28,1,0
5113,Ventura,2020-06-28,21,8
5114,Santa Cruz,2020-06-28,0,0
5115,Napa,2020-06-28,5,2
5116,Colusa,2020-06-28,0,0
5117,Santa Clara,2020-06-28,32,1
5118,Tulare,2020-06-28,12,0
5119,Madera,2020-06-28,0,1
5120,Inyo,2020-06-28,0,0
5121,Fresno,2020-06-28,30,1
5122,Mariposa,2020-06-28,0,0
5123,San Francisco,2020-06-28,22,3
5124,San Bernardino,2020-06-28,135,12
5125,Amador,2020-06-28,0,0
5126,Stanislaus,2020-06-28,36,2
5127,Sonoma,2020-06-28,6,1
5128,Sutter,2020-06-28,0,0
5129,Mendocino,2020-06-28,0,0
5130,Merced,2020-06-28,6,0
5131,Tehama,2020-06-28,0,0
5132,San Diego,2020-06-28,160,18
5133,Del Norte,2020-06-28,1,1
5134,Contra Costa,2020-06-28,13,5
5135,San Benito,2020-06-28,0,0
5136,Solano,2020-06-28,7,0
5137,Plumas,2020-06-28,0,0
5138,Santa Barbara,2020-06-28,21,0
5139,Humboldt,2020-06-28,0,1
5140,Imperial,2020-06-28,17,0
5141,Butte,2020-06-28,2,0
5142,Trinity,2020-06-28,0,0
5143,Sacramento,2020-06-28,21,9
5144,San Joaquin,2020-06-28,34,6
5145,Glenn,2020-06-28,0,0
5146,Mono,2020-06-28,0,0
5147,Tuolumne,2020-06-28,0,0
5148,Monterey,2020-06-28,10,0
5149,Orange,2020-06-29,176,24
5150,Santa Clara,2020-06-29,31,2
5151,Colusa,2020-06-29,0,0
5152,San Benito,2020-06-29,0,0
5153,Solano,2020-06-29,8,0
5154,Inyo,2020-06-29,0,0
5155,Tuolumne,2020-06-29,0,0
5156,Riverside,2020-06-29,109,21
5157,El Dorado,2020-06-29,1,1
5158,Butte,2020-06-29,2,1
5159,Tulare,2020-06-29,13,0
5160,Lake,2020-06-29,2,0
5161,Los Angeles,2020-06-29,504,91
5162,Madera,2020-06-29,0,0
5163,Merced,2020-06-29,6,0
5164,Marin,2020-06-29,8,1
5165,Sacramento,2020-06-29,28,6
5166,Santa Cruz,2020-06-29,1,0
5167,Amador,2020-06-29,1,0
5168,Calaveras,2020-06-29,1,0
5169,Santa Barbara,2020-06-29,19,2
5170,Monterey,2020-06-29,7,1
5171,Ventura,2020-06-29,26,4
5172,Siskiyou,2020-06-29,0,0
5173,Nevada,2020-06-29,2,1
5174,Fresno,2020-06-29,30,2
5175,Glenn,2020-06-29,0,0
5176,San Luis Obispo,2020-06-29,2,1
5177,Imperial,2020-06-29,16,0
5178,San Francisco,2020-06-29,22,4
5179,Lassen,2020-06-29,0,0
5180,Stanislaus,2020-06-29,35,3
5181,Yolo,2020-06-29,1,0
5182,Sonoma,2020-06-29,7,1
5183,Del Norte,2020-06-29,1,0
5184,Kern,2020-06-29,53,2
5185,San Mateo,2020-06-29,15,1
5186,Trinity,2020-06-29,0,0
5187,Kings,2020-06-29,6,0
5188,Tehama,2020-06-29,0,0
5189,Sutter,2020-06-29,0,0
5190,San Diego,2020-06-29,156,26
5191,Mendocino,2020-06-29,0,0
5192,Humboldt,2020-06-29,0,1
5193,Yuba,2020-06-29,3,0
5194,Mariposa,2020-06-29,0,0
5195,Modoc,2020-06-29,0,0
5196,Alameda,2020-06-29,38,6
5197,Plumas,2020-06-29,0,0
5198,Contra Costa,2020-06-29,14,5
5199,Placer,2020-06-29,4,1
5200,Napa,2020-06-29,6,2
5201,Mono,2020-06-29,0,0
5202,Shasta,2020-06-29,1,0
5203,San Bernardino,2020-06-29,138,10
5204,San Joaquin,2020-06-29,35,3
5205,Santa Barbara,2020-06-30,20,1
5206,Los Angeles,2020-06-30,526,102
5207,Lassen,2020-06-30,0,0
5208,Imperial,2020-06-30,18,0
5209,Calaveras,2020-06-30,1,1
5210,Mariposa,2020-06-30,0,0
5211,Mono,2020-06-30,0,0
5212,Tuolumne,2020-06-30,0,0
5213,Colusa,2020-06-30,0,0
5214,San Francisco,2020-06-30,28,5
5215,El Dorado,2020-06-30,1,1
5216,Madera,2020-06-30,0,0
5217,Sonoma,2020-06-30,7,1
5218,Del Norte,2020-06-30,1,0
5219,San Luis Obispo,2020-06-30,3,1
5220,Alameda,2020-06-30,43,6
5221,Lake,2020-06-30,1,2
5222,Siskiyou,2020-06-30,0,0
5223,Modoc,2020-06-30,0,0
5224,Yuba,2020-06-30,3,0
5225,Shasta,2020-06-30,2,0
5226,Inyo,2020-06-30,0,0
5227,Riverside,2020-06-30,117,21
5228,Orange,2020-06-30,192,20
5229,Tehama,2020-06-30,0,0
5230,Sacramento,2020-06-30,29,2
5231,Mendocino,2020-06-30,0,0
5232,Solano,2020-06-30,13,0
5233,Kern,2020-06-30,60,1
5234,Plumas,2020-06-30,0,0
5235,Kings,2020-06-30,4,0
5236,San Bernardino,2020-06-30,142,21
5237,Nevada,2020-06-30,2,0
5238,Sutter,2020-06-30,0,0
5239,Monterey,2020-06-30,7,0
5240,Fresno,2020-06-30,33,4
5241,San Mateo,2020-06-30,18,1
5242,Amador,2020-06-30,1,0
5243,Placer,2020-06-30,4,1
5244,San Joaquin,2020-06-30,37,8
5245,Stanislaus,2020-06-30,35,4
5246,Santa Cruz,2020-06-30,1,0
5247,Tulare,2020-06-30,14,0
5248,Contra Costa,2020-06-30,17,6
5249,Merced,2020-06-30,4,1
5250,Butte,2020-06-30,2,0
5251,San Benito,2020-06-30,0,0
5252,Napa,2020-06-30,7,1
5253,Glenn,2020-06-30,0,0
5254,San Diego,2020-06-30,158,15
5255,Yolo,2020-06-30,1,1
5256,Humboldt,2020-06-30,0,1
5257,Trinity,2020-06-30,0,0
5258,Santa Clara,2020-06-30,33,1
5259,Ventura,2020-06-30,22,12
5260,Marin,2020-06-30,10,1
5261,Sacramento,2020-07-01,31,7
5262,Imperial,2020-07-01,19,0
5263,Madera,2020-07-01,5,1
5264,Marin,2020-07-01,12,0
5265,Alameda,2020-07-01,43,12
5266,Siskiyou,2020-07-01,0,0
5267,Riverside,2020-07-01,123,20
5268,Placer,2020-07-01,4,1
5269,San Diego,2020-07-01,159,16
5270,Tulare,2020-07-01,15,0
5271,Contra Costa,2020-07-01,19,7
5272,San Joaquin,2020-07-01,37,7
5273,Merced,2020-07-01,4,2
5274,Santa Barbara,2020-07-01,24,0
5275,Santa Cruz,2020-07-01,1,0
5276,Glenn,2020-07-01,0,0
5277,San Bernardino,2020-07-01,151,19
5278,Calaveras,2020-07-01,2,0
5279,Tuolumne,2020-07-01,1,0
5280,Napa,2020-07-01,7,1
5281,Lassen,2020-07-01,0,0
5282,Humboldt,2020-07-01,1,1
5283,Kern,2020-07-01,58,0
5284,Orange,2020-07-01,193,34
5285,Amador,2020-07-01,1,0
5286,Mendocino,2020-07-01,0,0
5287,Mariposa,2020-07-01,0,0
5288,Los Angeles,2020-07-01,537,95
5289,Stanislaus,2020-07-01,38,6
5290,Solano,2020-07-01,13,0
5291,Del Norte,2020-07-01,0,0
5292,Yolo,2020-07-01,1,1
5293,Fresno,2020-07-01,32,5
5294,Kings,2020-07-01,6,1
5295,Ventura,2020-07-01,24,8
5296,Inyo,2020-07-01,0,0
5297,Tehama,2020-07-01,0,0
5298,Plumas,2020-07-01,0,0
5299,Santa Clara,2020-07-01,35,5
5300,San Mateo,2020-07-01,20,1
5301,San Francisco,2020-07-01,31,2
5302,Monterey,2020-07-01,10,0
5303,El Dorado,2020-07-01,4,1
5304,Sutter,2020-07-01,0,0
5305,Mono,2020-07-01,0,0
5306,Modoc,2020-07-01,0,0
5307,Lake,2020-07-01,1,0
5308,Shasta,2020-07-01,2,0
5309,Sonoma,2020-07-01,4,1
5310,San Benito,2020-07-01,0,0
5311,San Luis Obispo,2020-07-01,3,1
5312,Nevada,2020-07-01,2,0
5313,Trinity,2020-07-01,0,0
5314,Butte,2020-07-01,1,2
5315,Yuba,2020-07-01,2,1
5316,Colusa,2020-07-01,0,0
5317,San Francisco,2020-07-02,30,1
5318,Lassen,2020-07-02,0,0
5319,Placer,2020-07-02,4,0
5320,El Dorado,2020-07-02,1,2
5321,Tehama,2020-07-02,0,0
5322,San Benito,2020-07-02,0,0
5323,Mariposa,2020-07-02,0,0
5324,Trinity,2020-07-02,0,0
5325,Tuolumne,2020-07-02,1,0
5326,San Joaquin,2020-07-02,37,6
5327,Monterey,2020-07-02,9,1
5328,Santa Cruz,2020-07-02,3,0
5329,Sacramento,2020-07-02,34,6
5330,Imperial,2020-07-02,17,1
5331,Kings,2020-07-02,7,1
5332,Mono,2020-07-02,0,0
5333,Madera,2020-07-02,2,0
5334,Stanislaus,2020-07-02,35,13
5335,Amador,2020-07-02,1,0
5336,San Bernardino,2020-07-02,156,13
5337,Santa Barbara,2020-07-02,24,1
5338,Orange,2020-07-02,187,21
5339,Shasta,2020-07-02,2,0
5340,Sutter,2020-07-02,0,0
5341,Nevada,2020-07-02,3,0
5342,Ventura,2020-07-02,28,12
5343,Los Angeles,2020-07-02,546,86
5344,Solano,2020-07-02,13,1
5345,Napa,2020-07-02,3,0
5346,Kern,2020-07-02,56,1
5347,Riverside,2020-07-02,120,17
5348,Humboldt,2020-07-02,1,0
5349,Contra Costa,2020-07-02,19,5
5350,Butte,2020-07-02,4,2
5351,Yuba,2020-07-02,2,1
5352,Inyo,2020-07-02,0,0
5353,Siskiyou,2020-07-02,0,0
5354,Marin,2020-07-02,8,0
5355,Lake,2020-07-02,1,0
5356,San Diego,2020-07-02,146,13
5357,Mendocino,2020-07-02,0,0
5358,Merced,2020-07-02,4,1
5359,Yolo,2020-07-02,0,0
5360,Fresno,2020-07-02,34,1
5361,Santa Clara,2020-07-02,33,2
5362,Calaveras,2020-07-02,0,2
5363,Del Norte,2020-07-02,0,0
5364,Tulare,2020-07-02,12,0
5365,Sonoma,2020-07-02,3,1
5366,Plumas,2020-07-02,0,0
5367,Modoc,2020-07-02,0,0
5368,Alameda,2020-07-02,45,10
5369,San Luis Obispo,2020-07-02,4,0
5370,Colusa,2020-07-02,0,0
5371,Glenn,2020-07-02,0,0
5372,San Mateo,2020-07-02,15,0
5373,Fresno,2020-07-03,37,0
5374,Santa Cruz,2020-07-03,3,0
5375,Yolo,2020-07-03,1,1
5376,Tuolumne,2020-07-03,1,0
5377,Merced,2020-07-03,4,1
5378,Madera,2020-07-03,5,1
5379,Imperial,2020-07-03,18,0
5380,Napa,2020-07-03,4,0
5381,Marin,2020-07-03,8,0
5382,Shasta,2020-07-03,2,0
5383,Santa Barbara,2020-07-03,21,1
5384,Mendocino,2020-07-03,0,0
5385,Siskiyou,2020-07-03,0,0
5386,Riverside,2020-07-03,121,11
5387,San Luis Obispo,2020-07-03,4,0
5388,Ventura,2020-07-03,26,5
5389,San Benito,2020-07-03,0,0
5390,San Mateo,2020-07-03,17,0
5391,Butte,2020-07-03,4,0
5392,Mariposa,2020-07-03,0,0
5393,Tulare,2020-07-03,12,0
5394,Plumas,2020-07-03,0,0
5395,Lassen,2020-07-03,0,0
5396,Santa Clara,2020-07-03,36,2
5397,Mono,2020-07-03,0,0
5398,San Joaquin,2020-07-03,40,4
5399,Amador,2020-07-03,1,0
5400,Kern,2020-07-03,67,0
5401,Del Norte,2020-07-03,0,0
5402,Humboldt,2020-07-03,1,0
5403,Lake,2020-07-03,1,0
5404,Sacramento,2020-07-03,34,5
5405,Calaveras,2020-07-03,0,0
5406,Monterey,2020-07-03,8,0
5407,Solano,2020-07-03,14,1
5408,Nevada,2020-07-03,2,1
5409,Kings,2020-07-03,7,1
5410,San Diego,2020-07-03,148,9
5411,Glenn,2020-07-03,0,0
5412,Sonoma,2020-07-03,3,1
5413,Trinity,2020-07-03,0,0
5414,San Bernardino,2020-07-03,155,14
5415,Yuba,2020-07-03,3,0
5416,Stanislaus,2020-07-03,34,8
5417,Los Angeles,2020-07-03,549,101
5418,Sutter,2020-07-03,0,0
5419,Placer,2020-07-03,3,0
5420,San Francisco,2020-07-03,27,2
5421,Modoc,2020-07-03,0,0
5422,Colusa,2020-07-03,0,0
5423,Inyo,2020-07-03,0,0
5424,Tehama,2020-07-03,0,0
5425,Orange,2020-07-03,193,24
5426,Contra Costa,2020-07-03,20,3
5427,El Dorado,2020-07-03,2,1
5428,Alameda,2020-07-03,46,9
5429,Lassen,2020-07-04,0,0
5430,Siskiyou,2020-07-04,0,0
5431,Del Norte,2020-07-04,0,0
5432,Sutter,2020-07-04,0,0
5433,Merced,2020-07-04,3,0
5434,Imperial,2020-07-04,19,0
5435,Ventura,2020-07-04,30,5
5436,Contra Costa,2020-07-04,25,4
5437,Colusa,2020-07-04,0,0
5438,Madera,2020-07-04,2,0
5439,Mendocino,2020-07-04,0,0
5440,Yolo,2020-07-04,2,0
5441,Calaveras,2020-07-04,0,0
5442,San Bernardino,2020-07-04,158,16
5443,Santa Barbara,2020-07-04,21,3
5444,Santa Clara,2020-07-04,36,2
5445,Humboldt,2020-07-04,1,0
5446,Tuolumne,2020-07-04,0,0
5447,Mariposa,2020-07-04,0,0
5448,Kings,2020-07-04,6,2
5449,Alameda,2020-07-04,44,8
5450,Orange,2020-07-04,197,18
5451,Kern,2020-07-04,67,0
5452,Lake,2020-07-04,0,1
5453,Trinity,2020-07-04,0,0
5454,Plumas,2020-07-04,0,0
5455,Butte,2020-07-04,5,0
5456,Tehama,2020-07-04,0,0
5457,Stanislaus,2020-07-04,40,4
5458,El Dorado,2020-07-04,2,2
5459,Tulare,2020-07-04,11,0
5460,Monterey,2020-07-04,8,0
5461,Riverside,2020-07-04,123,17
5462,Nevada,2020-07-04,1,1
5463,Modoc,2020-07-04,0,0
5464,Fresno,2020-07-04,38,0
5465,Mono,2020-07-04,0,0
5466,Solano,2020-07-04,11,0
5467,San Benito,2020-07-04,0,0
5468,San Joaquin,2020-07-04,46,5
5469,Amador,2020-07-04,1,0
5470,Placer,2020-07-04,3,1
5471,Santa Cruz,2020-07-04,2,0
5472,Los Angeles,2020-07-04,540,84
5473,Sonoma,2020-07-04,5,1
5474,Shasta,2020-07-04,3,0
5475,Yuba,2020-07-04,5,1
5476,San Francisco,2020-07-04,26,1
5477,Inyo,2020-07-04,0,0
5478,Napa,2020-07-04,4,0
5479,San Mateo,2020-07-04,16,0
5480,Glenn,2020-07-04,0,0
5481,San Luis Obispo,2020-07-04,4,1
5482,San Diego,2020-07-04,156,11
5483,Marin,2020-07-04,8,0
5484,Sacramento,2020-07-04,42,8
5485,Calaveras,2020-07-05,0,1
5486,Alameda,2020-07-05,48,10
5487,Yolo,2020-07-05,1,1
5488,El Dorado,2020-07-05,2,0
5489,San Mateo,2020-07-05,15,0
5490,Sutter,2020-07-05,0,0
5491,Modoc,2020-07-05,0,0
5492,Lake,2020-07-05,0,0
5493,Santa Clara,2020-07-05,33,2
5494,Mariposa,2020-07-05,0,0
5495,Kings,2020-07-05,7,1
5496,Contra Costa,2020-07-05,21,7
5497,Tuolumne,2020-07-05,0,0
5498,Trinity,2020-07-05,0,0
5499,Placer,2020-07-05,4,4
5500,Siskiyou,2020-07-05,0,0
5501,Plumas,2020-07-05,0,0
5502,Santa Cruz,2020-07-05,2,0
5503,Santa Barbara,2020-07-05,18,3
5504,Kern,2020-07-05,64,0
5505,Amador,2020-07-05,1,0
5506,Sacramento,2020-07-05,41,5
5507,Lassen,2020-07-05,0,0
5508,Solano,2020-07-05,11,1
5509,Monterey,2020-07-05,6,0
5510,Riverside,2020-07-05,130,18
5511,San Bernardino,2020-07-05,164,11
5512,Nevada,2020-07-05,1,1
5513,Glenn,2020-07-05,0,0
5514,Yuba,2020-07-05,6,1
5515,Shasta,2020-07-05,3,0
5516,San Benito,2020-07-05,0,0
5517,Ventura,2020-07-05,26,7
5518,Merced,2020-07-05,4,0
5519,Colusa,2020-07-05,0,0
5520,Marin,2020-07-05,9,2
5521,San Joaquin,2020-07-05,39,2
5522,Sonoma,2020-07-05,6,3
5523,Humboldt,2020-07-05,1,0
5524,Napa,2020-07-05,4,0
5525,Stanislaus,2020-07-05,46,4
5526,Madera,2020-07-05,3,1
5527,Orange,2020-07-05,203,23
5528,Los Angeles,2020-07-05,527,102
5529,San Diego,2020-07-05,158,16
5530,Imperial,2020-07-05,20,0
5531,Mendocino,2020-07-05,0,0
5532,Fresno,2020-07-05,39,1
5533,Tulare,2020-07-05,9,0
5534,San Luis Obispo,2020-07-05,3,2
5535,Tehama,2020-07-05,0,0
5536,Inyo,2020-07-05,0,1
5537,Mono,2020-07-05,0,0
5538,Butte,2020-07-05,6,0
5539,San Francisco,2020-07-05,25,1
5540,Del Norte,2020-07-05,0,0
5541,Lake,2020-07-06,0,1
5542,San Joaquin,2020-07-06,43,4
5543,Tuolumne,2020-07-06,0,0
5544,Riverside,2020-07-06,130,16
5545,San Francisco,2020-07-06,27,1
5546,Colusa,2020-07-06,0,0
5547,Santa Barbara,2020-07-06,21,2
5548,Los Angeles,2020-07-06,529,103
5549,Sonoma,2020-07-06,8,5
5550,Orange,2020-07-06,224,26
5551,Madera,2020-07-06,4,0
5552,San Luis Obispo,2020-07-06,3,2
5553,San Benito,2020-07-06,0,0
5554,Del Norte,2020-07-06,0,0
5555,Inyo,2020-07-06,0,1
5556,Tehama,2020-07-06,0,0
5557,Contra Costa,2020-07-06,22,8
5558,Plumas,2020-07-06,0,0
5559,Santa Clara,2020-07-06,33,2
5560,Yolo,2020-07-06,2,0
5561,Kern,2020-07-06,60,1
5562,Sutter,2020-07-06,0,0
5563,Placer,2020-07-06,5,5
5564,Mendocino,2020-07-06,0,0
5565,Nevada,2020-07-06,1,0
5566,Mono,2020-07-06,0,0
5567,Yuba,2020-07-06,7,1
5568,Imperial,2020-07-06,20,0
5569,San Mateo,2020-07-06,13,2
5570,Siskiyou,2020-07-06,0,0
5571,Alameda,2020-07-06,50,10
5572,Shasta,2020-07-06,3,0
5573,Santa Cruz,2020-07-06,2,0
5574,Merced,2020-07-06,5,1
5575,Fresno,2020-07-06,31,1
5576,Sacramento,2020-07-06,41,5
5577,Solano,2020-07-06,15,1
5578,El Dorado,2020-07-06,2,0
5579,Monterey,2020-07-06,9,0
5580,Ventura,2020-07-06,30,8
5581,Marin,2020-07-06,7,1
5582,Butte,2020-07-06,7,1
5583,Calaveras,2020-07-06,0,2
5584,Mariposa,2020-07-06,0,0
5585,Tulare,2020-07-06,11,2
5586,Amador,2020-07-06,1,0
5587,Stanislaus,2020-07-06,41,5
5588,Humboldt,2020-07-06,1,0
5589,Napa,2020-07-06,6,0
5590,Glenn,2020-07-06,0,0
5591,Trinity,2020-07-06,0,0
5592,San Bernardino,2020-07-06,160,10
5593,San Diego,2020-07-06,159,16
5594,Modoc,2020-07-06,0,0
5595,Lassen,2020-07-06,0,0
5596,Kings,2020-07-06,7,1
5597,Trinity,2020-07-07,0,0
5598,Tehama,2020-07-07,0,0
5599,Los Angeles,2020-07-07,522,108
5600,El Dorado,2020-07-07,2,1
5601,Lake,2020-07-07,0,0
5602,Alameda,2020-07-07,51,13
5603,Modoc,2020-07-07,0,0
5604,San Joaquin,2020-07-07,40,8
5605,Fresno,2020-07-07,38,0
5606,Mendocino,2020-07-07,0,0
5607,Sutter,2020-07-07,0,0
5608,Orange,2020-07-07,234,17
5609,Del Norte,2020-07-07,0,0
5610,Imperial,2020-07-07,20,0
5611,Mariposa,2020-07-07,0,0
5612,San Luis Obispo,2020-07-07,3,0
5613,Plumas,2020-07-07,0,0
5614,Tuolumne,2020-07-07,0,0
5615,Stanislaus,2020-07-07,45,6
5616,Placer,2020-07-07,5,0
5617,Sacramento,2020-07-07,46,3
5618,Santa Barbara,2020-07-07,23,2
5619,Monterey,2020-07-07,10,0
5620,Contra Costa,2020-07-07,19,7
5621,San Francisco,2020-07-07,25,1
5622,Solano,2020-07-07,15,2
5623,Nevada,2020-07-07,1,0
5624,Mono,2020-07-07,0,0
5625,Colusa,2020-07-07,0,0
5626,Kern,2020-07-07,56,2
5627,Ventura,2020-07-07,33,5
5628,Riverside,2020-07-07,122,14
5629,San Benito,2020-07-07,0,0
5630,Sonoma,2020-07-07,9,2
5631,Humboldt,2020-07-07,0,0
5632,Kings,2020-07-07,7,0
5633,Lassen,2020-07-07,0,0
5634,Shasta,2020-07-07,1,2
5635,San Diego,2020-07-07,154,12
5636,Yuba,2020-07-07,6,0
5637,Marin,2020-07-07,8,0
5638,Glenn,2020-07-07,0,0
5639,San Bernardino,2020-07-07,166,9
5640,Calaveras,2020-07-07,0,0
5641,Yolo,2020-07-07,3,0
5642,Napa,2020-07-07,7,0
5643,San Mateo,2020-07-07,11,2
5644,Santa Cruz,2020-07-07,3,0
5645,Amador,2020-07-07,1,0
5646,Santa Clara,2020-07-07,42,2
5647,Siskiyou,2020-07-07,0,0
5648,Merced,2020-07-07,4,1
5649,Madera,2020-07-07,5,1
5650,Tulare,2020-07-07,10,1
5651,Butte,2020-07-07,6,1
5652,Inyo,2020-07-07,0,1
5653,Calaveras,2020-07-08,0,0
5654,Plumas,2020-07-08,0,0
5655,Santa Barbara,2020-07-08,23,1
5656,Orange,2020-07-08,236,17
5657,Trinity,2020-07-08,0,0
5658,Sutter,2020-07-08,0,0
5659,San Francisco,2020-07-08,25,3
5660,Sonoma,2020-07-08,6,1
5661,Tehama,2020-07-08,0,0
5662,San Luis Obispo,2020-07-08,3,0
5663,Butte,2020-07-08,7,0
5664,Kern,2020-07-08,58,0
5665,Marin,2020-07-08,8,1
5666,Mono,2020-07-08,0,0
5667,Lassen,2020-07-08,0,0
5668,Imperial,2020-07-08,18,0
5669,Placer,2020-07-08,6,1
5670,Alameda,2020-07-08,55,8
5671,Modoc,2020-07-08,0,0
5672,Amador,2020-07-08,1,0
5673,El Dorado,2020-07-08,3,0
5674,Lake,2020-07-08,0,1
5675,Sacramento,2020-07-08,43,3
5676,Inyo,2020-07-08,0,1
5677,Yolo,2020-07-08,6,0
5678,Ventura,2020-07-08,32,5
5679,Mendocino,2020-07-08,0,0
5680,Tuolumne,2020-07-08,0,0
5681,Santa Cruz,2020-07-08,3,0
5682,Del Norte,2020-07-08,0,0
5683,Shasta,2020-07-08,3,0
5684,Mariposa,2020-07-08,0,0
5685,Stanislaus,2020-07-08,50,5
5686,Fresno,2020-07-08,40,3
5687,San Mateo,2020-07-08,14,1
5688,Tulare,2020-07-08,9,1
5689,Merced,2020-07-08,3,0
5690,Humboldt,2020-07-08,0,0
5691,San Benito,2020-07-08,0,0
5692,Siskiyou,2020-07-08,0,0
5693,San Bernardino,2020-07-08,148,5
5694,San Joaquin,2020-07-08,45,9
5695,Monterey,2020-07-08,9,0
5696,Colusa,2020-07-08,0,0
5697,Santa Clara,2020-07-08,48,3
5698,Madera,2020-07-08,5,0
5699,Glenn,2020-07-08,0,0
5700,Contra Costa,2020-07-08,20,7
5701,Nevada,2020-07-08,1,0
5702,Yuba,2020-07-08,5,0
5703,San Diego,2020-07-08,157,14
5704,Solano,2020-07-08,10,4
5705,Riverside,2020-07-08,117,10
5706,Los Angeles,2020-07-08,524,101
5707,Napa,2020-07-08,5,0
5708,Kings,2020-07-08,6,0
5709,Modoc,2020-07-09,0,0
5710,Orange,2020-07-09,227,24
5711,Imperial,2020-07-09,16,0
5712,Solano,2020-07-09,11,3
5713,Alameda,2020-07-09,53,13
5714,Napa,2020-07-09,5,0
5715,Trinity,2020-07-09,0,0
5716,Kings,2020-07-09,6,0
5717,Kern,2020-07-09,61,1
5718,Sutter,2020-07-09,0,0
5719,Butte,2020-07-09,10,0
5720,Marin,2020-07-09,9,0
5721,Ventura,2020-07-09,30,6
5722,Shasta,2020-07-09,3,0
5723,San Bernardino,2020-07-09,160,6
5724,Del Norte,2020-07-09,0,0
5725,Amador,2020-07-09,1,0
5726,Yolo,2020-07-09,5,0
5727,Madera,2020-07-09,4,0
5728,Calaveras,2020-07-09,0,0
5729,Santa Cruz,2020-07-09,3,0
5730,Tuolumne,2020-07-09,0,0
