,county,date,cases,reported_cases
799,Colusa,2021-03-03,0,1
800,Contra Costa,2021-03-03,97,111
801,Del Norte,2021-03-03,6,5
802,El Dorado,2021-03-03,8,5
803,Fresno,2021-03-03,147,108
804,Glenn,2021-03-03,6,1
805,Humboldt,2021-03-03,15,12
806,Imperial,2021-03-03,11,13
807,Inyo,2021-03-03,4,2
808,Kern,2021-03-03,94,121
809,Kings,2021-03-03,46,10
810,Lake,2021-03-03,2,6
811,Lassen,2021-03-03,5,0
812,Los Angeles,2021-03-03,600,1085
813,Madera,2021-03-03,20,30
814,Marin,2021-03-03,19,30
815,Mariposa,2021-03-03,0,0
816,Mendocino,2021-03-03,2,2
817,Merced,2021-03-03,48,27
818,Modoc,2021-03-03,0,1
819,Mono,2021-03-03,0,0
820,Monterey,2021-03-03,26,15
821,Napa,2021-03-03,11,10
822,Nevada,2021-03-03,8,26
823,Orange,2021-03-03,133,116
825,Placer,2021-03-03,50,23
826,Plumas,2021-03-03,3,3
827,Riverside,2021-03-03,183,140
828,Sacramento,2021-03-03,161,129
829,San Benito,2021-03-03,4,4
830,San Bernardino,2021-03-03,131,219
831,San Diego,2021-03-03,236,352
832,San Francisco,2021-03-03,40,56
833,San Joaquin,2021-03-03,101,86
834,San Luis Obispo,2021-03-03,28,27
835,San Mateo,2021-03-03,44,41
836,Santa Barbara,2021-03-03,49,63
837,Santa Clara,2021-03-03,167,159
838,Santa Cruz,2021-03-03,12,34
839,Shasta,2021-03-03,5,11
840,Sierra,2021-03-03,0,0
841,Siskiyou,2021-03-03,8,12
842,Solano,2021-03-03,31,39
843,Sonoma,2021-03-03,59,46
844,Stanislaus,2021-03-03,80,79
845,Sutter,2021-03-03,11,8
846,Tehama,2021-03-03,2,4
847,Trinity,2021-03-03,0,1
848,Tulare,2021-03-03,45,22
849,Tuolumne,2021-03-03,4,6
851,Ventura,2021-03-03,81,105
852,Yolo,2021-03-03,17,23
853,Yuba,2021-03-03,6,4
854,Alameda,2021-03-02,118,99
855,Alpine,2021-03-02,2,0
856,Amador,2021-03-02,3,5
857,Butte,2021-03-02,14,26
858,Calaveras,2021-03-02,7,5
860,Colusa,2021-03-02,1,1
861,Contra Costa,2021-03-02,102,99
862,Del Norte,2021-03-02,3,1
863,El Dorado,2021-03-02,16,31
864,Fresno,2021-03-02,128,108
865,Glenn,2021-03-02,5,0
866,Humboldt,2021-03-02,16,5
867,Imperial,2021-03-02,9,13
868,Inyo,2021-03-02,1,7
869,Kern,2021-03-02,77,94
870,Kings,2021-03-02,18,11
871,Lake,2021-03-02,3,5
872,Lassen,2021-03-02,2,4
873,Los Angeles,2021-03-02,632,842
874,Madera,2021-03-02,30,18
875,Marin,2021-03-02,20,25
876,Mariposa,2021-03-02,0,1
877,Mendocino,2021-03-02,6,1
878,Merced,2021-03-02,43,23
879,Modoc,2021-03-02,3,1
880,Mono,2021-03-02,2,-1
881,Monterey,2021-03-02,27,19
882,Napa,2021-03-02,10,24
883,Nevada,2021-03-02,19,4
884,Orange,2021-03-02,171,152
886,Placer,2021-03-02,33,25
887,Plumas,2021-03-02,1,0
888,Riverside,2021-03-02,223,163
889,Sacramento,2021-03-02,135,144
890,San Benito,2021-03-02,5,-2
891,San Bernardino,2021-03-02,140,234
892,San Diego,2021-03-02,291,376
893,San Francisco,2021-03-02,40,69
894,San Joaquin,2021-03-02,97,70
895,San Luis Obispo,2021-03-02,21,23
896,San Mateo,2021-03-02,57,52
897,Santa Barbara,2021-03-02,41,55
898,Santa Clara,2021-03-02,164,148
899,Santa Cruz,2021-03-02,21,36
900,Shasta,2021-03-02,9,22
901,Sierra,2021-03-02,0,0
902,Siskiyou,2021-03-02,1,4
903,Solano,2021-03-02,38,48
904,Sonoma,2021-03-02,41,39
905,Stanislaus,2021-03-02,64,66
906,Sutter,2021-03-02,10,7
907,Tehama,2021-03-02,4,2
908,Trinity,2021-03-02,0,3
909,Tulare,2021-03-02,29,51
910,Tuolumne,2021-03-02,1,1
912,Ventura,2021-03-02,76,103
913,Yolo,2021-03-02,15,13
914,Yuba,2021-03-02,12,9
915,Alameda,2021-03-01,112,78
916,Alpine,2021-03-01,0,0
917,Amador,2021-03-01,5,3
918,Butte,2021-03-01,15,11
919,Calaveras,2021-03-01,6,4
921,Colusa,2021-03-01,0,0
922,Contra Costa,2021-03-01,118,72
923,Del Norte,2021-03-01,3,1
924,El Dorado,2021-03-01,9,3
925,Fresno,2021-03-01,172,129
926,Glenn,2021-03-01,2,2
927,Humboldt,2021-03-01,21,0
928,Imperial,2021-03-01,23,4
929,Inyo,2021-03-01,5,3
930,Kern,2021-03-01,102,50
931,Kings,2021-03-01,17,21
932,Lake,2021-03-01,2,0
933,Lassen,2021-03-01,1,5
934,Los Angeles,2021-03-01,755,843
935,Madera,2021-03-01,38,9
936,Marin,2021-03-01,21,9
937,Mariposa,2021-03-01,0,1
938,Mendocino,2021-03-01,4,3
939,Merced,2021-03-01,53,29
940,Modoc,2021-03-01,0,0
941,Mono,2021-03-01,2,0
942,Monterey,2021-03-01,29,14
943,Napa,2021-03-01,20,3
944,Nevada,2021-03-01,12,7
945,Orange,2021-03-01,178,146
947,Placer,2021-03-01,41,28
948,Plumas,2021-03-01,0,0
949,Riverside,2021-03-01,187,109
950,Sacramento,2021-03-01,160,83
951,San Benito,2021-03-01,10,0
952,San Bernardino,2021-03-01,136,65
953,San Diego,2021-03-01,283,269
954,San Francisco,2021-03-01,39,27
955,San Joaquin,2021-03-01,92,37
956,San Luis Obispo,2021-03-01,35,7
957,San Mateo,2021-03-01,43,37
958,Santa Barbara,2021-03-01,52,32
959,Santa Clara,2021-03-01,178,128
960,Santa Cruz,2021-03-01,29,4
961,Shasta,2021-03-01,23,0
962,Sierra,2021-03-01,0,0
963,Siskiyou,2021-03-01,6,0
964,Solano,2021-03-01,51,21
965,Sonoma,2021-03-01,62,29
966,Stanislaus,2021-03-01,83,65
967,Sutter,2021-03-01,15,0
968,Tehama,2021-03-01,7,5
969,Trinity,2021-03-01,1,0
970,Tulare,2021-03-01,57,17
971,Tuolumne,2021-03-01,5,2
973,Ventura,2021-03-01,98,100
974,Yolo,2021-03-01,15,3
975,Yuba,2021-03-01,10,5
976,Alameda,2021-02-28,65,162
977,Alpine,2021-02-28,0,0
978,Amador,2021-02-28,2,3
979,Butte,2021-02-28,11,8
980,Calaveras,2021-02-28,2,6
982,Colusa,2021-02-28,1,2
983,Contra Costa,2021-02-28,72,138
984,Del Norte,2021-02-28,1,3
985,El Dorado,2021-02-28,3,10
986,Fresno,2021-02-28,68,155
987,Glenn,2021-02-28,0,5
988,Humboldt,2021-02-28,5,12
989,Imperial,2021-02-28,7,6
990,Inyo,2021-02-28,2,7
991,Kern,2021-02-28,53,116
992,Kings,2021-02-28,7,12
993,Lake,2021-02-28,3,8
994,Lassen,2021-02-28,0,0
995,Los Angeles,2021-02-28,481,866
996,Madera,2021-02-28,15,29
997,Marin,2021-02-28,23,18
998,Mariposa,2021-02-28,0,0
999,Mendocino,2021-02-28,3,3
1000,Merced,2021-02-28,37,45
1001,Modoc,2021-02-28,0,0
1002,Mono,2021-02-28,1,1
1003,Monterey,2021-02-28,9,18
1004,Napa,2021-02-28,9,15
1005,Nevada,2021-02-28,5,12
1006,Orange,2021-02-28,120,164
1008,Placer,2021-02-28,34,49
1009,Plumas,2021-02-28,0,0
1010,Riverside,2021-02-28,95,166
1011,Sacramento,2021-02-28,63,182
1012,San Benito,2021-02-28,1,5
1013,San Bernardino,2021-02-28,67,149
1014,San Diego,2021-02-28,189,262
1015,San Francisco,2021-02-28,37,31
1016,San Joaquin,2021-02-28,42,84
1017,San Luis Obispo,2021-02-28,21,11
1018,San Mateo,2021-02-28,35,61
1019,Santa Barbara,2021-02-28,36,72
1020,Santa Clara,2021-02-28,139,195
1021,Santa Cruz,2021-02-28,7,19
1022,Shasta,2021-02-28,4,5
1023,Sierra,2021-02-28,0,0
1024,Siskiyou,2021-02-28,2,1
1025,Solano,2021-02-28,28,40
1026,Sonoma,2021-02-28,40,52
1027,Stanislaus,2021-02-28,51,81
1028,Sutter,2021-02-28,5,5
1029,Tehama,2021-02-28,3,6
1030,Trinity,2021-02-28,0,0
1031,Tulare,2021-02-28,30,49
1032,Tuolumne,2021-02-28,3,6
1034,Ventura,2021-02-28,74,126
1035,Yolo,2021-02-28,9,17
1036,Yuba,2021-02-28,3,11
1037,Alameda,2021-02-27,88,178
1038,Alpine,2021-02-27,0,0
1039,Amador,2021-02-27,6,6
1040,Butte,2021-02-27,11,21
1041,Calaveras,2021-02-27,1,2
1043,Colusa,2021-02-27,0,4
1044,Contra Costa,2021-02-27,80,134
1045,Del Norte,2021-02-27,3,10
1046,El Dorado,2021-02-27,5,34
1047,Fresno,2021-02-27,102,191
1048,Glenn,2021-02-27,3,5
1049,Humboldt,2021-02-27,5,15
1050,Imperial,2021-02-27,8,15
1051,Inyo,2021-02-27,3,4
1052,Kern,2021-02-27,79,169
1053,Kings,2021-02-27,21,38
1054,Lake,2021-02-27,5,3
1055,Lassen,2021-02-27,0,4
1056,Los Angeles,2021-02-27,569,1144
1057,Madera,2021-02-27,17,31
1058,Marin,2021-02-27,14,43
1059,Mariposa,2021-02-27,0,-1
1060,Mendocino,2021-02-27,2,6
1061,Merced,2021-02-27,29,46
1062,Modoc,2021-02-27,1,1
1063,Mono,2021-02-27,1,0
1064,Monterey,2021-02-27,25,58
1065,Napa,2021-02-27,6,24
1066,Nevada,2021-02-27,11,8
1067,Orange,2021-02-27,141,264
1069,Placer,2021-02-27,22,14
1070,Plumas,2021-02-27,0,0
1071,Riverside,2021-02-27,109,276
1072,Sacramento,2021-02-27,113,101
1073,San Benito,2021-02-27,1,8
1074,San Bernardino,2021-02-27,108,339
1075,San Diego,2021-02-27,225,450
1076,San Francisco,2021-02-27,32,47
1077,San Joaquin,2021-02-27,79,86
1078,San Luis Obispo,2021-02-27,15,52
1079,San Mateo,2021-02-27,44,76
1080,Santa Barbara,2021-02-27,43,81
1081,Santa Clara,2021-02-27,112,193
1082,Santa Cruz,2021-02-27,12,24
1083,Shasta,2021-02-27,5,13
1084,Sierra,2021-02-27,0,1
1085,Siskiyou,2021-02-27,0,6
1086,Solano,2021-02-27,33,67
1087,Sonoma,2021-02-27,30,78
1088,Stanislaus,2021-02-27,50,93
1089,Sutter,2021-02-27,9,14
1090,Tehama,2021-02-27,2,3
1091,Trinity,2021-02-27,0,0
1092,Tulare,2021-02-27,32,74
1093,Tuolumne,2021-02-27,1,3
1095,Ventura,2021-02-27,103,89
1096,Yolo,2021-02-27,6,18
1097,Yuba,2021-02-27,5,12
1098,Alameda,2021-02-26,122,206
1099,Alpine,2021-02-26,0,0
1100,Amador,2021-02-26,3,9
1101,Butte,2021-02-26,23,19
1102,Calaveras,2021-02-26,6,5
1104,Colusa,2021-02-26,3,2
1105,Contra Costa,2021-02-26,100,204
1106,Del Norte,2021-02-26,9,2
1107,El Dorado,2021-02-26,16,26
1108,Fresno,2021-02-26,146,187
1109,Glenn,2021-02-26,3,1
1110,Humboldt,2021-02-26,7,23
1111,Imperial,2021-02-26,10,33
1112,Inyo,2021-02-26,6,7
1113,Kern,2021-02-26,115,149
1114,Kings,2021-02-26,11,17
1115,Lake,2021-02-26,9,12
1116,Lassen,2021-02-26,1,5
1117,Los Angeles,2021-02-26,733,1285
1118,Madera,2021-02-26,36,22
1119,Marin,2021-02-26,24,24
1120,Mariposa,2021-02-26,0,0
1121,Mendocino,2021-02-26,3,7
1122,Merced,2021-02-26,45,72
1123,Modoc,2021-02-26,0,1
1124,Mono,2021-02-26,1,1
1125,Monterey,2021-02-26,22,43
1126,Napa,2021-02-26,25,16
1127,Nevada,2021-02-26,16,12
1128,Orange,2021-02-26,175,278
1130,Placer,2021-02-26,43,51
1131,Plumas,2021-02-26,0,2
1132,Riverside,2021-02-26,177,228
1133,Sacramento,2021-02-26,146,219
1134,San Benito,2021-02-26,5,7
1135,San Bernardino,2021-02-26,141,186
1136,San Diego,2021-02-26,286,662
1137,San Francisco,2021-02-26,47,75
1138,San Joaquin,2021-02-26,80,103
1139,San Luis Obispo,2021-02-26,19,24
1140,San Mateo,2021-02-26,45,50
1141,Santa Barbara,2021-02-26,76,93
1142,Santa Clara,2021-02-26,148,245
1143,Santa Cruz,2021-02-26,16,36
1144,Shasta,2021-02-26,11,25
1145,Sierra,2021-02-26,0,0
1146,Siskiyou,2021-02-26,8,11
1147,Solano,2021-02-26,30,35
1148,Sonoma,2021-02-26,59,59
1149,Stanislaus,2021-02-26,88,90
1150,Sutter,2021-02-26,14,17
1151,Tehama,2021-02-26,4,3
1152,Trinity,2021-02-26,0,1
1153,Tulare,2021-02-26,46,83
1154,Tuolumne,2021-02-26,3,2
1156,Ventura,2021-02-26,99,139
1157,Yolo,2021-02-26,16,29
1158,Yuba,2021-02-26,8,9
1159,Alameda,2021-02-25,123,111
1160,Alpine,2021-02-25,1,0
1161,Amador,2021-02-25,5,4
1162,Butte,2021-02-25,13,7
1163,Calaveras,2021-02-25,3,4
1165,Colusa,2021-02-25,2,0
1166,Contra Costa,2021-02-25,97,134
1167,Del Norte,2021-02-25,1,6
1168,El Dorado,2021-02-25,9,19
1169,Fresno,2021-02-25,151,221
1170,Glenn,2021-02-25,3,9
1171,Humboldt,2021-02-25,11,6
1172,Imperial,2021-02-25,14,12
1173,Inyo,2021-02-25,3,11
1174,Kern,2021-02-25,134,210
1175,Kings,2021-02-25,31,29
1176,Lake,2021-02-25,7,7
1177,Lassen,2021-02-25,3,2
1178,Los Angeles,2021-02-25,734,1524
1179,Madera,2021-02-25,23,24
1180,Marin,2021-02-25,26,23
1181,Mariposa,2021-02-25,0,1
1182,Mendocino,2021-02-25,7,2
1183,Merced,2021-02-25,36,88
1184,Modoc,2021-02-25,1,0
1185,Mono,2021-02-25,2,1
1186,Monterey,2021-02-25,25,69
1187,Napa,2021-02-25,16,22
1188,Nevada,2021-02-25,10,13
1189,Orange,2021-02-25,204,257
1191,Placer,2021-02-25,36,13
1192,Plumas,2021-02-25,2,0
1193,Riverside,2021-02-25,206,251
1194,Sacramento,2021-02-25,144,219
1195,San Benito,2021-02-25,2,9
1196,San Bernardino,2021-02-25,142,363
1197,San Diego,2021-02-25,293,519
1198,San Francisco,2021-02-25,48,77
1199,San Joaquin,2021-02-25,106,115
1200,San Luis Obispo,2021-02-25,23,26
1201,San Mateo,2021-02-25,37,109
1202,Santa Barbara,2021-02-25,47,68
1203,Santa Clara,2021-02-25,150,252
1204,Santa Cruz,2021-02-25,21,34
1205,Shasta,2021-02-25,15,25
1206,Sierra,2021-02-25,0,0
1207,Siskiyou,2021-02-25,4,5
1208,Solano,2021-02-25,38,39
1209,Sonoma,2021-02-25,63,50
1210,Stanislaus,2021-02-25,65,113
1211,Sutter,2021-02-25,10,11
1212,Tehama,2021-02-25,3,12
1213,Trinity,2021-02-25,0,3
1214,Tulare,2021-02-25,54,76
1215,Tuolumne,2021-02-25,3,7
1217,Ventura,2021-02-25,105,157
1218,Yolo,2021-02-25,12,27
1219,Yuba,2021-02-25,11,4
1220,Alameda,2021-02-24,141,122
1221,Alpine,2021-02-24,1,0
1222,Amador,2021-02-24,2,4
1223,Butte,2021-02-24,14,28
1224,Calaveras,2021-02-24,1,1
1226,Colusa,2021-02-24,3,1
1227,Contra Costa,2021-02-24,131,163
1228,Del Norte,2021-02-24,2,7
1229,El Dorado,2021-02-24,15,24
1230,Fresno,2021-02-24,165,53
1231,Glenn,2021-02-24,2,1
1232,Humboldt,2021-02-24,18,15
1233,Imperial,2021-02-24,22,27
1234,Inyo,2021-02-24,3,3
1235,Kern,2021-02-24,134,135
1236,Kings,2021-02-24,23,32
1237,Lake,2021-02-24,7,13
1238,Lassen,2021-02-24,4,3
1239,Los Angeles,2021-02-24,839,1357
1240,Madera,2021-02-24,14,38
1241,Marin,2021-02-24,19,29
1242,Mariposa,2021-02-24,0,0
1243,Mendocino,2021-02-24,2,0
1244,Merced,2021-02-24,82,86
1245,Modoc,2021-02-24,1,1
1246,Mono,2021-02-24,0,0
1247,Monterey,2021-02-24,41,56
1248,Napa,2021-02-24,11,9
1249,Nevada,2021-02-24,8,15
1250,Orange,2021-02-24,190,177
1252,Placer,2021-02-24,27,40
1253,Plumas,2021-02-24,1,0
1254,Riverside,2021-02-24,223,218
1255,Sacramento,2021-02-24,152,110
1256,San Benito,2021-02-24,7,12
1257,San Bernardino,2021-02-24,190,304
1258,San Diego,2021-02-24,348,658
1259,San Francisco,2021-02-24,51,67
1260,San Joaquin,2021-02-24,93,133
1261,San Luis Obispo,2021-02-24,30,76
1262,San Mateo,2021-02-24,53,101
1263,Santa Barbara,2021-02-24,58,80
1264,Santa Clara,2021-02-24,219,222
1265,Santa Cruz,2021-02-24,27,23
1266,Shasta,2021-02-24,12,19
1267,Sierra,2021-02-24,0,0
1268,Siskiyou,2021-02-24,5,5
1269,Solano,2021-02-24,37,32
1270,Sonoma,2021-02-24,37,72
1271,Stanislaus,2021-02-24,78,102
1272,Sutter,2021-02-24,13,12
1273,Tehama,2021-02-24,5,10
1274,Trinity,2021-02-24,0,2
1275,Tulare,2021-02-24,78,39
1276,Tuolumne,2021-02-24,4,23
1278,Ventura,2021-02-24,111,145
1279,Yolo,2021-02-24,31,31
1280,Yuba,2021-02-24,13,8
1281,Alameda,2021-02-23,149,152
1282,Alpine,2021-02-23,0,0
1283,Amador,2021-02-23,5,2
1284,Butte,2021-02-23,12,32
1285,Calaveras,2021-02-23,3,1
1287,Colusa,2021-02-23,0,2
1288,Contra Costa,2021-02-23,132,135
1289,Del Norte,2021-02-23,1,5
1290,El Dorado,2021-02-23,13,29
1291,Fresno,2021-02-23,166,157
1292,Glenn,2021-02-23,9,2
1293,Humboldt,2021-02-23,12,13
1294,Imperial,2021-02-23,23,38
1295,Inyo,2021-02-23,6,2
1296,Kern,2021-02-23,115,189
1297,Kings,2021-02-23,28,38
1298,Lake,2021-02-23,6,14
1299,Lassen,2021-02-23,0,4
1300,Los Angeles,2021-02-23,841,1424
1301,Madera,2021-02-23,26,27
1302,Marin,2021-02-23,24,24
1303,Mariposa,2021-02-23,1,0
1304,Mendocino,2021-02-23,4,5
1305,Merced,2021-02-23,67,43
1306,Modoc,2021-02-23,0,-1
1307,Mono,2021-02-23,3,0
1308,Monterey,2021-02-23,53,42
1309,Napa,2021-02-23,26,17
1310,Nevada,2021-02-23,9,12
1311,Orange,2021-02-23,231,448
1313,Placer,2021-02-23,30,21
1314,Plumas,2021-02-23,0,1
1315,Riverside,2021-02-23,251,345
1316,Sacramento,2021-02-23,160,156
1317,San Benito,2021-02-23,3,8
1318,San Bernardino,2021-02-23,185,295
1319,San Diego,2021-02-23,382,454
1320,San Francisco,2021-02-23,66,47
1321,San Joaquin,2021-02-23,95,81
1322,San Luis Obispo,2021-02-23,39,35
1323,San Mateo,2021-02-23,61,120
1324,Santa Barbara,2021-02-23,71,62
1325,Santa Clara,2021-02-23,210,236
1326,Santa Cruz,2021-02-23,26,18
1327,Shasta,2021-02-23,14,31
1328,Sierra,2021-02-23,0,0
1329,Siskiyou,2021-02-23,4,7
1330,Solano,2021-02-23,38,37
1331,Sonoma,2021-02-23,46,37
1332,Stanislaus,2021-02-23,104,119
1333,Sutter,2021-02-23,8,68
1334,Tehama,2021-02-23,9,6
1335,Trinity,2021-02-23,0,5
1336,Tulare,2021-02-23,60,58
1337,Tuolumne,2021-02-23,4,8
1339,Ventura,2021-02-23,131,146
1340,Yolo,2021-02-23,25,40
1341,Yuba,2021-02-23,4,13
1342,Alameda,2021-02-22,192,147
1343,Alpine,2021-02-22,0,0
1344,Amador,2021-02-22,8,3
1345,Butte,2021-02-22,25,0
1346,Calaveras,2021-02-22,1,2
1348,Colusa,2021-02-22,1,0
1349,Contra Costa,2021-02-22,161,114
1350,Del Norte,2021-02-22,6,6
1351,El Dorado,2021-02-22,18,13
1352,Fresno,2021-02-22,151,210
1353,Glenn,2021-02-22,2,6
1354,Humboldt,2021-02-22,12,-1
1355,Imperial,2021-02-22,19,-1
1356,Inyo,2021-02-22,6,16
1357,Kern,2021-02-22,125,60
1358,Kings,2021-02-22,42,17
1359,Lake,2021-02-22,8,7
1360,Lassen,2021-02-22,7,11
1361,Los Angeles,2021-02-22,1026,785
1362,Madera,2021-02-22,31,27
1363,Marin,2021-02-22,32,23
1364,Mariposa,2021-02-22,0,1
1365,Mendocino,2021-02-22,5,0
1366,Merced,2021-02-22,88,60
1367,Modoc,2021-02-22,3,0
1368,Mono,2021-02-22,0,0
1369,Monterey,2021-02-22,58,24
1370,Napa,2021-02-22,16,21
1371,Nevada,2021-02-22,13,5
1372,Orange,2021-02-22,300,133
1374,Placer,2021-02-22,36,34
1375,Plumas,2021-02-22,0,0
1376,Riverside,2021-02-22,220,175
1377,Sacramento,2021-02-22,212,188
1378,San Benito,2021-02-22,10,7
1379,San Bernardino,2021-02-22,247,114
1380,San Diego,2021-02-22,429,321
1381,San Francisco,2021-02-22,75,56
1382,San Joaquin,2021-02-22,144,63
1383,San Luis Obispo,2021-02-22,30,20
1384,San Mateo,2021-02-22,74,94
1385,Santa Barbara,2021-02-22,61,47
1386,Santa Clara,2021-02-22,220,221
1387,Santa Cruz,2021-02-22,25,16
1388,Shasta,2021-02-22,15,5
1389,Sierra,2021-02-22,0,0
1390,Siskiyou,2021-02-22,6,2
1391,Solano,2021-02-22,56,37
1392,Sonoma,2021-02-22,76,52
1393,Stanislaus,2021-02-22,124,103
1394,Sutter,2021-02-22,18,11
1395,Tehama,2021-02-22,12,3
1396,Trinity,2021-02-22,2,1
1397,Tulare,2021-02-22,66,49
1398,Tuolumne,2021-02-22,14,28
1400,Ventura,2021-02-22,154,85
1401,Yolo,2021-02-22,30,19
1402,Yuba,2021-02-22,9,8
1403,Alameda,2021-02-21,88,153
1404,Alpine,2021-02-21,0,0
1405,Amador,2021-02-21,2,3
1406,Butte,2021-02-21,8,17
1407,Calaveras,2021-02-21,1,2
1409,Colusa,2021-02-21,0,2
1410,Contra Costa,2021-02-21,88,159
1411,Del Norte,2021-02-21,4,5
1412,El Dorado,2021-02-21,14,16
1413,Fresno,2021-02-21,88,140
1414,Glenn,2021-02-21,1,2
1415,Humboldt,2021-02-21,8,23
1416,Imperial,2021-02-21,8,8
1417,Inyo,2021-02-21,3,6
1418,Kern,2021-02-21,67,116
1419,Kings,2021-02-21,12,11
1420,Lake,2021-02-21,7,11
1421,Lassen,2021-02-21,2,10
1422,Los Angeles,2021-02-21,560,1162
1423,Madera,2021-02-21,22,24
1424,Marin,2021-02-21,21,23
1425,Mariposa,2021-02-21,0,1
1426,Mendocino,2021-02-21,2,2
1427,Merced,2021-02-21,40,40
1428,Modoc,2021-02-21,0,1
1429,Mono,2021-02-21,1,2
1430,Monterey,2021-02-21,19,60
1431,Napa,2021-02-21,9,19
1432,Nevada,2021-02-21,10,8
1433,Orange,2021-02-21,164,224
1435,Placer,2021-02-21,37,44
1436,Plumas,2021-02-21,0,-1
1437,Riverside,2021-02-21,147,288
1438,Sacramento,2021-02-21,121,231
1439,San Benito,2021-02-21,12,7
1440,San Bernardino,2021-02-21,96,262
1441,San Diego,2021-02-21,244,517
1442,San Francisco,2021-02-21,36,71
1443,San Joaquin,2021-02-21,65,81
1444,San Luis Obispo,2021-02-21,23,40
1445,San Mateo,2021-02-21,43,77
1446,Santa Barbara,2021-02-21,29,85
1447,Santa Clara,2021-02-21,184,264
1448,Santa Cruz,2021-02-21,9,23
1449,Shasta,2021-02-21,14,17
1450,Sierra,2021-02-21,0,0
1451,Siskiyou,2021-02-21,2,5
1452,Solano,2021-02-21,15,31
1453,Sonoma,2021-02-21,27,90
1454,Stanislaus,2021-02-21,55,82
1455,Sutter,2021-02-21,6,6
1456,Tehama,2021-02-21,1,2
1457,Trinity,2021-02-21,1,1
1458,Tulare,2021-02-21,33,61
1459,Tuolumne,2021-02-21,5,5
1461,Ventura,2021-02-21,95,105
1462,Yolo,2021-02-21,14,31
1463,Yuba,2021-02-21,3,10
1464,Alameda,2021-02-20,105,178
1465,Alpine,2021-02-20,0,0
1466,Amador,2021-02-20,4,5
1467,Butte,2021-02-20,11,15
1468,Calaveras,2021-02-20,1,2
1470,Colusa,2021-02-20,0,0
1471,Contra Costa,2021-02-20,111,188
1472,Del Norte,2021-02-20,4,5
1473,El Dorado,2021-02-20,8,29
1474,Fresno,2021-02-20,128,261
1475,Glenn,2021-02-20,3,0
1476,Humboldt,2021-02-20,13,36
1477,Imperial,2021-02-20,7,20
1478,Inyo,2021-02-20,5,14
1479,Kern,2021-02-20,68,218
1480,Kings,2021-02-20,11,49
1481,Lake,2021-02-20,6,11
1482,Lassen,2021-02-20,1,10
1483,Los Angeles,2021-02-20,748,1766
1484,Madera,2021-02-20,15,52
1485,Marin,2021-02-20,23,26
1486,Mariposa,2021-02-20,0,1
1487,Mendocino,2021-02-20,2,7
1488,Merced,2021-02-20,31,81
1489,Modoc,2021-02-20,0,0
1490,Mono,2021-02-20,0,1
1491,Monterey,2021-02-20,30,104
1492,Napa,2021-02-20,13,11
1493,Nevada,2021-02-20,6,24
1494,Orange,2021-02-20,177,364
1496,Placer,2021-02-20,15,52
1497,Plumas,2021-02-20,2,2
1498,Riverside,2021-02-20,162,326
1499,Sacramento,2021-02-20,115,242
1500,San Benito,2021-02-20,4,10
1501,San Bernardino,2021-02-20,115,399
1502,San Diego,2021-02-20,289,711
1503,San Francisco,2021-02-20,47,74
1504,San Joaquin,2021-02-20,65,142
1505,San Luis Obispo,2021-02-20,30,77
1506,San Mateo,2021-02-20,52,115
1507,Santa Barbara,2021-02-20,64,85
1508,Santa Clara,2021-02-20,220,328
1509,Santa Cruz,2021-02-20,11,24
1510,Shasta,2021-02-20,12,17
1511,Sierra,2021-02-20,0,0
1512,Siskiyou,2021-02-20,4,3
1513,Solano,2021-02-20,31,57
1514,Sonoma,2021-02-20,45,108
1515,Stanislaus,2021-02-20,61,163
1516,Sutter,2021-02-20,10,16
1517,Tehama,2021-02-20,1,10
1518,Trinity,2021-02-20,1,3
1519,Tulare,2021-02-20,44,107
1520,Tuolumne,2021-02-20,6,6
1522,Ventura,2021-02-20,81,175
1523,Yolo,2021-02-20,16,33
1524,Yuba,2021-02-20,12,10
1525,Alameda,2021-02-19,150,207
1526,Alpine,2021-02-19,0,0
1527,Amador,2021-02-19,4,10
1528,Butte,2021-02-19,18,32
1529,Calaveras,2021-02-19,5,-17
1531,Colusa,2021-02-19,2,2
1532,Contra Costa,2021-02-19,110,149
1533,Del Norte,2021-02-19,4,3
1534,El Dorado,2021-02-19,16,32
1535,Fresno,2021-02-19,170,239
1536,Glenn,2021-02-19,7,4
1537,Humboldt,2021-02-19,12,14
1538,Imperial,2021-02-19,29,20
1539,Inyo,2021-02-19,4,-1
1540,Kern,2021-02-19,154,152
1541,Kings,2021-02-19,21,76
1542,Lake,2021-02-19,8,12
1543,Lassen,2021-02-19,9,5
1544,Los Angeles,2021-02-19,941,1898
1545,Madera,2021-02-19,19,47
1546,Marin,2021-02-19,13,24
1547,Mariposa,2021-02-19,1,2
1548,Mendocino,2021-02-19,2,7
1549,Merced,2021-02-19,51,115
1550,Modoc,2021-02-19,2,1
1551,Mono,2021-02-19,0,4
1552,Monterey,2021-02-19,62,118
1553,Napa,2021-02-19,18,22
1554,Nevada,2021-02-19,8,27
1555,Orange,2021-02-19,225,299
1557,Placer,2021-02-19,22,28
1558,Plumas,2021-02-19,0,0
1559,Riverside,2021-02-19,293,346
1560,Sacramento,2021-02-19,165,339
1561,San Benito,2021-02-19,3,2
1562,San Bernardino,2021-02-19,209,322
1563,San Diego,2021-02-19,337,812
1564,San Francisco,2021-02-19,55,96
1565,San Joaquin,2021-02-19,87,140
