,county,date,deaths,reported_deaths
15912,Sutter,2020-06-29,0,0
15913,Tehama,2020-06-29,0,0
15914,Trinity,2020-06-29,0,0
15915,Tulare,2020-06-29,0,0
15916,Tuolumne,2020-06-29,0,0
15918,Ventura,2020-06-29,3,0
15919,Yolo,2020-06-29,1,0
15920,Yuba,2020-06-29,0,0
15921,Alameda,2020-06-28,1,0
15922,Alpine,2020-06-28,0,0
15923,Amador,2020-06-28,0,0
15924,Butte,2020-06-28,1,0
15925,Calaveras,2020-06-28,1,0
15927,Colusa,2020-06-28,0,0
15928,Contra Costa,2020-06-28,1,1
15929,Del Norte,2020-06-28,0,0
15930,El Dorado,2020-06-28,0,0
15931,Fresno,2020-06-28,3,0
15932,Glenn,2020-06-28,0,0
15933,Humboldt,2020-06-28,0,0
15934,Imperial,2020-06-28,4,0
15935,Inyo,2020-06-28,0,0
15936,Kern,2020-06-28,5,2
15937,Kings,2020-06-28,0,0
15938,Lake,2020-06-28,0,0
15939,Lassen,2020-06-28,0,0
15940,Los Angeles,2020-06-28,26,25
15941,Madera,2020-06-28,0,0
15942,Marin,2020-06-28,2,0
15943,Mariposa,2020-06-28,0,0
15944,Mendocino,2020-06-28,0,0
15945,Merced,2020-06-28,0,0
15946,Modoc,2020-06-28,0,0
15947,Mono,2020-06-28,0,0
15948,Monterey,2020-06-28,1,1
15949,Napa,2020-06-28,0,1
15950,Nevada,2020-06-28,0,0
15951,Orange,2020-06-28,12,4
15953,Placer,2020-06-28,0,1
15954,Plumas,2020-06-28,0,0
15955,Riverside,2020-06-28,10,0
15956,Sacramento,2020-06-28,5,0
15957,San Benito,2020-06-28,0,0
15958,San Bernardino,2020-06-28,12,2
15959,San Diego,2020-06-28,3,1
15960,San Francisco,2020-06-28,0,1
15961,San Joaquin,2020-06-28,3,0
15962,San Luis Obispo,2020-06-28,0,0
15963,San Mateo,2020-06-28,1,1
15964,Santa Barbara,2020-06-28,0,0
15965,Santa Clara,2020-06-28,2,-1
15966,Santa Cruz,2020-06-28,0,0
15967,Shasta,2020-06-28,0,0
15968,Sierra,2020-06-28,0,0
15969,Siskiyou,2020-06-28,0,0
15970,Solano,2020-06-28,0,0
15971,Sonoma,2020-06-28,3,0
15972,Stanislaus,2020-06-28,2,0
15973,Sutter,2020-06-28,0,0
15974,Tehama,2020-06-28,0,0
15975,Trinity,2020-06-28,0,0
15976,Tulare,2020-06-28,1,0
15977,Tuolumne,2020-06-28,0,0
15979,Ventura,2020-06-28,3,0
15980,Yolo,2020-06-28,0,0
15981,Yuba,2020-06-28,0,0
15982,Alameda,2020-06-27,2,3
15983,Alpine,2020-06-27,0,0
15984,Amador,2020-06-27,0,0
15985,Butte,2020-06-27,0,0
15986,Calaveras,2020-06-27,0,0
15988,Colusa,2020-06-27,0,0
15989,Contra Costa,2020-06-27,4,0
15990,Del Norte,2020-06-27,0,0
15991,El Dorado,2020-06-27,0,0
15992,Fresno,2020-06-27,4,0
15993,Glenn,2020-06-27,0,0
15994,Humboldt,2020-06-27,0,0
15995,Imperial,2020-06-27,1,1
15996,Inyo,2020-06-27,0,0
15997,Kern,2020-06-27,2,0
15998,Kings,2020-06-27,0,0
15999,Lake,2020-06-27,0,0
16000,Lassen,2020-06-27,0,0
16001,Los Angeles,2020-06-27,41,16
16002,Madera,2020-06-27,3,0
16003,Marin,2020-06-27,0,0
16004,Mariposa,2020-06-27,0,0
16005,Mendocino,2020-06-27,0,0
16006,Merced,2020-06-27,2,0
16007,Modoc,2020-06-27,0,0
16008,Mono,2020-06-27,0,0
16009,Monterey,2020-06-27,0,0
16010,Napa,2020-06-27,0,0
16011,Nevada,2020-06-27,0,0
16012,Orange,2020-06-27,13,0
16014,Placer,2020-06-27,0,0
16015,Plumas,2020-06-27,0,0
16016,Riverside,2020-06-27,14,2
16017,Sacramento,2020-06-27,3,0
16018,San Benito,2020-06-27,0,0
16019,San Bernardino,2020-06-27,8,0
16020,San Diego,2020-06-27,6,2
16021,San Francisco,2020-06-27,1,0
16022,San Joaquin,2020-06-27,5,0
16023,San Luis Obispo,2020-06-27,0,0
16024,San Mateo,2020-06-27,0,0
16025,Santa Barbara,2020-06-27,1,0
16026,Santa Clara,2020-06-27,6,1
16027,Santa Cruz,2020-06-27,0,0
16028,Shasta,2020-06-27,1,0
16029,Sierra,2020-06-27,0,0
16030,Siskiyou,2020-06-27,0,0
16031,Solano,2020-06-27,1,0
16032,Sonoma,2020-06-27,0,0
16033,Stanislaus,2020-06-27,0,0
16034,Sutter,2020-06-27,0,0
16035,Tehama,2020-06-27,0,0
16036,Trinity,2020-06-27,0,0
16037,Tulare,2020-06-27,3,0
16038,Tuolumne,2020-06-27,0,0
16040,Ventura,2020-06-27,1,0
16041,Yolo,2020-06-27,1,0
16042,Yuba,2020-06-27,0,0
16043,Alameda,2020-06-26,1,2
16044,Alpine,2020-06-26,0,0
16045,Amador,2020-06-26,0,0
16046,Butte,2020-06-26,0,1
16047,Calaveras,2020-06-26,0,0
16049,Colusa,2020-06-26,0,0
16050,Contra Costa,2020-06-26,4,1
16051,Del Norte,2020-06-26,0,0
16052,El Dorado,2020-06-26,0,0
16053,Fresno,2020-06-26,4,3
16054,Glenn,2020-06-26,0,0
16055,Humboldt,2020-06-26,0,0
16056,Imperial,2020-06-26,3,0
16057,Inyo,2020-06-26,0,0
16058,Kern,2020-06-26,7,1
16059,Kings,2020-06-26,2,1
16060,Lake,2020-06-26,0,0
16061,Lassen,2020-06-26,0,0
16062,Los Angeles,2020-06-26,47,36
16063,Madera,2020-06-26,1,0
16064,Marin,2020-06-26,2,0
16065,Mariposa,2020-06-26,0,0
16066,Mendocino,2020-06-26,0,0
16067,Merced,2020-06-26,2,0
16068,Modoc,2020-06-26,0,0
16069,Mono,2020-06-26,0,0
16070,Monterey,2020-06-26,0,0
16071,Napa,2020-06-26,0,0
16072,Nevada,2020-06-26,0,0
16073,Orange,2020-06-26,12,9
16075,Placer,2020-06-26,1,0
16076,Plumas,2020-06-26,0,0
16077,Riverside,2020-06-26,11,3
16078,Sacramento,2020-06-26,4,1
16079,San Benito,2020-06-26,0,0
16080,San Bernardino,2020-06-26,13,1
16081,San Diego,2020-06-26,11,6
16082,San Francisco,2020-06-26,0,1
16083,San Joaquin,2020-06-26,6,2
16084,San Luis Obispo,2020-06-26,0,0
16085,San Mateo,2020-06-26,0,1
16086,Santa Barbara,2020-06-26,0,0
16087,Santa Clara,2020-06-26,1,0
16088,Santa Cruz,2020-06-26,0,0
16089,Shasta,2020-06-26,0,0
16090,Sierra,2020-06-26,0,0
16091,Siskiyou,2020-06-26,0,0
16092,Solano,2020-06-26,0,0
16093,Sonoma,2020-06-26,1,0
16094,Stanislaus,2020-06-26,0,0
16095,Sutter,2020-06-26,0,0
16096,Tehama,2020-06-26,0,0
16097,Trinity,2020-06-26,0,0
16098,Tulare,2020-06-26,0,0
16099,Tuolumne,2020-06-26,0,0
16101,Ventura,2020-06-26,0,0
16102,Yolo,2020-06-26,0,0
16103,Yuba,2020-06-26,0,0
16104,Alameda,2020-06-25,4,7
16105,Alpine,2020-06-25,0,0
16106,Amador,2020-06-25,0,0
16107,Butte,2020-06-25,0,0
16108,Calaveras,2020-06-25,0,0
16110,Colusa,2020-06-25,0,0
16111,Contra Costa,2020-06-25,4,5
16112,Del Norte,2020-06-25,0,0
16113,El Dorado,2020-06-25,0,0
16114,Fresno,2020-06-25,5,0
16115,Glenn,2020-06-25,0,0
16116,Humboldt,2020-06-25,0,0
16117,Imperial,2020-06-25,2,6
16118,Inyo,2020-06-25,0,0
16119,Kern,2020-06-25,3,2
16120,Kings,2020-06-25,0,1
16121,Lake,2020-06-25,0,0
16122,Lassen,2020-06-25,0,0
16123,Los Angeles,2020-06-25,45,53
16124,Madera,2020-06-25,1,0
16125,Marin,2020-06-25,4,0
16126,Mariposa,2020-06-25,0,0
16127,Mendocino,2020-06-25,0,0
16128,Merced,2020-06-25,1,2
16129,Modoc,2020-06-25,0,0
16130,Mono,2020-06-25,0,0
16131,Monterey,2020-06-25,0,0
16132,Napa,2020-06-25,0,0
16133,Nevada,2020-06-25,0,0
16134,Orange,2020-06-25,11,8
16136,Placer,2020-06-25,0,0
16137,Plumas,2020-06-25,0,0
16138,Riverside,2020-06-25,13,17
16139,Sacramento,2020-06-25,1,0
16140,San Benito,2020-06-25,0,0
16141,San Bernardino,2020-06-25,5,3
16142,San Diego,2020-06-25,10,5
16143,San Francisco,2020-06-25,0,0
16144,San Joaquin,2020-06-25,7,1
16145,San Luis Obispo,2020-06-25,0,0
16146,San Mateo,2020-06-25,0,0
16147,Santa Barbara,2020-06-25,4,3
16148,Santa Clara,2020-06-25,1,1
16149,Santa Cruz,2020-06-25,0,0
16150,Shasta,2020-06-25,0,0
16151,Sierra,2020-06-25,0,0
16152,Siskiyou,2020-06-25,0,0
16153,Solano,2020-06-25,0,0
16154,Sonoma,2020-06-25,2,1
16155,Stanislaus,2020-06-25,1,0
16156,Sutter,2020-06-25,1,0
16157,Tehama,2020-06-25,0,0
16158,Trinity,2020-06-25,0,0
16159,Tulare,2020-06-25,1,1
16160,Tuolumne,2020-06-25,0,0
16162,Ventura,2020-06-25,2,-2
16163,Yolo,2020-06-25,1,0
16164,Yuba,2020-06-25,0,0
16165,Alameda,2020-06-24,1,2
16166,Alpine,2020-06-24,0,0
16167,Amador,2020-06-24,0,0
16168,Butte,2020-06-24,0,0
16169,Calaveras,2020-06-24,0,0
16171,Colusa,2020-06-24,0,0
16172,Contra Costa,2020-06-24,2,6
16173,Del Norte,2020-06-24,0,0
16174,El Dorado,2020-06-24,0,0
16175,Fresno,2020-06-24,4,4
16176,Glenn,2020-06-24,0,0
16177,Humboldt,2020-06-24,0,0
16178,Imperial,2020-06-24,8,0
16179,Inyo,2020-06-24,0,0
16180,Kern,2020-06-24,4,3
16181,Kings,2020-06-24,1,0
16182,Lake,2020-06-24,0,0
16183,Lassen,2020-06-24,0,0
16184,Los Angeles,2020-06-24,49,34
16185,Madera,2020-06-24,0,0
16186,Marin,2020-06-24,1,0
16187,Mariposa,2020-06-24,1,0
16188,Mendocino,2020-06-24,0,0
16189,Merced,2020-06-24,2,0
16190,Modoc,2020-06-24,0,0
16191,Mono,2020-06-24,0,0
16192,Monterey,2020-06-24,0,0
16193,Napa,2020-06-24,0,0
16194,Nevada,2020-06-24,0,0
16195,Orange,2020-06-24,16,25
16197,Placer,2020-06-24,0,0
16198,Plumas,2020-06-24,0,0
16199,Riverside,2020-06-24,11,4
16200,Sacramento,2020-06-24,2,0
16201,San Benito,2020-06-24,0,0
16202,San Bernardino,2020-06-24,15,10
16203,San Diego,2020-06-24,4,6
16204,San Francisco,2020-06-24,1,0
16205,San Joaquin,2020-06-24,6,1
16206,San Luis Obispo,2020-06-24,0,0
16207,San Mateo,2020-06-24,0,1
16208,Santa Barbara,2020-06-24,0,0
16209,Santa Clara,2020-06-24,0,0
16210,Santa Cruz,2020-06-24,0,0
16211,Shasta,2020-06-24,0,0
16212,Sierra,2020-06-24,0,0
16213,Siskiyou,2020-06-24,0,0
16214,Solano,2020-06-24,0,0
16215,Sonoma,2020-06-24,0,0
16216,Stanislaus,2020-06-24,7,1
16217,Sutter,2020-06-24,0,0
16218,Tehama,2020-06-24,0,0
16219,Trinity,2020-06-24,0,0
16220,Tulare,2020-06-24,2,5
16221,Tuolumne,2020-06-24,0,0
16223,Ventura,2020-06-24,0,2
16224,Yolo,2020-06-24,0,0
16225,Yuba,2020-06-24,0,0
16226,Alameda,2020-06-23,1,0
16227,Alpine,2020-06-23,0,0
16228,Amador,2020-06-23,0,0
16229,Butte,2020-06-23,0,0
16230,Calaveras,2020-06-23,0,0
16232,Colusa,2020-06-23,0,0
16233,Contra Costa,2020-06-23,2,0
16234,Del Norte,2020-06-23,0,0
16235,El Dorado,2020-06-23,0,0
16236,Fresno,2020-06-23,5,0
16237,Glenn,2020-06-23,1,0
16238,Humboldt,2020-06-23,0,0
16239,Imperial,2020-06-23,8,0
16240,Inyo,2020-06-23,0,0
16241,Kern,2020-06-23,5,4
16242,Kings,2020-06-23,0,3
16243,Lake,2020-06-23,0,0
16244,Lassen,2020-06-23,0,0
16245,Los Angeles,2020-06-23,37,35
16246,Madera,2020-06-23,1,0
16247,Marin,2020-06-23,1,0
16248,Mariposa,2020-06-23,0,0
16249,Mendocino,2020-06-23,0,0
16250,Merced,2020-06-23,0,0
16251,Modoc,2020-06-23,0,0
16252,Mono,2020-06-23,0,0
16253,Monterey,2020-06-23,1,0
16254,Napa,2020-06-23,0,0
16255,Nevada,2020-06-23,0,0
16256,Orange,2020-06-23,11,3
16258,Placer,2020-06-23,0,1
16259,Plumas,2020-06-23,0,0
16260,Riverside,2020-06-23,14,3
16261,Sacramento,2020-06-23,4,0
16262,San Benito,2020-06-23,0,0
16263,San Bernardino,2020-06-23,17,0
16264,San Diego,2020-06-23,5,3
16265,San Francisco,2020-06-23,0,1
16266,San Joaquin,2020-06-23,8,0
16267,San Luis Obispo,2020-06-23,1,0
16268,San Mateo,2020-06-23,1,0
16269,Santa Barbara,2020-06-23,0,1
16270,Santa Clara,2020-06-23,3,0
16271,Santa Cruz,2020-06-23,0,-1
16272,Shasta,2020-06-23,0,0
16273,Sierra,2020-06-23,0,0
16274,Siskiyou,2020-06-23,0,0
16275,Solano,2020-06-23,1,0
16276,Sonoma,2020-06-23,0,0
16277,Stanislaus,2020-06-23,1,0
16278,Sutter,2020-06-23,0,0
16279,Tehama,2020-06-23,0,0
16280,Trinity,2020-06-23,0,0
16281,Tulare,2020-06-23,3,0
16282,Tuolumne,2020-06-23,0,0
16284,Ventura,2020-06-23,4,1
16285,Yolo,2020-06-23,2,0
16286,Yuba,2020-06-23,0,0
16287,Alameda,2020-06-22,2,0
16288,Alpine,2020-06-22,0,0
16289,Amador,2020-06-22,0,0
16290,Butte,2020-06-22,1,0
16291,Calaveras,2020-06-22,0,0
16293,Colusa,2020-06-22,0,0
16294,Contra Costa,2020-06-22,0,0
16295,Del Norte,2020-06-22,0,0
16296,El Dorado,2020-06-22,0,0
16297,Fresno,2020-06-22,3,0
16298,Glenn,2020-06-22,0,0
16299,Humboldt,2020-06-22,0,0
16300,Imperial,2020-06-22,2,0
16301,Inyo,2020-06-22,0,0
16302,Kern,2020-06-22,9,0
16303,Kings,2020-06-22,1,2
16304,Lake,2020-06-22,0,0
16305,Lassen,2020-06-22,0,0
16306,Los Angeles,2020-06-22,43,16
16307,Madera,2020-06-22,0,0
16308,Marin,2020-06-22,1,0
16309,Mariposa,2020-06-22,0,0
16310,Mendocino,2020-06-22,0,0
16311,Merced,2020-06-22,0,0
16312,Modoc,2020-06-22,0,0
16313,Mono,2020-06-22,0,0
16314,Monterey,2020-06-22,0,0
16315,Napa,2020-06-22,0,0
16316,Nevada,2020-06-22,0,0
16317,Orange,2020-06-22,11,0
16319,Placer,2020-06-22,0,0
16320,Plumas,2020-06-22,0,0
16321,Riverside,2020-06-22,8,1
16322,Sacramento,2020-06-22,1,0
16323,San Benito,2020-06-22,0,0
16324,San Bernardino,2020-06-22,14,0
16325,San Diego,2020-06-22,9,0
16326,San Francisco,2020-06-22,0,0
16327,San Joaquin,2020-06-22,5,0
16328,San Luis Obispo,2020-06-22,0,0
16329,San Mateo,2020-06-22,0,0
16330,Santa Barbara,2020-06-22,1,0
16331,Santa Clara,2020-06-22,3,1
16332,Santa Cruz,2020-06-22,0,0
16333,Shasta,2020-06-22,2,0
16334,Sierra,2020-06-22,0,0
16335,Siskiyou,2020-06-22,0,0
16336,Solano,2020-06-22,0,0
16337,Sonoma,2020-06-22,2,0
16338,Stanislaus,2020-06-22,2,0
16339,Sutter,2020-06-22,0,0
16340,Tehama,2020-06-22,0,0
16341,Trinity,2020-06-22,0,0
16342,Tulare,2020-06-22,1,0
16343,Tuolumne,2020-06-22,0,0
16345,Ventura,2020-06-22,0,0
16346,Yolo,2020-06-22,0,0
16347,Yuba,2020-06-22,0,0
16348,Alameda,2020-06-21,1,2
16349,Alpine,2020-06-21,0,0
16350,Amador,2020-06-21,0,0
16351,Butte,2020-06-21,0,0
16352,Calaveras,2020-06-21,0,0
16354,Colusa,2020-06-21,0,0
16355,Contra Costa,2020-06-21,0,6
16356,Del Norte,2020-06-21,0,0
16357,El Dorado,2020-06-21,0,0
16358,Fresno,2020-06-21,1,0
16359,Glenn,2020-06-21,0,0
16360,Humboldt,2020-06-21,0,0
16361,Imperial,2020-06-21,6,1
16362,Inyo,2020-06-21,0,0
16363,Kern,2020-06-21,3,1
16364,Kings,2020-06-21,0,2
16365,Lake,2020-06-21,0,0
16366,Lassen,2020-06-21,0,0
16367,Los Angeles,2020-06-21,28,8
16368,Madera,2020-06-21,0,0
16369,Marin,2020-06-21,0,0
16370,Mariposa,2020-06-21,0,0
16371,Mendocino,2020-06-21,0,0
16372,Merced,2020-06-21,1,0
16373,Modoc,2020-06-21,0,0
16374,Mono,2020-06-21,0,0
16375,Monterey,2020-06-21,0,0
16376,Napa,2020-06-21,0,0
16377,Nevada,2020-06-21,0,0
16378,Orange,2020-06-21,10,2
16380,Placer,2020-06-21,0,0
16381,Plumas,2020-06-21,0,0
16382,Riverside,2020-06-21,3,0
16383,Sacramento,2020-06-21,2,-1
16384,San Benito,2020-06-21,0,0
16385,San Bernardino,2020-06-21,3,0
16386,San Diego,2020-06-21,9,0
16387,San Francisco,2020-06-21,2,0
16388,San Joaquin,2020-06-21,4,0
16389,San Luis Obispo,2020-06-21,0,0
16390,San Mateo,2020-06-21,0,0
16391,Santa Barbara,2020-06-21,1,0
16392,Santa Clara,2020-06-21,1,0
16393,Santa Cruz,2020-06-21,0,0
16394,Shasta,2020-06-21,0,0
16395,Sierra,2020-06-21,0,0
16396,Siskiyou,2020-06-21,0,0
16397,Solano,2020-06-21,0,0
16398,Sonoma,2020-06-21,0,0
16399,Stanislaus,2020-06-21,1,0
16400,Sutter,2020-06-21,0,0
16401,Tehama,2020-06-21,0,0
16402,Trinity,2020-06-21,0,0
16403,Tulare,2020-06-21,1,0
16404,Tuolumne,2020-06-21,0,0
16406,Ventura,2020-06-21,1,2
16407,Yolo,2020-06-21,0,0
16408,Yuba,2020-06-21,0,0
16409,Alameda,2020-06-20,2,0
16410,Alpine,2020-06-20,0,0
16411,Amador,2020-06-20,0,0
16412,Butte,2020-06-20,0,0
16413,Calaveras,2020-06-20,0,0
16415,Colusa,2020-06-20,0,0
16416,Contra Costa,2020-06-20,2,0
16417,Del Norte,2020-06-20,0,0
16418,El Dorado,2020-06-20,0,0
16419,Fresno,2020-06-20,2,6
16420,Glenn,2020-06-20,0,0
16421,Humboldt,2020-06-20,0,0
16422,Imperial,2020-06-20,4,1
16423,Inyo,2020-06-20,0,0
16424,Kern,2020-06-20,2,2
16425,Kings,2020-06-20,0,0
16426,Lake,2020-06-20,0,0
16427,Lassen,2020-06-20,0,0
16428,Los Angeles,2020-06-20,38,46
16429,Madera,2020-06-20,0,0
16430,Marin,2020-06-20,0,0
16431,Mariposa,2020-06-20,0,0
16432,Mendocino,2020-06-20,0,0
16433,Merced,2020-06-20,0,0
16434,Modoc,2020-06-20,0,0
16435,Mono,2020-06-20,0,0
16436,Monterey,2020-06-20,0,0
16437,Napa,2020-06-20,0,0
16438,Nevada,2020-06-20,0,0
16439,Orange,2020-06-20,7,13
16441,Placer,2020-06-20,0,0
16442,Plumas,2020-06-20,0,0
16443,Riverside,2020-06-20,13,4
16444,Sacramento,2020-06-20,2,-1
16445,San Benito,2020-06-20,0,0
16446,San Bernardino,2020-06-20,10,3
16447,San Diego,2020-06-20,5,6
16448,San Francisco,2020-06-20,0,0
16449,San Joaquin,2020-06-20,3,0
16450,San Luis Obispo,2020-06-20,0,0
16451,San Mateo,2020-06-20,1,0
16452,Santa Barbara,2020-06-20,1,0
16453,Santa Clara,2020-06-20,0,0
16454,Santa Cruz,2020-06-20,0,0
16455,Shasta,2020-06-20,0,0
16456,Sierra,2020-06-20,0,0
16457,Siskiyou,2020-06-20,0,0
16458,Solano,2020-06-20,0,0
16459,Sonoma,2020-06-20,1,0
16460,Stanislaus,2020-06-20,0,0
16461,Sutter,2020-06-20,0,0
16462,Tehama,2020-06-20,0,0
16463,Trinity,2020-06-20,0,0
16464,Tulare,2020-06-20,2,4
16465,Tuolumne,2020-06-20,0,0
16467,Ventura,2020-06-20,0,0
16468,Yolo,2020-06-20,1,0
16469,Yuba,2020-06-20,0,0
16470,Alameda,2020-06-19,3,1
16471,Alpine,2020-06-19,0,0
16472,Amador,2020-06-19,0,0
16473,Butte,2020-06-19,0,0
16474,Calaveras,2020-06-19,0,0
16476,Colusa,2020-06-19,0,0
16477,Contra Costa,2020-06-19,3,1
16478,Del Norte,2020-06-19,0,0
16479,El Dorado,2020-06-19,0,0
16480,Fresno,2020-06-19,3,4
16481,Glenn,2020-06-19,0,0
16482,Humboldt,2020-06-19,0,0
16483,Imperial,2020-06-19,6,0
16484,Inyo,2020-06-19,0,0
16485,Kern,2020-06-19,3,0
16486,Kings,2020-06-19,9,1
16487,Lake,2020-06-19,0,0
16488,Lassen,2020-06-19,0,0
16489,Los Angeles,2020-06-19,46,38
16490,Madera,2020-06-19,3,0
16491,Marin,2020-06-19,1,0
16492,Mariposa,2020-06-19,0,0
16493,Mendocino,2020-06-19,0,0
16494,Merced,2020-06-19,1,1
16495,Modoc,2020-06-19,0,0
16496,Mono,2020-06-19,0,0
16497,Monterey,2020-06-19,0,0
16498,Napa,2020-06-19,0,0
16499,Nevada,2020-06-19,0,0
16500,Orange,2020-06-19,23,5
16502,Placer,2020-06-19,0,0
16503,Plumas,2020-06-19,0,0
16504,Riverside,2020-06-19,9,6
16505,Sacramento,2020-06-19,1,1
16506,San Benito,2020-06-19,0,0
16507,San Bernardino,2020-06-19,11,0
16508,San Diego,2020-06-19,8,1
16509,San Francisco,2020-06-19,1,0
16510,San Joaquin,2020-06-19,5,1
16511,San Luis Obispo,2020-06-19,0,0
16512,San Mateo,2020-06-19,0,3
16513,Santa Barbara,2020-06-19,1,2
16514,Santa Clara,2020-06-19,2,2
16515,Santa Cruz,2020-06-19,0,0
16516,Shasta,2020-06-19,3,1
16517,Sierra,2020-06-19,0,0
16518,Siskiyou,2020-06-19,0,0
16519,Solano,2020-06-19,1,0
16520,Sonoma,2020-06-19,0,0
16521,Stanislaus,2020-06-19,2,0
16522,Sutter,2020-06-19,0,0
16523,Tehama,2020-06-19,0,0
16524,Trinity,2020-06-19,0,0
16525,Tulare,2020-06-19,1,0
16526,Tuolumne,2020-06-19,0,0
16528,Ventura,2020-06-19,2,0
16529,Yolo,2020-06-19,1,0
16530,Yuba,2020-06-19,0,0
16531,Alameda,2020-06-18,0,1
16532,Alpine,2020-06-18,0,0
16533,Amador,2020-06-18,0,0
16534,Butte,2020-06-18,0,0
16535,Calaveras,2020-06-18,0,0
16537,Colusa,2020-06-18,0,0
16538,Contra Costa,2020-06-18,6,8
16539,Del Norte,2020-06-18,0,0
16540,El Dorado,2020-06-18,0,0
16541,Fresno,2020-06-18,3,1
16542,Glenn,2020-06-18,0,0
16543,Humboldt,2020-06-18,0,0
16544,Imperial,2020-06-18,4,0
16545,Inyo,2020-06-18,0,0
16546,Kern,2020-06-18,4,1
16547,Kings,2020-06-18,0,1
16548,Lake,2020-06-18,0,0
16549,Lassen,2020-06-18,0,0
16550,Los Angeles,2020-06-18,52,36
16551,Madera,2020-06-18,0,0
16552,Marin,2020-06-18,1,0
16553,Mariposa,2020-06-18,0,0
16554,Mendocino,2020-06-18,0,0
16555,Merced,2020-06-18,1,0
16556,Modoc,2020-06-18,0,0
16557,Mono,2020-06-18,0,0
16558,Monterey,2020-06-18,0,0
16559,Napa,2020-06-18,0,0
16560,Nevada,2020-06-18,0,0
16561,Orange,2020-06-18,11,25
16563,Placer,2020-06-18,0,0
16564,Plumas,2020-06-18,0,0
16565,Riverside,2020-06-18,11,22
16566,Sacramento,2020-06-18,0,0
16567,San Benito,2020-06-18,0,0
16568,San Bernardino,2020-06-18,9,1
16569,San Diego,2020-06-18,5,4
16570,San Francisco,2020-06-18,1,1
16571,San Joaquin,2020-06-18,4,1
16572,San Luis Obispo,2020-06-18,0,0
16573,San Mateo,2020-06-18,0,0
16574,Santa Barbara,2020-06-18,1,0
16575,Santa Clara,2020-06-18,5,4
16576,Santa Cruz,2020-06-18,0,1
16577,Shasta,2020-06-18,1,0
16578,Sierra,2020-06-18,0,0
16579,Siskiyou,2020-06-18,0,0
16580,Solano,2020-06-18,1,0
16581,Sonoma,2020-06-18,0,0
16582,Stanislaus,2020-06-18,1,0
16583,Sutter,2020-06-18,0,0
16584,Tehama,2020-06-18,0,0
16585,Trinity,2020-06-18,0,0
16586,Tulare,2020-06-18,1,1
16587,Tuolumne,2020-06-18,0,0
16589,Ventura,2020-06-18,0,0
16590,Yolo,2020-06-18,0,0
16591,Yuba,2020-06-18,0,0
16592,Alameda,2020-06-17,2,4
16593,Alpine,2020-06-17,0,0
16594,Amador,2020-06-17,0,0
16595,Butte,2020-06-17,0,0
16596,Calaveras,2020-06-17,0,0
16598,Colusa,2020-06-17,0,0
16599,Contra Costa,2020-06-17,5,0
16600,Del Norte,2020-06-17,0,0
16601,El Dorado,2020-06-17,0,0
16602,Fresno,2020-06-17,4,6
16603,Glenn,2020-06-17,0,0
16604,Humboldt,2020-06-17,0,0
16605,Imperial,2020-06-17,4,0
16606,Inyo,2020-06-17,0,0
16607,Kern,2020-06-17,6,1
16608,Kings,2020-06-17,1,1
16609,Lake,2020-06-17,0,0
16610,Lassen,2020-06-17,0,0
16611,Los Angeles,2020-06-17,42,31
16612,Madera,2020-06-17,1,1
16613,Marin,2020-06-17,0,0
16614,Mariposa,2020-06-17,0,0
16615,Mendocino,2020-06-17,0,0
16616,Merced,2020-06-17,0,0
16617,Modoc,2020-06-17,0,0
16618,Mono,2020-06-17,0,0
16619,Monterey,2020-06-17,1,0
16620,Napa,2020-06-17,0,0
16621,Nevada,2020-06-17,0,0
16622,Orange,2020-06-17,21,7
16624,Placer,2020-06-17,0,0
16625,Plumas,2020-06-17,0,0
16626,Riverside,2020-06-17,14,6
16627,Sacramento,2020-06-17,0,3
16628,San Benito,2020-06-17,0,0
16629,San Bernardino,2020-06-17,12,0
16630,San Diego,2020-06-17,5,4
16631,San Francisco,2020-06-17,0,0
16632,San Joaquin,2020-06-17,2,-1
16633,San Luis Obispo,2020-06-17,1,0
16634,San Mateo,2020-06-17,0,1
16635,Santa Barbara,2020-06-17,0,3
16636,Santa Clara,2020-06-17,2,0
16637,Santa Cruz,2020-06-17,0,0
16638,Shasta,2020-06-17,0,0
16639,Sierra,2020-06-17,0,0
16640,Siskiyou,2020-06-17,0,0
16641,Solano,2020-06-17,0,2
16642,Sonoma,2020-06-17,1,0
16643,Stanislaus,2020-06-17,4,-1
16644,Sutter,2020-06-17,0,0
16645,Tehama,2020-06-17,0,0
16646,Trinity,2020-06-17,0,0
16647,Tulare,2020-06-17,1,10
16648,Tuolumne,2020-06-17,0,0
16650,Ventura,2020-06-17,4,0
16651,Yolo,2020-06-17,0,0
16652,Yuba,2020-06-17,0,0
16653,Alameda,2020-06-16,2,1
16654,Alpine,2020-06-16,0,0
16655,Amador,2020-06-16,0,0
16656,Butte,2020-06-16,0,0
16657,Calaveras,2020-06-16,0,0
16659,Colusa,2020-06-16,0,0
16660,Contra Costa,2020-06-16,0,2
16661,Del Norte,2020-06-16,0,0
16662,El Dorado,2020-06-16,0,0
16663,Fresno,2020-06-16,4,2
16664,Glenn,2020-06-16,0,0
16665,Humboldt,2020-06-16,0,0
16666,Imperial,2020-06-16,4,0
16667,Inyo,2020-06-16,0,0
16668,Kern,2020-06-16,5,0
16669,Kings,2020-06-16,1,0
