,county,date,deaths,reported_deaths
5891,Sacramento,2020-12-10,21,5
5892,San Benito,2020-12-10,1,0
5893,San Bernardino,2020-12-10,48,1
5894,San Diego,2020-12-10,30,11
5895,San Francisco,2020-12-10,4,1
5896,San Joaquin,2020-12-10,11,3
5897,San Luis Obispo,2020-12-10,2,2
5898,San Mateo,2020-12-10,2,2
5899,Santa Barbara,2020-12-10,3,1
5900,Santa Clara,2020-12-10,15,2
5901,Santa Cruz,2020-12-10,2,1
5902,Shasta,2020-12-10,0,1
5903,Sierra,2020-12-10,0,0
5904,Siskiyou,2020-12-10,0,0
5905,Solano,2020-12-10,1,0
5906,Sonoma,2020-12-10,5,3
5907,Stanislaus,2020-12-10,9,1
5908,Sutter,2020-12-10,1,3
5909,Tehama,2020-12-10,0,0
5910,Trinity,2020-12-10,0,1
5911,Tulare,2020-12-10,18,3
5912,Tuolumne,2020-12-10,1,0
5914,Ventura,2020-12-10,1,1
5915,Yolo,2020-12-10,0,0
5916,Yuba,2020-12-10,4,0
5917,Alameda,2020-12-09,12,1
5918,Alpine,2020-12-09,0,0
5919,Amador,2020-12-09,1,2
5920,Butte,2020-12-09,4,0
5921,Calaveras,2020-12-09,1,0
5923,Colusa,2020-12-09,0,1
5924,Contra Costa,2020-12-09,7,3
5925,Del Norte,2020-12-09,0,0
5926,El Dorado,2020-12-09,0,0
5927,Fresno,2020-12-09,16,4
5928,Glenn,2020-12-09,0,0
5929,Humboldt,2020-12-09,0,0
5930,Imperial,2020-12-09,11,5
5931,Inyo,2020-12-09,3,0
5932,Kern,2020-12-09,6,7
5933,Kings,2020-12-09,2,2
5934,Lake,2020-12-09,0,0
5935,Lassen,2020-12-09,0,0
5936,Los Angeles,2020-12-09,195,71
5937,Madera,2020-12-09,0,0
5938,Marin,2020-12-09,1,1
5939,Mariposa,2020-12-09,0,1
5940,Mendocino,2020-12-09,0,1
5941,Merced,2020-12-09,5,2
5942,Modoc,2020-12-09,0,0
5943,Mono,2020-12-09,0,0
5944,Monterey,2020-12-09,5,9
5945,Napa,2020-12-09,1,-1
5946,Nevada,2020-12-09,2,-1
5947,Orange,2020-12-09,35,0
5949,Placer,2020-12-09,3,3
5950,Plumas,2020-12-09,0,0
5951,Riverside,2020-12-09,36,29
5952,Sacramento,2020-12-09,12,10
5953,San Benito,2020-12-09,0,1
5954,San Bernardino,2020-12-09,45,4
5955,San Diego,2020-12-09,41,15
5956,San Francisco,2020-12-09,13,1
5957,San Joaquin,2020-12-09,11,1
5958,San Luis Obispo,2020-12-09,3,2
5959,San Mateo,2020-12-09,1,0
5960,Santa Barbara,2020-12-09,1,1
5961,Santa Clara,2020-12-09,16,5
5962,Santa Cruz,2020-12-09,1,2
5963,Shasta,2020-12-09,1,2
5964,Sierra,2020-12-09,0,0
5965,Siskiyou,2020-12-09,0,0
5966,Solano,2020-12-09,1,1
5967,Sonoma,2020-12-09,4,0
5968,Stanislaus,2020-12-09,5,2
5969,Sutter,2020-12-09,2,0
5970,Tehama,2020-12-09,0,0
5971,Trinity,2020-12-09,0,0
5972,Tulare,2020-12-09,6,4
5973,Tuolumne,2020-12-09,0,1
5975,Ventura,2020-12-09,5,6
5976,Yolo,2020-12-09,2,5
5977,Yuba,2020-12-09,0,0
5978,Alameda,2020-12-08,10,3
5979,Alpine,2020-12-08,0,0
5980,Amador,2020-12-08,1,0
5981,Butte,2020-12-08,4,3
5982,Calaveras,2020-12-08,0,0
5984,Colusa,2020-12-08,0,0
5985,Contra Costa,2020-12-08,12,0
5986,Del Norte,2020-12-08,0,0
5987,El Dorado,2020-12-08,2,0
5988,Fresno,2020-12-08,13,3
5989,Glenn,2020-12-08,1,0
5990,Humboldt,2020-12-08,2,1
5991,Imperial,2020-12-08,7,-1
5992,Inyo,2020-12-08,2,0
5993,Kern,2020-12-08,9,1
5994,Kings,2020-12-08,0,0
5995,Lake,2020-12-08,1,0
5996,Lassen,2020-12-08,0,0
5997,Los Angeles,2020-12-08,217,67
5998,Madera,2020-12-08,0,0
5999,Marin,2020-12-08,0,1
6000,Mariposa,2020-12-08,0,0
6001,Mendocino,2020-12-08,0,0
6002,Merced,2020-12-08,4,2
6003,Modoc,2020-12-08,0,0
6004,Mono,2020-12-08,0,0
6005,Monterey,2020-12-08,2,2
6006,Napa,2020-12-08,0,1
6007,Nevada,2020-12-08,0,0
6008,Orange,2020-12-08,50,1
6010,Placer,2020-12-08,1,0
6011,Plumas,2020-12-08,0,0
6012,Riverside,2020-12-08,36,23
6013,Sacramento,2020-12-08,8,11
6014,San Benito,2020-12-08,2,0
6015,San Bernardino,2020-12-08,64,6
6016,San Diego,2020-12-08,49,26
6017,San Francisco,2020-12-08,4,1
6018,San Joaquin,2020-12-08,6,0
6019,San Luis Obispo,2020-12-08,2,0
6020,San Mateo,2020-12-08,0,0
6021,Santa Barbara,2020-12-08,1,0
6022,Santa Clara,2020-12-08,29,0
6023,Santa Cruz,2020-12-08,1,4
6024,Shasta,2020-12-08,1,0
6025,Sierra,2020-12-08,0,0
6026,Siskiyou,2020-12-08,0,0
6027,Solano,2020-12-08,0,0
6028,Sonoma,2020-12-08,2,0
6029,Stanislaus,2020-12-08,4,7
6030,Sutter,2020-12-08,4,0
6031,Tehama,2020-12-08,0,0
6032,Trinity,2020-12-08,0,0
6033,Tulare,2020-12-08,8,2
6034,Tuolumne,2020-12-08,0,0
6036,Ventura,2020-12-08,7,4
6037,Yolo,2020-12-08,2,0
6038,Yuba,2020-12-08,0,0
6039,Alameda,2020-12-07,6,1
6040,Alpine,2020-12-07,0,0
6041,Amador,2020-12-07,0,0
6042,Butte,2020-12-07,2,0
6043,Calaveras,2020-12-07,0,0
6045,Colusa,2020-12-07,0,0
6046,Contra Costa,2020-12-07,10,0
6047,Del Norte,2020-12-07,0,0
6048,El Dorado,2020-12-07,4,0
6049,Fresno,2020-12-07,7,0
6050,Glenn,2020-12-07,0,0
6051,Humboldt,2020-12-07,0,0
6052,Imperial,2020-12-07,8,0
6053,Inyo,2020-12-07,1,0
6054,Kern,2020-12-07,11,0
6055,Kings,2020-12-07,0,0
6056,Lake,2020-12-07,1,0
6057,Lassen,2020-12-07,0,0
6058,Los Angeles,2020-12-07,218,27
6059,Madera,2020-12-07,1,0
6060,Marin,2020-12-07,1,0
6061,Mariposa,2020-12-07,0,0
6062,Mendocino,2020-12-07,1,0
6063,Merced,2020-12-07,5,0
6064,Modoc,2020-12-07,0,0
6065,Mono,2020-12-07,0,0
6066,Monterey,2020-12-07,10,2
6067,Napa,2020-12-07,0,0
6068,Nevada,2020-12-07,2,1
6069,Orange,2020-12-07,49,1
6071,Placer,2020-12-07,3,0
6072,Plumas,2020-12-07,0,0
6073,Riverside,2020-12-07,36,9
6074,Sacramento,2020-12-07,17,0
6075,San Benito,2020-12-07,0,0
6076,San Bernardino,2020-12-07,43,9
6077,San Diego,2020-12-07,29,0
6078,San Francisco,2020-12-07,1,0
6079,San Joaquin,2020-12-07,12,0
6080,San Luis Obispo,2020-12-07,2,0
6081,San Mateo,2020-12-07,5,0
6082,Santa Barbara,2020-12-07,6,0
6083,Santa Clara,2020-12-07,34,2
6084,Santa Cruz,2020-12-07,7,1
6085,Shasta,2020-12-07,1,1
6086,Sierra,2020-12-07,0,0
6087,Siskiyou,2020-12-07,0,0
6088,Solano,2020-12-07,0,1
6089,Sonoma,2020-12-07,3,0
6090,Stanislaus,2020-12-07,7,0
6091,Sutter,2020-12-07,4,3
6092,Tehama,2020-12-07,0,0
6093,Trinity,2020-12-07,1,0
6094,Tulare,2020-12-07,17,1
6095,Tuolumne,2020-12-07,2,0
6097,Ventura,2020-12-07,7,0
6098,Yolo,2020-12-07,1,0
6099,Yuba,2020-12-07,0,0
6100,Alameda,2020-12-06,10,0
6101,Alpine,2020-12-06,0,0
6102,Amador,2020-12-06,1,0
6103,Butte,2020-12-06,2,1
6104,Calaveras,2020-12-06,1,0
6106,Colusa,2020-12-06,0,0
6107,Contra Costa,2020-12-06,3,0
6108,Del Norte,2020-12-06,1,0
6109,El Dorado,2020-12-06,0,0
6110,Fresno,2020-12-06,4,1
6111,Glenn,2020-12-06,0,0
6112,Humboldt,2020-12-06,2,0
6113,Imperial,2020-12-06,4,2
6114,Inyo,2020-12-06,0,0
6115,Kern,2020-12-06,6,2
6116,Kings,2020-12-06,3,0
6117,Lake,2020-12-06,0,0
6118,Lassen,2020-12-06,0,0
6119,Los Angeles,2020-12-06,106,22
6120,Madera,2020-12-06,1,0
6121,Marin,2020-12-06,1,0
6122,Mariposa,2020-12-06,0,0
6123,Mendocino,2020-12-06,0,0
6124,Merced,2020-12-06,1,-1
6125,Modoc,2020-12-06,0,0
6126,Mono,2020-12-06,0,0
6127,Monterey,2020-12-06,1,3
6128,Napa,2020-12-06,1,0
6129,Nevada,2020-12-06,1,0
6130,Orange,2020-12-06,26,15
6132,Placer,2020-12-06,1,4
6133,Plumas,2020-12-06,0,0
6134,Riverside,2020-12-06,21,5
6135,Sacramento,2020-12-06,7,13
6136,San Benito,2020-12-06,0,0
6137,San Bernardino,2020-12-06,38,3
6138,San Diego,2020-12-06,19,7
6139,San Francisco,2020-12-06,1,0
6140,San Joaquin,2020-12-06,4,7
6141,San Luis Obispo,2020-12-06,1,1
6142,San Mateo,2020-12-06,3,0
6143,Santa Barbara,2020-12-06,3,0
6144,Santa Clara,2020-12-06,16,8
6145,Santa Cruz,2020-12-06,0,0
6146,Shasta,2020-12-06,2,0
6147,Sierra,2020-12-06,0,0
6148,Siskiyou,2020-12-06,0,0
6149,Solano,2020-12-06,0,1
6150,Sonoma,2020-12-06,1,0
6151,Stanislaus,2020-12-06,8,0
6152,Sutter,2020-12-06,1,1
6153,Tehama,2020-12-06,0,0
6154,Trinity,2020-12-06,0,0
6155,Tulare,2020-12-06,3,3
6156,Tuolumne,2020-12-06,1,0
6158,Ventura,2020-12-06,11,0
6159,Yolo,2020-12-06,1,0
6160,Yuba,2020-12-06,0,0
6161,Alameda,2020-12-05,6,0
6162,Alpine,2020-12-05,0,0
6163,Amador,2020-12-05,1,1
6164,Butte,2020-12-05,2,1
6165,Calaveras,2020-12-05,0,0
6167,Colusa,2020-12-05,0,0
6168,Contra Costa,2020-12-05,11,6
6169,Del Norte,2020-12-05,0,0
6170,El Dorado,2020-12-05,1,1
6171,Fresno,2020-12-05,7,3
6172,Glenn,2020-12-05,0,0
6173,Humboldt,2020-12-05,2,0
6174,Imperial,2020-12-05,5,0
6175,Inyo,2020-12-05,0,0
6176,Kern,2020-12-05,6,-1
6177,Kings,2020-12-05,2,2
6178,Lake,2020-12-05,0,0
6179,Lassen,2020-12-05,0,0
6180,Los Angeles,2020-12-05,103,43
6181,Madera,2020-12-05,0,1
6182,Marin,2020-12-05,0,0
6183,Mariposa,2020-12-05,0,0
6184,Mendocino,2020-12-05,0,0
6185,Merced,2020-12-05,2,3
6186,Modoc,2020-12-05,0,0
6187,Mono,2020-12-05,0,0
6188,Monterey,2020-12-05,3,0
6189,Napa,2020-12-05,1,2
6190,Nevada,2020-12-05,0,0
6191,Orange,2020-12-05,29,15
6193,Placer,2020-12-05,2,2
6194,Plumas,2020-12-05,0,0
6195,Riverside,2020-12-05,26,2
6196,Sacramento,2020-12-05,8,7
6197,San Benito,2020-12-05,0,1
6198,San Bernardino,2020-12-05,42,-7
6199,San Diego,2020-12-05,17,8
6200,San Francisco,2020-12-05,1,0
6201,San Joaquin,2020-12-05,9,1
6202,San Luis Obispo,2020-12-05,1,2
6203,San Mateo,2020-12-05,3,2
6204,Santa Barbara,2020-12-05,3,0
6205,Santa Clara,2020-12-05,12,6
6206,Santa Cruz,2020-12-05,1,8
6207,Shasta,2020-12-05,0,0
6208,Sierra,2020-12-05,0,0
6209,Siskiyou,2020-12-05,0,0
6210,Solano,2020-12-05,0,0
6211,Sonoma,2020-12-05,0,0
6212,Stanislaus,2020-12-05,2,6
6213,Sutter,2020-12-05,0,0
6214,Tehama,2020-12-05,0,0
6215,Trinity,2020-12-05,0,0
6216,Tulare,2020-12-05,4,2
6217,Tuolumne,2020-12-05,0,0
6219,Ventura,2020-12-05,6,2
6220,Yolo,2020-12-05,0,3
6221,Yuba,2020-12-05,0,0
6222,Alameda,2020-12-04,8,0
6223,Alpine,2020-12-04,0,0
6224,Amador,2020-12-04,1,0
6225,Butte,2020-12-04,4,0
6226,Calaveras,2020-12-04,0,0
6228,Colusa,2020-12-04,0,0
6229,Contra Costa,2020-12-04,3,-1
6230,Del Norte,2020-12-04,0,0
6231,El Dorado,2020-12-04,0,1
6232,Fresno,2020-12-04,14,6
6233,Glenn,2020-12-04,0,0
6234,Humboldt,2020-12-04,0,0
6235,Imperial,2020-12-04,5,3
6236,Inyo,2020-12-04,0,0
6237,Kern,2020-12-04,14,2
6238,Kings,2020-12-04,3,1
6239,Lake,2020-12-04,0,0
6240,Lassen,2020-12-04,0,0
6241,Los Angeles,2020-12-04,140,58
6242,Madera,2020-12-04,0,0
6243,Marin,2020-12-04,0,0
6244,Mariposa,2020-12-04,0,0
6245,Mendocino,2020-12-04,0,0
6246,Merced,2020-12-04,3,0
6247,Modoc,2020-12-04,0,0
6248,Mono,2020-12-04,0,0
6249,Monterey,2020-12-04,2,2
6250,Napa,2020-12-04,1,0
6251,Nevada,2020-12-04,1,0
6252,Orange,2020-12-04,40,6
6254,Placer,2020-12-04,0,3
6255,Plumas,2020-12-04,1,0
6256,Riverside,2020-12-04,30,14
6257,Sacramento,2020-12-04,21,4
6258,San Benito,2020-12-04,1,1
6259,San Bernardino,2020-12-04,49,7
6260,San Diego,2020-12-04,16,7
6261,San Francisco,2020-12-04,3,0
6262,San Joaquin,2020-12-04,17,0
6263,San Luis Obispo,2020-12-04,7,0
6264,San Mateo,2020-12-04,4,0
6265,Santa Barbara,2020-12-04,0,0
6266,Santa Clara,2020-12-04,20,3
6267,Santa Cruz,2020-12-04,2,4
6268,Shasta,2020-12-04,1,1
6269,Sierra,2020-12-04,0,0
6270,Siskiyou,2020-12-04,0,0
6271,Solano,2020-12-04,1,0
6272,Sonoma,2020-12-04,5,0
6273,Stanislaus,2020-12-04,4,1
6274,Sutter,2020-12-04,3,0
6275,Tehama,2020-12-04,1,0
6276,Trinity,2020-12-04,0,0
6277,Tulare,2020-12-04,10,1
6278,Tuolumne,2020-12-04,2,0
6280,Ventura,2020-12-04,5,2
6281,Yolo,2020-12-04,2,0
6282,Yuba,2020-12-04,0,0
6283,Alameda,2020-12-03,4,2
6284,Alpine,2020-12-03,0,0
6285,Amador,2020-12-03,0,0
6286,Butte,2020-12-03,3,0
6287,Calaveras,2020-12-03,0,0
6289,Colusa,2020-12-03,0,0
6290,Contra Costa,2020-12-03,7,1
6291,Del Norte,2020-12-03,0,0
6292,El Dorado,2020-12-03,1,1
6293,Fresno,2020-12-03,17,9
6294,Glenn,2020-12-03,0,1
6295,Humboldt,2020-12-03,1,0
6296,Imperial,2020-12-03,4,3
6297,Inyo,2020-12-03,0,0
6298,Kern,2020-12-03,11,4
6299,Kings,2020-12-03,2,1
6300,Lake,2020-12-03,1,0
6301,Lassen,2020-12-03,0,0
6302,Los Angeles,2020-12-03,142,48
6303,Madera,2020-12-03,5,1
6304,Marin,2020-12-03,0,0
6305,Mariposa,2020-12-03,0,0
6306,Mendocino,2020-12-03,0,0
6307,Merced,2020-12-03,3,4
6308,Modoc,2020-12-03,0,0
6309,Mono,2020-12-03,0,0
6310,Monterey,2020-12-03,1,4
6311,Napa,2020-12-03,0,0
6312,Nevada,2020-12-03,0,1
6313,Orange,2020-12-03,26,22
6315,Placer,2020-12-03,4,0
6316,Plumas,2020-12-03,0,0
6317,Riverside,2020-12-03,35,10
6318,Sacramento,2020-12-03,10,17
6319,San Benito,2020-12-03,0,0
6320,San Bernardino,2020-12-03,40,43
6321,San Diego,2020-12-03,21,5
6322,San Francisco,2020-12-03,6,4
6323,San Joaquin,2020-12-03,6,3
6324,San Luis Obispo,2020-12-03,2,0
6325,San Mateo,2020-12-03,1,3
6326,Santa Barbara,2020-12-03,3,1
6327,Santa Clara,2020-12-03,15,7
6328,Santa Cruz,2020-12-03,3,1
6329,Shasta,2020-12-03,1,1
6330,Sierra,2020-12-03,0,0
6331,Siskiyou,2020-12-03,0,1
6332,Solano,2020-12-03,1,0
6333,Sonoma,2020-12-03,1,1
6334,Stanislaus,2020-12-03,9,-1
6335,Sutter,2020-12-03,0,2
6336,Tehama,2020-12-03,1,0
6337,Trinity,2020-12-03,0,0
6338,Tulare,2020-12-03,6,0
6339,Tuolumne,2020-12-03,1,0
6341,Ventura,2020-12-03,1,1
6342,Yolo,2020-12-03,2,0
6343,Yuba,2020-12-03,0,0
6344,Alameda,2020-12-02,10,3
6345,Alpine,2020-12-02,0,0
6346,Amador,2020-12-02,1,0
6347,Butte,2020-12-02,3,0
6348,Calaveras,2020-12-02,0,0
6350,Colusa,2020-12-02,0,0
6351,Contra Costa,2020-12-02,4,0
6352,Del Norte,2020-12-02,0,0
6353,El Dorado,2020-12-02,4,1
6354,Fresno,2020-12-02,12,2
6355,Glenn,2020-12-02,0,0
6356,Humboldt,2020-12-02,1,0
6357,Imperial,2020-12-02,11,0
6358,Inyo,2020-12-02,1,0
6359,Kern,2020-12-02,7,1
6360,Kings,2020-12-02,2,0
6361,Lake,2020-12-02,0,1
6362,Lassen,2020-12-02,0,0
6363,Los Angeles,2020-12-02,137,35
6364,Madera,2020-12-02,1,0
6365,Marin,2020-12-02,0,0
6366,Mariposa,2020-12-02,0,0
6367,Mendocino,2020-12-02,1,0
6368,Merced,2020-12-02,3,1
6369,Modoc,2020-12-02,0,0
6370,Mono,2020-12-02,0,0
6371,Monterey,2020-12-02,1,0
6372,Napa,2020-12-02,0,0
6373,Nevada,2020-12-02,3,0
6374,Orange,2020-12-02,27,2
6376,Placer,2020-12-02,10,1
6377,Plumas,2020-12-02,1,0
6378,Riverside,2020-12-02,33,3
6379,Sacramento,2020-12-02,16,8
6380,San Benito,2020-12-02,1,1
6381,San Bernardino,2020-12-02,47,20
6382,San Diego,2020-12-02,21,16
6383,San Francisco,2020-12-02,1,0
6384,San Joaquin,2020-12-02,12,5
6385,San Luis Obispo,2020-12-02,3,2
6386,San Mateo,2020-12-02,0,0
6387,Santa Barbara,2020-12-02,0,0
6388,Santa Clara,2020-12-02,19,6
6389,Santa Cruz,2020-12-02,2,0
6390,Shasta,2020-12-02,0,0
6391,Sierra,2020-12-02,0,0
6392,Siskiyou,2020-12-02,0,0
6393,Solano,2020-12-02,0,0
6394,Sonoma,2020-12-02,1,0
6395,Stanislaus,2020-12-02,2,1
6396,Sutter,2020-12-02,2,1
6397,Tehama,2020-12-02,0,0
6398,Trinity,2020-12-02,0,0
6399,Tulare,2020-12-02,7,2
6400,Tuolumne,2020-12-02,1,0
6402,Ventura,2020-12-02,5,0
6403,Yolo,2020-12-02,2,1
6404,Yuba,2020-12-02,2,0
6405,Alameda,2020-12-01,10,3
6406,Alpine,2020-12-01,0,0
6407,Amador,2020-12-01,0,0
6408,Butte,2020-12-01,3,0
6409,Calaveras,2020-12-01,1,0
6411,Colusa,2020-12-01,0,0
6412,Contra Costa,2020-12-01,4,0
6413,Del Norte,2020-12-01,0,0
6414,El Dorado,2020-12-01,1,0
6415,Fresno,2020-12-01,18,5
6416,Glenn,2020-12-01,0,2
6417,Humboldt,2020-12-01,1,0
6418,Imperial,2020-12-01,5,0
6419,Inyo,2020-12-01,0,0
6420,Kern,2020-12-01,8,5
6421,Kings,2020-12-01,4,1
6422,Lake,2020-12-01,0,1
6423,Lassen,2020-12-01,0,0
6424,Los Angeles,2020-12-01,149,46
6425,Madera,2020-12-01,1,0
6426,Marin,2020-12-01,1,0
6427,Mariposa,2020-12-01,0,0
6428,Mendocino,2020-12-01,0,0
6429,Merced,2020-12-01,8,0
6430,Modoc,2020-12-01,0,0
6431,Mono,2020-12-01,0,0
6432,Monterey,2020-12-01,6,2
6433,Napa,2020-12-01,0,1
6434,Nevada,2020-12-01,3,0
6435,Orange,2020-12-01,26,-1
6437,Placer,2020-12-01,8,0
6438,Plumas,2020-12-01,0,0
6439,Riverside,2020-12-01,29,2
6440,Sacramento,2020-12-01,11,3
6441,San Benito,2020-12-01,1,0
6442,San Bernardino,2020-12-01,34,0
6443,San Diego,2020-12-01,21,22
6444,San Francisco,2020-12-01,3,0
6445,San Joaquin,2020-12-01,16,5
6446,San Luis Obispo,2020-12-01,1,4
6447,San Mateo,2020-12-01,1,0
6448,Santa Barbara,2020-12-01,3,0
6449,Santa Clara,2020-12-01,15,1
6450,Santa Cruz,2020-12-01,0,1
6451,Shasta,2020-12-01,1,3
6452,Sierra,2020-12-01,0,0
6453,Siskiyou,2020-12-01,0,0
6454,Solano,2020-12-01,2,0
6455,Sonoma,2020-12-01,2,0
6456,Stanislaus,2020-12-01,2,1
6457,Sutter,2020-12-01,1,1
6458,Tehama,2020-12-01,0,0
6459,Trinity,2020-12-01,0,0
6460,Tulare,2020-12-01,3,0
6461,Tuolumne,2020-12-01,0,0
6463,Ventura,2020-12-01,4,6
6464,Yolo,2020-12-01,1,5
6465,Yuba,2020-12-01,0,0
6466,Alameda,2020-11-30,13,0
6467,Alpine,2020-11-30,0,0
6468,Amador,2020-11-30,1,0
6469,Butte,2020-11-30,2,0
6470,Calaveras,2020-11-30,0,0
6472,Colusa,2020-11-30,0,0
6473,Contra Costa,2020-11-30,3,0
6474,Del Norte,2020-11-30,0,0
6475,El Dorado,2020-11-30,3,0
6476,Fresno,2020-11-30,12,0
6477,Glenn,2020-11-30,0,1
6478,Humboldt,2020-11-30,0,0
6479,Imperial,2020-11-30,6,0
6480,Inyo,2020-11-30,2,0
6481,Kern,2020-11-30,8,0
6482,Kings,2020-11-30,3,0
6483,Lake,2020-11-30,0,0
6484,Lassen,2020-11-30,0,0
6485,Los Angeles,2020-11-30,159,16
6486,Madera,2020-11-30,1,0
6487,Marin,2020-11-30,0,1
6488,Mariposa,2020-11-30,0,0
6489,Mendocino,2020-11-30,0,0
6490,Merced,2020-11-30,3,0
6491,Modoc,2020-11-30,0,0
6492,Mono,2020-11-30,0,0
6493,Monterey,2020-11-30,3,0
6494,Napa,2020-11-30,0,0
6495,Nevada,2020-11-30,1,0
6496,Orange,2020-11-30,29,1
6498,Placer,2020-11-30,1,0
6499,Plumas,2020-11-30,0,0
6500,Riverside,2020-11-30,27,4
6501,Sacramento,2020-11-30,8,1
6502,San Benito,2020-11-30,1,0
6503,San Bernardino,2020-11-30,45,-3
6504,San Diego,2020-11-30,28,0
6505,San Francisco,2020-11-30,2,4
6506,San Joaquin,2020-11-30,10,0
6507,San Luis Obispo,2020-11-30,1,0
6508,San Mateo,2020-11-30,3,1
6509,Santa Barbara,2020-11-30,0,0
6510,Santa Clara,2020-11-30,38,0
6511,Santa Cruz,2020-11-30,5,0
6512,Shasta,2020-11-30,2,1
6513,Sierra,2020-11-30,0,0
6514,Siskiyou,2020-11-30,0,0
6515,Solano,2020-11-30,0,0
6516,Sonoma,2020-11-30,3,0
6517,Stanislaus,2020-11-30,5,0
6518,Sutter,2020-11-30,1,0
6519,Tehama,2020-11-30,0,0
6520,Trinity,2020-11-30,0,0
6521,Tulare,2020-11-30,5,0
6522,Tuolumne,2020-11-30,0,0
6524,Ventura,2020-11-30,3,1
6525,Yolo,2020-11-30,3,1
6526,Yuba,2020-11-30,0,0
6527,Alameda,2020-11-29,3,1
6528,Alpine,2020-11-29,0,0
6529,Amador,2020-11-29,0,0
6530,Butte,2020-11-29,0,0
6531,Calaveras,2020-11-29,0,0
6533,Colusa,2020-11-29,0,0
6534,Contra Costa,2020-11-29,3,0
6535,Del Norte,2020-11-29,0,0
6536,El Dorado,2020-11-29,2,0
6537,Fresno,2020-11-29,8,0
6538,Glenn,2020-11-29,0,0
6539,Humboldt,2020-11-29,1,0
6540,Imperial,2020-11-29,2,0
6541,Inyo,2020-11-29,0,0
6542,Kern,2020-11-29,9,0
6543,Kings,2020-11-29,0,0
6544,Lake,2020-11-29,0,0
6545,Lassen,2020-11-29,0,0
6546,Los Angeles,2020-11-29,96,17
6547,Madera,2020-11-29,1,0
6548,Marin,2020-11-29,0,0
6549,Mariposa,2020-11-29,0,0
6550,Mendocino,2020-11-29,0,1
6551,Merced,2020-11-29,2,0
6552,Modoc,2020-11-29,0,0
6553,Mono,2020-11-29,0,0
6554,Monterey,2020-11-29,9,1
6555,Napa,2020-11-29,0,0
6556,Nevada,2020-11-29,1,0
6557,Orange,2020-11-29,15,-1
6559,Placer,2020-11-29,0,2
6560,Plumas,2020-11-29,0,0
6561,Riverside,2020-11-29,15,2
6562,Sacramento,2020-11-29,9,5
6563,San Benito,2020-11-29,0,0
6564,San Bernardino,2020-11-29,38,-1
6565,San Diego,2020-11-29,20,0
6566,San Francisco,2020-11-29,2,0
6567,San Joaquin,2020-11-29,5,0
6568,San Luis Obispo,2020-11-29,0,0
6569,San Mateo,2020-11-29,0,0
6570,Santa Barbara,2020-11-29,0,0
6571,Santa Clara,2020-11-29,11,2
6572,Santa Cruz,2020-11-29,1,0
6573,Shasta,2020-11-29,0,0
6574,Sierra,2020-11-29,0,0
6575,Siskiyou,2020-11-29,0,0
6576,Solano,2020-11-29,0,0
6577,Sonoma,2020-11-29,1,1
6578,Stanislaus,2020-11-29,2,0
6579,Sutter,2020-11-29,2,1
6580,Tehama,2020-11-29,0,0
6581,Trinity,2020-11-29,0,0
6582,Tulare,2020-11-29,3,0
6583,Tuolumne,2020-11-29,0,0
6585,Ventura,2020-11-29,4,0
6586,Yolo,2020-11-29,0,0
6587,Yuba,2020-11-29,0,0
6588,Alameda,2020-11-28,3,6
6589,Alpine,2020-11-28,0,0
6590,Amador,2020-11-28,0,0
6591,Butte,2020-11-28,3,0
6592,Calaveras,2020-11-28,0,0
6594,Colusa,2020-11-28,0,0
6595,Contra Costa,2020-11-28,5,0
6596,Del Norte,2020-11-28,0,0
6597,El Dorado,2020-11-28,1,0
6598,Fresno,2020-11-28,8,0
6599,Glenn,2020-11-28,0,0
6600,Humboldt,2020-11-28,0,0
6601,Imperial,2020-11-28,4,0
6602,Inyo,2020-11-28,0,0
6603,Kern,2020-11-28,8,0
6604,Kings,2020-11-28,0,0
6605,Lake,2020-11-28,0,0
6606,Lassen,2020-11-28,0,0
6607,Los Angeles,2020-11-28,97,19
6608,Madera,2020-11-28,1,0
6609,Marin,2020-11-28,0,0
6610,Mariposa,2020-11-28,0,0
6611,Mendocino,2020-11-28,0,0
6612,Merced,2020-11-28,2,0
6613,Modoc,2020-11-28,0,0
6614,Mono,2020-11-28,0,0
6615,Monterey,2020-11-28,2,5
6616,Napa,2020-11-28,1,0
6617,Nevada,2020-11-28,0,0
6618,Orange,2020-11-28,20,0
6620,Placer,2020-11-28,5,2
6621,Plumas,2020-11-28,0,0
6622,Riverside,2020-11-28,29,0
6623,Sacramento,2020-11-28,6,1
6624,San Benito,2020-11-28,2,0
6625,San Bernardino,2020-11-28,24,0
6626,San Diego,2020-11-28,23,1
6627,San Francisco,2020-11-28,0,0
6628,San Joaquin,2020-11-28,5,0
6629,San Luis Obispo,2020-11-28,5,0
6630,San Mateo,2020-11-28,1,0
6631,Santa Barbara,2020-11-28,1,0
6632,Santa Clara,2020-11-28,30,0
6633,Santa Cruz,2020-11-28,0,0
6634,Shasta,2020-11-28,0,0
6635,Sierra,2020-11-28,0,0
6636,Siskiyou,2020-11-28,0,0
6637,Solano,2020-11-28,1,0
6638,Sonoma,2020-11-28,0,0
6639,Stanislaus,2020-11-28,2,0
6640,Sutter,2020-11-28,0,0
6641,Tehama,2020-11-28,0,0
6642,Trinity,2020-11-28,0,0
6643,Tulare,2020-11-28,2,0
6644,Tuolumne,2020-11-28,0,0
6646,Ventura,2020-11-28,2,0
