,date,county,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
14326,2020-07-25,Sutter,105747,11,0,91,11,10,0,159
14327,2020-07-25,Tehama,65885,8,0,45,6,-1,0,87
14328,2020-07-25,Trinity,13354,0,0,12,0,0,0,19
14329,2020-07-25,Tulare,484423,92,0,394,77,143,5,1265
14330,2020-07-25,Tuolumne,52351,6,0,81,3,0,0,164
14332,2020-07-25,Ventura,852747,85,0,1179,94,109,2,2873
14333,2020-07-25,Yolo,223612,14,0,197,10,28,0,451
14334,2020-07-25,Yuba,79290,15,0,95,15,5,0,136
14335,2020-07-24,Alameda,1685886,243,2,4820,283,292,5,4818
14336,2020-07-24,Alpine,1117,0,0,0,0,0,0,1
14337,2020-07-24,Amador,38531,17,4,123,2,5,0,89
14338,2020-07-24,Butte,217769,15,0,391,10,25,0,426
14339,2020-07-24,Calaveras,44289,7,1,111,7,0,0,88
14341,2020-07-24,Colusa,22593,8,0,47,11,13,0,73
14342,2020-07-24,Contra Costa,1160099,201,1,3947,222,195,2,3552
14343,2020-07-24,Del Norte,27558,0,0,207,0,0,0,39
14344,2020-07-24,El Dorado,193098,11,0,327,10,25,0,363
14345,2020-07-24,Fresno,1032227,349,2,3181,419,400,3,3282
14346,2020-07-24,Glenn,29348,5,0,91,10,5,0,56
14347,2020-07-24,Humboldt,134098,0,0,261,3,2,0,214
14348,2020-07-24,Imperial,191649,47,1,557,72,82,3,630
14349,2020-07-24,Inyo,18453,2,0,20,0,3,0,32
14350,2020-07-24,Kern,927251,406,7,2957,482,1633,15,2930
14351,2020-07-24,Kings,156444,107,2,820,122,100,0,645
14352,2020-07-24,Lake,64871,9,0,88,4,7,0,164
14353,2020-07-24,Lassen,30065,3,0,136,8,0,0,95
14354,2020-07-24,Los Angeles,10257557,2622,36,41207,3826,1880,37,51003
14355,2020-07-24,Madera,160089,67,1,948,79,20,3,485
14356,2020-07-24,Marin,260800,51,1,1558,79,94,0,1122
14357,2020-07-24,Mariposa,17795,0,0,67,1,1,0,28
14358,2020-07-24,Mendocino,88439,9,0,240,9,10,0,316
14359,2020-07-24,Merced,287420,156,3,843,202,128,1,645
14360,2020-07-24,Modoc,9475,0,0,1,0,0,0,5
14361,2020-07-24,Mono,13961,5,0,26,1,0,0,46
14362,2020-07-24,Monterey,448732,116,1,1691,128,93,0,1087
14363,2020-07-24,Napa,139652,24,0,575,25,28,1,451
14364,2020-07-24,Nevada,98710,3,0,237,2,8,0,239
14365,2020-07-24,Orange,3228519,503,19,6821,635,667,13,8237
14367,2020-07-24,Placer,400434,32,0,804,38,32,0,798
14368,2020-07-24,Plumas,18997,1,0,18,0,1,0,31
14369,2020-07-24,Riverside,2468145,606,5,6243,730,680,1,5527
14370,2020-07-24,Sacramento,1567975,230,4,3610,242,348,2,3661
14371,2020-07-24,San Benito,64022,15,0,179,23,7,0,145
14372,2020-07-24,San Bernardino,2217398,516,11,6392,639,869,17,5251
14373,2020-07-24,San Diego,3370418,374,4,4599,271,991,19,6220
14374,2020-07-24,San Francisco,892280,101,0,5001,178,68,0,4382
14375,2020-07-24,San Joaquin,782545,221,8,2273,256,329,7,2252
14376,2020-07-24,San Luis Obispo,278862,26,0,588,27,38,1,622
14377,2020-07-24,San Mateo,778001,113,0,2179,123,59,-1,2103
14378,2020-07-24,Santa Barbara,456373,74,0,1421,91,148,0,1142
14379,2020-07-24,Santa Clara,1967585,217,2,8441,240,200,0,5474
14380,2020-07-24,Santa Cruz,273999,34,0,710,40,43,1,537
14381,2020-07-24,Shasta,177925,10,0,363,11,8,-1,254
14382,2020-07-24,Sierra,3115,0,0,1,0,0,0,2
14383,2020-07-24,Siskiyou,43956,2,0,66,0,0,0,67
14384,2020-07-24,Solano,444255,64,0,1627,68,100,0,1427
14385,2020-07-24,Sonoma,496668,77,2,1622,88,56,2,1344
14386,2020-07-24,Stanislaus,562303,243,3,1366,232,258,11,1614
14387,2020-07-24,Sutter,105747,33,0,206,27,23,0,197
14388,2020-07-24,Tehama,65885,6,0,148,8,12,0,96
14389,2020-07-24,Trinity,13354,1,0,24,1,0,0,20
14390,2020-07-24,Tulare,484423,185,2,1429,231,269,-1,1412
14391,2020-07-24,Tuolumne,52351,0,0,193,1,6,0,186
14393,2020-07-24,Ventura,852747,124,2,2983,230,250,4,3321
14394,2020-07-24,Yolo,223612,19,0,1017,22,50,0,501
14395,2020-07-24,Yuba,79290,20,0,131,24,10,0,147
14396,2020-07-23,Alameda,1685886,214,0,4936,275,246,2,4975
14397,2020-07-23,Alpine,1117,0,0,12,0,0,0,2
14398,2020-07-23,Amador,38531,2,0,165,2,3,0,82
14399,2020-07-23,Butte,217769,33,0,456,18,32,0,549
14400,2020-07-23,Calaveras,44289,0,0,92,0,4,0,94
14402,2020-07-23,Colusa,22593,7,0,74,16,6,2,95
14403,2020-07-23,Contra Costa,1160099,227,3,3733,235,218,0,3993
14404,2020-07-23,Del Norte,27558,0,0,179,0,0,0,57
14405,2020-07-23,El Dorado,193098,13,0,380,12,25,0,407
14406,2020-07-23,Fresno,1032227,356,5,3724,518,408,2,3777
14407,2020-07-23,Glenn,29348,6,0,75,8,10,0,71
14408,2020-07-23,Humboldt,134098,3,0,278,3,7,0,184
14409,2020-07-23,Imperial,191649,62,2,1151,142,71,4,758
14410,2020-07-23,Inyo,18453,4,0,37,1,0,0,52
14411,2020-07-23,Kern,927251,430,8,3058,482,978,1,3055
14412,2020-07-23,Kings,156444,52,1,1072,77,100,1,721
14413,2020-07-23,Lake,64871,3,0,154,4,0,0,159
14414,2020-07-23,Lassen,30065,3,0,200,4,3,0,109
14415,2020-07-23,Los Angeles,10257557,2706,42,51519,3718,1956,47,46522
14416,2020-07-23,Madera,160089,75,1,511,86,81,3,476
14417,2020-07-23,Marin,260800,56,0,1598,87,50,-1,1239
14418,2020-07-23,Mariposa,17795,0,0,74,1,2,0,26
14419,2020-07-23,Mendocino,88439,7,1,280,11,12,0,284
14420,2020-07-23,Merced,287420,125,4,799,154,144,7,721
14421,2020-07-23,Modoc,9475,0,0,21,0,0,0,7
14422,2020-07-23,Mono,13961,4,0,61,3,0,0,59
14423,2020-07-23,Monterey,448732,101,0,2331,133,122,1,1170
14424,2020-07-23,Napa,139652,22,0,608,19,26,0,497
14425,2020-07-23,Nevada,98710,6,0,292,2,8,0,239
14426,2020-07-23,Orange,3228519,501,15,8294,636,816,22,8841
14428,2020-07-23,Placer,400434,51,1,941,51,50,0,878
14429,2020-07-23,Plumas,18997,1,0,74,0,1,0,43
14430,2020-07-23,Riverside,2468145,638,13,6807,801,740,18,7190
14431,2020-07-23,Sacramento,1567975,270,7,3862,322,194,2,4130
14432,2020-07-23,San Benito,64022,14,1,255,14,13,0,156
14433,2020-07-23,San Bernardino,2217398,522,14,7658,708,1301,21,6440
14434,2020-07-23,San Diego,3370418,388,8,5137,270,0,0,7597
14435,2020-07-23,San Francisco,892280,103,1,5130,209,70,2,4650
14436,2020-07-23,San Joaquin,782545,275,6,2395,324,233,9,2617
14437,2020-07-23,San Luis Obispo,278862,39,0,829,62,65,0,586
14438,2020-07-23,San Mateo,778001,98,0,2542,115,99,1,2291
14439,2020-07-23,Santa Barbara,456373,85,2,1536,101,120,1,1188
14440,2020-07-23,Santa Clara,1967585,245,1,8452,308,192,-1,6605
14441,2020-07-23,Santa Cruz,273999,23,0,808,34,21,0,551
14442,2020-07-23,Shasta,177925,9,0,353,15,8,0,297
14443,2020-07-23,Sierra,3115,1,0,3,0,0,0,3
14444,2020-07-23,Siskiyou,43956,1,0,151,2,1,0,69
14445,2020-07-23,Solano,444255,62,1,1529,73,123,0,1544
14446,2020-07-23,Sonoma,496668,77,1,1844,121,34,1,1377
14447,2020-07-23,Stanislaus,562303,173,2,1417,213,202,0,1804
14448,2020-07-23,Sutter,105747,24,0,215,26,19,0,243
14449,2020-07-23,Tehama,65885,8,0,205,15,3,0,106
14450,2020-07-23,Trinity,13354,0,0,25,0,0,0,23
14451,2020-07-23,Tulare,484423,228,3,1911,322,258,1,1623
14452,2020-07-23,Tuolumne,52351,4,0,254,6,2,0,185
14454,2020-07-23,Ventura,852747,124,1,3387,234,80,0,3301
14455,2020-07-23,Yolo,223612,43,2,935,47,46,1,611
14456,2020-07-23,Yuba,79290,15,0,149,18,9,0,168
14457,2020-07-22,Alameda,1685886,214,0,5031,279,288,3,4154
14458,2020-07-22,Alpine,1117,0,0,1,0,0,0,3
14459,2020-07-22,Amador,38531,5,0,69,3,3,0,82
14460,2020-07-22,Butte,217769,43,0,510,22,35,0,498
14461,2020-07-22,Calaveras,44289,5,0,100,2,2,0,88
14463,2020-07-22,Colusa,22593,24,1,150,26,9,0,100
14464,2020-07-22,Contra Costa,1160099,242,5,4070,261,191,0,3316
14465,2020-07-22,Del Norte,27558,0,0,339,0,0,0,46
14466,2020-07-22,El Dorado,193098,8,0,378,15,26,0,333
14467,2020-07-22,Fresno,1032227,399,14,3593,526,344,3,3136
14468,2020-07-22,Glenn,29348,7,0,81,13,7,0,69
14469,2020-07-22,Humboldt,134098,4,0,225,3,3,0,189
14470,2020-07-22,Imperial,191649,50,1,1136,127,75,6,502
14471,2020-07-22,Inyo,18453,1,0,108,0,0,0,54
14472,2020-07-22,Kern,927251,418,9,3799,524,1515,8,2303
14473,2020-07-22,Kings,156444,63,1,922,84,84,0,477
14474,2020-07-22,Lake,64871,0,0,121,0,3,0,139
14475,2020-07-22,Lassen,30065,2,0,227,6,26,0,70
14476,2020-07-22,Los Angeles,10257557,3185,46,57438,4109,3037,59,36780
14477,2020-07-22,Madera,160089,65,2,652,91,70,0,379
14478,2020-07-22,Marin,260800,73,0,1529,57,55,2,890
14479,2020-07-22,Mariposa,17795,1,0,141,1,1,0,24
14480,2020-07-22,Mendocino,88439,11,1,309,10,6,0,203
14481,2020-07-22,Merced,287420,180,2,872,207,103,0,571
14482,2020-07-22,Modoc,9475,0,0,29,0,0,0,6
14483,2020-07-22,Mono,13961,2,0,43,1,3,0,71
14484,2020-07-22,Monterey,448732,132,4,2600,181,129,0,952
14485,2020-07-22,Napa,139652,27,0,470,15,27,0,455
14486,2020-07-22,Nevada,98710,3,0,272,10,11,0,209
14487,2020-07-22,Orange,3228519,495,9,9612,664,691,7,7188
14489,2020-07-22,Placer,400434,41,0,887,61,56,1,712
14490,2020-07-22,Plumas,18997,0,0,24,0,1,0,29
14491,2020-07-22,Riverside,2468145,701,22,8052,852,862,29,5721
14492,2020-07-22,Sacramento,1567975,277,7,4008,322,239,4,3552
14493,2020-07-22,San Benito,64022,11,0,222,16,21,0,136
14494,2020-07-22,San Bernardino,2217398,642,12,9122,965,1497,5,5193
14495,2020-07-22,San Diego,3370418,450,7,5688,341,587,18,6316
14496,2020-07-22,San Francisco,892280,109,0,5550,176,96,0,4244
14497,2020-07-22,San Joaquin,782545,317,7,2788,392,478,3,2147
14498,2020-07-22,San Luis Obispo,278862,48,2,1379,87,35,0,389
14499,2020-07-22,San Mateo,778001,108,0,2462,104,63,1,2011
14500,2020-07-22,Santa Barbara,456373,80,2,1298,97,86,0,1004
14501,2020-07-22,Santa Clara,1967585,264,3,9631,308,277,2,5693
14502,2020-07-22,Santa Cruz,273999,31,0,716,31,31,0,504
14503,2020-07-22,Shasta,177925,10,0,616,13,5,0,251
14504,2020-07-22,Sierra,3115,0,0,17,0,0,0,4
14505,2020-07-22,Siskiyou,43956,0,0,38,0,4,0,60
14506,2020-07-22,Solano,444255,73,0,1592,68,112,2,1234
14507,2020-07-22,Sonoma,496668,55,0,1449,63,55,0,1171
14508,2020-07-22,Stanislaus,562303,262,4,1650,289,417,2,1536
14509,2020-07-22,Sutter,105747,16,0,280,20,18,0,209
14510,2020-07-22,Tehama,65885,10,0,176,14,5,0,90
14511,2020-07-22,Trinity,13354,0,0,6,0,1,0,28
14512,2020-07-22,Tulare,484423,200,2,1764,234,193,0,1351
14513,2020-07-22,Tuolumne,52351,2,0,154,2,16,0,146
14515,2020-07-22,Ventura,852747,136,2,2975,174,92,1,2696
14516,2020-07-22,Yolo,223612,53,0,867,90,29,0,549
14517,2020-07-22,Yuba,79290,6,0,170,11,19,0,144
14518,2020-07-21,Alameda,1685886,257,3,5798,340,146,4,4408
14519,2020-07-21,Alpine,1117,0,0,1,0,0,0,6
14520,2020-07-21,Amador,38531,3,0,343,4,2,0,90
14521,2020-07-21,Butte,217769,37,3,409,22,73,1,430
14522,2020-07-21,Calaveras,44289,3,0,109,5,6,0,92
14524,2020-07-21,Colusa,22593,11,1,93,13,10,0,93
14525,2020-07-21,Contra Costa,1160099,207,6,4419,240,387,1,3196
14526,2020-07-21,Del Norte,27558,0,0,52,1,5,0,45
14527,2020-07-21,El Dorado,193098,23,0,703,23,33,1,355
14528,2020-07-21,Fresno,1032227,438,7,3912,664,521,1,2632
14529,2020-07-21,Glenn,29348,8,0,91,7,4,0,65
14530,2020-07-21,Humboldt,134098,2,0,171,0,4,0,197
14531,2020-07-21,Imperial,191649,33,2,1032,137,121,4,287
14532,2020-07-21,Inyo,18453,2,0,32,2,0,0,51
14533,2020-07-21,Kern,927251,510,5,3986,632,1090,1,2582
14534,2020-07-21,Kings,156444,48,1,655,60,94,1,384
14535,2020-07-21,Lake,64871,3,0,181,8,10,0,143
14536,2020-07-21,Lassen,30065,2,0,337,5,0,0,134
14537,2020-07-21,Los Angeles,10257557,3359,53,65049,4466,3003,51,57948
14538,2020-07-21,Madera,160089,76,2,649,114,75,0,421
14539,2020-07-21,Marin,260800,80,8,1793,130,63,0,1185
14540,2020-07-21,Mariposa,17795,1,0,101,2,1,0,33
14541,2020-07-21,Mendocino,88439,12,0,358,12,7,0,254
14542,2020-07-21,Merced,287420,172,1,898,212,141,0,517
14543,2020-07-21,Modoc,9475,0,0,31,0,0,0,10
14544,2020-07-21,Mono,13961,4,0,72,5,1,0,61
14545,2020-07-21,Monterey,448732,106,1,1217,92,199,1,911
14546,2020-07-21,Napa,139652,37,0,832,37,28,0,441
14547,2020-07-21,Nevada,98710,8,0,288,12,10,0,205
14548,2020-07-21,Orange,3228519,605,11,7839,757,1019,8,6136
14550,2020-07-21,Placer,400434,42,1,1106,50,49,0,696
14551,2020-07-21,Plumas,18997,1,0,41,2,2,0,35
14552,2020-07-21,Riverside,2468145,828,12,9264,1134,1068,2,4219
14553,2020-07-21,Sacramento,1567975,333,8,6291,373,420,3,3605
14554,2020-07-21,San Benito,64022,18,0,240,16,11,0,126
14555,2020-07-21,San Bernardino,2217398,810,19,9094,1205,1097,5,3975
14556,2020-07-21,San Diego,3370418,439,7,12473,558,385,9,7099
14557,2020-07-21,San Francisco,892280,121,0,6000,189,287,0,3534
14558,2020-07-21,San Joaquin,782545,354,8,3800,469,567,2,2086
14559,2020-07-21,San Luis Obispo,278862,39,4,1537,74,56,1,524
14560,2020-07-21,San Mateo,778001,115,1,2792,149,124,0,2149
14561,2020-07-21,Santa Barbara,456373,116,1,1764,187,156,0,1017
14562,2020-07-21,Santa Clara,1967585,231,0,9079,347,278,0,3783
14563,2020-07-21,Santa Cruz,273999,27,0,763,31,77,0,428
14564,2020-07-21,Shasta,177925,15,1,394,7,8,0,245
14565,2020-07-21,Sierra,3115,0,0,7,0,0,0,6
14566,2020-07-21,Siskiyou,43956,4,0,157,6,6,0,63
14567,2020-07-21,Solano,444255,83,0,2034,107,190,1,1181
14568,2020-07-21,Sonoma,496668,107,1,2058,151,52,0,1226
14569,2020-07-21,Stanislaus,562303,285,3,2189,340,149,11,1516
14570,2020-07-21,Sutter,105747,33,0,200,31,26,0,164
14571,2020-07-21,Tehama,65885,11,0,148,12,4,0,87
14572,2020-07-21,Trinity,13354,0,0,6,0,0,0,27
14573,2020-07-21,Tulare,484423,229,3,1998,298,473,1,1082
14574,2020-07-21,Tuolumne,52351,1,0,101,2,0,0,178
14576,2020-07-21,Ventura,852747,131,0,3455,217,219,3,1381
14577,2020-07-21,Yolo,223612,38,0,626,42,49,4,572
14578,2020-07-21,Yuba,79290,20,0,200,22,11,0,116
14579,2020-07-20,Alameda,1685886,233,0,5350,324,17,0,4330
14580,2020-07-20,Alpine,1117,0,0,16,0,0,0,5
14581,2020-07-20,Amador,38531,7,0,158,10,2,0,84
14582,2020-07-20,Butte,217769,24,0,397,22,31,0,481
14583,2020-07-20,Calaveras,44289,2,0,86,4,1,0,91
14585,2020-07-20,Colusa,22593,10,0,64,13,30,0,90
14586,2020-07-20,Contra Costa,1160099,292,4,4463,334,132,2,3171
14587,2020-07-20,Del Norte,27558,1,0,51,0,0,0,44
14588,2020-07-20,El Dorado,193098,18,0,436,11,22,0,342
14589,2020-07-20,Fresno,1032227,510,7,3667,695,252,0,2733
14590,2020-07-20,Glenn,29348,14,0,54,8,10,1,60
14591,2020-07-20,Humboldt,134098,7,0,201,5,-1,0,181
14592,2020-07-20,Imperial,191649,88,2,1665,157,57,0,385
14593,2020-07-20,Inyo,18453,4,0,41,3,0,0,57
14594,2020-07-20,Kern,927251,614,11,3616,703,814,3,2231
14595,2020-07-20,Kings,156444,83,0,977,111,58,0,355
14596,2020-07-20,Lake,64871,5,1,221,8,3,0,120
14597,2020-07-20,Lassen,30065,16,0,184,16,0,0,122
14598,2020-07-20,Los Angeles,10257557,3588,59,65425,4725,3163,8,50289
14599,2020-07-20,Madera,160089,77,1,549,82,132,0,374
14600,2020-07-20,Marin,260800,57,0,1278,47,83,0,1219
14601,2020-07-20,Mariposa,17795,4,0,16,0,1,0,26
14602,2020-07-20,Mendocino,88439,5,0,109,9,16,0,222
14603,2020-07-20,Merced,287420,208,7,998,231,124,0,457
14604,2020-07-20,Modoc,9475,0,0,6,0,0,0,10
14605,2020-07-20,Mono,13961,11,0,52,8,15,0,72
14606,2020-07-20,Monterey,448732,120,2,970,133,126,1,916
14607,2020-07-20,Napa,139652,30,2,790,41,20,0,403
14608,2020-07-20,Nevada,98710,6,0,236,3,8,0,206
14609,2020-07-20,Orange,3228519,566,8,7218,677,396,2,6478
14611,2020-07-20,Placer,400434,47,2,886,58,118,0,731
14612,2020-07-20,Plumas,18997,0,0,22,1,0,0,47
14613,2020-07-20,Riverside,2468145,704,11,6149,828,823,0,5050
14614,2020-07-20,Sacramento,1567975,396,9,4447,426,384,2,3397
14615,2020-07-20,San Benito,64022,16,0,216,19,21,0,139
14616,2020-07-20,San Bernardino,2217398,772,15,7277,1077,298,1,5214
14617,2020-07-20,San Diego,3370418,499,2,18999,406,453,0,4748
14618,2020-07-20,San Francisco,892280,147,0,5408,226,-4,1,4019
14619,2020-07-20,San Joaquin,782545,403,5,3741,490,275,4,2074
14620,2020-07-20,San Luis Obispo,278862,44,0,1694,66,20,0,491
14621,2020-07-20,San Mateo,778001,115,1,2677,166,87,1,2162
14622,2020-07-20,Santa Barbara,456373,103,4,1675,142,121,0,1052
14623,2020-07-20,Santa Clara,1967585,243,5,6792,242,308,0,5177
14624,2020-07-20,Santa Cruz,273999,43,0,953,36,5,0,463
14625,2020-07-20,Shasta,177925,13,0,326,11,15,0,225
14626,2020-07-20,Sierra,3115,0,0,10,0,0,0,18
14627,2020-07-20,Siskiyou,43956,2,0,217,1,0,0,60
14628,2020-07-20,Solano,444255,106,1,1924,147,-14,0,1202
14629,2020-07-20,Sonoma,496668,99,3,2051,116,74,0,1148
14630,2020-07-20,Stanislaus,562303,295,2,2316,369,327,0,1500
14631,2020-07-20,Sutter,105747,31,1,216,37,27,0,228
14632,2020-07-20,Tehama,65885,4,0,184,9,8,0,81
14633,2020-07-20,Trinity,13354,0,0,15,0,0,0,16
14634,2020-07-20,Tulare,484423,246,2,1769,294,118,0,1198
14635,2020-07-20,Tuolumne,52351,7,0,134,15,0,0,168
14637,2020-07-20,Ventura,852747,191,2,3447,306,206,0,2939
14638,2020-07-20,Yolo,223612,40,1,461,40,28,0,565
14639,2020-07-20,Yuba,79290,20,0,176,23,18,0,138
14640,2020-07-19,Alameda,1685886,136,2,1786,117,138,0,4219
14641,2020-07-19,Alpine,1117,0,0,0,0,0,0,5
14642,2020-07-19,Amador,38531,4,0,23,4,2,0,82
14643,2020-07-19,Butte,217769,9,1,140,4,4,0,488
14644,2020-07-19,Calaveras,44289,4,0,25,4,0,0,77
14646,2020-07-19,Colusa,22593,5,0,10,1,5,0,70
14647,2020-07-19,Contra Costa,1160099,136,2,1271,98,74,0,3460
14648,2020-07-19,Del Norte,27558,0,0,15,0,0,0,54
14649,2020-07-19,El Dorado,193098,3,0,110,2,0,0,334
14650,2020-07-19,Fresno,1032227,251,3,1047,222,258,0,2744
14651,2020-07-19,Glenn,29348,6,0,16,1,3,0,66
14652,2020-07-19,Humboldt,134098,4,0,37,4,6,0,141
14653,2020-07-19,Imperial,191649,30,1,119,14,12,0,467
14654,2020-07-19,Inyo,18453,0,0,4,0,0,0,60
14655,2020-07-19,Kern,927251,296,4,1243,319,844,1,2526
14656,2020-07-19,Kings,156444,37,1,162,49,39,0,349
14657,2020-07-19,Lake,64871,3,0,26,1,2,0,128
14658,2020-07-19,Lassen,30065,1,0,23,1,0,0,177
14659,2020-07-19,Los Angeles,10257557,1152,36,19072,1223,2774,12,50632
14660,2020-07-19,Madera,160089,46,2,157,32,41,1,309
14661,2020-07-19,Marin,260800,30,1,287,13,83,0,1530
14662,2020-07-19,Mariposa,17795,0,0,3,0,0,0,22
14663,2020-07-19,Mendocino,88439,6,1,178,5,0,0,331
14664,2020-07-19,Merced,287420,119,2,383,117,36,0,465
14665,2020-07-19,Modoc,9475,0,0,0,0,0,0,12
14666,2020-07-19,Mono,13961,2,0,10,0,9,0,44
14667,2020-07-19,Monterey,448732,66,1,519,53,59,1,1091
14668,2020-07-19,Napa,139652,11,1,132,6,3,0,438
14669,2020-07-19,Nevada,98710,4,0,37,3,6,0,198
14670,2020-07-19,Orange,3228519,317,8,3122,374,338,12,7114
14672,2020-07-19,Placer,400434,24,0,457,36,13,0,694
14673,2020-07-19,Plumas,18997,0,0,5,0,0,0,34
14674,2020-07-19,Riverside,2468145,352,12,2231,321,95,0,5362
14675,2020-07-19,Sacramento,1567975,248,2,1804,255,246,2,3218
14676,2020-07-19,San Benito,64022,15,0,122,21,5,0,191
14677,2020-07-19,San Bernardino,2217398,457,10,2789,480,248,1,5599
14678,2020-07-19,San Diego,3370418,303,2,2439,152,568,0,5307
14679,2020-07-19,San Francisco,892280,102,1,1940,105,43,0,3907
14680,2020-07-19,San Joaquin,782545,208,8,1104,252,190,0,2160
14681,2020-07-19,San Luis Obispo,278862,32,1,256,21,28,0,568
14682,2020-07-19,San Mateo,778001,51,0,980,83,34,0,2025
14683,2020-07-19,Santa Barbara,456373,60,0,570,41,35,0,1003
14684,2020-07-19,Santa Clara,1967585,150,2,1777,105,148,0,6185
14685,2020-07-19,Santa Cruz,273999,17,1,263,10,2,0,485
14686,2020-07-19,Shasta,177925,8,0,139,5,2,0,211
14687,2020-07-19,Sierra,3115,0,0,1,0,0,0,12
14688,2020-07-19,Siskiyou,43956,4,0,8,0,0,0,45
14689,2020-07-19,Solano,444255,44,2,621,51,48,0,1264
14690,2020-07-19,Sonoma,496668,50,1,396,32,55,2,1259
14691,2020-07-19,Stanislaus,562303,137,4,906,210,164,0,1478
14692,2020-07-19,Sutter,105747,7,0,71,9,7,0,201
14693,2020-07-19,Tehama,65885,5,0,31,2,2,0,83
14694,2020-07-19,Trinity,13354,0,0,4,0,0,0,21
14695,2020-07-19,Tulare,484423,89,2,412,77,46,-1,1123
14696,2020-07-19,Tuolumne,52351,3,1,16,1,0,0,174
14698,2020-07-19,Ventura,852747,83,2,811,74,76,0,3598
14699,2020-07-19,Yolo,223612,32,1,185,19,50,0,523
14700,2020-07-19,Yuba,79290,11,0,99,14,3,0,121
14701,2020-07-18,Alameda,1685886,142,4,2775,143,196,2,3610
14702,2020-07-18,Alpine,1117,0,0,0,0,1,0,5
14703,2020-07-18,Amador,38531,2,0,58,2,1,0,79
14704,2020-07-18,Butte,217769,13,1,155,4,54,0,380
14705,2020-07-18,Calaveras,44289,2,0,63,1,3,0,74
14707,2020-07-18,Colusa,22593,2,0,12,0,36,0,56
14708,2020-07-18,Contra Costa,1160099,147,1,2254,155,134,2,2806
14709,2020-07-18,Del Norte,27558,1,0,24,1,1,0,48
14710,2020-07-18,El Dorado,193098,16,0,211,6,17,0,276
14711,2020-07-18,Fresno,1032227,304,8,2172,408,427,2,2062
14712,2020-07-18,Glenn,29348,7,1,19,2,9,0,53
14713,2020-07-18,Humboldt,134098,1,0,27,0,4,0,107
14714,2020-07-18,Imperial,191649,21,1,157,14,75,4,405
14715,2020-07-18,Inyo,18453,0,0,13,0,0,0,54
14716,2020-07-18,Kern,927251,313,8,1562,351,959,1,2393
14717,2020-07-18,Kings,156444,38,0,266,37,18,0,316
14718,2020-07-18,Lake,64871,2,0,32,2,3,0,121
14719,2020-07-18,Lassen,30065,19,0,210,23,83,0,127
14720,2020-07-18,Los Angeles,10257557,2497,37,34401,3033,2784,36,49142
14721,2020-07-18,Madera,160089,44,3,349,41,46,0,311
14722,2020-07-18,Marin,260800,37,0,982,60,250,0,1270
14723,2020-07-18,Mariposa,17795,2,0,62,1,0,0,20
14724,2020-07-18,Mendocino,88439,8,1,168,6,11,0,316
14725,2020-07-18,Merced,287420,77,6,269,72,96,3,416
14726,2020-07-18,Modoc,9475,1,0,0,0,0,0,13
14727,2020-07-18,Mono,13961,4,0,7,2,0,0,64
14728,2020-07-18,Monterey,448732,129,1,646,134,98,-1,866
14729,2020-07-18,Napa,139652,14,0,453,16,11,0,429
14730,2020-07-18,Nevada,98710,6,0,57,1,4,0,186
14731,2020-07-18,Orange,3228519,463,10,3997,513,641,8,7024
14733,2020-07-18,Placer,400434,28,0,544,27,26,0,570
14734,2020-07-18,Plumas,18997,3,0,6,0,1,0,37
14735,2020-07-18,Riverside,2468145,597,12,4809,674,606,1,4413
14736,2020-07-18,Sacramento,1567975,247,1,2500,267,176,0,2961
14737,2020-07-18,San Benito,64022,15,0,103,12,8,0,171
14738,2020-07-18,San Bernardino,2217398,512,11,3912,596,623,14,4760
14739,2020-07-18,San Diego,3370418,386,0,3428,282,625,6,5206
14740,2020-07-18,San Francisco,892280,95,0,2513,105,84,0,3435
14741,2020-07-18,San Joaquin,782545,249,8,1457,283,193,7,2003
14742,2020-07-18,San Luis Obispo,278862,35,0,349,27,44,0,526
14743,2020-07-18,San Mateo,778001,77,0,1391,110,81,0,1888
14744,2020-07-18,Santa Barbara,456373,72,1,767,56,109,0,872
14745,2020-07-18,Santa Clara,1967585,216,2,3903,193,175,0,5785
14746,2020-07-18,Santa Cruz,273999,22,0,327,14,35,0,451
14747,2020-07-18,Shasta,177925,11,0,64,1,3,1,194
14748,2020-07-18,Sierra,3115,0,0,2,0,0,0,10
14749,2020-07-18,Siskiyou,43956,1,0,7,0,2,0,39
14750,2020-07-18,Solano,444255,49,2,510,50,51,0,1067
14751,2020-07-18,Sonoma,496668,44,0,580,41,37,0,1125
14752,2020-07-18,Stanislaus,562303,177,1,850,207,124,2,1321
14753,2020-07-18,Sutter,105747,13,0,71,15,15,0,172
14754,2020-07-18,Tehama,65885,4,0,23,0,8,0,70
14755,2020-07-18,Trinity,13354,0,0,2,0,0,0,19
14756,2020-07-18,Tulare,484423,136,2,746,143,139,1,831
14757,2020-07-18,Tuolumne,52351,1,0,58,3,2,0,133
14759,2020-07-18,Ventura,852747,84,0,1072,89,179,1,2261
14760,2020-07-18,Yolo,223612,24,0,209,21,22,0,519
14761,2020-07-18,Yuba,79290,10,0,84,14,6,0,105
14762,2020-07-17,Alameda,1685886,220,4,5031,277,174,7,3858
14763,2020-07-17,Alpine,1117,0,0,1,0,0,0,4
14764,2020-07-17,Amador,38531,3,0,105,4,2,0,73
14765,2020-07-17,Butte,217769,36,0,426,23,32,0,373
