,county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
0,Alameda,2021-03-16,0,1177,10,1177
1,Alpine,2021-03-16,0,0,0,0
2,Amador,2021-03-16,0,44,0,44
3,Butte,2021-03-16,0,184,-1,184
4,Calaveras,2021-03-16,0,49,0,49
6,Colusa,2021-03-16,0,12,0,12
7,Contra Costa,2021-03-16,0,736,4,736
8,Del Norte,2021-03-16,0,6,0,6
9,El Dorado,2021-03-16,0,105,2,105
10,Fresno,2021-03-16,0,1498,2,1498
11,Glenn,2021-03-16,0,17,2,17
12,Humboldt,2021-03-16,0,33,1,33
13,Imperial,2021-03-16,0,689,5,689
14,Inyo,2021-03-16,0,35,0,35
15,Kern,2021-03-16,0,1144,3,1144
16,Kings,2021-03-16,0,233,0,233
17,Lake,2021-03-16,0,43,0,43
18,Lassen,2021-03-16,0,1,0,1
19,Los Angeles,2021-03-16,0,22527,50,22527
20,Madera,2021-03-16,0,214,0,214
21,Marin,2021-03-16,0,218,0,218
22,Mariposa,2021-03-16,0,5,0,5
23,Mendocino,2021-03-16,0,44,0,44
24,Merced,2021-03-16,0,407,0,407
25,Modoc,2021-03-16,0,3,0,3
26,Mono,2021-03-16,0,3,0,3
27,Monterey,2021-03-16,0,334,1,334
28,Napa,2021-03-16,0,75,0,75
29,Nevada,2021-03-16,0,67,1,67
30,Orange,2021-03-16,0,4479,-2,4479
32,Placer,2021-03-16,0,240,2,240
33,Plumas,2021-03-16,0,4,0,4
34,Riverside,2021-03-16,0,3893,37,3893
35,Sacramento,2021-03-16,0,1466,3,1466
36,San Benito,2021-03-16,0,61,0,61
37,San Bernardino,2021-03-16,0,4032,28,4032
38,San Diego,2021-03-16,0,3462,10,3462
39,San Francisco,2021-03-16,0,456,0,456
40,San Joaquin,2021-03-16,0,1163,23,1163
41,San Luis Obispo,2021-03-16,0,248,1,248
42,San Mateo,2021-03-16,0,344,0,344
43,Santa Barbara,2021-03-16,0,433,2,433
44,Santa Clara,2021-03-16,0,1797,-1,1797
45,Santa Cruz,2021-03-16,0,199,-1,199
46,Shasta,2021-03-16,0,100,8,100
47,Sierra,2021-03-16,0,0,0,0
48,Siskiyou,2021-03-16,0,5,0,5
49,Solano,2021-03-16,0,171,0,171
50,Sonoma,2021-03-16,0,291,6,291
51,Stanislaus,2021-03-16,0,683,0,683
52,Sutter,2021-03-16,0,102,0,102
53,Tehama,2021-03-16,0,34,0,34
54,Trinity,2021-03-16,0,3,0,3
55,Tulare,2021-03-16,0,803,3,803
56,Tuolumne,2021-03-16,0,57,0,57
58,Ventura,2021-03-16,0,916,6,916
59,Yolo,2021-03-16,0,190,0,190
60,Yuba,2021-03-16,0,42,0,42
61,Alameda,2021-03-15,0,1177,-1,1167
62,Alpine,2021-03-15,0,0,0,0
63,Amador,2021-03-15,0,44,0,44
64,Butte,2021-03-15,0,184,0,185
65,Calaveras,2021-03-15,0,49,0,49
67,Colusa,2021-03-15,0,12,0,12
68,Contra Costa,2021-03-15,0,736,1,732
69,Del Norte,2021-03-15,0,6,0,6
70,El Dorado,2021-03-15,0,105,0,103
71,Fresno,2021-03-15,0,1498,0,1496
72,Glenn,2021-03-15,0,17,0,15
73,Humboldt,2021-03-15,0,33,0,32
74,Imperial,2021-03-15,0,689,-1,684
75,Inyo,2021-03-15,0,35,0,35
76,Kern,2021-03-15,0,1144,0,1141
77,Kings,2021-03-15,0,233,1,233
78,Lake,2021-03-15,0,43,0,43
79,Lassen,2021-03-15,0,1,0,1
80,Los Angeles,2021-03-15,0,22527,1,22477
81,Madera,2021-03-15,0,214,0,214
82,Marin,2021-03-15,0,218,0,218
83,Mariposa,2021-03-15,0,5,0,5
84,Mendocino,2021-03-15,0,44,0,44
85,Merced,2021-03-15,0,407,0,407
86,Modoc,2021-03-15,0,3,0,3
87,Mono,2021-03-15,0,3,0,3
88,Monterey,2021-03-15,0,334,0,333
89,Napa,2021-03-15,0,75,0,75
90,Nevada,2021-03-15,0,67,0,66
91,Orange,2021-03-15,0,4479,21,4481
93,Placer,2021-03-15,0,240,0,238
94,Plumas,2021-03-15,0,4,0,4
95,Riverside,2021-03-15,0,3893,11,3856
96,Sacramento,2021-03-15,0,1466,1,1463
97,San Benito,2021-03-15,0,61,0,61
98,San Bernardino,2021-03-15,0,4032,8,4004
99,San Diego,2021-03-15,0,3462,0,3452
100,San Francisco,2021-03-15,0,456,1,456
101,San Joaquin,2021-03-15,0,1163,0,1140
102,San Luis Obispo,2021-03-15,0,248,0,247
103,San Mateo,2021-03-15,0,344,2,344
104,Santa Barbara,2021-03-15,0,433,0,431
105,Santa Clara,2021-03-15,0,1797,2,1798
106,Santa Cruz,2021-03-15,0,199,0,200
107,Shasta,2021-03-15,0,100,0,92
108,Sierra,2021-03-15,0,0,0,0
109,Siskiyou,2021-03-15,0,5,0,5
110,Solano,2021-03-15,0,171,0,171
111,Sonoma,2021-03-15,0,291,1,285
112,Stanislaus,2021-03-15,0,683,-7,683
113,Sutter,2021-03-15,0,102,0,102
114,Tehama,2021-03-15,0,34,0,34
115,Trinity,2021-03-15,0,3,0,3
116,Tulare,2021-03-15,0,803,0,800
117,Tuolumne,2021-03-15,0,57,0,57
119,Ventura,2021-03-15,0,916,0,910
120,Yolo,2021-03-15,0,190,1,190
121,Yuba,2021-03-15,0,42,0,42
122,Alameda,2021-03-14,0,1177,0,1168
123,Alpine,2021-03-14,0,0,0,0
124,Amador,2021-03-14,0,44,0,44
125,Butte,2021-03-14,0,184,0,185
126,Calaveras,2021-03-14,0,49,0,49
128,Colusa,2021-03-14,0,12,0,12
129,Contra Costa,2021-03-14,0,736,0,731
130,Del Norte,2021-03-14,0,6,0,6
131,El Dorado,2021-03-14,0,105,0,103
132,Fresno,2021-03-14,0,1498,1,1496
133,Glenn,2021-03-14,0,17,0,15
134,Humboldt,2021-03-14,0,33,0,32
135,Imperial,2021-03-14,0,689,8,685
136,Inyo,2021-03-14,0,35,0,35
137,Kern,2021-03-14,0,1144,1,1141
138,Kings,2021-03-14,0,233,0,232
139,Lake,2021-03-14,0,43,0,43
140,Lassen,2021-03-14,0,1,0,1
141,Los Angeles,2021-03-14,0,22527,25,22476
142,Madera,2021-03-14,0,214,0,214
143,Marin,2021-03-14,0,218,0,218
144,Mariposa,2021-03-14,0,5,0,5
145,Mendocino,2021-03-14,0,44,0,44
146,Merced,2021-03-14,0,407,1,407
147,Modoc,2021-03-14,0,3,0,3
148,Mono,2021-03-14,0,3,0,3
149,Monterey,2021-03-14,0,334,1,333
150,Napa,2021-03-14,0,75,0,75
151,Nevada,2021-03-14,0,67,0,66
152,Orange,2021-03-14,0,4479,37,4460
154,Placer,2021-03-14,0,240,-1,238
155,Plumas,2021-03-14,0,4,0,4
156,Riverside,2021-03-14,0,3893,-3,3845
157,Sacramento,2021-03-14,0,1466,1,1462
158,San Benito,2021-03-14,0,61,0,61
159,San Bernardino,2021-03-14,0,4032,24,3996
160,San Diego,2021-03-14,0,3462,8,3452
161,San Francisco,2021-03-14,0,456,0,455
162,San Joaquin,2021-03-14,0,1163,-1,1140
163,San Luis Obispo,2021-03-14,0,248,0,247
164,San Mateo,2021-03-14,0,344,1,342
165,Santa Barbara,2021-03-14,0,433,0,431
166,Santa Clara,2021-03-14,0,1797,6,1796
167,Santa Cruz,2021-03-14,0,199,1,200
168,Shasta,2021-03-14,0,100,-16,92
169,Sierra,2021-03-14,0,0,0,0
170,Siskiyou,2021-03-14,0,5,0,5
171,Solano,2021-03-14,0,171,0,171
172,Sonoma,2021-03-14,0,291,-1,284
173,Stanislaus,2021-03-14,0,683,-5,690
174,Sutter,2021-03-14,0,102,0,102
175,Tehama,2021-03-14,0,34,1,34
176,Trinity,2021-03-14,0,3,0,3
177,Tulare,2021-03-14,0,803,2,800
178,Tuolumne,2021-03-14,0,57,0,57
180,Ventura,2021-03-14,0,916,4,910
181,Yolo,2021-03-14,0,190,0,189
182,Yuba,2021-03-14,0,42,0,42
183,Alameda,2021-03-13,0,1177,4,1168
184,Alpine,2021-03-13,0,0,0,0
185,Amador,2021-03-13,0,44,0,44
186,Butte,2021-03-13,0,184,1,185
187,Calaveras,2021-03-13,0,49,0,49
189,Colusa,2021-03-13,0,12,0,12
190,Contra Costa,2021-03-13,0,736,3,731
191,Del Norte,2021-03-13,0,6,0,6
192,El Dorado,2021-03-13,0,105,0,103
193,Fresno,2021-03-13,0,1498,6,1495
194,Glenn,2021-03-13,0,17,0,15
195,Humboldt,2021-03-13,0,33,0,32
196,Imperial,2021-03-13,0,689,0,677
197,Inyo,2021-03-13,0,35,0,35
198,Kern,2021-03-13,0,1144,8,1140
199,Kings,2021-03-13,0,233,0,232
200,Lake,2021-03-13,0,43,0,43
201,Lassen,2021-03-13,0,1,0,1
202,Los Angeles,2021-03-13,1,22527,42,22451
203,Madera,2021-03-13,0,214,0,214
204,Marin,2021-03-13,0,218,0,218
205,Mariposa,2021-03-13,0,5,0,5
206,Mendocino,2021-03-13,0,44,1,44
207,Merced,2021-03-13,0,407,3,406
208,Modoc,2021-03-13,0,3,0,3
209,Mono,2021-03-13,0,3,0,3
210,Monterey,2021-03-13,0,334,3,332
211,Napa,2021-03-13,0,75,0,75
212,Nevada,2021-03-13,0,67,0,66
213,Orange,2021-03-13,0,4479,22,4423
215,Placer,2021-03-13,0,240,0,239
216,Plumas,2021-03-13,0,4,0,4
217,Riverside,2021-03-13,0,3893,-6,3848
218,Sacramento,2021-03-13,0,1466,1,1461
219,San Benito,2021-03-13,0,61,0,61
220,San Bernardino,2021-03-13,0,4032,55,3972
221,San Diego,2021-03-13,0,3462,10,3444
222,San Francisco,2021-03-13,0,456,3,455
223,San Joaquin,2021-03-13,0,1163,-3,1141
224,San Luis Obispo,2021-03-13,0,248,0,247
225,San Mateo,2021-03-13,0,344,0,341
226,Santa Barbara,2021-03-13,0,433,2,431
227,Santa Clara,2021-03-13,0,1797,24,1790
228,Santa Cruz,2021-03-13,0,199,4,199
229,Shasta,2021-03-13,0,100,-45,108
230,Sierra,2021-03-13,0,0,0,0
231,Siskiyou,2021-03-13,0,5,0,5
232,Solano,2021-03-13,0,171,0,171
233,Sonoma,2021-03-13,0,291,0,285
234,Stanislaus,2021-03-13,0,683,-6,695
235,Sutter,2021-03-13,0,102,1,102
236,Tehama,2021-03-13,0,34,0,33
237,Trinity,2021-03-13,0,3,0,3
238,Tulare,2021-03-13,0,803,0,798
239,Tuolumne,2021-03-13,0,57,0,57
241,Ventura,2021-03-13,0,916,7,906
242,Yolo,2021-03-13,0,190,0,189
243,Yuba,2021-03-13,0,42,0,42
244,Alameda,2021-03-12,0,1177,0,1164
245,Alpine,2021-03-12,0,0,0,0
246,Amador,2021-03-12,0,44,2,44
247,Butte,2021-03-12,0,184,-1,184
248,Calaveras,2021-03-12,0,49,0,49
250,Colusa,2021-03-12,0,12,0,12
251,Contra Costa,2021-03-12,0,736,0,728
252,Del Norte,2021-03-12,0,6,0,6
253,El Dorado,2021-03-12,0,105,2,103
254,Fresno,2021-03-12,0,1498,8,1489
255,Glenn,2021-03-12,0,17,0,15
256,Humboldt,2021-03-12,0,33,0,32
257,Imperial,2021-03-12,0,689,2,677
258,Inyo,2021-03-12,0,35,0,35
259,Kern,2021-03-12,0,1144,11,1132
260,Kings,2021-03-12,0,233,2,232
261,Lake,2021-03-12,0,43,1,43
262,Lassen,2021-03-12,0,1,0,1
263,Los Angeles,2021-03-12,1,22526,93,22409
264,Madera,2021-03-12,0,214,0,214
265,Marin,2021-03-12,0,218,1,218
266,Mariposa,2021-03-12,0,5,0,5
267,Mendocino,2021-03-12,0,44,1,43
268,Merced,2021-03-12,0,407,2,403
269,Modoc,2021-03-12,0,3,0,3
270,Mono,2021-03-12,0,3,0,3
271,Monterey,2021-03-12,0,334,0,329
272,Napa,2021-03-12,0,75,0,75
273,Nevada,2021-03-12,0,67,0,66
274,Orange,2021-03-12,0,4479,28,4401
276,Placer,2021-03-12,0,240,0,239
277,Plumas,2021-03-12,0,4,0,4
278,Riverside,2021-03-12,0,3893,12,3854
279,Sacramento,2021-03-12,0,1466,5,1460
280,San Benito,2021-03-12,0,61,0,61
281,San Bernardino,2021-03-12,0,4032,48,3917
282,San Diego,2021-03-12,0,3462,12,3434
283,San Francisco,2021-03-12,0,456,0,452
284,San Joaquin,2021-03-12,0,1163,-13,1144
285,San Luis Obispo,2021-03-12,0,248,0,247
286,San Mateo,2021-03-12,0,344,0,341
287,Santa Barbara,2021-03-12,0,433,-1,429
288,Santa Clara,2021-03-12,0,1797,1,1766
289,Santa Cruz,2021-03-12,0,199,2,195
290,Shasta,2021-03-12,0,100,-5,153
291,Sierra,2021-03-12,0,0,0,0
292,Siskiyou,2021-03-12,0,5,0,5
293,Solano,2021-03-12,0,171,0,171
294,Sonoma,2021-03-12,0,291,0,285
295,Stanislaus,2021-03-12,0,683,-6,701
296,Sutter,2021-03-12,0,102,0,101
297,Tehama,2021-03-12,0,34,0,33
298,Trinity,2021-03-12,0,3,0,3
299,Tulare,2021-03-12,0,803,1,798
300,Tuolumne,2021-03-12,0,57,0,57
302,Ventura,2021-03-12,0,916,10,899
303,Yolo,2021-03-12,0,190,-1,189
304,Yuba,2021-03-12,0,42,0,42
305,Alameda,2021-03-11,0,1177,4,1164
306,Alpine,2021-03-11,0,0,0,0
307,Amador,2021-03-11,0,44,0,42
308,Butte,2021-03-11,0,184,0,185
309,Calaveras,2021-03-11,0,49,1,49
311,Colusa,2021-03-11,0,12,0,12
312,Contra Costa,2021-03-11,0,736,3,728
313,Del Norte,2021-03-11,0,6,1,6
314,El Dorado,2021-03-11,0,105,1,101
315,Fresno,2021-03-11,0,1498,10,1481
316,Glenn,2021-03-11,0,17,0,15
317,Humboldt,2021-03-11,0,33,0,32
318,Imperial,2021-03-11,0,689,0,675
319,Inyo,2021-03-11,0,35,0,35
320,Kern,2021-03-11,0,1144,19,1121
321,Kings,2021-03-11,0,233,4,230
322,Lake,2021-03-11,0,43,0,42
323,Lassen,2021-03-11,0,1,0,1
324,Los Angeles,2021-03-11,1,22525,117,22316
325,Madera,2021-03-11,0,214,2,214
326,Marin,2021-03-11,0,218,1,217
327,Mariposa,2021-03-11,0,5,0,5
328,Mendocino,2021-03-11,0,44,0,42
329,Merced,2021-03-11,0,407,0,401
330,Modoc,2021-03-11,0,3,0,3
331,Mono,2021-03-11,0,3,0,3
332,Monterey,2021-03-11,1,334,0,329
333,Napa,2021-03-11,0,75,0,75
334,Nevada,2021-03-11,0,67,0,66
335,Orange,2021-03-11,0,4479,31,4373
337,Placer,2021-03-11,0,240,0,239
338,Plumas,2021-03-11,0,4,0,4
339,Riverside,2021-03-11,0,3893,20,3842
340,Sacramento,2021-03-11,0,1466,3,1455
341,San Benito,2021-03-11,0,61,0,61
342,San Bernardino,2021-03-11,1,4032,28,3869
343,San Diego,2021-03-11,0,3462,9,3422
344,San Francisco,2021-03-11,0,456,2,452
345,San Joaquin,2021-03-11,0,1163,1,1157
346,San Luis Obispo,2021-03-11,0,248,0,247
347,San Mateo,2021-03-11,0,344,3,341
348,Santa Barbara,2021-03-11,0,433,1,430
349,Santa Clara,2021-03-11,0,1797,6,1765
350,Santa Cruz,2021-03-11,0,199,1,193
351,Shasta,2021-03-11,0,100,3,158
352,Sierra,2021-03-11,0,0,0,0
353,Siskiyou,2021-03-11,0,5,0,5
354,Solano,2021-03-11,0,171,1,171
355,Sonoma,2021-03-11,0,291,-1,285
356,Stanislaus,2021-03-11,0,683,1,707
357,Sutter,2021-03-11,0,102,0,101
358,Tehama,2021-03-11,0,34,0,33
359,Trinity,2021-03-11,0,3,0,3
360,Tulare,2021-03-11,0,803,4,797
361,Tuolumne,2021-03-11,0,57,0,57
363,Ventura,2021-03-11,0,916,11,889
364,Yolo,2021-03-11,0,190,1,190
365,Yuba,2021-03-11,0,42,0,42
366,Alameda,2021-03-10,0,1177,9,1160
367,Alpine,2021-03-10,0,0,0,0
368,Amador,2021-03-10,0,44,0,42
369,Butte,2021-03-10,0,184,0,185
370,Calaveras,2021-03-10,0,49,0,48
372,Colusa,2021-03-10,0,12,1,12
373,Contra Costa,2021-03-10,1,736,2,725
374,Del Norte,2021-03-10,0,6,0,5
375,El Dorado,2021-03-10,0,105,2,100
376,Fresno,2021-03-10,0,1498,8,1471
377,Glenn,2021-03-10,0,17,0,15
378,Humboldt,2021-03-10,0,33,0,32
379,Imperial,2021-03-10,0,689,0,675
380,Inyo,2021-03-10,0,35,0,35
381,Kern,2021-03-10,0,1144,14,1102
382,Kings,2021-03-10,0,233,0,226
383,Lake,2021-03-10,0,43,0,42
384,Lassen,2021-03-10,0,1,0,1
385,Los Angeles,2021-03-10,1,22524,119,22199
386,Madera,2021-03-10,0,214,1,212
387,Marin,2021-03-10,0,218,2,216
388,Mariposa,2021-03-10,0,5,0,5
389,Mendocino,2021-03-10,0,44,0,42
390,Merced,2021-03-10,0,407,2,401
391,Modoc,2021-03-10,0,3,0,3
392,Mono,2021-03-10,0,3,0,3
393,Monterey,2021-03-10,0,333,0,329
394,Napa,2021-03-10,0,75,0,75
395,Nevada,2021-03-10,0,67,0,66
396,Orange,2021-03-10,0,4479,32,4342
398,Placer,2021-03-10,0,240,0,239
399,Plumas,2021-03-10,0,4,0,4
400,Riverside,2021-03-10,0,3893,1,3822
401,Sacramento,2021-03-10,0,1466,10,1452
402,San Benito,2021-03-10,0,61,0,61
403,San Bernardino,2021-03-10,0,4031,18,3841
404,San Diego,2021-03-10,0,3462,8,3413
405,San Francisco,2021-03-10,0,456,0,450
406,San Joaquin,2021-03-10,0,1163,6,1156
407,San Luis Obispo,2021-03-10,0,248,2,247
408,San Mateo,2021-03-10,0,344,2,338
409,Santa Barbara,2021-03-10,0,433,1,429
410,Santa Clara,2021-03-10,0,1797,3,1759
411,Santa Cruz,2021-03-10,0,199,4,192
412,Shasta,2021-03-10,0,100,0,155
413,Sierra,2021-03-10,0,0,0,0
414,Siskiyou,2021-03-10,0,5,0,5
415,Solano,2021-03-10,0,171,1,170
416,Sonoma,2021-03-10,0,291,2,286
417,Stanislaus,2021-03-10,0,683,3,706
418,Sutter,2021-03-10,0,102,0,101
419,Tehama,2021-03-10,0,34,0,33
420,Trinity,2021-03-10,0,3,0,3
421,Tulare,2021-03-10,0,803,1,793
422,Tuolumne,2021-03-10,0,57,1,57
424,Ventura,2021-03-10,0,916,15,878
425,Yolo,2021-03-10,0,190,0,189
426,Yuba,2021-03-10,0,42,0,42
427,Alameda,2021-03-09,0,1177,9,1151
428,Alpine,2021-03-09,0,0,0,0
429,Amador,2021-03-09,0,44,0,42
430,Butte,2021-03-09,0,184,0,185
431,Calaveras,2021-03-09,0,49,0,48
433,Colusa,2021-03-09,0,12,0,11
434,Contra Costa,2021-03-09,0,735,4,723
435,Del Norte,2021-03-09,0,6,0,5
436,El Dorado,2021-03-09,0,105,1,98
437,Fresno,2021-03-09,0,1498,21,1463
438,Glenn,2021-03-09,0,17,0,15
439,Humboldt,2021-03-09,0,33,1,32
440,Imperial,2021-03-09,0,689,12,675
441,Inyo,2021-03-09,0,35,0,35
442,Kern,2021-03-09,0,1144,1,1088
443,Kings,2021-03-09,0,233,0,226
444,Lake,2021-03-09,0,43,0,42
445,Lassen,2021-03-09,0,1,0,1
446,Los Angeles,2021-03-09,1,22523,212,22080
447,Madera,2021-03-09,0,214,0,211
448,Marin,2021-03-09,0,218,0,214
449,Mariposa,2021-03-09,0,5,0,5
450,Mendocino,2021-03-09,0,44,0,42
451,Merced,2021-03-09,0,407,1,399
452,Modoc,2021-03-09,0,3,0,3
453,Mono,2021-03-09,0,3,0,3
454,Monterey,2021-03-09,0,333,1,329
455,Napa,2021-03-09,0,75,0,75
456,Nevada,2021-03-09,0,67,0,66
457,Orange,2021-03-09,0,4479,67,4310
459,Placer,2021-03-09,0,240,0,239
460,Plumas,2021-03-09,0,4,0,4
461,Riverside,2021-03-09,0,3893,38,3821
462,Sacramento,2021-03-09,0,1466,4,1442
463,San Benito,2021-03-09,0,61,0,61
464,San Bernardino,2021-03-09,0,4031,12,3823
465,San Diego,2021-03-09,0,3462,15,3405
466,San Francisco,2021-03-09,0,456,4,450
467,San Joaquin,2021-03-09,0,1163,11,1150
468,San Luis Obispo,2021-03-09,0,248,0,245
469,San Mateo,2021-03-09,0,344,1,336
470,Santa Barbara,2021-03-09,0,433,1,428
471,Santa Clara,2021-03-09,2,1797,0,1756
472,Santa Cruz,2021-03-09,0,199,0,188
473,Shasta,2021-03-09,0,100,0,155
474,Sierra,2021-03-09,0,0,0,0
475,Siskiyou,2021-03-09,0,5,0,5
476,Solano,2021-03-09,0,171,0,169
477,Sonoma,2021-03-09,0,291,0,284
478,Stanislaus,2021-03-09,0,683,13,703
479,Sutter,2021-03-09,0,102,1,101
480,Tehama,2021-03-09,0,34,0,33
481,Trinity,2021-03-09,0,3,0,3
482,Tulare,2021-03-09,0,803,1,792
483,Tuolumne,2021-03-09,0,57,0,56
485,Ventura,2021-03-09,0,916,11,863
486,Yolo,2021-03-09,0,190,0,189
487,Yuba,2021-03-09,0,42,0,42
488,Alameda,2021-03-08,0,1177,-3,1142
489,Alpine,2021-03-08,0,0,0,0
490,Amador,2021-03-08,0,44,0,42
491,Butte,2021-03-08,0,184,0,185
492,Calaveras,2021-03-08,0,49,0,48
494,Colusa,2021-03-08,0,12,0,11
495,Contra Costa,2021-03-08,0,735,0,719
496,Del Norte,2021-03-08,0,6,0,5
497,El Dorado,2021-03-08,0,105,0,97
498,Fresno,2021-03-08,0,1498,0,1442
499,Glenn,2021-03-08,0,17,0,15
500,Humboldt,2021-03-08,0,33,0,31
501,Imperial,2021-03-08,0,689,5,663
502,Inyo,2021-03-08,0,35,0,35
503,Kern,2021-03-08,0,1144,1,1087
504,Kings,2021-03-08,0,233,2,226
505,Lake,2021-03-08,0,43,0,42
506,Lassen,2021-03-08,0,1,0,1
507,Los Angeles,2021-03-08,0,22522,11,21868
508,Madera,2021-03-08,0,214,0,211
509,Marin,2021-03-08,0,218,0,214
510,Mariposa,2021-03-08,0,5,0,5
511,Mendocino,2021-03-08,0,44,0,42
512,Merced,2021-03-08,0,407,-1,398
513,Modoc,2021-03-08,0,3,0,3
514,Mono,2021-03-08,0,3,0,3
515,Monterey,2021-03-08,0,333,0,328
516,Napa,2021-03-08,0,75,0,75
517,Nevada,2021-03-08,0,67,0,66
518,Orange,2021-03-08,0,4479,25,4243
520,Placer,2021-03-08,0,240,0,239
521,Plumas,2021-03-08,0,4,0,4
522,Riverside,2021-03-08,0,3893,4,3783
523,Sacramento,2021-03-08,0,1466,1,1438
524,San Benito,2021-03-08,0,61,0,61
525,San Bernardino,2021-03-08,1,4031,1,3811
526,San Diego,2021-03-08,0,3462,0,3390
527,San Francisco,2021-03-08,0,456,1,446
528,San Joaquin,2021-03-08,0,1163,0,1139
529,San Luis Obispo,2021-03-08,0,248,0,245
530,San Mateo,2021-03-08,0,344,6,335
531,Santa Barbara,2021-03-08,0,433,2,427
532,Santa Clara,2021-03-08,0,1795,4,1756
533,Santa Cruz,2021-03-08,0,199,-1,188
534,Shasta,2021-03-08,0,100,-1,155
535,Sierra,2021-03-08,0,0,0,0
536,Siskiyou,2021-03-08,0,5,0,5
537,Solano,2021-03-08,0,171,0,169
538,Sonoma,2021-03-08,0,291,0,284
539,Stanislaus,2021-03-08,0,683,-9,690
540,Sutter,2021-03-08,0,102,0,100
541,Tehama,2021-03-08,0,34,0,33
542,Trinity,2021-03-08,0,3,0,3
543,Tulare,2021-03-08,0,803,1,791
544,Tuolumne,2021-03-08,0,57,0,56
546,Ventura,2021-03-08,0,916,1,852
547,Yolo,2021-03-08,0,190,0,189
548,Yuba,2021-03-08,0,42,0,42
549,Alameda,2021-03-07,0,1177,2,1145
550,Alpine,2021-03-07,0,0,0,0
551,Amador,2021-03-07,0,44,0,42
552,Butte,2021-03-07,0,184,0,185
553,Calaveras,2021-03-07,0,49,0,48
555,Colusa,2021-03-07,0,12,0,11
556,Contra Costa,2021-03-07,0,735,0,719
557,Del Norte,2021-03-07,0,6,0,5
558,El Dorado,2021-03-07,0,105,0,97
559,Fresno,2021-03-07,0,1498,2,1442
560,Glenn,2021-03-07,0,17,0,15
561,Humboldt,2021-03-07,0,33,0,31
562,Imperial,2021-03-07,0,689,0,658
563,Inyo,2021-03-07,0,35,0,35
564,Kern,2021-03-07,0,1144,4,1086
565,Kings,2021-03-07,0,233,0,224
566,Lake,2021-03-07,0,43,0,42
567,Lassen,2021-03-07,0,1,0,1
568,Los Angeles,2021-03-07,1,22522,14,21857
569,Madera,2021-03-07,0,214,0,211
570,Marin,2021-03-07,0,218,1,214
571,Mariposa,2021-03-07,0,5,0,5
572,Mendocino,2021-03-07,0,44,0,42
573,Merced,2021-03-07,1,407,0,399
574,Modoc,2021-03-07,0,3,0,3
575,Mono,2021-03-07,0,3,0,3
576,Monterey,2021-03-07,1,333,1,328
577,Napa,2021-03-07,0,75,0,75
578,Nevada,2021-03-07,0,67,0,66
579,Orange,2021-03-07,0,4479,53,4218
581,Placer,2021-03-07,0,240,0,239
582,Plumas,2021-03-07,0,4,0,4
583,Riverside,2021-03-07,0,3893,-2,3779
584,Sacramento,2021-03-07,0,1466,1,1437
585,San Benito,2021-03-07,0,61,0,61
586,San Bernardino,2021-03-07,0,4030,19,3810
587,San Diego,2021-03-07,0,3462,5,3390
588,San Francisco,2021-03-07,0,456,10,445
589,San Joaquin,2021-03-07,0,1163,1,1139
590,San Luis Obispo,2021-03-07,0,248,0,245
591,San Mateo,2021-03-07,0,344,0,329
592,Santa Barbara,2021-03-07,0,433,1,425
593,Santa Clara,2021-03-07,0,1795,3,1752
594,Santa Cruz,2021-03-07,0,199,1,189
595,Shasta,2021-03-07,0,100,-2,156
596,Sierra,2021-03-07,0,0,0,0
597,Siskiyou,2021-03-07,0,5,0,5
598,Solano,2021-03-07,0,171,0,169
599,Sonoma,2021-03-07,0,291,0,284
600,Stanislaus,2021-03-07,0,683,-12,699
601,Sutter,2021-03-07,0,102,0,100
602,Tehama,2021-03-07,0,34,0,33
603,Trinity,2021-03-07,0,3,0,3
604,Tulare,2021-03-07,0,803,1,790
605,Tuolumne,2021-03-07,0,57,0,56
607,Ventura,2021-03-07,0,916,3,851
608,Yolo,2021-03-07,0,190,0,189
609,Yuba,2021-03-07,0,42,0,42
610,Alameda,2021-03-06,0,1177,2,1143
611,Alpine,2021-03-06,0,0,0,0
612,Amador,2021-03-06,0,44,0,42
613,Butte,2021-03-06,0,184,0,185
614,Calaveras,2021-03-06,0,49,0,48
616,Colusa,2021-03-06,0,12,0,11
617,Contra Costa,2021-03-06,0,735,8,719
618,Del Norte,2021-03-06,0,6,0,5
619,El Dorado,2021-03-06,0,105,0,97
620,Fresno,2021-03-06,0,1498,8,1440
621,Glenn,2021-03-06,0,17,0,15
622,Humboldt,2021-03-06,0,33,0,31
623,Imperial,2021-03-06,0,689,7,658
624,Inyo,2021-03-06,0,35,0,35
625,Kern,2021-03-06,0,1144,6,1082
626,Kings,2021-03-06,0,233,0,224
627,Lake,2021-03-06,0,43,0,42
628,Lassen,2021-03-06,0,1,0,1
629,Los Angeles,2021-03-06,0,22521,98,21843
630,Madera,2021-03-06,0,214,0,211
631,Marin,2021-03-06,0,218,-2,213
632,Mariposa,2021-03-06,0,5,1,5
633,Mendocino,2021-03-06,0,44,0,42
634,Merced,2021-03-06,0,406,0,399
635,Modoc,2021-03-06,0,3,0,3
636,Mono,2021-03-06,0,3,0,3
637,Monterey,2021-03-06,0,332,2,327
638,Napa,2021-03-06,0,75,0,75
639,Nevada,2021-03-06,0,67,0,66
640,Orange,2021-03-06,0,4479,57,4165
642,Placer,2021-03-06,0,240,0,239
643,Plumas,2021-03-06,0,4,0,4
