,county,date,population
23489,Calaveras,2020-02-25,44289
23490,California,2020-02-25,40129160
23491,Colusa,2020-02-25,22593
23492,Contra Costa,2020-02-25,1160099
23493,Del Norte,2020-02-25,27558
23494,El Dorado,2020-02-25,193098
23495,Fresno,2020-02-25,1032227
23496,Glenn,2020-02-25,29348
23497,Humboldt,2020-02-25,134098
23498,Imperial,2020-02-25,191649
23499,Inyo,2020-02-25,18453
23500,Kern,2020-02-25,927251
23501,Kings,2020-02-25,156444
23502,Lake,2020-02-25,64871
23503,Lassen,2020-02-25,30065
23504,Los Angeles,2020-02-25,10257557
23505,Madera,2020-02-25,160089
23506,Marin,2020-02-25,260800
23507,Mariposa,2020-02-25,17795
23508,Mendocino,2020-02-25,88439
23509,Merced,2020-02-25,287420
23510,Modoc,2020-02-25,9475
23511,Mono,2020-02-25,13961
23512,Monterey,2020-02-25,448732
23513,Napa,2020-02-25,139652
23514,Nevada,2020-02-25,98710
23515,Orange,2020-02-25,3228519
23517,Placer,2020-02-25,400434
23518,Plumas,2020-02-25,18997
23519,Riverside,2020-02-25,2468145
23520,Sacramento,2020-02-25,1567975
23521,San Benito,2020-02-25,64022
23522,San Bernardino,2020-02-25,2217398
23523,San Diego,2020-02-25,3370418
23524,San Francisco,2020-02-25,892280
23525,San Joaquin,2020-02-25,782545
23526,San Luis Obispo,2020-02-25,278862
23527,San Mateo,2020-02-25,778001
23528,Santa Barbara,2020-02-25,456373
23529,Santa Clara,2020-02-25,1967585
23530,Santa Cruz,2020-02-25,273999
23531,Shasta,2020-02-25,177925
23532,Sierra,2020-02-25,3115
23533,Siskiyou,2020-02-25,43956
23534,Solano,2020-02-25,444255
23535,Sonoma,2020-02-25,496668
23536,Stanislaus,2020-02-25,562303
23537,Sutter,2020-02-25,105747
23538,Tehama,2020-02-25,65885
23539,Trinity,2020-02-25,13354
23540,Tulare,2020-02-25,484423
23541,Tuolumne,2020-02-25,52351
23543,Ventura,2020-02-25,852747
23544,Yolo,2020-02-25,223612
23545,Yuba,2020-02-25,79290
23546,Alameda,2020-02-24,1685886
23547,Alpine,2020-02-24,1117
23548,Amador,2020-02-24,38531
23549,Butte,2020-02-24,217769
23550,Calaveras,2020-02-24,44289
23551,California,2020-02-24,40129160
23552,Colusa,2020-02-24,22593
23553,Contra Costa,2020-02-24,1160099
23554,Del Norte,2020-02-24,27558
23555,El Dorado,2020-02-24,193098
23556,Fresno,2020-02-24,1032227
23557,Glenn,2020-02-24,29348
23558,Humboldt,2020-02-24,134098
23559,Imperial,2020-02-24,191649
23560,Inyo,2020-02-24,18453
23561,Kern,2020-02-24,927251
23562,Kings,2020-02-24,156444
23563,Lake,2020-02-24,64871
23564,Lassen,2020-02-24,30065
23565,Los Angeles,2020-02-24,10257557
23566,Madera,2020-02-24,160089
23567,Marin,2020-02-24,260800
23568,Mariposa,2020-02-24,17795
23569,Mendocino,2020-02-24,88439
23570,Merced,2020-02-24,287420
23571,Modoc,2020-02-24,9475
23572,Mono,2020-02-24,13961
23573,Monterey,2020-02-24,448732
23574,Napa,2020-02-24,139652
23575,Nevada,2020-02-24,98710
23576,Orange,2020-02-24,3228519
23578,Placer,2020-02-24,400434
23579,Plumas,2020-02-24,18997
23580,Riverside,2020-02-24,2468145
23581,Sacramento,2020-02-24,1567975
23582,San Benito,2020-02-24,64022
23583,San Bernardino,2020-02-24,2217398
23584,San Diego,2020-02-24,3370418
23585,San Francisco,2020-02-24,892280
23586,San Joaquin,2020-02-24,782545
23587,San Luis Obispo,2020-02-24,278862
23588,San Mateo,2020-02-24,778001
23589,Santa Barbara,2020-02-24,456373
23590,Santa Clara,2020-02-24,1967585
23591,Santa Cruz,2020-02-24,273999
23592,Shasta,2020-02-24,177925
23593,Sierra,2020-02-24,3115
23594,Siskiyou,2020-02-24,43956
23595,Solano,2020-02-24,444255
23596,Sonoma,2020-02-24,496668
23597,Stanislaus,2020-02-24,562303
23598,Sutter,2020-02-24,105747
23599,Tehama,2020-02-24,65885
23600,Trinity,2020-02-24,13354
23601,Tulare,2020-02-24,484423
23602,Tuolumne,2020-02-24,52351
23604,Ventura,2020-02-24,852747
23605,Yolo,2020-02-24,223612
23606,Yuba,2020-02-24,79290
23607,Alameda,2020-02-23,1685886
23608,Alpine,2020-02-23,1117
23609,Amador,2020-02-23,38531
23610,Butte,2020-02-23,217769
23611,Calaveras,2020-02-23,44289
23612,California,2020-02-23,40129160
23613,Colusa,2020-02-23,22593
23614,Contra Costa,2020-02-23,1160099
23615,Del Norte,2020-02-23,27558
23616,El Dorado,2020-02-23,193098
23617,Fresno,2020-02-23,1032227
23618,Glenn,2020-02-23,29348
23619,Humboldt,2020-02-23,134098
23620,Imperial,2020-02-23,191649
23621,Inyo,2020-02-23,18453
23622,Kern,2020-02-23,927251
23623,Kings,2020-02-23,156444
23624,Lake,2020-02-23,64871
23625,Lassen,2020-02-23,30065
23626,Los Angeles,2020-02-23,10257557
23627,Madera,2020-02-23,160089
23628,Marin,2020-02-23,260800
23629,Mariposa,2020-02-23,17795
23630,Mendocino,2020-02-23,88439
23631,Merced,2020-02-23,287420
23632,Modoc,2020-02-23,9475
23633,Mono,2020-02-23,13961
23634,Monterey,2020-02-23,448732
23635,Napa,2020-02-23,139652
23636,Nevada,2020-02-23,98710
23637,Orange,2020-02-23,3228519
23639,Placer,2020-02-23,400434
23640,Plumas,2020-02-23,18997
23641,Riverside,2020-02-23,2468145
23642,Sacramento,2020-02-23,1567975
23643,San Benito,2020-02-23,64022
23644,San Bernardino,2020-02-23,2217398
23645,San Diego,2020-02-23,3370418
23646,San Francisco,2020-02-23,892280
23647,San Joaquin,2020-02-23,782545
23648,San Luis Obispo,2020-02-23,278862
23649,San Mateo,2020-02-23,778001
23650,Santa Barbara,2020-02-23,456373
23651,Santa Clara,2020-02-23,1967585
23652,Santa Cruz,2020-02-23,273999
23653,Shasta,2020-02-23,177925
23654,Sierra,2020-02-23,3115
23655,Siskiyou,2020-02-23,43956
23656,Solano,2020-02-23,444255
23657,Sonoma,2020-02-23,496668
23658,Stanislaus,2020-02-23,562303
23659,Sutter,2020-02-23,105747
23660,Tehama,2020-02-23,65885
23661,Trinity,2020-02-23,13354
23662,Tulare,2020-02-23,484423
23663,Tuolumne,2020-02-23,52351
23665,Ventura,2020-02-23,852747
23666,Yolo,2020-02-23,223612
23667,Yuba,2020-02-23,79290
23668,Alameda,2020-02-22,1685886
23669,Alpine,2020-02-22,1117
23670,Amador,2020-02-22,38531
23671,Butte,2020-02-22,217769
23672,Calaveras,2020-02-22,44289
23673,California,2020-02-22,40129160
23674,Colusa,2020-02-22,22593
23675,Contra Costa,2020-02-22,1160099
23676,Del Norte,2020-02-22,27558
23677,El Dorado,2020-02-22,193098
23678,Fresno,2020-02-22,1032227
23679,Glenn,2020-02-22,29348
23680,Humboldt,2020-02-22,134098
23681,Imperial,2020-02-22,191649
23682,Inyo,2020-02-22,18453
23683,Kern,2020-02-22,927251
23684,Kings,2020-02-22,156444
23685,Lake,2020-02-22,64871
23686,Lassen,2020-02-22,30065
23687,Los Angeles,2020-02-22,10257557
23688,Madera,2020-02-22,160089
23689,Marin,2020-02-22,260800
23690,Mariposa,2020-02-22,17795
23691,Mendocino,2020-02-22,88439
23692,Merced,2020-02-22,287420
23693,Modoc,2020-02-22,9475
23694,Mono,2020-02-22,13961
23695,Monterey,2020-02-22,448732
23696,Napa,2020-02-22,139652
23697,Nevada,2020-02-22,98710
23698,Orange,2020-02-22,3228519
23700,Placer,2020-02-22,400434
23701,Plumas,2020-02-22,18997
23702,Riverside,2020-02-22,2468145
23703,Sacramento,2020-02-22,1567975
23704,San Benito,2020-02-22,64022
23705,San Bernardino,2020-02-22,2217398
23706,San Diego,2020-02-22,3370418
23707,San Francisco,2020-02-22,892280
23708,San Joaquin,2020-02-22,782545
23709,San Luis Obispo,2020-02-22,278862
23710,San Mateo,2020-02-22,778001
23711,Santa Barbara,2020-02-22,456373
23712,Santa Clara,2020-02-22,1967585
23713,Santa Cruz,2020-02-22,273999
23714,Shasta,2020-02-22,177925
23715,Sierra,2020-02-22,3115
23716,Siskiyou,2020-02-22,43956
23717,Solano,2020-02-22,444255
23718,Sonoma,2020-02-22,496668
23719,Stanislaus,2020-02-22,562303
23720,Sutter,2020-02-22,105747
23721,Tehama,2020-02-22,65885
23722,Trinity,2020-02-22,13354
23723,Tulare,2020-02-22,484423
23724,Tuolumne,2020-02-22,52351
23726,Ventura,2020-02-22,852747
23727,Yolo,2020-02-22,223612
23728,Yuba,2020-02-22,79290
23729,Alameda,2020-02-21,1685886
23730,Alpine,2020-02-21,1117
23731,Amador,2020-02-21,38531
23732,Butte,2020-02-21,217769
23733,Calaveras,2020-02-21,44289
23734,California,2020-02-21,40129160
23735,Colusa,2020-02-21,22593
23736,Contra Costa,2020-02-21,1160099
23737,Del Norte,2020-02-21,27558
23738,El Dorado,2020-02-21,193098
23739,Fresno,2020-02-21,1032227
23740,Glenn,2020-02-21,29348
23741,Humboldt,2020-02-21,134098
23742,Imperial,2020-02-21,191649
23743,Inyo,2020-02-21,18453
23744,Kern,2020-02-21,927251
23745,Kings,2020-02-21,156444
23746,Lake,2020-02-21,64871
23747,Lassen,2020-02-21,30065
23748,Los Angeles,2020-02-21,10257557
23749,Madera,2020-02-21,160089
23750,Marin,2020-02-21,260800
23751,Mariposa,2020-02-21,17795
23752,Mendocino,2020-02-21,88439
23753,Merced,2020-02-21,287420
23754,Modoc,2020-02-21,9475
23755,Mono,2020-02-21,13961
23756,Monterey,2020-02-21,448732
23757,Napa,2020-02-21,139652
23758,Nevada,2020-02-21,98710
23759,Orange,2020-02-21,3228519
23761,Placer,2020-02-21,400434
23762,Plumas,2020-02-21,18997
23763,Riverside,2020-02-21,2468145
23764,Sacramento,2020-02-21,1567975
23765,San Benito,2020-02-21,64022
23766,San Bernardino,2020-02-21,2217398
23767,San Diego,2020-02-21,3370418
23768,San Francisco,2020-02-21,892280
23769,San Joaquin,2020-02-21,782545
23770,San Luis Obispo,2020-02-21,278862
23771,San Mateo,2020-02-21,778001
23772,Santa Barbara,2020-02-21,456373
23773,Santa Clara,2020-02-21,1967585
23774,Santa Cruz,2020-02-21,273999
23775,Shasta,2020-02-21,177925
23776,Sierra,2020-02-21,3115
23777,Siskiyou,2020-02-21,43956
23778,Solano,2020-02-21,444255
23779,Sonoma,2020-02-21,496668
23780,Stanislaus,2020-02-21,562303
23781,Sutter,2020-02-21,105747
23782,Tehama,2020-02-21,65885
23783,Trinity,2020-02-21,13354
23784,Tulare,2020-02-21,484423
23785,Tuolumne,2020-02-21,52351
23787,Ventura,2020-02-21,852747
23788,Yolo,2020-02-21,223612
23789,Yuba,2020-02-21,79290
23790,Alameda,2020-02-20,1685886
23791,Alpine,2020-02-20,1117
23792,Amador,2020-02-20,38531
23793,Butte,2020-02-20,217769
23794,Calaveras,2020-02-20,44289
23795,California,2020-02-20,40129160
23796,Colusa,2020-02-20,22593
23797,Contra Costa,2020-02-20,1160099
23798,Del Norte,2020-02-20,27558
23799,El Dorado,2020-02-20,193098
23800,Fresno,2020-02-20,1032227
23801,Glenn,2020-02-20,29348
23802,Humboldt,2020-02-20,134098
23803,Imperial,2020-02-20,191649
23804,Inyo,2020-02-20,18453
23805,Kern,2020-02-20,927251
23806,Kings,2020-02-20,156444
23807,Lake,2020-02-20,64871
23808,Lassen,2020-02-20,30065
23809,Los Angeles,2020-02-20,10257557
23810,Madera,2020-02-20,160089
23811,Marin,2020-02-20,260800
23812,Mariposa,2020-02-20,17795
23813,Mendocino,2020-02-20,88439
23814,Merced,2020-02-20,287420
23815,Modoc,2020-02-20,9475
23816,Mono,2020-02-20,13961
23817,Monterey,2020-02-20,448732
23818,Napa,2020-02-20,139652
23819,Nevada,2020-02-20,98710
23820,Orange,2020-02-20,3228519
23822,Placer,2020-02-20,400434
23823,Plumas,2020-02-20,18997
23824,Riverside,2020-02-20,2468145
23825,Sacramento,2020-02-20,1567975
23826,San Benito,2020-02-20,64022
23827,San Bernardino,2020-02-20,2217398
23828,San Diego,2020-02-20,3370418
23829,San Francisco,2020-02-20,892280
23830,San Joaquin,2020-02-20,782545
23831,San Luis Obispo,2020-02-20,278862
23832,San Mateo,2020-02-20,778001
23833,Santa Barbara,2020-02-20,456373
23834,Santa Clara,2020-02-20,1967585
23835,Santa Cruz,2020-02-20,273999
23836,Shasta,2020-02-20,177925
23837,Sierra,2020-02-20,3115
23838,Siskiyou,2020-02-20,43956
23839,Solano,2020-02-20,444255
23840,Sonoma,2020-02-20,496668
23841,Stanislaus,2020-02-20,562303
23842,Sutter,2020-02-20,105747
23843,Tehama,2020-02-20,65885
23844,Trinity,2020-02-20,13354
23845,Tulare,2020-02-20,484423
23846,Tuolumne,2020-02-20,52351
23848,Ventura,2020-02-20,852747
23849,Yolo,2020-02-20,223612
23850,Yuba,2020-02-20,79290
23851,Alameda,2020-02-19,1685886
23852,Alpine,2020-02-19,1117
23853,Amador,2020-02-19,38531
23854,Butte,2020-02-19,217769
23855,Calaveras,2020-02-19,44289
23856,California,2020-02-19,40129160
23857,Colusa,2020-02-19,22593
23858,Contra Costa,2020-02-19,1160099
23859,Del Norte,2020-02-19,27558
23860,El Dorado,2020-02-19,193098
23861,Fresno,2020-02-19,1032227
23862,Glenn,2020-02-19,29348
23863,Humboldt,2020-02-19,134098
23864,Imperial,2020-02-19,191649
23865,Inyo,2020-02-19,18453
23866,Kern,2020-02-19,927251
23867,Kings,2020-02-19,156444
23868,Lake,2020-02-19,64871
23869,Lassen,2020-02-19,30065
23870,Los Angeles,2020-02-19,10257557
23871,Madera,2020-02-19,160089
23872,Marin,2020-02-19,260800
23873,Mariposa,2020-02-19,17795
23874,Mendocino,2020-02-19,88439
23875,Merced,2020-02-19,287420
23876,Modoc,2020-02-19,9475
23877,Mono,2020-02-19,13961
23878,Monterey,2020-02-19,448732
23879,Napa,2020-02-19,139652
23880,Nevada,2020-02-19,98710
23881,Orange,2020-02-19,3228519
23883,Placer,2020-02-19,400434
23884,Plumas,2020-02-19,18997
23885,Riverside,2020-02-19,2468145
23886,Sacramento,2020-02-19,1567975
23887,San Benito,2020-02-19,64022
23888,San Bernardino,2020-02-19,2217398
23889,San Diego,2020-02-19,3370418
23890,San Francisco,2020-02-19,892280
23891,San Joaquin,2020-02-19,782545
23892,San Luis Obispo,2020-02-19,278862
23893,San Mateo,2020-02-19,778001
23894,Santa Barbara,2020-02-19,456373
23895,Santa Clara,2020-02-19,1967585
23896,Santa Cruz,2020-02-19,273999
23897,Shasta,2020-02-19,177925
23898,Sierra,2020-02-19,3115
23899,Siskiyou,2020-02-19,43956
23900,Solano,2020-02-19,444255
23901,Sonoma,2020-02-19,496668
23902,Stanislaus,2020-02-19,562303
23903,Sutter,2020-02-19,105747
23904,Tehama,2020-02-19,65885
23905,Trinity,2020-02-19,13354
23906,Tulare,2020-02-19,484423
23907,Tuolumne,2020-02-19,52351
23909,Ventura,2020-02-19,852747
23910,Yolo,2020-02-19,223612
23911,Yuba,2020-02-19,79290
23912,Alameda,2020-02-18,1685886
23913,Alpine,2020-02-18,1117
23914,Amador,2020-02-18,38531
23915,Butte,2020-02-18,217769
23916,Calaveras,2020-02-18,44289
23917,California,2020-02-18,40129160
23918,Colusa,2020-02-18,22593
23919,Contra Costa,2020-02-18,1160099
23920,Del Norte,2020-02-18,27558
23921,El Dorado,2020-02-18,193098
23922,Fresno,2020-02-18,1032227
23923,Glenn,2020-02-18,29348
23924,Humboldt,2020-02-18,134098
23925,Imperial,2020-02-18,191649
23926,Inyo,2020-02-18,18453
23927,Kern,2020-02-18,927251
23928,Kings,2020-02-18,156444
23929,Lake,2020-02-18,64871
23930,Lassen,2020-02-18,30065
23931,Los Angeles,2020-02-18,10257557
23932,Madera,2020-02-18,160089
23933,Marin,2020-02-18,260800
23934,Mariposa,2020-02-18,17795
23935,Mendocino,2020-02-18,88439
23936,Merced,2020-02-18,287420
23937,Modoc,2020-02-18,9475
23938,Mono,2020-02-18,13961
23939,Monterey,2020-02-18,448732
23940,Napa,2020-02-18,139652
23941,Nevada,2020-02-18,98710
23942,Orange,2020-02-18,3228519
23944,Placer,2020-02-18,400434
23945,Plumas,2020-02-18,18997
23946,Riverside,2020-02-18,2468145
23947,Sacramento,2020-02-18,1567975
23948,San Benito,2020-02-18,64022
23949,San Bernardino,2020-02-18,2217398
23950,San Diego,2020-02-18,3370418
