,county,date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
14545,Madera,2020-12-13,34,0,275,0,11,34
14546,San Mateo,2020-12-13,105,10,746,1,38,115
14547,Trinity,2020-12-13,0,0,25,0,0,0
14548,Fresno,2020-12-13,458,49,1559,8,13,507
14549,Imperial,2020-12-13,143,0,265,0,0,143
14550,Plumas,2020-12-13,1,0,35,0,0,1
14551,Santa Clara,2020-12-13,480,23,3106,4,54,503
14552,Sacramento,2020-12-13,463,17,2582,4,79,480
14553,Tuolumne,2020-12-13,7,0,84,0,3,7
14554,Butte,2020-12-13,77,0,451,0,11,77
14555,Yolo,2020-12-13,24,0,96,0,3,24
14556,Mono,2020-12-13,1,0,17,0,1,1
14557,Los Angeles,2020-12-14,4656,314,20115,38,390,4970
14558,Marin,2020-12-14,30,3,335,0,4,33
14559,Alameda,2020-12-14,330,44,2532,3,73,374
14560,Orange,2020-12-14,1371,89,6002,16,101,1460
14561,Kings,2020-12-14,75,0,126,0,3,75
14562,Nevada,2020-12-14,18,1,134,1,2,19
14563,Del Norte,2020-12-14,1,0,51,0,3,1
14564,Merced,2020-12-14,41,0,271,0,10,41
14565,San Benito,2020-12-14,11,0,25,0,0,11
14566,Napa,2020-12-14,19,1,252,1,6,20
14567,San Diego,2020-12-14,1019,63,6867,8,193,1082
14568,Tulare,2020-12-14,178,4,636,0,8,182
14569,Kern,2020-12-14,284,4,1150,0,16,288
14570,Contra Costa,2020-12-14,185,15,1538,2,38,200
14571,San Joaquin,2020-12-14,293,8,927,1,4,301
14572,El Dorado,2020-12-14,29,1,190,1,7,30
14573,Amador,2020-12-14,13,0,51,0,2,13
14574,Lake,2020-12-14,5,0,77,0,2,5
14575,Butte,2020-12-14,77,0,451,0,13,77
14576,San Luis Obispo,2020-12-14,32,0,460,0,20,32
14577,San Bernardino,2020-12-14,1319,96,4072,8,59,1415
14578,Sonoma,2020-12-14,76,4,545,1,20,80
14579,Mendocino,2020-12-14,15,0,88,0,7,15
14580,San Mateo,2020-12-14,111,10,749,0,36,121
14581,Mariposa,2020-12-14,0,0,19,0,0,0
14582,Solano,2020-12-14,107,13,575,1,8,120
14583,Ventura,2020-12-14,210,10,1208,4,32,220
14584,Trinity,2020-12-14,0,0,25,0,0,0
14585,Santa Cruz,2020-12-14,57,0,372,0,4,57
14586,Glenn,2020-12-14,5,0,47,0,0,5
14587,Santa Barbara,2020-12-14,91,0,688,0,46,91
14588,Santa Clara,2020-12-14,511,27,3101,2,66,538
14589,Imperial,2020-12-14,151,0,265,0,1,151
14590,Plumas,2020-12-14,1,0,35,0,0,1
14591,Madera,2020-12-14,35,3,275,1,13,38
14592,San Francisco,2020-12-14,150,3,1861,1,63,153
14593,Fresno,2020-12-14,491,37,1582,3,16,528
14594,Tuolumne,2020-12-14,4,0,84,0,3,4
14595,Monterey,2020-12-14,133,7,717,1,16,140
14596,Riverside,2020-12-14,972,106,3485,6,27,1078
14597,Tehama,2020-12-14,12,0,59,0,2,12
14598,Sutter,2020-12-14,0,0,14,0,0,0
14599,Siskiyou,2020-12-14,4,1,56,0,8,5
14600,Sacramento,2020-12-14,473,21,2572,4,86,494
14601,Yolo,2020-12-14,26,0,97,0,5,26
14602,Colusa,2020-12-14,3,0,48,0,5,3
14603,Mono,2020-12-14,1,0,17,0,2,1
14604,Shasta,2020-12-14,60,0,561,0,8,60
14605,Calaveras,2020-12-14,6,0,33,0,3,6
14606,Inyo,2020-12-14,5,1,29,0,4,6
14607,Lassen,2020-12-14,4,0,25,0,0,4
14608,Placer,2020-12-14,184,11,752,3,0,195
14609,Stanislaus,2020-12-14,334,14,1296,5,16,348
14610,Modoc,2020-12-14,0,0,12,0,0,0
14611,Yuba,2020-12-14,61,1,261,0,4,62
14612,Humboldt,2020-12-14,4,3,266,1,11,7
14613,Orange,2020-12-15,1486,81,6070,11,95,1567
14614,Siskiyou,2020-12-15,6,1,56,0,8,7
14615,San Bernardino,2020-12-15,1413,92,4075,8,53,1505
14616,Del Norte,2020-12-15,1,0,51,0,1,1
14617,San Luis Obispo,2020-12-15,34,2,460,0,21,36
14618,Riverside,2020-12-15,1000,116,3536,7,26,1116
14619,Placer,2020-12-15,187,11,736,2,2,198
14620,Marin,2020-12-15,34,2,347,0,4,36
14621,Los Angeles,2020-12-15,4864,344,20253,35,369,5208
14622,Monterey,2020-12-15,148,4,717,1,12,152
14623,Merced,2020-12-15,46,0,271,0,7,46
14624,Sacramento,2020-12-15,470,22,2627,8,83,492
14625,Modoc,2020-12-15,0,0,12,0,0,0
14626,Calaveras,2020-12-15,6,0,33,0,3,6
14627,Lassen,2020-12-15,6,0,25,0,0,6
14628,Amador,2020-12-15,15,0,51,0,0,15
14629,Sutter,2020-12-15,0,0,14,0,0,0
14630,Tehama,2020-12-15,13,0,59,0,1,13
14631,San Diego,2020-12-15,1103,70,6878,9,175,1173
14632,Santa Barbara,2020-12-15,90,2,688,1,37,92
14633,Mendocino,2020-12-15,16,0,88,0,6,16
14634,Madera,2020-12-15,36,11,275,0,11,47
14635,Stanislaus,2020-12-15,334,20,1296,6,7,354
14636,Santa Clara,2020-12-15,535,18,3100,3,39,553
14637,Tulare,2020-12-15,173,7,636,2,12,180
14638,Ventura,2020-12-15,226,7,1218,3,30,233
14639,Plumas,2020-12-15,2,0,35,0,0,2
14640,Solano,2020-12-15,121,11,537,1,11,132
14641,Yolo,2020-12-15,27,0,96,0,1,27
14642,Alameda,2020-12-15,332,45,2556,5,72,377
14643,Kings,2020-12-15,79,0,132,0,4,79
14644,San Francisco,2020-12-15,141,3,1903,0,48,144
14645,Butte,2020-12-15,84,0,451,0,12,84
14646,Sonoma,2020-12-15,66,3,549,1,23,69
14647,Colusa,2020-12-15,4,0,48,0,5,4
14648,Nevada,2020-12-15,20,0,119,0,2,20
14649,Kern,2020-12-15,296,3,1148,0,19,299
14650,Imperial,2020-12-15,163,1,265,0,3,164
14651,Napa,2020-12-15,18,0,250,0,6,18
14652,El Dorado,2020-12-15,32,1,190,0,7,33
14653,San Mateo,2020-12-15,110,14,748,0,34,124
14654,Contra Costa,2020-12-15,188,9,1541,2,31,197
14655,San Benito,2020-12-15,12,0,25,0,0,12
14656,Inyo,2020-12-15,7,0,29,0,4,7
14657,Glenn,2020-12-15,5,0,47,0,0,5
14658,Fresno,2020-12-15,491,40,1576,2,11,531
14659,Lake,2020-12-15,7,0,77,0,2,7
14660,Shasta,2020-12-15,65,0,561,0,7,65
14661,Humboldt,2020-12-15,4,3,278,2,14,7
14662,Santa Cruz,2020-12-15,54,0,372,0,2,54
14663,Trinity,2020-12-15,0,0,25,0,0,0
14664,San Joaquin,2020-12-15,305,4,959,0,6,309
14665,Yuba,2020-12-15,59,0,261,0,2,59
14666,Tuolumne,2020-12-15,3,0,84,0,1,3
14667,Mariposa,2020-12-15,0,0,19,0,0,0
14668,Mono,2020-12-15,2,0,17,0,2,2
14669,Santa Barbara,2020-12-16,97,5,688,2,37,102
14670,Fresno,2020-12-16,527,30,1583,5,10,557
14671,Tuolumne,2020-12-16,3,0,84,0,4,3
14672,Humboldt,2020-12-16,6,3,274,2,14,9
14673,Contra Costa,2020-12-16,196,10,1508,1,28,206
14674,Riverside,2020-12-16,1054,85,3530,7,29,1139
14675,Sonoma,2020-12-16,65,2,569,0,23,67
14676,Glenn,2020-12-16,5,0,47,0,0,5
14677,San Joaquin,2020-12-16,315,8,955,1,4,323
14678,Yolo,2020-12-16,24,0,96,0,1,24
14679,Amador,2020-12-16,13,0,51,0,0,13
14680,Tehama,2020-12-16,11,0,59,0,1,11
14681,Sacramento,2020-12-16,478,31,2611,3,70,509
14682,Merced,2020-12-16,59,0,271,0,7,59
14683,Orange,2020-12-16,1519,96,6058,15,79,1615
14684,El Dorado,2020-12-16,28,0,190,0,4,28
14685,San Luis Obispo,2020-12-16,34,1,460,1,19,35
14686,San Bernardino,2020-12-16,1458,127,4063,12,41,1585
14687,Lake,2020-12-16,4,0,77,0,2,4
14688,Monterey,2020-12-16,145,2,717,1,15,147
14689,Trinity,2020-12-16,0,0,25,0,0,0
14690,Shasta,2020-12-16,72,0,567,0,5,72
14691,Colusa,2020-12-16,5,0,48,0,5,5
14692,Solano,2020-12-16,105,16,586,1,9,121
14693,Del Norte,2020-12-16,1,0,51,0,0,1
14694,Mariposa,2020-12-16,0,0,19,0,0,0
14695,Kern,2020-12-16,303,8,1166,0,25,311
14696,Alameda,2020-12-16,336,39,2558,5,73,375
14697,Placer,2020-12-16,179,9,728,2,5,188
14698,San Benito,2020-12-16,12,0,25,0,0,12
14699,Napa,2020-12-16,22,1,254,0,6,23
14700,Modoc,2020-12-16,0,0,12,0,0,0
14701,Mono,2020-12-16,2,0,17,0,2,2
14702,Marin,2020-12-16,35,3,349,0,5,38
14703,Plumas,2020-12-16,4,0,35,0,0,4
14704,Calaveras,2020-12-16,4,0,33,0,4,4
14705,Kings,2020-12-16,75,0,127,0,0,75
14706,Siskiyou,2020-12-16,9,0,56,0,9,9
14707,Santa Cruz,2020-12-16,58,0,372,0,2,58
14708,Tulare,2020-12-16,173,9,636,2,12,182
14709,San Mateo,2020-12-16,116,13,758,1,28,129
14710,Madera,2020-12-16,40,9,275,0,9,49
14711,Sutter,2020-12-16,0,0,14,0,0,0
14712,Inyo,2020-12-16,7,0,29,0,2,7
14713,Ventura,2020-12-16,230,11,1222,4,35,241
14714,Mendocino,2020-12-16,14,0,96,0,5,14
14715,Butte,2020-12-16,86,1,451,0,14,87
14716,San Diego,2020-12-16,1126,60,6798,6,168,1186
14717,Imperial,2020-12-16,165,0,265,0,0,165
14718,Nevada,2020-12-16,18,0,136,0,0,18
14719,Lassen,2020-12-16,7,0,25,0,0,7
14720,Los Angeles,2020-12-16,5100,366,20253,36,338,5466
14721,Yuba,2020-12-16,53,1,261,0,2,54
14722,Santa Clara,2020-12-16,559,26,3126,1,46,585
14723,San Francisco,2020-12-16,140,3,1943,0,51,143
14724,Stanislaus,2020-12-16,334,20,1307,4,12,354
14725,Inyo,2020-12-17,9,0,29,0,2,9
14726,Lassen,2020-12-17,6,0,25,0,0,6
14727,Calaveras,2020-12-17,4,0,33,0,4,4
14728,Humboldt,2020-12-17,7,4,275,2,11,11
14729,San Benito,2020-12-17,13,0,25,0,0,13
14730,Placer,2020-12-17,184,11,751,3,21,195
14731,Del Norte,2020-12-17,1,0,51,0,0,1
14732,Ventura,2020-12-17,240,19,1215,3,31,259
14733,Tehama,2020-12-17,8,0,59,0,2,8
14734,Sutter,2020-12-17,0,0,14,0,0,0
14735,Monterey,2020-12-17,151,2,717,0,18,153
14736,El Dorado,2020-12-17,25,0,190,0,4,25
14737,Fresno,2020-12-17,553,39,1618,0,13,592
14738,San Francisco,2020-12-17,152,9,1951,3,43,161
14739,Los Angeles,2020-12-17,5424,339,20282,29,316,5763
14740,Mendocino,2020-12-17,13,0,96,0,4,13
14741,Colusa,2020-12-17,5,0,48,0,5,5
14742,Nevada,2020-12-17,17,0,125,0,0,17
14743,Kings,2020-12-17,77,0,124,0,0,77
14744,Solano,2020-12-17,106,19,592,1,14,125
14745,Sonoma,2020-12-17,70,3,598,1,20,73
14746,Yuba,2020-12-17,54,0,261,0,2,54
14747,Trinity,2020-12-17,0,0,25,0,0,0
14748,Santa Clara,2020-12-17,561,27,3129,1,49,588
14749,Marin,2020-12-17,31,2,342,0,8,33
14750,Orange,2020-12-17,1557,78,6054,16,90,1635
14751,Santa Cruz,2020-12-17,59,0,372,0,2,59
14752,Alameda,2020-12-17,352,50,2557,3,65,402
14753,San Bernardino,2020-12-17,1492,100,4094,8,40,1592
14754,Glenn,2020-12-17,5,0,47,0,0,5
14755,Shasta,2020-12-17,70,4,567,0,4,74
14756,Santa Barbara,2020-12-17,98,5,688,2,38,103
14757,San Luis Obispo,2020-12-17,35,1,460,0,19,36
14758,Napa,2020-12-17,22,2,249,2,5,24
14759,Lake,2020-12-17,6,0,77,0,2,6
14760,Yolo,2020-12-17,23,0,96,0,5,23
14761,Butte,2020-12-17,84,0,451,0,9,84
14762,Kern,2020-12-17,315,5,1161,0,13,320
14763,San Diego,2020-12-17,1164,55,6833,9,172,1219
14764,Riverside,2020-12-17,1092,94,3488,7,18,1186
14765,Madera,2020-12-17,42,2,275,0,10,44
14766,Mono,2020-12-17,1,0,17,0,2,1
14767,Tulare,2020-12-17,177,6,638,0,13,183
14768,Stanislaus,2020-12-17,340,14,1306,2,11,354
14769,San Joaquin,2020-12-17,313,10,957,2,4,323
14770,Mariposa,2020-12-17,0,0,19,0,0,0
14771,Tuolumne,2020-12-17,6,0,84,0,4,6
14772,Merced,2020-12-17,58,0,271,0,4,58
14773,Modoc,2020-12-17,0,0,12,0,0,0
14774,Contra Costa,2020-12-17,197,15,1506,6,29,212
14775,Amador,2020-12-17,13,0,51,0,1,13
14776,Siskiyou,2020-12-17,7,0,56,0,7,7
14777,Imperial,2020-12-17,174,0,265,0,0,174
14778,Sacramento,2020-12-17,471,22,2626,5,72,493
14779,Plumas,2020-12-17,6,0,35,0,0,6
14780,San Mateo,2020-12-17,129,9,750,1,28,138
14781,San Luis Obispo,2020-12-18,38,1,460,0,19,39
14782,Sonoma,2020-12-18,75,2,599,0,21,77
14783,Plumas,2020-12-18,5,0,35,0,0,5
14784,Santa Clara,2020-12-18,592,25,3134,5,43,617
14785,San Joaquin,2020-12-18,323,11,963,1,3,334
14786,Placer,2020-12-18,190,14,753,1,23,204
14787,Glenn,2020-12-18,5,0,47,0,0,5
14788,Amador,2020-12-18,12,0,51,0,0,12
14789,Orange,2020-12-18,1601,74,6084,13,103,1675
14790,Kern,2020-12-18,312,5,1161,0,15,317
14791,Calaveras,2020-12-18,5,0,33,0,4,5
14792,Mendocino,2020-12-18,13,0,96,0,4,13
14793,Tehama,2020-12-18,8,0,59,0,2,8
14794,Merced,2020-12-18,58,0,271,0,4,58
14795,Lassen,2020-12-18,6,0,25,0,0,6
14796,Inyo,2020-12-18,10,0,29,0,4,10
14797,Sacramento,2020-12-18,486,22,2627,6,73,508
14798,Madera,2020-12-18,38,2,275,0,6,40
14799,Alameda,2020-12-18,353,49,2529,9,70,402
14800,Santa Cruz,2020-12-18,58,0,372,0,3,58
14801,Shasta,2020-12-18,67,4,567,0,4,71
14802,Nevada,2020-12-18,17,1,125,0,0,18
14803,Marin,2020-12-18,29,2,335,1,7,31
14804,Los Angeles,2020-12-18,5549,323,20349,25,308,5872
14805,Solano,2020-12-18,109,16,595,1,12,125
14806,Santa Barbara,2020-12-18,102,5,688,1,40,107
14807,Yuba,2020-12-18,54,0,261,0,2,54
14808,Trinity,2020-12-18,0,0,25,0,0,0
14809,Riverside,2020-12-18,1169,88,3563,7,33,1257
14810,Stanislaus,2020-12-18,352,10,1306,0,12,362
14811,San Diego,2020-12-18,1204,49,6818,6,183,1253
14812,Del Norte,2020-12-18,2,0,52,0,2,2
14813,San Benito,2020-12-18,12,0,25,0,0,12
14814,San Francisco,2020-12-18,153,9,1922,2,43,162
14815,Tulare,2020-12-18,185,8,627,0,14,193
14816,Humboldt,2020-12-18,9,1,276,0,10,10
14817,San Mateo,2020-12-18,139,14,750,3,37,153
14818,Lake,2020-12-18,8,0,77,0,2,8
14819,Kings,2020-12-18,77,0,124,0,0,77
14820,Modoc,2020-12-18,0,0,12,0,0,0
14821,Ventura,2020-12-18,243,13,1208,0,34,256
14822,Contra Costa,2020-12-18,223,12,1513,2,27,235
14823,Fresno,2020-12-18,565,33,1586,4,13,598
14824,Mariposa,2020-12-18,0,0,19,0,0,0
14825,San Bernardino,2020-12-18,1508,137,4093,10,42,1645
14826,Imperial,2020-12-18,179,0,265,0,0,179
14827,Colusa,2020-12-18,5,0,48,0,5,5
14828,Sutter,2020-12-18,0,0,14,0,0,0
14829,Siskiyou,2020-12-18,6,0,61,0,8,6
14830,Tuolumne,2020-12-18,6,0,84,0,4,6
14831,Yolo,2020-12-18,23,0,96,0,5,23
14832,El Dorado,2020-12-18,22,0,190,0,5,22
14833,Napa,2020-12-18,22,1,249,0,5,23
14834,Butte,2020-12-18,74,0,451,0,13,74
14835,Monterey,2020-12-18,164,2,717,0,15,166
14836,Mono,2020-12-18,0,0,17,0,2,0
14837,Imperial,2020-12-19,199,0,265,0,2,199
14838,Calaveras,2020-12-19,5,0,33,0,4,5
14839,San Diego,2020-12-19,1211,53,6825,8,209,1264
14840,San Benito,2020-12-19,12,0,25,0,0,12
14841,Sutter,2020-12-19,0,0,14,0,0,0
14842,San Francisco,2020-12-19,164,6,1924,0,61,170
14843,Napa,2020-12-19,19,0,252,0,5,19
14844,Lake,2020-12-19,10,0,77,0,2,10
14845,Santa Clara,2020-12-19,592,22,3125,3,35,614
14846,Nevada,2020-12-19,17,3,134,1,1,20
14847,Stanislaus,2020-12-19,343,11,1302,1,10,354
14848,Orange,2020-12-19,1682,75,6072,11,116,1757
14849,Yolo,2020-12-19,23,1,96,0,2,24
14850,Placer,2020-12-19,189,12,748,2,22,201
14851,Mariposa,2020-12-19,0,0,19,0,0,0
14852,Siskiyou,2020-12-19,8,0,56,0,8,8
14853,Sonoma,2020-12-19,71,3,576,0,21,74
14854,Mendocino,2020-12-19,8,0,96,0,5,8
14855,Santa Cruz,2020-12-19,59,0,373,0,2,59
14856,Merced,2020-12-19,61,0,271,0,0,61
14857,Riverside,2020-12-19,1178,102,3550,8,37,1280
14858,Tulare,2020-12-19,184,2,624,0,12,186
14859,Inyo,2020-12-19,10,0,29,0,4,10
14860,San Mateo,2020-12-19,136,11,739,2,29,147
14861,Yuba,2020-12-19,57,0,261,0,5,57
14862,Tehama,2020-12-19,9,0,59,0,2,9
14863,Shasta,2020-12-19,60,1,567,1,4,61
14864,Contra Costa,2020-12-19,228,11,1518,2,38,239
14865,Del Norte,2020-12-19,2,0,53,0,3,2
14866,Plumas,2020-12-19,5,0,35,0,0,5
14867,Alameda,2020-12-19,359,42,2529,10,75,401
14868,Modoc,2020-12-19,0,0,12,0,0,0
14869,Solano,2020-12-19,114,19,581,1,13,133
14870,San Bernardino,2020-12-19,1508,126,4073,5,44,1634
14871,El Dorado,2020-12-19,21,0,190,0,4,21
14872,Santa Barbara,2020-12-19,105,3,688,1,46,108
14873,Butte,2020-12-19,90,0,451,0,5,90
14874,Fresno,2020-12-19,575,30,1566,6,8,605
14875,Mono,2020-12-19,0,0,17,0,2,0
14876,Marin,2020-12-19,22,4,335,1,10,26
14877,Sacramento,2020-12-19,477,25,2635,5,63,502
14878,Trinity,2020-12-19,0,0,25,0,0,0
14879,Kings,2020-12-19,92,0,120,0,0,92
14880,Madera,2020-12-19,40,4,275,1,7,44
14881,Lassen,2020-12-19,5,0,25,0,0,5
14882,Kern,2020-12-19,331,6,1152,0,22,337
14883,Monterey,2020-12-19,171,2,717,0,10,173
14884,Colusa,2020-12-19,6,0,48,0,5,6
14885,Los Angeles,2020-12-19,5709,309,20319,23,328,6018
14886,San Joaquin,2020-12-19,338,9,956,2,0,347
14887,Ventura,2020-12-19,265,14,1218,2,38,279
14888,Tuolumne,2020-12-19,10,0,84,0,4,10
14889,Humboldt,2020-12-19,7,1,275,0,10,8
14890,Glenn,2020-12-19,5,0,47,0,0,5
14891,San Luis Obispo,2020-12-19,40,0,460,0,20,40
14892,Amador,2020-12-19,11,0,51,0,0,11
14893,San Joaquin,2020-12-20,333,6,971,2,2,339
14894,Butte,2020-12-20,88,1,451,0,8,89
14895,Imperial,2020-12-20,198,0,265,0,2,198
14896,San Benito,2020-12-20,15,0,25,0,0,15
14897,Fresno,2020-12-20,569,29,1555,5,18,598
14898,Tehama,2020-12-20,10,0,59,0,1,10
14899,Mono,2020-12-20,0,0,17,0,2,0
14900,Sutter,2020-12-20,0,0,14,0,0,0
14901,Mendocino,2020-12-20,10,0,95,0,5,10
14902,San Luis Obispo,2020-12-20,39,0,460,0,25,39
14903,Del Norte,2020-12-20,2,0,51,0,3,2
14904,Siskiyou,2020-12-20,8,0,56,0,7,8
14905,Tuolumne,2020-12-20,11,0,84,0,4,11
14906,Mariposa,2020-12-20,0,0,19,0,0,0
14907,Colusa,2020-12-20,6,0,48,0,5,6
14908,Marin,2020-12-20,26,4,325,1,10,30
14909,Amador,2020-12-20,8,1,51,0,2,9
14910,Los Angeles,2020-12-20,5866,358,20231,31,354,6224
14911,Trinity,2020-12-20,0,0,25,0,0,0
14912,Contra Costa,2020-12-20,236,14,1505,2,37,250
14913,El Dorado,2020-12-20,21,1,190,0,6,22
14914,Nevada,2020-12-20,21,2,120,0,1,23
14915,Madera,2020-12-20,34,4,275,1,9,38
14916,Lake,2020-12-20,8,0,77,0,2,8
14917,Shasta,2020-12-20,60,0,567,0,9,60
14918,Inyo,2020-12-20,10,0,29,0,4,10
14919,San Diego,2020-12-20,1248,46,6687,10,214,1294
14920,Riverside,2020-12-20,1239,94,3494,6,36,1333
14921,Sacramento,2020-12-20,493,262,2602,10,71,755
14922,Yolo,2020-12-20,26,1,96,0,6,27
14923,Humboldt,2020-12-20,7,3,270,0,12,10
14924,Sonoma,2020-12-20,66,3,547,0,25,69
14925,Yuba,2020-12-20,58,0,261,0,0,58
14926,Kern,2020-12-20,326,3,1132,0,19,329
14927,Napa,2020-12-20,18,0,238,0,5,18
14928,Santa Clara,2020-12-20,599,24,3105,5,41,623
14929,Tulare,2020-12-20,196,8,627,0,15,204
14930,Lassen,2020-12-20,5,0,25,0,0,5
14931,Santa Cruz,2020-12-20,60,0,372,0,2,60
14932,Glenn,2020-12-20,5,0,47,0,0,5
14933,Plumas,2020-12-20,4,0,35,0,0,4
14934,San Francisco,2020-12-20,170,5,1831,1,67,175
14935,Orange,2020-12-20,1709,72,5965,11,103,1781
14936,Alameda,2020-12-20,373,41,2531,8,90,414
14937,Ventura,2020-12-20,262,16,1216,3,19,278
14938,Calaveras,2020-12-20,6,0,33,0,5,6
14939,Monterey,2020-12-20,166,2,717,0,11,168
14940,Stanislaus,2020-12-20,346,9,1302,0,11,355
14941,Modoc,2020-12-20,0,0,12,0,0,0
14942,Placer,2020-12-20,181,9,747,0,27,190
14943,Santa Barbara,2020-12-20,103,6,688,2,49,109
14944,Solano,2020-12-20,110,12,559,1,12,122
14945,San Bernardino,2020-12-20,1545,125,4085,8,38,1670
14946,San Mateo,2020-12-20,133,8,744,5,31,141
14947,Merced,2020-12-20,67,0,271,0,4,67
14948,Kings,2020-12-20,90,0,115,0,0,90
14949,San Bernardino,2020-12-21,1618,101,4116,5,40,1719
14950,San Mateo,2020-12-21,130,7,738,2,33,137
14951,Stanislaus,2020-12-21,365,8,1308,1,12,373
14952,Santa Barbara,2020-12-21,113,5,688,2,53,118
14953,San Diego,2020-12-21,1314,61,6700,6,197,1375
14954,Ventura,2020-12-21,273,8,1235,2,26,281
14955,Alameda,2020-12-21,373,38,2532,6,82,411
14956,Colusa,2020-12-21,12,0,48,0,5,12
14957,Sonoma,2020-12-21,62,3,541,0,23,65
14958,Sacramento,2020-12-21,500,262,2604,6,68,762
14959,Inyo,2020-12-21,10,0,29,0,4,10
14960,Lassen,2020-12-21,5,0,25,0,0,5
14961,Santa Clara,2020-12-21,599,25,3105,4,50,624
14962,El Dorado,2020-12-21,23,0,190,0,11,23
14963,Modoc,2020-12-21,0,0,12,0,0,0
14964,Napa,2020-12-21,20,0,247,0,5,20
14965,San Luis Obispo,2020-12-21,44,1,460,0,22,45
14966,Fresno,2020-12-21,587,28,1569,3,14,615
14967,Imperial,2020-12-21,194,1,265,0,2,195
14968,Los Angeles,2020-12-21,6155,305,20241,34,373,6460
14969,Calaveras,2020-12-21,6,0,33,0,4,6
14970,Humboldt,2020-12-21,6,3,270,0,12,9
14971,Mono,2020-12-21,0,0,17,0,2,0
14972,Yolo,2020-12-21,24,0,96,0,5,24
14973,Amador,2020-12-21,8,0,51,0,0,8
14974,Placer,2020-12-21,175,12,751,1,21,187
14975,Contra Costa,2020-12-21,238,17,1511,1,40,255
14976,Yuba,2020-12-21,62,0,261,0,6,62
14977,Plumas,2020-12-21,5,0,35,0,0,5
14978,Tulare,2020-12-21,198,8,627,2,7,206
14979,Solano,2020-12-21,118,16,573,5,13,134
14980,Shasta,2020-12-21,57,0,567,0,10,57
14981,Lake,2020-12-21,7,0,77,0,2,7
14982,Del Norte,2020-12-21,2,0,51,0,2,2
14983,Mendocino,2020-12-21,14,0,96,0,6,14
14984,Glenn,2020-12-21,5,0,47,0,0,5
14985,Nevada,2020-12-21,17,0,120,0,1,17
14986,Santa Cruz,2020-12-21,60,0,372,0,3,60
14987,Sutter,2020-12-21,0,0,14,0,0,0
14988,Madera,2020-12-21,37,6,304,1,8,43
14989,Trinity,2020-12-21,0,0,25,0,0,0
14990,Kern,2020-12-21,348,7,1123,0,9,355
14991,Tehama,2020-12-21,10,0,59,0,1,10
14992,Riverside,2020-12-21,1278,102,3517,7,17,1380
14993,San Joaquin,2020-12-21,328,7,969,2,1,335
14994,San Francisco,2020-12-21,162,9,1909,2,63,171
14995,San Benito,2020-12-21,15,0,25,0,0,15
14996,Butte,2020-12-21,95,0,451,0,9,95
14997,Orange,2020-12-21,1806,72,6019,14,96,1878
14998,Kings,2020-12-21,87,0,129,0,0,87
14999,Siskiyou,2020-12-21,9,0,56,0,7,9
15000,Tuolumne,2020-12-21,10,0,84,0,2,10
15001,Marin,2020-12-21,28,4,334,0,12,32
15002,Monterey,2020-12-21,165,2,717,0,16,167
15003,Mariposa,2020-12-21,0,0,19,0,0,0
15004,Merced,2020-12-21,66,0,271,0,4,66
15005,Calaveras,2020-12-22,8,0,33,0,4,8
15006,Lake,2020-12-22,6,0,77,0,2,6
15007,Riverside,2020-12-22,1322,69,3505,9,33,1391
15008,El Dorado,2020-12-22,26,0,190,0,8,26
15009,Fresno,2020-12-22,560,30,1582,3,7,590
15010,Contra Costa,2020-12-22,237,16,1528,2,35,253
15011,Orange,2020-12-22,1854,61,6051,11,102,1915
15012,Madera,2020-12-22,43,4,288,0,13,47
15013,Mendocino,2020-12-22,16,0,91,0,5,16
15014,Ventura,2020-12-22,312,7,1226,3,26,319
15015,Sutter,2020-12-22,0,0,14,0,0,0
15016,Modoc,2020-12-22,0,0,12,0,0,0
15017,Stanislaus,2020-12-22,349,11,1313,1,10,360
15018,Los Angeles,2020-12-22,6499,321,20234,46,386,6820
15019,Plumas,2020-12-22,6,0,35,0,0,6
15020,Del Norte,2020-12-22,2,0,51,0,3,2
15021,Colusa,2020-12-22,12,0,48,0,5,12
15022,Alameda,2020-12-22,388,40,2525,9,68,428
15023,San Francisco,2020-12-22,157,9,2002,0,53,166
15024,San Benito,2020-12-22,14,0,25,0,0,14
15025,Mono,2020-12-22,0,0,17,0,2,0
15026,Siskiyou,2020-12-22,6,0,56,0,8,6
15027,Lassen,2020-12-22,6,0,25,0,0,6
15028,Tulare,2020-12-22,202,10,627,1,7,212
15029,Shasta,2020-12-22,59,0,567,0,6,59
15030,Merced,2020-12-22,67,0,271,0,3,67
15031,Trinity,2020-12-22,0,0,25,0,0,0
15032,Monterey,2020-12-22,165,1,717,0,15,166
15033,Napa,2020-12-22,21,0,261,0,11,21
15034,San Mateo,2020-12-22,145,11,746,0,29,156
15035,San Diego,2020-12-22,1340,70,6704,14,184,1410
15036,Santa Barbara,2020-12-22,123,3,688,0,42,126
15037,Marin,2020-12-22,25,2,342,0,11,27
15038,Santa Cruz,2020-12-22,65,0,372,0,4,65
15039,Sonoma,2020-12-22,77,1,583,0,19,78
15040,Yuba,2020-12-22,63,0,261,0,4,63
15041,Imperial,2020-12-22,205,0,265,0,3,205
15042,Placer,2020-12-22,185,18,755,1,20,203
15043,Santa Clara,2020-12-22,618,28,3142,3,44,646
15044,San Joaquin,2020-12-22,323,15,954,3,3,338
