,county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
16843,Contra Costa,2020-06-13,36,2222,41,1868
16844,Del Norte,2020-06-13,0,47,0,45
16845,El Dorado,2020-06-13,0,145,0,110
16846,Fresno,2020-06-13,137,4766,71,2499
16847,Glenn,2020-06-13,3,52,0,21
16848,Humboldt,2020-06-13,2,132,-1,104
16849,Imperial,2020-06-13,84,5782,103,3646
16850,Inyo,2020-06-13,0,24,0,23
16851,Kern,2020-06-13,116,4349,87,3239
16852,Kings,2020-06-13,13,1989,36,1023
16853,Lake,2020-06-13,1,39,0,29
16854,Lassen,2020-06-13,0,12,0,5
16855,Los Angeles,2020-06-13,1339,80598,1553,71938
16856,Madera,2020-06-13,25,460,16,203
16857,Marin,2020-06-13,3,843,28,677
16858,Mariposa,2020-06-13,0,18,0,16
16859,Mendocino,2020-06-13,0,48,0,33
16860,Merced,2020-06-13,33,688,4,376
16861,Modoc,2020-06-13,0,1,0,0
16862,Mono,2020-06-13,3,44,0,35
16863,Monterey,2020-06-13,41,1241,36,900
16864,Napa,2020-06-13,3,224,9,171
16865,Nevada,2020-06-13,6,84,0,52
16866,Orange,2020-06-13,305,12247,141,8581
16868,Placer,2020-06-13,12,484,13,346
16869,Plumas,2020-06-13,0,5,0,4
16870,Riverside,2020-06-13,338,13858,315,10931
16871,Sacramento,2020-06-13,55,2035,11,1713
16872,San Benito,2020-06-13,7,173,3,99
16873,San Bernardino,2020-06-13,267,9797,178,6885
16874,San Diego,2020-06-13,170,10755,184,9316
16875,San Francisco,2020-06-13,34,3123,11,2834
16876,San Joaquin,2020-06-13,80,2269,55,1461
16877,San Luis Obispo,2020-06-13,15,458,5,326
16878,San Mateo,2020-06-13,23,2730,18,2551
16879,Santa Barbara,2020-06-13,53,2667,30,1999
16880,Santa Clara,2020-06-13,41,3820,42,3141
16881,Santa Cruz,2020-06-13,8,292,3,254
16882,Shasta,2020-06-13,7,100,0,48
16883,Sierra,2020-06-13,0,2,0,1
16884,Siskiyou,2020-06-13,0,24,0,13
16885,Solano,2020-06-13,14,946,17,637
16886,Sonoma,2020-06-13,19,894,15,711
16887,Stanislaus,2020-06-13,58,1771,30,1122
16888,Sutter,2020-06-13,1,100,6,62
16889,Tehama,2020-06-13,1,34,4,17
16890,Trinity,2020-06-13,0,2,0,2
16891,Tulare,2020-06-13,54,3533,74,2626
16892,Tuolumne,2020-06-13,0,9,0,7
16894,Ventura,2020-06-13,52,2198,33,1567
16895,Yolo,2020-06-13,12,320,8,251
16896,Yuba,2020-06-13,2,38,1,28
16897,Alameda,2020-06-12,131,4860,94,4167
16898,Alpine,2020-06-12,0,1,0,1
16899,Amador,2020-06-12,1,12,0,10
16900,Butte,2020-06-12,7,96,-1,71
16901,Calaveras,2020-06-12,1,30,2,18
16902,California,2020-06-12,4385,180030,3660,145643
16903,Colusa,2020-06-12,0,12,0,7
16904,Contra Costa,2020-06-12,54,2186,30,1827
16905,Del Norte,2020-06-12,0,47,0,45
16906,El Dorado,2020-06-12,8,145,1,110
16907,Fresno,2020-06-12,157,4629,90,2428
16908,Glenn,2020-06-12,4,49,0,21
16909,Humboldt,2020-06-12,4,130,-8,105
16910,Imperial,2020-06-12,158,5698,80,3543
16911,Inyo,2020-06-12,2,24,0,23
16912,Kern,2020-06-12,151,4233,105,3152
16913,Kings,2020-06-12,34,1976,24,987
16914,Lake,2020-06-12,0,38,1,29
16915,Lassen,2020-06-12,0,12,0,5
16916,Los Angeles,2020-06-12,1573,79259,1578,70385
16917,Madera,2020-06-12,18,435,9,187
16918,Marin,2020-06-12,48,840,12,649
16919,Mariposa,2020-06-12,0,18,0,16
16920,Mendocino,2020-06-12,9,48,-2,33
16921,Merced,2020-06-12,39,655,2,372
16922,Modoc,2020-06-12,0,1,0,0
16923,Mono,2020-06-12,0,41,0,35
16924,Monterey,2020-06-12,47,1200,51,864
16925,Napa,2020-06-12,9,221,0,162
16926,Nevada,2020-06-12,6,78,2,52
16927,Orange,2020-06-12,308,11942,136,8440
16929,Placer,2020-06-12,23,472,12,333
16930,Plumas,2020-06-12,0,5,0,4
16931,Riverside,2020-06-12,353,13520,602,10616
16932,Sacramento,2020-06-12,48,1980,33,1702
16933,San Benito,2020-06-12,6,166,2,96
16934,San Bernardino,2020-06-12,297,9530,198,6707
16935,San Diego,2020-06-12,230,10585,132,9132
16936,San Francisco,2020-06-12,29,3089,57,2823
16937,San Joaquin,2020-06-12,112,2189,55,1406
16938,San Luis Obispo,2020-06-12,14,443,14,321
16939,San Mateo,2020-06-12,32,2707,34,2533
16940,Santa Barbara,2020-06-12,64,2614,74,1969
16941,Santa Clara,2020-06-12,65,3779,50,3099
16942,Santa Cruz,2020-06-12,4,284,4,251
16943,Shasta,2020-06-12,7,93,1,48
16944,Sierra,2020-06-12,0,2,0,1
16945,Siskiyou,2020-06-12,0,24,-1,13
16946,Solano,2020-06-12,26,932,4,620
16947,Sonoma,2020-06-12,23,875,14,696
16948,Stanislaus,2020-06-12,93,1713,30,1092
16949,Sutter,2020-06-12,3,99,0,56
16950,Tehama,2020-06-12,5,33,3,13
16951,Trinity,2020-06-12,0,2,0,2
16952,Tulare,2020-06-12,97,3479,79,2552
16953,Tuolumne,2020-06-12,0,9,0,7
16955,Ventura,2020-06-12,77,2146,43,1534
16956,Yolo,2020-06-12,8,308,13,243
16957,Yuba,2020-06-12,0,36,0,27
16958,Alameda,2020-06-11,98,4729,46,4073
16959,Alpine,2020-06-11,0,1,0,1
16960,Amador,2020-06-11,0,11,0,10
16961,Butte,2020-06-11,3,89,1,72
16962,Calaveras,2020-06-11,0,29,0,16
16963,California,2020-06-11,4029,175645,2702,141983
16964,Colusa,2020-06-11,1,12,0,7
16965,Contra Costa,2020-06-11,42,2132,19,1797
16966,Del Norte,2020-06-11,0,47,0,45
16967,El Dorado,2020-06-11,3,137,0,109
16968,Fresno,2020-06-11,178,4472,14,2338
16969,Glenn,2020-06-11,3,45,0,21
16970,Humboldt,2020-06-11,5,126,1,113
16971,Imperial,2020-06-11,147,5540,9,3463
16972,Inyo,2020-06-11,0,22,0,23
16973,Kern,2020-06-11,125,4082,47,3047
16974,Kings,2020-06-11,49,1942,11,963
16975,Lake,2020-06-11,0,38,0,28
16976,Lassen,2020-06-11,0,12,0,5
16977,Los Angeles,2020-06-11,1473,77686,1789,68807
16978,Madera,2020-06-11,14,417,2,178
16979,Marin,2020-06-11,32,792,4,637
16980,Mariposa,2020-06-11,1,18,0,16
16981,Mendocino,2020-06-11,1,39,0,35
16982,Merced,2020-06-11,33,616,0,370
16983,Modoc,2020-06-11,0,1,0,0
16984,Mono,2020-06-11,0,41,0,35
16985,Monterey,2020-06-11,54,1153,22,813
16986,Napa,2020-06-11,3,212,3,162
16987,Nevada,2020-06-11,2,72,0,50
16988,Orange,2020-06-11,275,11634,82,8304
16990,Placer,2020-06-11,34,449,12,321
16991,Plumas,2020-06-11,0,5,0,4
16992,Riverside,2020-06-11,324,13167,157,10014
16993,Sacramento,2020-06-11,39,1932,26,1669
16994,San Benito,2020-06-11,9,160,0,94
16995,San Bernardino,2020-06-11,293,9233,71,6509
16996,San Diego,2020-06-11,165,10355,161,9000
16997,San Francisco,2020-06-11,25,3060,-8,2766
16998,San Joaquin,2020-06-11,128,2077,69,1351
16999,San Luis Obispo,2020-06-11,19,429,1,307
17000,San Mateo,2020-06-11,39,2675,7,2499
17001,Santa Barbara,2020-06-11,56,2550,17,1895
17002,Santa Clara,2020-06-11,50,3714,17,3049
17003,Santa Cruz,2020-06-11,4,280,5,247
17004,Shasta,2020-06-11,5,86,2,47
17005,Sierra,2020-06-11,0,2,0,1
17006,Siskiyou,2020-06-11,0,24,0,14
17007,Solano,2020-06-11,37,906,8,616
17008,Sonoma,2020-06-11,18,852,9,682
17009,Stanislaus,2020-06-11,91,1620,32,1062
17010,Sutter,2020-06-11,1,96,0,56
17011,Tehama,2020-06-11,3,28,0,10
17012,Trinity,2020-06-11,0,2,0,2
17013,Tulare,2020-06-11,92,3382,18,2473
17014,Tuolumne,2020-06-11,0,9,0,7
17016,Ventura,2020-06-11,45,2069,45,1491
17017,Yolo,2020-06-11,9,300,4,230
17018,Yuba,2020-06-11,1,36,0,27
17019,Alameda,2020-06-10,110,4631,64,4027
17020,Alpine,2020-06-10,0,1,0,1
17021,Amador,2020-06-10,0,11,0,10
17022,Butte,2020-06-10,0,86,1,71
17023,Calaveras,2020-06-10,0,29,0,16
17024,California,2020-06-10,4195,171616,3090,139281
17025,Colusa,2020-06-10,1,11,0,7
17026,Contra Costa,2020-06-10,41,2090,34,1778
17027,Del Norte,2020-06-10,0,47,0,45
17028,El Dorado,2020-06-10,5,134,1,109
17029,Fresno,2020-06-10,153,4294,46,2324
17030,Glenn,2020-06-10,1,42,2,21
17031,Humboldt,2020-06-10,3,121,-1,112
17032,Imperial,2020-06-10,152,5393,387,3454
17033,Inyo,2020-06-10,0,22,1,23
17034,Kern,2020-06-10,127,3957,80,3000
17035,Kings,2020-06-10,32,1893,18,952
17036,Lake,2020-06-10,0,38,0,28
17037,Lassen,2020-06-10,0,12,0,5
17038,Los Angeles,2020-06-10,1596,76213,1191,67018
17039,Madera,2020-06-10,15,403,4,176
17040,Marin,2020-06-10,36,760,17,633
17041,Mariposa,2020-06-10,0,17,0,16
17042,Mendocino,2020-06-10,4,38,0,35
17043,Merced,2020-06-10,28,583,21,370
17044,Modoc,2020-06-10,0,1,0,0
17045,Mono,2020-06-10,0,41,0,35
17046,Monterey,2020-06-10,41,1099,19,791
17047,Napa,2020-06-10,10,209,3,159
17048,Nevada,2020-06-10,8,70,0,50
17049,Orange,2020-06-10,243,11359,231,8222
17051,Placer,2020-06-10,12,415,8,309
17052,Plumas,2020-06-10,0,5,0,4
17053,Riverside,2020-06-10,380,12843,346,9857
17054,Sacramento,2020-06-10,54,1893,18,1643
17055,San Benito,2020-06-10,6,151,-1,94
17056,San Bernardino,2020-06-10,322,8940,170,6438
17057,San Diego,2020-06-10,184,10190,108,8839
17058,San Francisco,2020-06-10,25,3035,25,2774
17059,San Joaquin,2020-06-10,107,1949,42,1282
17060,San Luis Obispo,2020-06-10,13,410,5,306
17061,San Mateo,2020-06-10,36,2636,29,2492
17062,Santa Barbara,2020-06-10,61,2494,24,1878
17063,Santa Clara,2020-06-10,67,3664,26,3032
17064,Santa Cruz,2020-06-10,6,276,5,242
17065,Shasta,2020-06-10,4,81,1,45
17066,Sierra,2020-06-10,0,2,0,1
17067,Siskiyou,2020-06-10,5,24,4,14
17068,Solano,2020-06-10,34,869,12,608
17069,Sonoma,2020-06-10,23,834,12,673
17070,Stanislaus,2020-06-10,102,1529,37,1030
17071,Sutter,2020-06-10,3,95,0,56
17072,Tehama,2020-06-10,0,25,1,10
17073,Trinity,2020-06-10,0,2,0,2
17074,Tulare,2020-06-10,66,3290,62,2455
17075,Tuolumne,2020-06-10,0,9,-1,7
17077,Ventura,2020-06-10,66,2024,39,1446
17078,Yolo,2020-06-10,12,291,0,226
17079,Yuba,2020-06-10,1,35,0,27
17080,Alameda,2020-06-09,80,4521,26,3963
17081,Alpine,2020-06-09,0,1,0,1
17082,Amador,2020-06-09,0,11,0,10
17083,Butte,2020-06-09,2,86,2,70
17084,Calaveras,2020-06-09,0,29,0,16
17085,California,2020-06-09,3956,167421,2702,136191
17086,Colusa,2020-06-09,1,10,0,7
17087,Contra Costa,2020-06-09,43,2049,30,1744
17088,Del Norte,2020-06-09,0,47,0,45
17089,El Dorado,2020-06-09,3,129,1,108
17090,Fresno,2020-06-09,123,4141,84,2278
17091,Glenn,2020-06-09,2,41,2,19
17092,Humboldt,2020-06-09,0,118,1,113
17093,Imperial,2020-06-09,149,5241,16,3067
17094,Inyo,2020-06-09,0,22,0,22
17095,Kern,2020-06-09,128,3830,67,2920
17096,Kings,2020-06-09,76,1861,42,934
17097,Lake,2020-06-09,0,38,0,28
17098,Lassen,2020-06-09,0,12,1,5
17099,Los Angeles,2020-06-09,1412,74617,1193,65827
17100,Madera,2020-06-09,30,388,18,172
17101,Marin,2020-06-09,41,724,20,616
17102,Mariposa,2020-06-09,1,17,0,16
17103,Mendocino,2020-06-09,2,34,3,35
17104,Merced,2020-06-09,34,555,18,349
17105,Modoc,2020-06-09,0,1,0,0
17106,Mono,2020-06-09,0,41,0,35
17107,Monterey,2020-06-09,52,1058,21,772
17108,Napa,2020-06-09,16,199,5,156
17109,Nevada,2020-06-09,1,62,0,50
17110,Orange,2020-06-09,251,11116,205,7991
17112,Placer,2020-06-09,29,403,11,301
17113,Plumas,2020-06-09,0,5,0,4
17114,Riverside,2020-06-09,370,12463,265,9511
17115,Sacramento,2020-06-09,50,1839,34,1625
17116,San Benito,2020-06-09,7,145,2,95
17117,San Bernardino,2020-06-09,319,8618,146,6268
17118,San Diego,2020-06-09,158,10006,110,8731
17119,San Francisco,2020-06-09,27,3010,34,2749
17120,San Joaquin,2020-06-09,107,1842,42,1240
17121,San Luis Obispo,2020-06-09,6,397,1,301
17122,San Mateo,2020-06-09,38,2600,32,2463
17123,Santa Barbara,2020-06-09,58,2433,30,1854
17124,Santa Clara,2020-06-09,44,3597,35,3006
17125,Santa Cruz,2020-06-09,1,270,3,237
17126,Shasta,2020-06-09,3,77,1,44
17127,Sierra,2020-06-09,0,2,0,1
17128,Siskiyou,2020-06-09,0,19,2,10
17129,Solano,2020-06-09,27,835,36,596
17130,Sonoma,2020-06-09,16,811,7,661
17131,Stanislaus,2020-06-09,81,1427,37,993
17132,Sutter,2020-06-09,7,92,1,56
17133,Tehama,2020-06-09,6,25,1,9
17134,Trinity,2020-06-09,0,2,0,2
17135,Tulare,2020-06-09,83,3224,92,2393
17136,Tuolumne,2020-06-09,1,9,0,8
17138,Ventura,2020-06-09,58,1958,25,1407
17139,Yolo,2020-06-09,11,279,-2,226
17140,Yuba,2020-06-09,2,34,0,27
17141,Alameda,2020-06-08,115,4441,71,3937
17142,Alpine,2020-06-08,0,1,0,1
17143,Amador,2020-06-08,0,11,0,10
17144,Butte,2020-06-08,2,84,4,68
17145,Calaveras,2020-06-08,2,29,0,16
17146,California,2020-06-08,4136,163465,2170,133489
17147,Colusa,2020-06-08,0,9,0,7
17148,Contra Costa,2020-06-08,51,2006,61,1714
17149,Del Norte,2020-06-08,2,47,0,45
17150,El Dorado,2020-06-08,0,126,3,107
17151,Fresno,2020-06-08,129,4018,50,2194
17152,Glenn,2020-06-08,7,39,1,17
17153,Humboldt,2020-06-08,0,118,0,112
17154,Imperial,2020-06-08,155,5092,3,3051
17155,Inyo,2020-06-08,0,22,1,22
17156,Kern,2020-06-08,129,3702,82,2853
17157,Kings,2020-06-08,41,1785,10,892
17158,Lake,2020-06-08,3,38,0,28
17159,Lassen,2020-06-08,1,12,0,4
17160,Los Angeles,2020-06-08,1657,73205,884,64634
17161,Madera,2020-06-08,17,358,5,154
17162,Marin,2020-06-08,14,683,12,596
17163,Mariposa,2020-06-08,0,16,0,16
17164,Mendocino,2020-06-08,0,32,0,32
17165,Merced,2020-06-08,33,521,13,331
17166,Modoc,2020-06-08,0,1,0,0
17167,Mono,2020-06-08,0,41,0,35
17168,Monterey,2020-06-08,47,1006,19,751
17169,Napa,2020-06-08,8,183,9,151
17170,Nevada,2020-06-08,1,61,0,50
17171,Orange,2020-06-08,256,10865,143,7786
17173,Placer,2020-06-08,19,374,17,290
17174,Plumas,2020-06-08,0,5,0,4
17175,Riverside,2020-06-08,295,12093,141,9246
17176,Sacramento,2020-06-08,46,1789,23,1591
17177,San Benito,2020-06-08,3,138,1,93
17178,San Bernardino,2020-06-08,283,8299,89,6122
17179,San Diego,2020-06-08,180,9848,143,8621
17180,San Francisco,2020-06-08,44,2983,41,2715
17181,San Joaquin,2020-06-08,102,1735,72,1198
17182,San Luis Obispo,2020-06-08,10,391,4,300
17183,San Mateo,2020-06-08,28,2562,32,2431
17184,Santa Barbara,2020-06-08,60,2375,6,1824
17185,Santa Clara,2020-06-08,49,3553,24,2971
17186,Santa Cruz,2020-06-08,8,269,4,234
17187,Shasta,2020-06-08,2,74,2,43
17188,Sierra,2020-06-08,0,2,0,1
17189,Siskiyou,2020-06-08,0,19,0,8
17190,Solano,2020-06-08,22,808,0,560
17191,Sonoma,2020-06-08,31,795,15,654
17192,Stanislaus,2020-06-08,80,1346,51,956
17193,Sutter,2020-06-08,8,85,0,55
17194,Tehama,2020-06-08,3,19,0,8
17195,Trinity,2020-06-08,0,2,0,2
17196,Tulare,2020-06-08,121,3141,82,2301
17197,Tuolumne,2020-06-08,0,8,4,8
17199,Ventura,2020-06-08,64,1900,45,1382
17200,Yolo,2020-06-08,8,268,4,228
17201,Yuba,2020-06-08,0,32,0,27
17202,Alameda,2020-06-07,45,4326,65,3866
17203,Alpine,2020-06-07,0,1,0,1
17204,Amador,2020-06-07,0,11,0,10
17205,Butte,2020-06-07,1,82,1,64
17206,Calaveras,2020-06-07,2,27,0,16
17207,California,2020-06-07,1986,159329,2507,131319
17208,Colusa,2020-06-07,0,9,0,7
17209,Contra Costa,2020-06-07,21,1955,34,1653
17210,Del Norte,2020-06-07,0,45,0,45
17211,El Dorado,2020-06-07,3,126,0,104
17212,Fresno,2020-06-07,53,3889,27,2144
17213,Glenn,2020-06-07,2,32,0,16
17214,Humboldt,2020-06-07,0,118,0,112
17215,Imperial,2020-06-07,74,4937,1,3048
17216,Inyo,2020-06-07,0,22,0,21
17217,Kern,2020-06-07,70,3573,76,2771
17218,Kings,2020-06-07,19,1744,0,882
17219,Lake,2020-06-07,0,35,0,28
17220,Lassen,2020-06-07,0,11,0,4
17221,Los Angeles,2020-06-07,728,71548,1481,63750
17222,Madera,2020-06-07,9,341,0,149
17223,Marin,2020-06-07,5,669,28,584
17224,Mariposa,2020-06-07,0,16,0,16
17225,Mendocino,2020-06-07,0,32,0,32
17226,Merced,2020-06-07,2,488,3,318
17227,Modoc,2020-06-07,0,1,0,0
17228,Mono,2020-06-07,0,41,0,35
17229,Monterey,2020-06-07,24,959,53,732
17230,Napa,2020-06-07,6,175,6,142
17231,Nevada,2020-06-07,1,60,0,50
17232,Orange,2020-06-07,157,10609,67,7643
17234,Placer,2020-06-07,8,355,3,273
17235,Plumas,2020-06-07,0,5,0,4
17236,Riverside,2020-06-07,179,11798,170,9105
17237,Sacramento,2020-06-07,23,1743,35,1568
17238,San Benito,2020-06-07,10,135,0,92
17239,San Bernardino,2020-06-07,147,8016,87,6033
17240,San Diego,2020-06-07,119,9668,131,8478
17241,San Francisco,2020-06-07,15,2939,0,2674
17242,San Joaquin,2020-06-07,40,1633,50,1126
17243,San Luis Obispo,2020-06-07,6,381,1,296
17244,San Mateo,2020-06-07,14,2534,57,2399
17245,Santa Barbara,2020-06-07,39,2315,3,1818
17246,Santa Clara,2020-06-07,41,3504,13,2947
17247,Santa Cruz,2020-06-07,2,261,4,230
17248,Shasta,2020-06-07,0,72,1,41
17249,Sierra,2020-06-07,0,2,0,1
17250,Siskiyou,2020-06-07,2,19,0,8
17251,Solano,2020-06-07,14,786,0,560
17252,Sonoma,2020-06-07,11,764,17,639
17253,Stanislaus,2020-06-07,34,1266,47,905
17254,Sutter,2020-06-07,0,77,4,55
17255,Tehama,2020-06-07,1,16,0,8
17256,Trinity,2020-06-07,0,2,0,2
17257,Tulare,2020-06-07,33,3020,6,2219
17258,Tuolumne,2020-06-07,0,8,0,4
17260,Ventura,2020-06-07,24,1836,34,1337
17261,Yolo,2020-06-07,2,260,1,224
17262,Yuba,2020-06-07,0,32,0,27
17263,Alameda,2020-06-06,50,4281,67,3801
17264,Alpine,2020-06-06,0,1,0,1
17265,Amador,2020-06-06,0,11,0,10
17266,Butte,2020-06-06,3,81,2,63
17267,Calaveras,2020-06-06,1,25,0,16
17268,California,2020-06-06,2642,157343,2796,128812
17269,Colusa,2020-06-06,0,9,0,7
17270,Contra Costa,2020-06-06,15,1934,44,1619
17271,Del Norte,2020-06-06,0,45,0,45
17272,El Dorado,2020-06-06,1,123,3,104
17273,Fresno,2020-06-06,64,3836,66,2117
17274,Glenn,2020-06-06,2,30,0,16
17275,Humboldt,2020-06-06,1,118,1,112
17276,Imperial,2020-06-06,100,4863,269,3047
17277,Inyo,2020-06-06,0,22,0,21
17278,Kern,2020-06-06,90,3503,71,2695
17279,Kings,2020-06-06,14,1725,17,882
17280,Lake,2020-06-06,1,35,0,28
17281,Lassen,2020-06-06,1,11,0,4
17282,Los Angeles,2020-06-06,1130,70820,1314,62269
17283,Madera,2020-06-06,22,332,5,149
17284,Marin,2020-06-06,9,664,10,556
17285,Mariposa,2020-06-06,0,16,0,16
17286,Mendocino,2020-06-06,0,32,0,32
17287,Merced,2020-06-06,2,486,6,315
17288,Modoc,2020-06-06,0,1,0,0
17289,Mono,2020-06-06,0,41,0,35
17290,Monterey,2020-06-06,32,935,30,679
17291,Napa,2020-06-06,3,169,13,136
17292,Nevada,2020-06-06,0,59,0,50
17293,Orange,2020-06-06,183,10452,185,7576
17295,Placer,2020-06-06,7,347,5,270
17296,Plumas,2020-06-06,0,5,0,4
17297,Riverside,2020-06-06,259,11619,235,8935
17298,Sacramento,2020-06-06,22,1720,19,1533
17299,San Benito,2020-06-06,2,125,0,92
17300,San Bernardino,2020-06-06,182,7869,77,5946
17301,San Diego,2020-06-06,111,9549,165,8347
17302,San Francisco,2020-06-06,20,2924,-1,2674
17303,San Joaquin,2020-06-06,78,1593,30,1076
17304,San Luis Obispo,2020-06-06,7,375,2,295
17305,San Mateo,2020-06-06,21,2520,11,2342
17306,Santa Barbara,2020-06-06,34,2276,20,1815
17307,Santa Clara,2020-06-06,24,3463,32,2934
17308,Santa Cruz,2020-06-06,3,259,4,226
17309,Shasta,2020-06-06,1,72,0,40
17310,Sierra,2020-06-06,0,2,0,1
17311,Siskiyou,2020-06-06,2,17,0,8
17312,Solano,2020-06-06,8,772,2,560
17313,Sonoma,2020-06-06,21,753,4,622
17314,Stanislaus,2020-06-06,33,1232,16,858
17315,Sutter,2020-06-06,0,77,2,51
17316,Tehama,2020-06-06,0,15,1,8
17317,Trinity,2020-06-06,0,2,1,2
17318,Tulare,2020-06-06,49,2987,33,2213
17319,Tuolumne,2020-06-06,0,8,0,4
17321,Ventura,2020-06-06,33,1812,29,1303
17322,Yolo,2020-06-06,1,258,7,223
17323,Yuba,2020-06-06,0,32,0,27
17324,Alameda,2020-06-05,99,4231,91,3734
17325,Alpine,2020-06-05,0,1,0,1
17326,Amador,2020-06-05,0,11,0,10
17327,Butte,2020-06-05,4,78,4,61
17328,Calaveras,2020-06-05,0,24,1,16
17329,California,2020-06-05,3683,154701,3115,126016
17330,Colusa,2020-06-05,0,9,0,7
17331,Contra Costa,2020-06-05,59,1919,24,1575
17332,Del Norte,2020-06-05,0,45,0,45
17333,El Dorado,2020-06-05,1,122,0,101
17334,Fresno,2020-06-05,108,3772,44,2051
17335,Glenn,2020-06-05,3,28,0,16
17336,Humboldt,2020-06-05,0,117,2,111
17337,Imperial,2020-06-05,179,4763,147,2778
17338,Inyo,2020-06-05,0,22,1,21
17339,Kern,2020-06-05,114,3413,94,2624
17340,Kings,2020-06-05,69,1711,23,865
17341,Lake,2020-06-05,1,34,1,28
17342,Lassen,2020-06-05,2,10,0,4
17343,Los Angeles,2020-06-05,1463,69690,1359,60955
17344,Madera,2020-06-05,8,310,17,144
17345,Marin,2020-06-05,23,655,13,546
17346,Mariposa,2020-06-05,0,16,0,16
17347,Mendocino,2020-06-05,0,32,3,32
17348,Merced,2020-06-05,20,484,5,309
17349,Modoc,2020-06-05,0,1,0,0
17350,Mono,2020-06-05,0,41,0,35
17351,Monterey,2020-06-05,35,903,28,649
17352,Napa,2020-06-05,4,166,6,123
17353,Nevada,2020-06-05,1,59,1,50
17354,Orange,2020-06-05,237,10269,199,7391
17356,Placer,2020-06-05,14,340,9,265
17357,Plumas,2020-06-05,1,5,0,4
17358,Riverside,2020-06-05,280,11360,227,8700
17359,Sacramento,2020-06-05,27,1698,22,1514
17360,San Benito,2020-06-05,2,123,4,92
17361,San Bernardino,2020-06-05,266,7687,143,5869
17362,San Diego,2020-06-05,163,9438,240,8182
17363,San Francisco,2020-06-05,33,2904,39,2675
17364,San Joaquin,2020-06-05,63,1515,30,1046
17365,San Luis Obispo,2020-06-05,8,368,5,293
17366,San Mateo,2020-06-05,29,2499,47,2331
17367,Santa Barbara,2020-06-05,36,2242,45,1795
17368,Santa Clara,2020-06-05,32,3439,31,2902
17369,Santa Cruz,2020-06-05,6,256,4,222
17370,Shasta,2020-06-05,6,71,0,40
17371,Sierra,2020-06-05,0,2,0,1
17372,Siskiyou,2020-06-05,1,15,0,8
17373,Solano,2020-06-05,18,764,7,558
17374,Sonoma,2020-06-05,19,732,27,618
17375,Stanislaus,2020-06-05,77,1199,36,842
17376,Sutter,2020-06-05,5,77,3,49
17377,Tehama,2020-06-05,1,15,1,7
17378,Trinity,2020-06-05,0,2,0,1
17379,Tulare,2020-06-05,116,2938,94,2180
17380,Tuolumne,2020-06-05,1,8,0,4
17382,Ventura,2020-06-05,43,1779,38,1274
17383,Yolo,2020-06-05,5,257,0,216
17384,Yuba,2020-06-05,1,32,0,27
17385,Alameda,2020-06-04,60,4132,54,3643
17386,Alpine,2020-06-04,0,1,0,1
17387,Amador,2020-06-04,0,11,0,10
17388,Butte,2020-06-04,2,74,4,57
17389,Calaveras,2020-06-04,1,24,0,15
17390,California,2020-06-04,3589,151018,3094,122901
17391,Colusa,2020-06-04,0,9,0,7
17392,Contra Costa,2020-06-04,49,1860,40,1551
17393,Del Norte,2020-06-04,0,45,6,45
17394,El Dorado,2020-06-04,3,121,11,101
17395,Fresno,2020-06-04,97,3664,64,2007
17396,Glenn,2020-06-04,0,25,0,16
17397,Humboldt,2020-06-04,0,117,6,109
17398,Imperial,2020-06-04,165,4584,91,2631
17399,Inyo,2020-06-04,0,22,0,20
17400,Kern,2020-06-04,95,3299,78,2530
17401,Kings,2020-06-04,66,1642,98,842
17402,Lake,2020-06-04,2,33,1,27
17403,Lassen,2020-06-04,0,8,0,4
17404,Los Angeles,2020-06-04,1613,68227,1430,59596
17405,Madera,2020-06-04,8,302,10,127
17406,Marin,2020-06-04,18,632,6,533
17407,Mariposa,2020-06-04,0,16,0,16
17408,Mendocino,2020-06-04,1,32,0,29
17409,Merced,2020-06-04,14,464,5,304
17410,Modoc,2020-06-04,0,1,0,0
17411,Mono,2020-06-04,0,41,0,35
17412,Monterey,2020-06-04,28,868,29,621
17413,Napa,2020-06-04,1,162,1,117
17414,Nevada,2020-06-04,1,58,6,49
17415,Orange,2020-06-04,226,10032,253,7192
