,county,date,all_hospital_beds,icu_available_beds
1666,Tehama,2020-04-27,106,3
1667,Sacramento,2020-04-27,1238,164
1668,Los Angeles,2020-04-27,20205,1226
1669,Merced,2020-04-27,206,7
1670,Contra Costa,2020-04-27,1485,158
1671,Siskiyou,2020-04-27,65,3
1672,Tulare,2020-04-27,898,27
1673,Tuolumne,2020-04-27,151,2
1674,Placer,2020-04-27,340,111
1675,Trinity,2020-04-27,54,0
1676,Shasta,2020-04-27,645,12
1677,Fresno,2020-04-28,2007,87
1678,Stanislaus,2020-04-28,1573,92
1679,Sutter,2020-04-28,0,0
1680,Humboldt,2020-04-28,305,5
1681,Sonoma,2020-04-28,789,52
1682,Lassen,2020-04-28,25,0
1683,Solano,2020-04-28,592,61
1684,Mariposa,2020-04-28,30,0
1685,Siskiyou,2020-04-28,65,4
1686,Placer,2020-04-28,340,103
1687,Santa Clara,2020-04-28,3331,197
1688,Trinity,2020-04-28,54,0
1689,Tuolumne,2020-04-28,151,1
1690,Santa Barbara,2020-04-28,717,81
1691,Yolo,2020-04-28,130,10
1692,Del Norte,2020-04-28,0,3
1693,Marin,2020-04-28,358,19
1694,Shasta,2020-04-28,645,6
1695,Riverside,2020-04-28,3716,170
1696,Imperial,2020-04-28,260,4
1697,Santa Cruz,2020-04-28,354,15
1698,San Joaquin,2020-04-28,1146,25
1699,Ventura,2020-04-28,1295,26
1700,San Benito,2020-04-28,25,2
1701,Napa,2020-04-28,387,5
1702,Orange,2020-04-28,5370,369
1703,Mendocino,2020-04-28,151,8
1704,San Bernardino,2020-04-28,4556,179
1705,Colusa,2020-04-28,80,5
1706,Alameda,2020-04-28,1748,148
1707,Los Angeles,2020-04-28,20337,1209
1708,Monterey,2020-04-28,875,116
1709,Glenn,2020-04-28,0,0
1710,San Francisco,2020-04-28,1412,132
1711,Sacramento,2020-04-28,1256,129
1712,Mono,2020-04-28,17,2
1713,Tulare,2020-04-28,898,26
1714,San Luis Obispo,2020-04-28,526,33
1715,El Dorado,2020-04-28,159,8
1716,Calaveras,2020-04-28,50,12
1717,Nevada,2020-04-28,102,4
1718,Contra Costa,2020-04-28,1485,137
1719,Plumas,2020-04-28,9,0
1720,Butte,2020-04-28,424,19
1721,Lake,2020-04-28,58,3
1722,San Diego,2020-04-28,5605,361
1723,Yuba,2020-04-28,445,8
1724,Tehama,2020-04-28,106,5
1725,Madera,2020-04-28,568,19
1726,Merced,2020-04-28,206,4
1727,Kern,2020-04-28,1702,53
1728,Amador,2020-04-28,0,4
1729,Kings,2020-04-28,199,8
1730,Inyo,2020-04-28,56,6
1731,Modoc,2020-04-28,12,0
1732,San Mateo,2020-04-28,790,49
1733,San Benito,2020-04-29,25,1
1734,Tehama,2020-04-29,106,5
1735,Tulare,2020-04-29,920,30
1736,Lassen,2020-04-29,25,0
1737,Merced,2020-04-29,206,5
1738,San Luis Obispo,2020-04-29,526,34
1739,Del Norte,2020-04-29,0,2
1740,San Bernardino,2020-04-29,4556,162
1741,Solano,2020-04-29,592,56
1742,El Dorado,2020-04-29,156,6
1743,Madera,2020-04-29,568,22
1744,Marin,2020-04-29,358,22
1745,Humboldt,2020-04-29,305,7
1746,Stanislaus,2020-04-29,1573,97
1747,Sacramento,2020-04-29,1314,137
1748,Trinity,2020-04-29,54,0
1749,Inyo,2020-04-29,56,6
1750,Kings,2020-04-29,199,8
1751,Imperial,2020-04-29,258,4
1752,Ventura,2020-04-29,1354,50
1753,Mono,2020-04-29,17,1
1754,Los Angeles,2020-04-29,20960,1167
1755,Riverside,2020-04-29,3728,201
1756,Orange,2020-04-29,5397,373
1757,San Joaquin,2020-04-29,1146,30
1758,Yolo,2020-04-29,130,10
1759,Lake,2020-04-29,58,1
1760,Modoc,2020-04-29,24,0
1761,Santa Barbara,2020-04-29,717,85
1762,Nevada,2020-04-29,102,4
1763,Yuba,2020-04-29,445,10
1764,Monterey,2020-04-29,875,106
1765,Alameda,2020-04-29,1746,168
1766,Mariposa,2020-04-29,30,0
1767,Shasta,2020-04-29,645,5
1768,Calaveras,2020-04-29,50,12
1769,Tuolumne,2020-04-29,151,0
1770,Sonoma,2020-04-29,789,51
1771,Placer,2020-04-29,340,80
1772,Amador,2020-04-29,0,4
1773,Santa Clara,2020-04-29,3331,198
1774,Fresno,2020-04-29,2007,91
1775,Mendocino,2020-04-29,151,6
1776,Plumas,2020-04-29,39,0
1777,Sutter,2020-04-29,0,0
1778,Glenn,2020-04-29,0,0
1779,Contra Costa,2020-04-29,1485,131
1780,Napa,2020-04-29,387,6
1781,Santa Cruz,2020-04-29,354,8
1782,San Francisco,2020-04-29,1862,107
1783,San Diego,2020-04-29,5619,363
1784,Kern,2020-04-29,1702,59
1785,San Mateo,2020-04-29,790,52
1786,Butte,2020-04-29,424,20
1787,Siskiyou,2020-04-29,65,2
1788,Colusa,2020-04-29,80,5
1789,Monterey,2020-04-30,875,106
1790,Plumas,2020-04-30,39,0
1791,Contra Costa,2020-04-30,1485,141
1792,Del Norte,2020-04-30,0,2
1793,Lake,2020-04-30,58,2
1794,Los Angeles,2020-04-30,18236,1235
1795,Alameda,2020-04-30,1746,165
1796,Napa,2020-04-30,387,7
1797,Calaveras,2020-04-30,50,12
1798,Yolo,2020-04-30,130,12
1799,Tuolumne,2020-04-30,151,0
1800,Lassen,2020-04-30,25,0
1801,Glenn,2020-04-30,0,0
1802,Shasta,2020-04-30,645,10
1803,Yuba,2020-04-30,445,14
1804,Nevada,2020-04-30,104,4
1805,Imperial,2020-04-30,261,4
1806,El Dorado,2020-04-30,156,10
1807,Sutter,2020-04-30,0,0
1808,Placer,2020-04-30,340,82
1809,Amador,2020-04-30,0,4
1810,Merced,2020-04-30,206,5
1811,Siskiyou,2020-04-30,65,4
1812,Colusa,2020-04-30,80,5
1813,San Luis Obispo,2020-04-30,526,30
1814,Modoc,2020-04-30,41,0
1815,Butte,2020-04-30,424,20
1816,San Francisco,2020-04-30,1887,100
1817,Santa Clara,2020-04-30,3331,191
1818,Humboldt,2020-04-30,305,8
1819,Tulare,2020-04-30,920,29
1820,Sonoma,2020-04-30,789,50
1821,Santa Cruz,2020-04-30,354,16
1822,Tehama,2020-04-30,106,4
1823,San Joaquin,2020-04-30,1146,30
1824,San Benito,2020-04-30,25,2
1825,Stanislaus,2020-04-30,1573,100
1826,Orange,2020-04-30,4725,457
1827,San Bernardino,2020-04-30,3738,184
1828,Inyo,2020-04-30,56,6
1829,Mendocino,2020-04-30,151,5
1830,Kings,2020-04-30,199,3
1831,Sacramento,2020-04-30,1332,129
1832,Fresno,2020-04-30,1997,83
1833,Ventura,2020-04-30,1381,51
1834,Riverside,2020-04-30,3310,184
1835,Trinity,2020-04-30,54,0
1836,Santa Barbara,2020-04-30,717,85
1837,Madera,2020-04-30,568,21
1838,Solano,2020-04-30,592,57
1839,Mono,2020-04-30,17,1
1840,Kern,2020-04-30,1385,49
1841,Marin,2020-04-30,358,19
1842,San Diego,2020-04-30,4933,357
1843,Mariposa,2020-04-30,30,0
1844,San Mateo,2020-04-30,790,48
1845,Humboldt,2020-05-01,305,7
1846,Los Angeles,2020-05-01,18549,1185
1847,Sonoma,2020-05-01,789,52
1848,Modoc,2020-05-01,41,0
1849,Calaveras,2020-05-01,50,12
1850,Yuba,2020-05-01,445,8
1851,Tuolumne,2020-05-01,151,0
1852,Lassen,2020-05-01,25,0
1853,Stanislaus,2020-05-01,1573,86
1854,Tehama,2020-05-01,106,3
1855,Butte,2020-05-01,424,20
1856,Trinity,2020-05-01,54,0
1857,Contra Costa,2020-05-01,1485,143
1858,Placer,2020-05-01,340,80
1859,Shasta,2020-05-01,645,15
1860,Colusa,2020-05-01,80,5
1861,Imperial,2020-05-01,263,2
1862,San Diego,2020-05-01,4932,365
1863,Mendocino,2020-05-01,151,6
1864,Mariposa,2020-05-01,30,0
1865,San Benito,2020-05-01,25,1
1866,Yolo,2020-05-01,130,14
1867,Amador,2020-05-01,0,-2
1868,Marin,2020-05-01,358,23
1869,Alameda,2020-05-01,1746,165
1870,Sacramento,2020-05-01,1347,122
1871,Nevada,2020-05-01,105,6
1872,Tulare,2020-05-01,920,23
1873,Lake,2020-05-01,58,2
1874,Del Norte,2020-05-01,0,3
1875,Kern,2020-05-01,1717,47
1876,Siskiyou,2020-05-01,65,4
1877,Riverside,2020-05-01,3302,217
1878,San Bernardino,2020-05-01,3738,138
1879,Glenn,2020-05-01,0,0
1880,San Luis Obispo,2020-05-01,526,21
1881,Kings,2020-05-01,199,1
1882,Plumas,2020-05-01,39,0
1883,Merced,2020-05-01,206,3
1884,Orange,2020-05-01,4725,374
1885,Santa Cruz,2020-05-01,354,13
1886,Santa Clara,2020-05-01,3331,197
1887,San Mateo,2020-05-01,790,49
1888,Napa,2020-05-01,387,6
1889,Santa Barbara,2020-05-01,717,77
1890,Ventura,2020-05-01,1375,51
1891,Mono,2020-05-01,17,1
1892,Madera,2020-05-01,568,19
1893,Sutter,2020-05-01,0,0
1894,Inyo,2020-05-01,56,4
1895,Solano,2020-05-01,592,58
1896,San Joaquin,2020-05-01,1146,21
1897,Monterey,2020-05-01,875,105
1898,San Francisco,2020-05-01,1887,101
1899,Fresno,2020-05-01,2004,77
1900,El Dorado,2020-05-01,156,11
1901,San Francisco,2020-05-02,1915,101
1902,Mendocino,2020-05-02,151,7
1903,Santa Cruz,2020-05-02,354,11
1904,El Dorado,2020-05-02,156,10
1905,Kern,2020-05-02,1723,41
1906,San Mateo,2020-05-02,790,51
1907,Colusa,2020-05-02,80,5
1908,Fresno,2020-05-02,2008,87
1909,Napa,2020-05-02,387,3
1910,Glenn,2020-05-02,0,0
1911,Mono,2020-05-02,17,1
1912,Solano,2020-05-02,592,54
1913,Humboldt,2020-05-02,305,8
1914,Placer,2020-05-02,340,82
1915,Sacramento,2020-05-02,1299,119
1916,San Diego,2020-05-02,5513,370
1917,Shasta,2020-05-02,645,13
1918,Amador,2020-05-02,0,3
1919,Tulare,2020-05-02,920,24
1920,Yuba,2020-05-02,445,12
1921,Lassen,2020-05-02,25,0
1922,Trinity,2020-05-02,54,0
1923,Sonoma,2020-05-02,789,49
1924,San Benito,2020-05-02,25,2
1925,Monterey,2020-05-02,829,103
1926,Siskiyou,2020-05-02,65,6
1927,San Luis Obispo,2020-05-02,526,21
1928,Modoc,2020-05-02,41,0
1929,Alameda,2020-05-02,1746,163
1930,Tuolumne,2020-05-02,151,2
1931,Calaveras,2020-05-02,50,11
1932,Merced,2020-05-02,206,3
1933,Los Angeles,2020-05-02,21176,1185
1934,Santa Barbara,2020-05-02,717,80
1935,Mariposa,2020-05-02,30,0
1936,Butte,2020-05-02,424,19
1937,Ventura,2020-05-02,1416,55
1938,Stanislaus,2020-05-02,1573,87
1939,Marin,2020-05-02,358,24
1940,San Bernardino,2020-05-02,4419,126
1941,Riverside,2020-05-02,3829,197
1942,Contra Costa,2020-05-02,1485,139
1943,Plumas,2020-05-02,39,0
1944,Inyo,2020-05-02,42,2
1945,Del Norte,2020-05-02,0,4
1946,Madera,2020-05-02,568,20
1947,Sutter,2020-05-02,0,0
1948,Yolo,2020-05-02,130,11
1949,Orange,2020-05-02,5374,376
1950,San Joaquin,2020-05-02,1146,22
1951,Santa Clara,2020-05-02,3331,195
1952,Imperial,2020-05-02,261,2
1953,Nevada,2020-05-02,118,6
1954,Kings,2020-05-02,199,3
1955,Lake,2020-05-02,58,2
1956,Tehama,2020-05-02,106,5
1957,Napa,2020-05-03,387,4
1958,Kings,2020-05-03,199,2
1959,Alameda,2020-05-03,1746,164
1960,Shasta,2020-05-03,645,12
1961,Siskiyou,2020-05-03,65,6
1962,Placer,2020-05-03,340,84
1963,Merced,2020-05-03,206,3
1964,San Bernardino,2020-05-03,4419,135
1965,San Luis Obispo,2020-05-03,526,22
1966,Santa Barbara,2020-05-03,717,88
1967,Nevada,2020-05-03,118,8
1968,Inyo,2020-05-03,42,2
1969,Mono,2020-05-03,17,1
1970,San Diego,2020-05-03,5545,369
1971,Santa Cruz,2020-05-03,354,15
1972,Marin,2020-05-03,358,24
1973,Madera,2020-05-03,568,19
1974,Tehama,2020-05-03,106,5
1975,San Joaquin,2020-05-03,1146,22
1976,Mariposa,2020-05-03,30,0
1977,San Mateo,2020-05-03,790,50
1978,Plumas,2020-05-03,29,0
1979,Stanislaus,2020-05-03,1573,77
1980,Trinity,2020-05-03,54,0
1981,El Dorado,2020-05-03,154,10
1982,Humboldt,2020-05-03,305,8
1983,Sacramento,2020-05-03,1293,117
1984,Mendocino,2020-05-03,151,7
1985,Riverside,2020-05-03,3809,179
1986,Orange,2020-05-03,5374,376
1987,Contra Costa,2020-05-03,1485,147
1988,Sonoma,2020-05-03,789,51
1989,Santa Clara,2020-05-03,3331,199
1990,Los Angeles,2020-05-03,21621,1178
1991,Yuba,2020-05-03,445,7
1992,Del Norte,2020-05-03,0,7
1993,Fresno,2020-05-03,2008,86
1994,Monterey,2020-05-03,829,92
1995,San Francisco,2020-05-03,1915,107
1996,Glenn,2020-05-03,0,0
1997,Calaveras,2020-05-03,50,11
1998,Kern,2020-05-03,1710,86
1999,Imperial,2020-05-03,251,3
2000,Lassen,2020-05-03,25,0
2001,San Benito,2020-05-03,25,2
2002,Butte,2020-05-03,424,22
2003,Amador,2020-05-03,0,2
2004,Ventura,2020-05-03,1386,58
2005,Solano,2020-05-03,592,58
2006,Colusa,2020-05-03,80,5
2007,Lake,2020-05-03,58,2
2008,Yolo,2020-05-03,130,9
2009,Tuolumne,2020-05-03,151,2
2010,Tulare,2020-05-03,920,26
2011,Modoc,2020-05-03,41,0
2012,Sutter,2020-05-03,0,0
2013,San Bernardino,2020-05-04,4564,146
2014,Yolo,2020-05-04,130,9
2015,Colusa,2020-05-04,88,6
2016,Mariposa,2020-05-04,30,0
2017,Tehama,2020-05-04,106,6
2018,Sonoma,2020-05-04,789,57
2019,Calaveras,2020-05-04,50,11
2020,Humboldt,2020-05-04,344,8
2021,Napa,2020-05-04,387,5
2022,Riverside,2020-05-04,3898,202
2023,Shasta,2020-05-04,667,12
2024,Kings,2020-05-04,199,4
2025,Amador,2020-05-04,0,3
2026,Madera,2020-05-04,568,22
2027,Trinity,2020-05-04,54,0
2028,Lassen,2020-05-04,25,0
2029,Butte,2020-05-04,448,12
2030,Marin,2020-05-04,350,21
2031,San Francisco,2020-05-04,1887,118
2032,Sutter,2020-05-04,0,0
2033,Solano,2020-05-04,592,57
2034,San Diego,2020-05-04,5588,373
2035,Stanislaus,2020-05-04,995,90
2036,Merced,2020-05-04,206,6
2037,Ventura,2020-05-04,1383,55
2038,San Mateo,2020-05-04,790,54
2039,Plumas,2020-05-04,29,0
2040,Imperial,2020-05-04,252,1
2041,Lake,2020-05-04,58,4
2042,Glenn,2020-05-04,0,0
2043,San Luis Obispo,2020-05-04,526,24
2044,Modoc,2020-05-04,41,0
2045,Santa Clara,2020-05-04,3331,210
2046,Tulare,2020-05-04,920,24
2047,Monterey,2020-05-04,829,102
2048,Yuba,2020-05-04,445,9
2049,Sacramento,2020-05-04,1284,131
2050,Inyo,2020-05-04,42,4
2051,Placer,2020-05-04,340,88
2052,Fresno,2020-05-04,2001,89
2053,Los Angeles,2020-05-04,22298,1166
2054,Santa Cruz,2020-05-04,354,15
2055,Kern,2020-05-04,1728,74
2056,Contra Costa,2020-05-04,1485,142
2057,San Benito,2020-05-04,25,2
2058,Del Norte,2020-05-04,0,5
2059,Mono,2020-05-04,17,1
2060,Alameda,2020-05-04,1769,163
2061,Mendocino,2020-05-04,180,5
2062,El Dorado,2020-05-04,185,9
2063,Santa Barbara,2020-05-04,717,97
2064,Nevada,2020-05-04,122,3
2065,Siskiyou,2020-05-04,65,6
2066,San Joaquin,2020-05-04,1287,23
2067,Tuolumne,2020-05-04,151,1
2068,Orange,2020-05-04,5607,349
2069,Tuolumne,2020-05-05,151,1
2070,Yolo,2020-05-05,186,12
2071,Monterey,2020-05-05,829,107
2072,Marin,2020-05-05,390,20
2073,Tulare,2020-05-05,920,18
2074,Lake,2020-05-05,110,-2
2075,San Luis Obispo,2020-05-05,526,27
2076,Napa,2020-05-05,387,4
2077,Siskiyou,2020-05-05,65,6
2078,Stanislaus,2020-05-05,1369,87
2079,Riverside,2020-05-05,3898,185
2080,Santa Clara,2020-05-05,3273,220
2081,Madera,2020-05-05,568,19
2082,Inyo,2020-05-05,42,4
2083,Yuba,2020-05-05,445,10
2084,Trinity,2020-05-05,54,0
2085,Santa Barbara,2020-05-05,717,99
2086,Solano,2020-05-05,707,50
2087,Amador,2020-05-05,51,0
2088,El Dorado,2020-05-05,185,9
2089,Sacramento,2020-05-05,2323,119
2090,Calaveras,2020-05-05,50,12
2091,Plumas,2020-05-05,45,0
2092,San Francisco,2020-05-05,2619,101
2093,Mendocino,2020-05-05,158,5
2094,San Joaquin,2020-05-05,1366,25
2095,Butte,2020-05-05,448,14
2096,Contra Costa,2020-05-05,1628,119
2097,Lassen,2020-05-05,25,0
2098,Tehama,2020-05-05,106,6
2099,Modoc,2020-05-05,41,0
2100,San Mateo,2020-05-05,1096,35
2101,Placer,2020-05-05,753,80
2102,Imperial,2020-05-05,255,1
2103,Santa Cruz,2020-05-05,397,12
2104,San Diego,2020-05-05,6128,345
2105,Alameda,2020-05-05,2446,143
2106,San Benito,2020-05-05,25,2
2107,Humboldt,2020-05-05,344,10
2108,Mariposa,2020-05-05,30,0
2109,Del Norte,2020-05-05,51,5
2110,Sutter,2020-05-05,14,0
2111,Los Angeles,2020-05-05,22079,1164
2112,Nevada,2020-05-05,129,3
2113,Orange,2020-05-05,5585,372
2114,Kern,2020-05-05,1737,80
2115,Glenn,2020-05-05,0,0
2116,Merced,2020-05-05,242,4
2117,Shasta,2020-05-05,667,9
2118,Fresno,2020-05-05,2049,88
2119,Kings,2020-05-05,199,0
2120,Sonoma,2020-05-05,871,60
2121,Ventura,2020-05-05,1360,56
2122,Colusa,2020-05-05,88,6
2123,San Bernardino,2020-05-05,4564,139
2124,Mono,2020-05-05,17,2
2125,Yolo,2020-05-06,186,11
2126,San Benito,2020-05-06,25,1
2127,Shasta,2020-05-06,667,12
2128,Monterey,2020-05-06,829,106
2129,Siskiyou,2020-05-06,65,5
2130,Napa,2020-05-06,387,6
2131,San Luis Obispo,2020-05-06,526,31
2132,Trinity,2020-05-06,54,0
2133,Modoc,2020-05-06,41,0
2134,San Diego,2020-05-06,6195,339
2135,Tuolumne,2020-05-06,151,1
2136,Amador,2020-05-06,51,1
2137,Kern,2020-05-06,1747,80
2138,Orange,2020-05-06,5585,372
2139,El Dorado,2020-05-06,175,8
2140,Santa Clara,2020-05-06,3275,210
2141,Glenn,2020-05-06,0,0
2142,San Mateo,2020-05-06,1096,52
2143,San Francisco,2020-05-06,2619,113
2144,Mendocino,2020-05-06,180,4
2145,Madera,2020-05-06,568,15
2146,Lake,2020-05-06,110,4
2147,Lassen,2020-05-06,25,0
2148,Tehama,2020-05-06,106,4
2149,Sonoma,2020-05-06,871,56
2150,Colusa,2020-05-06,88,6
2151,Nevada,2020-05-06,126,2
2152,Contra Costa,2020-05-06,1628,122
2153,Plumas,2020-05-06,45,0
2154,Placer,2020-05-06,753,84
2155,San Bernardino,2020-05-06,4564,157
2156,Butte,2020-05-06,448,17
2157,Marin,2020-05-06,390,21
2158,Yuba,2020-05-06,445,7
2159,Sacramento,2020-05-06,2319,115
2160,Imperial,2020-05-06,252,7
2161,Mono,2020-05-06,17,2
2162,Los Angeles,2020-05-06,23573,1206
2163,Stanislaus,2020-05-06,1369,88
2164,Calaveras,2020-05-06,50,12
2165,Inyo,2020-05-06,42,4
2166,Santa Barbara,2020-05-06,717,81
2167,Merced,2020-05-06,242,4
2168,Del Norte,2020-05-06,51,6
2169,Sutter,2020-05-06,14,0
2170,Solano,2020-05-06,707,61
2171,Alameda,2020-05-06,2407,171
2172,Kings,2020-05-06,199,2
2173,Mariposa,2020-05-06,30,0
2174,Ventura,2020-05-06,1352,45
2175,Tulare,2020-05-06,920,18
2176,San Joaquin,2020-05-06,1366,31
2177,Santa Cruz,2020-05-06,397,7
2178,Humboldt,2020-05-06,344,6
2179,Riverside,2020-05-06,3938,183
2180,Fresno,2020-05-06,2054,92
2181,Sacramento,2020-05-07,2318,91
2182,Tehama,2020-05-07,106,5
2183,Marin,2020-05-07,390,14
2184,Amador,2020-05-07,51,1
2185,Tulare,2020-05-07,920,28
2186,Del Norte,2020-05-07,51,1
2187,Madera,2020-05-07,568,14
2188,Mariposa,2020-05-07,30,0
2189,San Luis Obispo,2020-05-07,526,26
2190,Inyo,2020-05-07,42,4
2191,Imperial,2020-05-07,334,7
2192,El Dorado,2020-05-07,172,10
2193,Trinity,2020-05-07,54,0
2194,Los Angeles,2020-05-07,23461,1220
2195,Colusa,2020-05-07,88,6
2196,San Joaquin,2020-05-07,1366,31
2197,Orange,2020-05-07,5585,351
2198,Butte,2020-05-07,448,19
2199,Santa Cruz,2020-05-07,397,9
2200,Alameda,2020-05-07,2446,131
2201,Napa,2020-05-07,387,3
2202,Contra Costa,2020-05-07,1628,97
2203,Placer,2020-05-07,753,38
2204,Merced,2020-05-07,242,4
2205,Glenn,2020-05-07,0,0
2206,Ventura,2020-05-07,1353,56
2207,Lake,2020-05-07,110,3
2208,Yuba,2020-05-07,445,7
2209,Mono,2020-05-07,17,2
2210,San Francisco,2020-05-07,2619,78
2211,Solano,2020-05-07,707,39
2212,Stanislaus,2020-05-07,1369,75
2213,Kern,2020-05-07,1734,79
2214,San Diego,2020-05-07,6204,338
2215,Fresno,2020-05-07,2051,92
2216,Mendocino,2020-05-07,180,3
2217,Santa Barbara,2020-05-07,717,82
2218,Nevada,2020-05-07,112,4
2219,Calaveras,2020-05-07,50,12
2220,San Mateo,2020-05-07,1096,43
2221,Tuolumne,2020-05-07,151,1
2222,Monterey,2020-05-07,829,106
2223,Riverside,2020-05-07,3902,177
2224,San Benito,2020-05-07,25,0
2225,San Bernardino,2020-05-07,4564,165
2226,Humboldt,2020-05-07,352,6
2227,Lassen,2020-05-07,25,0
2228,Sutter,2020-05-07,14,0
2229,Kings,2020-05-07,199,0
2230,Yolo,2020-05-07,186,11
2231,Modoc,2020-05-07,41,0
2232,Siskiyou,2020-05-07,65,3
2233,Shasta,2020-05-07,667,17
2234,Santa Clara,2020-05-07,3275,180
2235,Plumas,2020-05-07,45,0
2236,Sonoma,2020-05-07,871,52
2237,Marin,2020-05-08,390,11
2238,Solano,2020-05-08,707,48
2239,Alameda,2020-05-08,2446,126
2240,Sacramento,2020-05-08,2332,82
2241,San Mateo,2020-05-08,1096,43
2242,San Joaquin,2020-05-08,1366,27
2243,Shasta,2020-05-08,667,15
2244,Riverside,2020-05-08,3902,158
2245,Kings,2020-05-08,199,0
2246,San Benito,2020-05-08,25,1
2247,Inyo,2020-05-08,42,4
2248,Madera,2020-05-08,530,26
2249,San Francisco,2020-05-08,2619,92
2250,Glenn,2020-05-08,0,0
2251,Ventura,2020-05-08,1300,52
2252,Santa Barbara,2020-05-08,717,86
2253,Imperial,2020-05-08,342,9
2254,Trinity,2020-05-08,54,0
2255,Plumas,2020-05-08,45,0
2256,Yuba,2020-05-08,445,6
2257,Mono,2020-05-08,17,2
2258,Contra Costa,2020-05-08,1628,99
2259,San Diego,2020-05-08,6156,328
2260,Santa Cruz,2020-05-08,397,14
2261,Amador,2020-05-08,51,2
2262,Tehama,2020-05-08,106,2
2263,Kern,2020-05-08,1726,81
2264,Napa,2020-05-08,387,2
2265,Stanislaus,2020-05-08,1369,81
2266,Los Angeles,2020-05-08,23900,1181
2267,Mendocino,2020-05-08,180,4
2268,El Dorado,2020-05-08,171,7
2269,Mariposa,2020-05-08,30,0
2270,San Luis Obispo,2020-05-08,526,21
2271,Butte,2020-05-08,448,23
2272,Tulare,2020-05-08,920,20
2273,Modoc,2020-05-08,41,0
2274,Siskiyou,2020-05-08,65,0
2275,Sutter,2020-05-08,14,0
2276,Lake,2020-05-08,110,2
2277,Del Norte,2020-05-08,51,2
2278,Calaveras,2020-05-08,50,11
2279,Nevada,2020-05-08,120,7
2280,Lassen,2020-05-08,25,0
2281,Humboldt,2020-05-08,352,6
2282,Monterey,2020-05-08,829,115
2283,Tuolumne,2020-05-08,151,2
2284,Yolo,2020-05-08,186,4
2285,Merced,2020-05-08,242,2
2286,Colusa,2020-05-08,88,5
2287,San Bernardino,2020-05-08,4821,166
2288,Sonoma,2020-05-08,871,51
2289,Santa Clara,2020-05-08,3306,180
2290,Fresno,2020-05-08,2049,89
2291,Orange,2020-05-08,6836,338
2292,Placer,2020-05-08,753,32
2293,San Luis Obispo,2020-05-09,526,27
2294,Calaveras,2020-05-09,50,9
2295,Santa Cruz,2020-05-09,397,19
2296,Imperial,2020-05-09,349,9
2297,Stanislaus,2020-05-09,1369,82
2298,Del Norte,2020-05-09,51,0
2299,Marin,2020-05-09,390,6
2300,Madera,2020-05-09,530,30
2301,Riverside,2020-05-09,3874,159
2302,Glenn,2020-05-09,0,0
2303,San Mateo,2020-05-09,1096,40
2304,Tuolumne,2020-05-09,151,3
2305,Nevada,2020-05-09,108,4
2306,Plumas,2020-05-09,45,0
2307,El Dorado,2020-05-09,171,11
2308,San Francisco,2020-05-09,2619,97
2309,Mendocino,2020-05-09,180,4
2310,Kern,2020-05-09,1728,78
2311,Monterey,2020-05-09,829,113
2312,San Benito,2020-05-09,25,3
2313,Lassen,2020-05-09,25,0
2314,Los Angeles,2020-05-09,23877,1213
2315,Sutter,2020-05-09,14,0
2316,Placer,2020-05-09,753,40
2317,Alameda,2020-05-09,2446,122
2318,Ventura,2020-05-09,1321,50
2319,Yolo,2020-05-09,186,1
2320,Yuba,2020-05-09,445,7
2321,Humboldt,2020-05-09,352,6
2322,Shasta,2020-05-09,667,17
2323,Butte,2020-05-09,448,24
2324,Solano,2020-05-09,707,46
2325,Mariposa,2020-05-09,30,0
2326,Santa Clara,2020-05-09,3306,183
2327,Trinity,2020-05-09,54,0
2328,Tulare,2020-05-09,920,27
2329,Fresno,2020-05-09,2049,88
2330,San Bernardino,2020-05-09,4821,171
2331,Contra Costa,2020-05-09,1628,104
2332,Colusa,2020-05-09,88,6
2333,Inyo,2020-05-09,42,3
2334,Siskiyou,2020-05-09,65,4
2335,Sacramento,2020-05-09,2327,88
2336,San Joaquin,2020-05-09,1366,24
2337,Amador,2020-05-09,51,2
2338,Santa Barbara,2020-05-09,717,80
2339,Tehama,2020-05-09,106,2
2340,Modoc,2020-05-09,41,0
2341,Kings,2020-05-09,199,0
2342,Sonoma,2020-05-09,871,50
2343,Napa,2020-05-09,387,8
2344,Merced,2020-05-09,242,2
2345,San Diego,2020-05-09,6172,329
2346,Mono,2020-05-09,17,2
2347,Lake,2020-05-09,110,3
2348,Orange,2020-05-09,6836,321
2349,Glenn,2020-05-10,0,0
2350,Yolo,2020-05-10,186,1
2351,Los Angeles,2020-05-10,23858,1253
2352,Humboldt,2020-05-10,352,3
2353,Kings,2020-05-10,199,3
2354,Mono,2020-05-10,17,2
2355,Placer,2020-05-10,753,34
2356,Lassen,2020-05-10,25,0
2357,Colusa,2020-05-10,88,6
2358,Imperial,2020-05-10,336,9
2359,Mariposa,2020-05-10,30,0
2360,Ventura,2020-05-10,1308,49
2361,Calaveras,2020-05-10,50,9
2362,Siskiyou,2020-05-10,65,4
2363,San Diego,2020-05-10,6056,357
2364,Napa,2020-05-10,387,3
2365,Del Norte,2020-05-10,51,1
2366,San Bernardino,2020-05-10,4821,188
2367,Amador,2020-05-10,51,2
2368,Mendocino,2020-05-10,180,4
2369,Sacramento,2020-05-10,2310,105
2370,Butte,2020-05-10,448,21
2371,Modoc,2020-05-10,41,0
2372,Marin,2020-05-10,390,11
2373,Plumas,2020-05-10,45,0
2374,El Dorado,2020-05-10,171,15
