,county,date,all_hospital_beds,icu_available_beds
16335,Solano,2021-01-14,641,6
16336,San Mateo,2021-01-14,769,20
16337,San Diego,2021-01-14,6553,141
16338,Trinity,2021-01-14,25,0
16339,Madera,2021-01-14,279,3
16340,Mono,2021-01-14,17,2
16341,Stanislaus,2021-01-14,1306,10
16342,Lake,2021-01-14,62,0
16343,Humboldt,2021-01-14,274,6
16344,San Francisco,2021-01-14,2120,50
16345,Tehama,2021-01-14,59,1
16346,Orange,2021-01-14,5950,91
16347,Los Angeles,2021-01-14,19626,297
16348,San Benito,2021-01-14,25,0
16349,El Dorado,2021-01-15,190,6
16350,Mendocino,2021-01-15,118,6
16351,Amador,2021-01-15,52,0
16352,Los Angeles,2021-01-15,19646,286
16353,San Luis Obispo,2021-01-15,460,16
16354,Monterey,2021-01-15,717,4
16355,San Diego,2021-01-15,6509,148
16356,Tulare,2021-01-15,673,5
16357,Fresno,2021-01-15,1561,27
16358,Calaveras,2021-01-15,33,4
16359,Trinity,2021-01-15,25,0
16360,Lassen,2021-01-15,25,0
16361,Yuba,2021-01-15,261,1
16362,Riverside,2021-01-15,3441,25
16363,San Bernardino,2021-01-15,3870,52
16364,Marin,2021-01-15,340,10
16365,Shasta,2021-01-15,567,15
16366,Santa Barbara,2021-01-15,598,28
16367,Merced,2021-01-15,271,3
16368,Butte,2021-01-15,451,8
16369,Tehama,2021-01-15,59,0
16370,Mono,2021-01-15,17,2
16371,San Francisco,2021-01-15,2123,53
16372,Nevada,2021-01-15,129,1
16373,Solano,2021-01-15,614,2
16374,Glenn,2021-01-15,47,0
16375,Sacramento,2021-01-15,2624,67
16376,Sonoma,2021-01-15,680,4
16377,Humboldt,2021-01-15,274,6
16378,Kings,2021-01-15,133,0
16379,Orange,2021-01-15,5922,97
16380,Placer,2021-01-15,751,11
16381,San Joaquin,2021-01-15,922,2
16382,Lake,2021-01-15,62,1
16383,Plumas,2021-01-15,35,0
16384,San Benito,2021-01-15,25,0
16385,Alameda,2021-01-15,2521,59
16386,Contra Costa,2021-01-15,1600,45
16387,Ventura,2021-01-15,1181,24
16388,Siskiyou,2021-01-15,56,6
16389,Modoc,2021-01-15,11,0
16390,Napa,2021-01-15,211,2
16391,Santa Cruz,2021-01-15,372,0
16392,Yolo,2021-01-15,114,2
16393,Inyo,2021-01-15,29,2
16394,Santa Clara,2021-01-15,3135,37
16395,Colusa,2021-01-15,48,5
16396,Imperial,2021-01-15,264,0
16397,Madera,2021-01-15,279,1
16398,Del Norte,2021-01-15,51,3
16399,Tuolumne,2021-01-15,85,2
16400,Stanislaus,2021-01-15,1307,13
16401,Kern,2021-01-15,1186,18
16402,San Mateo,2021-01-15,759,19
16403,Mariposa,2021-01-15,14,0
16404,Sutter,2021-01-15,14,0
16405,Marin,2021-01-16,333,5
16406,San Diego,2021-01-16,6472,147
16407,Tulare,2021-01-16,651,6
16408,Yolo,2021-01-16,114,2
16409,Solano,2021-01-16,601,3
16410,Tehama,2021-01-16,59,0
16411,Mendocino,2021-01-16,121,6
16412,San Benito,2021-01-16,25,0
16413,Kern,2021-01-16,1160,17
16414,Butte,2021-01-16,451,7
16415,San Joaquin,2021-01-16,927,7
16416,Inyo,2021-01-16,29,2
16417,Shasta,2021-01-16,567,13
16418,Placer,2021-01-16,751,10
16419,Riverside,2021-01-16,3386,17
16420,Fresno,2021-01-16,1555,13
16421,Imperial,2021-01-16,264,0
16422,Nevada,2021-01-16,140,0
16423,Lassen,2021-01-16,25,0
16424,Kings,2021-01-16,135,2
16425,Trinity,2021-01-16,25,0
16426,Santa Barbara,2021-01-16,598,20
16427,Merced,2021-01-16,271,1
16428,Madera,2021-01-16,281,0
16429,Contra Costa,2021-01-16,1349,24
16430,Del Norte,2021-01-16,51,2
16431,Stanislaus,2021-01-16,1302,13
16432,Calaveras,2021-01-16,33,4
16433,San Luis Obispo,2021-01-16,460,17
16434,Sutter,2021-01-16,14,0
16435,Alameda,2021-01-16,2516,64
16436,Napa,2021-01-16,206,4
16437,Amador,2021-01-16,52,0
16438,San Francisco,2021-01-16,2131,57
16439,Sonoma,2021-01-16,691,13
16440,San Bernardino,2021-01-16,3589,40
16441,Los Angeles,2021-01-16,19425,281
16442,Orange,2021-01-16,5968,79
16443,San Mateo,2021-01-16,720,17
16444,Ventura,2021-01-16,1165,27
16445,Siskiyou,2021-01-16,56,6
16446,El Dorado,2021-01-16,190,3
16447,Lake,2021-01-16,62,2
16448,Sacramento,2021-01-16,2636,68
16449,Santa Clara,2021-01-16,3139,41
16450,Modoc,2021-01-16,11,0
16451,Humboldt,2021-01-16,274,6
16452,Plumas,2021-01-16,35,0
16453,Mono,2021-01-16,17,2
16454,Monterey,2021-01-16,717,14
16455,Santa Cruz,2021-01-16,372,0
16456,Tuolumne,2021-01-16,85,0
16457,Colusa,2021-01-16,48,5
16458,Glenn,2021-01-16,47,0
16459,Mariposa,2021-01-16,14,0
16460,Yuba,2021-01-16,261,3
16461,Riverside,2021-01-17,3400,13
16462,San Mateo,2021-01-17,730,14
16463,Santa Clara,2021-01-17,3131,38
16464,Yuba,2021-01-17,261,2
16465,Placer,2021-01-17,754,18
16466,Inyo,2021-01-17,29,2
16467,Marin,2021-01-17,329,9
16468,Plumas,2021-01-17,35,0
16469,Napa,2021-01-17,196,2
16470,Tuolumne,2021-01-17,85,2
16471,Trinity,2021-01-17,25,0
16472,San Bernardino,2021-01-17,3575,49
16473,San Benito,2021-01-17,25,0
16474,El Dorado,2021-01-17,190,6
16475,Del Norte,2021-01-17,51,2
16476,Sacramento,2021-01-17,2613,71
16477,Santa Cruz,2021-01-17,372,0
16478,Mariposa,2021-01-17,14,0
16479,Butte,2021-01-17,451,11
16480,Sutter,2021-01-17,14,0
16481,Tehama,2021-01-17,59,1
16482,San Luis Obispo,2021-01-17,460,19
16483,Siskiyou,2021-01-17,56,3
16484,Santa Barbara,2021-01-17,598,13
16485,Orange,2021-01-17,5913,86
16486,Merced,2021-01-17,271,0
16487,San Diego,2021-01-17,6467,150
16488,Stanislaus,2021-01-17,1305,14
16489,Kings,2021-01-17,137,2
16490,Lake,2021-01-17,63,3
16491,Mendocino,2021-01-17,109,4
16492,San Francisco,2021-01-17,2127,67
16493,Contra Costa,2021-01-17,1455,29
16494,Madera,2021-01-17,281,0
16495,Los Angeles,2021-01-17,19322,263
16496,Ventura,2021-01-17,1177,27
16497,Nevada,2021-01-17,140,2
16498,San Joaquin,2021-01-17,919,7
16499,Sonoma,2021-01-17,662,15
16500,Yolo,2021-01-17,114,1
16501,Glenn,2021-01-17,47,0
16502,Humboldt,2021-01-17,274,4
16503,Mono,2021-01-17,17,2
16504,Imperial,2021-01-17,234,2
16505,Calaveras,2021-01-17,33,5
16506,Shasta,2021-01-17,567,15
16507,Solano,2021-01-17,616,6
16508,Amador,2021-01-17,52,0
16509,Fresno,2021-01-17,1549,16
16510,Tulare,2021-01-17,651,14
16511,Alameda,2021-01-17,2503,70
16512,Monterey,2021-01-17,717,10
16513,Colusa,2021-01-17,48,5
16514,Lassen,2021-01-17,25,0
16515,Modoc,2021-01-17,11,0
16516,Kern,2021-01-17,1154,19
16517,Tulare,2021-01-18,653,14
16518,Monterey,2021-01-18,717,10
16519,San Bernardino,2021-01-18,3627,60
16520,Imperial,2021-01-18,234,2
16521,Napa,2021-01-18,204,2
16522,San Benito,2021-01-18,25,0
16523,San Diego,2021-01-18,6483,168
16524,Mariposa,2021-01-18,14,0
16525,Fresno,2021-01-18,1560,9
16526,Lassen,2021-01-18,25,0
16527,Siskiyou,2021-01-18,56,4
16528,Inyo,2021-01-18,29,2
16529,Lake,2021-01-18,63,2
16530,Glenn,2021-01-18,47,0
16531,Santa Clara,2021-01-18,3097,33
16532,Merced,2021-01-18,271,0
16533,San Joaquin,2021-01-18,914,7
16534,Mono,2021-01-18,17,0
16535,Madera,2021-01-18,281,0
16536,Mendocino,2021-01-18,98,5
16537,Plumas,2021-01-18,35,0
16538,Sacramento,2021-01-18,2632,67
16539,Calaveras,2021-01-18,33,5
16540,Alameda,2021-01-18,2480,72
16541,Shasta,2021-01-18,567,16
16542,Del Norte,2021-01-18,51,3
16543,Santa Barbara,2021-01-18,598,14
16544,Colusa,2021-01-18,48,5
16545,San Luis Obispo,2021-01-18,460,19
16546,Humboldt,2021-01-18,274,6
16547,Placer,2021-01-18,754,11
16548,Amador,2021-01-18,52,0
16549,Kings,2021-01-18,137,4
16550,Yuba,2021-01-18,261,1
16551,Trinity,2021-01-18,25,0
16552,Tuolumne,2021-01-18,85,2
16553,Sutter,2021-01-18,14,0
16554,San Francisco,2021-01-18,2127,72
16555,Yolo,2021-01-18,117,0
16556,Stanislaus,2021-01-18,1300,17
16557,Santa Cruz,2021-01-18,372,0
16558,Kern,2021-01-18,1153,25
16559,Contra Costa,2021-01-18,1453,24
16560,Riverside,2021-01-18,3425,23
16561,Nevada,2021-01-18,132,4
16562,Sonoma,2021-01-18,645,13
16563,San Mateo,2021-01-18,738,19
16564,Modoc,2021-01-18,12,0
16565,Marin,2021-01-18,332,8
16566,Solano,2021-01-18,605,7
16567,Orange,2021-01-18,5914,76
16568,Los Angeles,2021-01-18,19317,290
16569,Ventura,2021-01-18,1179,33
16570,El Dorado,2021-01-18,190,8
16571,Butte,2021-01-18,451,12
16572,Tehama,2021-01-18,59,3
16573,Santa Clara,2021-01-19,3140,37
16574,Stanislaus,2021-01-19,1305,17
16575,Sonoma,2021-01-19,648,18
16576,El Dorado,2021-01-19,190,5
16577,Alameda,2021-01-19,2491,70
16578,San Joaquin,2021-01-19,923,4
16579,Yolo,2021-01-19,121,0
16580,Calaveras,2021-01-19,33,5
16581,Santa Cruz,2021-01-19,372,0
16582,Siskiyou,2021-01-19,56,5
16583,Lassen,2021-01-19,25,0
16584,Amador,2021-01-19,52,0
16585,Glenn,2021-01-19,47,0
16586,Riverside,2021-01-19,3429,34
16587,Nevada,2021-01-19,119,2
16588,Plumas,2021-01-19,35,0
16589,Tuolumne,2021-01-19,84,2
16590,Del Norte,2021-01-19,51,2
16591,Ventura,2021-01-19,1172,21
16592,San Diego,2021-01-19,6496,164
16593,Merced,2021-01-19,271,2
16594,Kern,2021-01-19,1170,29
16595,Imperial,2021-01-19,234,2
16596,Humboldt,2021-01-19,274,7
16597,Butte,2021-01-19,451,7
16598,Solano,2021-01-19,587,6
16599,Santa Barbara,2021-01-19,598,14
16600,Lake,2021-01-19,62,1
16601,San Benito,2021-01-19,25,0
16602,San Francisco,2021-01-19,2106,69
16603,Marin,2021-01-19,330,9
16604,Shasta,2021-01-19,567,16
16605,San Mateo,2021-01-19,746,16
16606,Colusa,2021-01-19,48,5
16607,San Luis Obispo,2021-01-19,460,19
16608,Mariposa,2021-01-19,14,0
16609,Napa,2021-01-19,202,1
16610,Tehama,2021-01-19,59,0
16611,Mendocino,2021-01-19,115,5
16612,Los Angeles,2021-01-19,19445,296
16613,Madera,2021-01-19,281,0
16614,Sutter,2021-01-19,14,0
16615,Yuba,2021-01-19,261,3
16616,Tulare,2021-01-19,669,15
16617,Placer,2021-01-19,757,8
16618,Kings,2021-01-19,134,2
16619,Monterey,2021-01-19,717,12
16620,Fresno,2021-01-19,1579,9
16621,Modoc,2021-01-19,12,0
16622,San Bernardino,2021-01-19,3555,56
16623,Trinity,2021-01-19,25,0
16624,Inyo,2021-01-19,29,2
16625,Sacramento,2021-01-19,2623,66
16626,Contra Costa,2021-01-19,1348,21
16627,Orange,2021-01-19,5969,74
16628,Mono,2021-01-19,17,1
16629,San Joaquin,2021-01-20,928,5
16630,Alameda,2021-01-20,2484,61
16631,Imperial,2021-01-20,234,1
16632,Sacramento,2021-01-20,2618,64
16633,Butte,2021-01-20,451,9
16634,San Diego,2021-01-20,6511,154
16635,Colusa,2021-01-20,48,5
16636,Humboldt,2021-01-20,276,8
16637,Napa,2021-01-20,205,1
16638,Tehama,2021-01-20,59,0
16639,Modoc,2021-01-20,12,0
16640,Tuolumne,2021-01-20,84,2
16641,Lassen,2021-01-20,25,0
16642,San Bernardino,2021-01-20,3680,50
16643,Monterey,2021-01-20,717,16
16644,Fresno,2021-01-20,1604,7
16645,Mendocino,2021-01-20,113,6
16646,Stanislaus,2021-01-20,1302,16
16647,Sonoma,2021-01-20,640,18
16648,Calaveras,2021-01-20,33,5
16649,San Mateo,2021-01-20,758,17
16650,Tulare,2021-01-20,673,9
16651,El Dorado,2021-01-20,190,8
16652,Kings,2021-01-20,137,4
16653,Santa Clara,2021-01-20,3150,25
16654,Del Norte,2021-01-20,51,1
16655,Shasta,2021-01-20,567,17
16656,Nevada,2021-01-20,136,1
16657,Ventura,2021-01-20,1188,21
16658,Santa Barbara,2021-01-20,603,14
16659,Solano,2021-01-20,597,6
16660,Siskiyou,2021-01-20,56,5
16661,Kern,2021-01-20,1182,25
16662,Madera,2021-01-20,281,0
16663,Plumas,2021-01-20,35,0
16664,San Benito,2021-01-20,25,0
16665,Yuba,2021-01-20,261,2
16666,Lake,2021-01-20,62,0
16667,Yolo,2021-01-20,126,0
16668,Amador,2021-01-20,52,0
16669,Los Angeles,2021-01-20,19392,236
16670,Sutter,2021-01-20,14,0
16671,Mariposa,2021-01-20,14,0
16672,Contra Costa,2021-01-20,1357,22
16673,Trinity,2021-01-20,25,0
16674,Mono,2021-01-20,17,2
16675,Orange,2021-01-20,5975,70
16676,Inyo,2021-01-20,29,2
16677,Santa Cruz,2021-01-20,372,0
16678,San Luis Obispo,2021-01-20,460,16
16679,Marin,2021-01-20,320,10
16680,San Francisco,2021-01-20,2122,55
16681,Placer,2021-01-20,762,11
16682,Riverside,2021-01-20,3433,22
16683,Glenn,2021-01-20,47,0
16684,Merced,2021-01-20,271,1
16685,Madera,2021-01-21,278,2
16686,Colusa,2021-01-21,48,5
16687,San Bernardino,2021-01-21,3671,44
16688,Butte,2021-01-21,451,7
16689,Sacramento,2021-01-21,2609,57
16690,Solano,2021-01-21,602,2
16691,Santa Barbara,2021-01-21,603,13
16692,Shasta,2021-01-21,567,14
16693,Tuolumne,2021-01-21,84,0
16694,Glenn,2021-01-21,47,0
16695,Siskiyou,2021-01-21,56,4
16696,El Dorado,2021-01-21,190,3
16697,Trinity,2021-01-21,25,0
16698,Monterey,2021-01-21,717,17
16699,Marin,2021-01-21,322,9
16700,Alameda,2021-01-21,2513,66
16701,Fresno,2021-01-21,1591,8
16702,Los Angeles,2021-01-21,19411,274
16703,Calaveras,2021-01-21,33,5
16704,Mono,2021-01-21,17,2
16705,Imperial,2021-01-21,234,0
16706,Del Norte,2021-01-21,51,4
16707,Merced,2021-01-21,271,2
16708,Contra Costa,2021-01-21,1319,26
16709,Modoc,2021-01-21,12,0
16710,Riverside,2021-01-21,3415,26
16711,Napa,2021-01-21,213,1
16712,Humboldt,2021-01-21,276,12
16713,Yuba,2021-01-21,261,2
16714,Mariposa,2021-01-21,14,0
16715,Lassen,2021-01-21,25,0
16716,San Benito,2021-01-21,25,0
16717,Sutter,2021-01-21,14,0
16718,Santa Cruz,2021-01-21,372,0
16719,San Mateo,2021-01-21,743,10
16720,Ventura,2021-01-21,1174,25
16721,Placer,2021-01-21,765,8
16722,Nevada,2021-01-21,123,3
16723,Tulare,2021-01-21,673,10
16724,San Joaquin,2021-01-21,919,6
16725,San Luis Obispo,2021-01-21,460,18
16726,Kings,2021-01-21,137,2
16727,Lake,2021-01-21,62,1
16728,Inyo,2021-01-21,29,2
16729,San Francisco,2021-01-21,2118,52
16730,Yolo,2021-01-21,132,1
16731,Tehama,2021-01-21,59,1
16732,San Diego,2021-01-21,6508,165
16733,Santa Clara,2021-01-21,3152,26
16734,Orange,2021-01-21,5945,96
16735,Sonoma,2021-01-21,645,18
16736,Amador,2021-01-21,52,0
16737,Mendocino,2021-01-21,114,6
16738,Kern,2021-01-21,1177,23
16739,Stanislaus,2021-01-21,1298,17
16740,Plumas,2021-01-21,35,0
16741,El Dorado,2021-01-22,190,4
16742,Yolo,2021-01-22,136,0
16743,Colusa,2021-01-22,48,5
16744,Mono,2021-01-22,17,2
16745,Napa,2021-01-22,212,4
16746,Contra Costa,2021-01-22,1330,32
16747,Alameda,2021-01-22,2508,69
16748,Tuolumne,2021-01-22,84,2
16749,Orange,2021-01-22,5953,80
16750,Nevada,2021-01-22,136,2
16751,San Diego,2021-01-22,6503,147
16752,Kern,2021-01-22,1179,23
16753,Plumas,2021-01-22,35,0
16754,San Joaquin,2021-01-22,919,5
16755,Calaveras,2021-01-22,33,6
16756,Solano,2021-01-22,607,4
16757,San Benito,2021-01-22,25,0
16758,Amador,2021-01-22,52,0
16759,Marin,2021-01-22,326,8
16760,San Francisco,2021-01-22,2122,52
16761,Fresno,2021-01-22,1567,7
16762,Shasta,2021-01-22,567,15
16763,Mendocino,2021-01-22,110,2
16764,Mariposa,2021-01-22,14,0
16765,Sutter,2021-01-22,14,0
16766,Monterey,2021-01-22,717,14
16767,Del Norte,2021-01-22,51,3
16768,Tulare,2021-01-22,673,12
16769,Tehama,2021-01-22,59,1
16770,Los Angeles,2021-01-22,19377,281
16771,San Bernardino,2021-01-22,3661,57
16772,Glenn,2021-01-22,47,0
16773,Trinity,2021-01-22,25,0
16774,Merced,2021-01-22,271,4
16775,Santa Cruz,2021-01-22,372,2
16776,Lake,2021-01-22,62,2
16777,Siskiyou,2021-01-22,56,4
16778,Imperial,2021-01-22,234,0
16779,Kings,2021-01-22,147,4
16780,Sonoma,2021-01-22,649,16
16781,Sacramento,2021-01-22,2609,52
16782,San Mateo,2021-01-22,724,11
16783,Butte,2021-01-22,451,14
16784,Riverside,2021-01-22,3405,38
16785,San Luis Obispo,2021-01-22,460,17
16786,Humboldt,2021-01-22,276,12
16787,Santa Clara,2021-01-22,3145,34
16788,Modoc,2021-01-22,12,0
16789,Yuba,2021-01-22,261,2
16790,Santa Barbara,2021-01-22,603,18
16791,Placer,2021-01-22,770,12
16792,Lassen,2021-01-22,25,0
16793,Stanislaus,2021-01-22,1299,18
16794,Inyo,2021-01-22,29,1
16795,Madera,2021-01-22,278,1
16796,Ventura,2021-01-22,1182,25
16797,San Mateo,2021-01-23,726,16
16798,Butte,2021-01-23,451,13
16799,Kern,2021-01-23,1164,17
16800,Ventura,2021-01-23,1214,31
16801,San Bernardino,2021-01-23,3683,59
16802,Santa Cruz,2021-01-23,372,1
16803,Inyo,2021-01-23,29,2
16804,Glenn,2021-01-23,47,0
16805,Shasta,2021-01-23,567,12
16806,San Benito,2021-01-23,25,0
16807,Siskiyou,2021-01-23,56,2
16808,Yuba,2021-01-23,261,3
16809,San Luis Obispo,2021-01-23,460,13
16810,Santa Barbara,2021-01-23,603,18
16811,Santa Clara,2021-01-23,3145,33
16812,Modoc,2021-01-23,12,0
16813,Los Angeles,2021-01-23,19334,299
16814,Mendocino,2021-01-23,112,1
16815,Orange,2021-01-23,5902,73
16816,Nevada,2021-01-23,25,3
16817,Fresno,2021-01-23,1554,9
16818,San Francisco,2021-01-23,2133,49
16819,Tehama,2021-01-23,59,0
16820,Napa,2021-01-23,205,3
16821,Riverside,2021-01-23,3371,28
16822,Imperial,2021-01-23,234,0
16823,Placer,2021-01-23,772,7
16824,Mariposa,2021-01-23,14,0
16825,Del Norte,2021-01-23,51,3
16826,Contra Costa,2021-01-23,1347,29
16827,San Diego,2021-01-23,6494,149
16828,Amador,2021-01-23,52,0
16829,El Dorado,2021-01-23,190,3
16830,Colusa,2021-01-23,48,5
16831,Tuolumne,2021-01-23,84,1
16832,Sacramento,2021-01-23,2609,53
16833,Stanislaus,2021-01-23,1299,18
16834,Sutter,2021-01-23,14,0
16835,Solano,2021-01-23,625,1
16836,Calaveras,2021-01-23,33,6
16837,Alameda,2021-01-23,2531,73
16838,Humboldt,2021-01-23,276,14
16839,Madera,2021-01-23,278,1
16840,Tulare,2021-01-23,677,3
16841,San Joaquin,2021-01-23,916,6
16842,Kings,2021-01-23,137,3
16843,Mono,2021-01-23,17,2
16844,Merced,2021-01-23,271,3
16845,Lake,2021-01-23,62,2
16846,Trinity,2021-01-23,25,0
16847,Lassen,2021-01-23,25,0
16848,Marin,2021-01-23,329,10
16849,Yolo,2021-01-23,136,0
16850,Plumas,2021-01-23,35,0
16851,Monterey,2021-01-23,717,19
16852,Sonoma,2021-01-23,645,20
16853,Trinity,2021-01-24,25,0
16854,Butte,2021-01-24,451,12
16855,Solano,2021-01-24,608,2
16856,San Mateo,2021-01-24,720,17
16857,Plumas,2021-01-24,35,0
16858,Napa,2021-01-24,200,2
16859,Amador,2021-01-24,52,0
16860,Yolo,2021-01-24,136,1
16861,Mono,2021-01-24,17,2
16862,Tuolumne,2021-01-24,84,2
16863,Marin,2021-01-24,328,8
16864,San Luis Obispo,2021-01-24,460,10
16865,Inyo,2021-01-24,29,2
16866,Mariposa,2021-01-24,14,0
16867,Contra Costa,2021-01-24,1334,25
16868,Glenn,2021-01-24,47,0
16869,Humboldt,2021-01-24,276,14
16870,Tehama,2021-01-24,59,0
16871,El Dorado,2021-01-24,190,2
16872,Mendocino,2021-01-24,115,43
16873,Santa Cruz,2021-01-24,372,2
16874,Los Angeles,2021-01-24,19292,295
16875,San Bernardino,2021-01-24,3616,61
16876,Stanislaus,2021-01-24,1297,9
16877,Nevada,2021-01-24,124,3
16878,Imperial,2021-01-24,234,4
16879,Calaveras,2021-01-24,33,5
16880,Sonoma,2021-01-24,623,17
16881,Santa Clara,2021-01-24,3126,37
16882,Fresno,2021-01-24,1543,7
16883,San Benito,2021-01-24,25,0
16884,Yuba,2021-01-24,261,3
16885,Sutter,2021-01-24,14,0
16886,Orange,2021-01-24,5866,81
16887,Colusa,2021-01-24,48,5
16888,Lassen,2021-01-24,25,0
16889,Monterey,2021-01-24,717,16
16890,Sacramento,2021-01-24,2591,68
16891,Kern,2021-01-24,1143,20
16892,Santa Barbara,2021-01-24,603,18
16893,Shasta,2021-01-24,567,11
16894,Modoc,2021-01-24,12,0
16895,San Diego,2021-01-24,6489,163
16896,Lake,2021-01-24,62,2
16897,Merced,2021-01-24,271,2
16898,San Joaquin,2021-01-24,916,6
16899,Madera,2021-01-24,278,1
16900,Riverside,2021-01-24,3340,21
16901,San Francisco,2021-01-24,2103,57
16902,Alameda,2021-01-24,2514,70
16903,Siskiyou,2021-01-24,56,6
16904,Kings,2021-01-24,133,0
16905,Ventura,2021-01-24,1200,17
16906,Placer,2021-01-24,771,6
16907,Tulare,2021-01-24,649,10
16908,Del Norte,2021-01-24,51,3
16909,San Francisco,2021-01-25,2109,54
16910,San Luis Obispo,2021-01-25,460,12
16911,Placer,2021-01-25,766,8
16912,Inyo,2021-01-25,29,2
16913,Imperial,2021-01-25,234,5
16914,Lassen,2021-01-25,25,0
16915,Orange,2021-01-25,5894,89
16916,Santa Cruz,2021-01-25,372,4
16917,Tulare,2021-01-25,672,12
16918,Marin,2021-01-25,333,8
16919,Madera,2021-01-25,278,0
16920,Ventura,2021-01-25,1224,25
16921,Sonoma,2021-01-25,654,15
16922,Alameda,2021-01-25,2523,72
16923,Sacramento,2021-01-25,2607,68
16924,Nevada,2021-01-25,138,1
16925,Amador,2021-01-25,52,0
16926,Butte,2021-01-25,451,9
16927,Merced,2021-01-25,271,1
16928,Stanislaus,2021-01-25,1297,8
16929,Humboldt,2021-01-25,276,14
16930,Santa Clara,2021-01-25,3102,42
16931,San Mateo,2021-01-25,715,16
16932,Santa Barbara,2021-01-25,603,16
16933,Del Norte,2021-01-25,51,2
16934,Fresno,2021-01-25,1555,8
16935,Riverside,2021-01-25,3380,26
16936,San Diego,2021-01-25,6486,168
16937,Siskiyou,2021-01-25,56,6
16938,Monterey,2021-01-25,720,19
16939,Mendocino,2021-01-25,112,7
16940,Solano,2021-01-25,606,4
16941,Tuolumne,2021-01-25,84,2
16942,Lake,2021-01-25,62,2
16943,Contra Costa,2021-01-25,1302,25
16944,Colusa,2021-01-25,48,5
16945,Shasta,2021-01-25,567,14
16946,San Benito,2021-01-25,25,0
16947,Trinity,2021-01-25,25,0
16948,Yuba,2021-01-25,256,2
16949,Calaveras,2021-01-25,33,6
16950,Mariposa,2021-01-25,14,0
16951,El Dorado,2021-01-25,190,5
16952,Los Angeles,2021-01-25,19309,302
16953,San Joaquin,2021-01-25,910,7
16954,Modoc,2021-01-25,12,0
16955,Sutter,2021-01-25,14,0
16956,Kings,2021-01-25,136,2
16957,Glenn,2021-01-25,47,0
16958,Yolo,2021-01-25,134,1
16959,Tehama,2021-01-25,59,1
16960,Plumas,2021-01-25,35,0
16961,San Bernardino,2021-01-25,3604,52
16962,Mono,2021-01-25,17,1
16963,Napa,2021-01-25,196,0
16964,Kern,2021-01-25,1150,18
16965,Glenn,2021-01-26,47,0
16966,Humboldt,2021-01-26,276,13
16967,Sutter,2021-01-26,14,0
16968,El Dorado,2021-01-26,190,5
16969,Butte,2021-01-26,451,9
16970,Santa Clara,2021-01-26,3122,47
16971,Santa Barbara,2021-01-26,603,13
16972,Siskiyou,2021-01-26,56,6
16973,San Bernardino,2021-01-26,3604,66
16974,San Francisco,2021-01-26,2113,48
16975,Sacramento,2021-01-26,2644,54
16976,Stanislaus,2021-01-26,1297,14
16977,Mono,2021-01-26,17,0
16978,Del Norte,2021-01-26,51,2
16979,Amador,2021-01-26,52,0
16980,Monterey,2021-01-26,720,14
16981,Los Angeles,2021-01-26,19292,315
16982,Ventura,2021-01-26,1224,25
16983,Lassen,2021-01-26,25,0
16984,Kings,2021-01-26,137,5
16985,Napa,2021-01-26,202,3
16986,San Benito,2021-01-26,25,2
16987,Contra Costa,2021-01-26,1309,27
16988,Madera,2021-01-26,278,0
16989,Plumas,2021-01-26,35,0
16990,Imperial,2021-01-26,234,1
16991,Sonoma,2021-01-26,679,13
16992,Yuba,2021-01-26,261,4
16993,Mariposa,2021-01-26,14,0
16994,Calaveras,2021-01-26,33,5
16995,Santa Cruz,2021-01-26,373,1
16996,Kern,2021-01-26,1136,29
16997,Solano,2021-01-26,613,9
16998,Colusa,2021-01-26,48,5
16999,Trinity,2021-01-26,25,0
17000,Nevada,2021-01-26,129,4
17001,San Diego,2021-01-26,6490,157
17002,Tehama,2021-01-26,59,1
17003,Modoc,2021-01-26,12,0
17004,Lake,2021-01-26,49,2
17005,Mendocino,2021-01-26,116,5
17006,Alameda,2021-01-26,2504,71
17007,Yolo,2021-01-26,131,0
17008,Fresno,2021-01-26,1559,12
17009,San Luis Obispo,2021-01-26,460,13
17010,Inyo,2021-01-26,29,1
17011,Tulare,2021-01-26,676,15
17012,San Mateo,2021-01-26,726,12
17013,Merced,2021-01-26,271,1
17014,Tuolumne,2021-01-26,84,2
17015,Orange,2021-01-26,5890,90
17016,Riverside,2021-01-26,3411,29
17017,Placer,2021-01-26,775,6
17018,Marin,2021-01-26,335,9
17019,San Joaquin,2021-01-26,931,8
17020,Shasta,2021-01-26,567,13
17021,Inyo,2021-01-27,29,2
17022,Napa,2021-01-27,222,7
17023,Plumas,2021-01-27,35,0
17024,Santa Barbara,2021-01-27,603,15
17025,Kern,2021-01-27,1148,30
17026,San Joaquin,2021-01-27,916,6
17027,Solano,2021-01-27,618,6
17028,Imperial,2021-01-27,234,1
17029,Glenn,2021-01-27,47,0
17030,Tehama,2021-01-27,59,3
17031,Yolo,2021-01-27,131,0
17032,Santa Cruz,2021-01-27,373,2
17033,Stanislaus,2021-01-27,1297,15
17034,Ventura,2021-01-27,1233,22
17035,Siskiyou,2021-01-27,56,4
17036,Lassen,2021-01-27,25,0
17037,Mariposa,2021-01-27,14,0
17038,Modoc,2021-01-27,12,0
17039,Kings,2021-01-27,136,1
17040,Orange,2021-01-27,5985,97
17041,El Dorado,2021-01-27,190,4
17042,San Mateo,2021-01-27,735,12
17043,Trinity,2021-01-27,25,0
17044,Monterey,2021-01-27,719,11
17045,Mono,2021-01-27,17,2
