county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
Stanislaus,8/13/2020,139,13851,271,11953
Sutter,8/13/2020,24,1142,5,992
Tehama,8/13/2020,9,348,13,302
Trinity,8/13/2020,0,8,0,6
Tulare,8/13/2020,128,12971,232,11692
Tuolumne,8/13/2020,1,167,2,152
Ventura,8/13/2020,87,9928,109,9114
Yolo,8/13/2020,23,2195,17,1938
Yuba,8/13/2020,22,698,19,568
Alameda,8/12/2020,253,16231,254,14214
Alpine,8/12/2020,0,2,0,2
Amador,8/12/2020,6,257,10,197
Butte,8/12/2020,27,1461,21,1317
Calaveras,8/12/2020,2,188,-4,157
California,8/12/2020,6135,658796,7085,593141
Colusa,8/12/2020,5,423,4,394
Contra Costa,8/12/2020,189,12576,292,10304
Del Norte,8/12/2020,1,102,1,74
El Dorado,8/12/2020,7,895,8,794
Fresno,8/12/2020,306,24711,346,18690
Glenn,8/12/2020,2,417,8,388
Humboldt,8/12/2020,5,322,-2,281
Imperial,8/12/2020,54,10655,48,8566
Inyo,8/12/2020,5,127,0,97
Kern,8/12/2020,325,27682,149,25191
Kings,8/12/2020,185,5534,40,4736
Lake,8/12/2020,3,281,10,253
Lassen,8/12/2020,6,709,46,651
Los Angeles,8/12/2020,1699,222393,2121,214542
Madera,8/12/2020,54,3398,8,2681
Marin,8/12/2020,31,5829,136,5423
Mariposa,8/12/2020,1,69,1,61
Mendocino,8/12/2020,9,476,1,386
Merced,8/12/2020,94,7070,455,5777
Modoc,8/12/2020,0,6,0,5
Mono,8/12/2020,0,162,0,124
Monterey,8/12/2020,108,6862,295,5919
Napa,8/12/2020,12,1331,18,1161
Nevada,8/12/2020,3,402,-1,357
Orange,8/12/2020,217,46990,371,41576
Placer,8/12/2020,31,2694,24,2417
Plumas,8/12/2020,0,38,0,31
Riverside,8/12/2020,360,49691,510,44747
Sacramento,8/12/2020,287,15775,230,12528
San Benito,8/12/2020,12,863,1,751
San Bernardino,8/12/2020,344,45029,344,38811
San Diego,8/12/2020,267,35658,236,33395
San Francisco,8/12/2020,97,8519,206,7194
San Joaquin,8/12/2020,176,16690,157,14154
San Luis Obispo,8/12/2020,57,2605,29,2263
San Mateo,8/12/2020,100,7393,88,6427
Santa Barbara,8/12/2020,50,7838,107,7049
Santa Clara,8/12/2020,221,15565,82,13002
Santa Cruz,8/12/2020,22,1557,30,1382
Shasta,8/12/2020,4,558,1,417
Sierra,8/12/2020,0,6,0,4
Siskiyou,8/12/2020,0,115,0,90
Solano,8/12/2020,48,4964,52,4258
Sonoma,8/12/2020,93,4799,95,3847
Stanislaus,8/12/2020,104,13712,90,11682
Sutter,8/12/2020,22,1118,23,987
Tehama,8/12/2020,3,339,0,289
Trinity,8/12/2020,0,8,1,6
Tulare,8/12/2020,125,12843,68,11460
Tuolumne,8/12/2020,4,166,4,150
Ventura,8/12/2020,66,9841,52,9005
Yolo,8/12/2020,22,2172,9,1921
Yuba,8/12/2020,11,676,9,549
Alameda,8/11/2020,226,15978,540,13960
Alpine,8/11/2020,0,2,0,2
Amador,8/11/2020,1,251,15,187
Butte,8/11/2020,24,1434,122,1296
Calaveras,8/11/2020,12,186,40,161
California,8/11/2020,6319,652661,11645,586056
Colusa,8/11/2020,2,418,3,390
Contra Costa,8/11/2020,153,12387,558,10012
Del Norte,8/11/2020,2,101,4,73
El Dorado,8/11/2020,12,888,15,786
Fresno,8/11/2020,263,24405,366,18344
Glenn,8/11/2020,3,415,-1,380
Humboldt,8/11/2020,5,317,6,283
Imperial,8/11/2020,44,10601,53,8518
Inyo,8/11/2020,0,122,0,97
Kern,8/11/2020,222,27357,543,25042
Kings,8/11/2020,106,5349,108,4696
Lake,8/11/2020,7,278,4,243
Lassen,8/11/2020,0,703,17,605
Los Angeles,8/11/2020,1716,220694,1386,212421
Madera,8/11/2020,33,3344,308,2673
Marin,8/11/2020,40,5798,45,5287
Mariposa,8/11/2020,0,68,3,60
Mendocino,8/11/2020,20,467,21,385
Merced,8/11/2020,79,6976,409,5322
Modoc,8/11/2020,0,6,0,5
Mono,8/11/2020,0,162,1,124
Monterey,8/11/2020,110,6754,266,5624
Napa,8/11/2020,17,1319,59,1143
Nevada,8/11/2020,8,399,2,358
Orange,8/11/2020,271,46773,760,41205
Placer,8/11/2020,38,2663,95,2393
Plumas,8/11/2020,0,38,4,31
Riverside,8/11/2020,386,49331,941,44237
Sacramento,8/11/2020,312,15488,239,12298
San Benito,8/11/2020,13,851,7,750
San Bernardino,8/11/2020,377,44685,1100,38467
San Diego,8/11/2020,266,35391,182,33159
San Francisco,8/11/2020,92,8422,172,6988
San Joaquin,8/11/2020,179,16514,689,13997
San Luis Obispo,8/11/2020,99,2548,26,2234
San Mateo,8/11/2020,98,7293,117,6339
Santa Barbara,8/11/2020,55,7788,73,6942
Santa Clara,8/11/2020,259,15344,305,12920
Santa Cruz,8/11/2020,19,1535,113,1352
Shasta,8/11/2020,4,554,32,416
Sierra,8/11/2020,0,6,1,4
Siskiyou,8/11/2020,3,115,2,90
Solano,8/11/2020,62,4916,105,4206
Sonoma,8/11/2020,169,4706,112,3752
Stanislaus,8/11/2020,182,13608,737,11592
Sutter,8/11/2020,25,1096,99,964
Tehama,8/11/2020,7,336,7,289
Trinity,8/11/2020,2,8,0,5
Tulare,8/11/2020,173,12718,642,11392
Tuolumne,8/11/2020,0,162,3,146
Ventura,8/11/2020,84,9775,102,8953
Yolo,8/11/2020,22,2150,72,1912
Yuba,8/11/2020,17,665,13,540
Alameda,8/10/2020,280,15752,179,13420
Alpine,8/10/2020,0,2,0,2
Amador,8/10/2020,5,250,19,172
Butte,8/10/2020,44,1410,19,1174
Calaveras,8/10/2020,5,174,-1,121
California,8/10/2020,7130,646342,12500,574411
Colusa,8/10/2020,4,416,16,387
Contra Costa,8/10/2020,226,12234,240,9454
Del Norte,8/10/2020,0,99,0,69
El Dorado,8/10/2020,8,876,23,771
Fresno,8/10/2020,289,24142,132,17978
Glenn,8/10/2020,2,412,27,381
Humboldt,8/10/2020,6,312,-2,277
Imperial,8/10/2020,40,10557,155,8465
Inyo,8/10/2020,5,122,11,97
Kern,8/10/2020,247,27135,819,24499
Kings,8/10/2020,43,5243,142,4588
Lake,8/10/2020,7,271,14,239
Lassen,8/10/2020,6,703,-1,588
Los Angeles,8/10/2020,2121,218978,2225,211035
Madera,8/10/2020,59,3311,43,2365
Marin,8/10/2020,43,5758,38,5242
Mariposa,8/10/2020,2,68,1,57
Mendocino,8/10/2020,10,447,81,364
Merced,8/10/2020,103,6897,178,4913
Modoc,8/10/2020,0,6,1,5
Mono,8/10/2020,1,162,10,123
Monterey,8/10/2020,124,6644,159,5358
Napa,8/10/2020,19,1302,22,1084
Nevada,8/10/2020,8,391,24,356
Orange,8/10/2020,295,46502,1201,40445
Placer,8/10/2020,28,2625,87,2298
Plumas,8/10/2020,0,38,0,27
Riverside,8/10/2020,346,48945,1402,43296
Sacramento,8/10/2020,280,15176,758,12059
San Benito,8/10/2020,19,838,56,743
San Bernardino,8/10/2020,476,44308,1275,37367
San Diego,8/10/2020,288,35125,228,32977
San Francisco,8/10/2020,115,8330,-4,6816
San Joaquin,8/10/2020,201,16335,375,13308
San Luis Obispo,8/10/2020,36,2449,84,2208
San Mateo,8/10/2020,109,7195,128,6222
Santa Barbara,8/10/2020,87,7733,200,6869
Santa Clara,8/10/2020,273,15085,737,12615
Santa Cruz,8/10/2020,24,1516,-7,1239
Shasta,8/10/2020,4,550,23,384
Sierra,8/10/2020,0,6,0,3
Siskiyou,8/10/2020,1,112,14,88
Solano,8/10/2020,55,4854,147,4101
Sonoma,8/10/2020,141,4537,109,3640
Stanislaus,8/10/2020,209,13426,591,10855
Sutter,8/10/2020,34,1071,8,865
Tehama,8/10/2020,10,329,17,282
Trinity,8/10/2020,0,6,0,5
Tulare,8/10/2020,192,12545,120,10750
Tuolumne,8/10/2020,2,162,0,143
Ventura,8/10/2020,146,9691,218,8851
Yolo,8/10/2020,32,2128,75,1840
Yuba,8/10/2020,20,648,85,527
Alameda,8/9/2020,109,15472,154,13241
Alpine,8/9/2020,0,2,0,2
Amador,8/9/2020,0,245,14,153
Butte,8/9/2020,17,1366,15,1155
Calaveras,8/9/2020,1,169,0,122
California,8/9/2020,2951,639212,7751,561911
Colusa,8/9/2020,1,412,3,371
Contra Costa,8/9/2020,109,12008,110,9214
Del Norte,8/9/2020,1,99,0,69
El Dorado,8/9/2020,7,868,14,748
Fresno,8/9/2020,131,23853,308,17846
Glenn,8/9/2020,0,410,10,354
Humboldt,8/9/2020,4,306,2,279
Imperial,8/9/2020,15,10517,97,8310
Inyo,8/9/2020,4,117,0,86
Kern,8/9/2020,114,26888,877,23680
Kings,8/9/2020,14,5200,79,4446
Lake,8/9/2020,2,264,4,225
Lassen,8/9/2020,0,697,0,589
Los Angeles,8/9/2020,679,216857,1839,208810
Madera,8/9/2020,31,3252,47,2322
Marin,8/9/2020,19,5715,86,5204
Mariposa,8/9/2020,1,66,1,56
Mendocino,8/9/2020,2,437,19,283
Merced,8/9/2020,40,6794,165,4735
Modoc,8/9/2020,0,6,0,4
Mono,8/9/2020,0,161,0,113
Monterey,8/9/2020,57,6520,98,5199
Napa,8/9/2020,8,1283,0,1062
Nevada,8/9/2020,2,383,7,332
Orange,8/9/2020,123,46207,556,39244
Placer,8/9/2020,18,2597,58,2211
Plumas,8/9/2020,0,38,0,27
Riverside,8/9/2020,206,48599,482,41894
Sacramento,8/9/2020,132,14896,157,11301
San Benito,8/9/2020,8,819,3,687
San Bernardino,8/9/2020,196,43832,401,36092
San Diego,8/9/2020,190,34837,417,32749
San Francisco,8/9/2020,65,8215,0,6820
San Joaquin,8/9/2020,80,16134,374,12933
San Luis Obispo,8/9/2020,23,2413,43,2124
San Mateo,8/9/2020,50,7086,73,6094
Santa Barbara,8/9/2020,38,7646,71,6669
Santa Clara,8/9/2020,153,14812,263,11878
Santa Cruz,8/9/2020,14,1492,-1,1246
Shasta,8/9/2020,2,546,18,361
Sierra,8/9/2020,0,6,0,3
Siskiyou,8/9/2020,0,111,1,74
Solano,8/9/2020,20,4799,65,3954
Sonoma,8/9/2020,31,4396,132,3531
Stanislaus,8/9/2020,75,13217,301,10264
Sutter,8/9/2020,10,1037,27,857
Tehama,8/9/2020,2,319,14,265
Trinity,8/9/2020,0,6,0,5
Tulare,8/9/2020,75,12353,125,10630
Tuolumne,8/9/2020,0,160,0,143
Ventura,8/9/2020,51,9545,171,8633
Yolo,8/9/2020,12,2096,40,1765
Yuba,8/9/2020,9,628,12,442
Alameda,8/8/2020,108,15363,282,13087
Alpine,8/8/2020,0,2,0,2
Amador,8/8/2020,2,245,14,139
Butte,8/8/2020,18,1349,48,1140
Calaveras,8/8/2020,0,168,3,122
California,8/8/2020,4136,636261,8373,554160
Colusa,8/8/2020,1,411,10,368
Contra Costa,8/8/2020,149,11899,294,9104
Del Norte,8/8/2020,0,98,0,69
El Dorado,8/8/2020,5,861,10,734
Fresno,8/8/2020,155,23722,248,17538
Glenn,8/8/2020,1,410,5,344
Humboldt,8/8/2020,3,302,3,277
Imperial,8/8/2020,26,10502,128,8213
Inyo,8/8/2020,1,113,5,86
Kern,8/8/2020,123,26774,660,22803
Kings,8/8/2020,17,5186,52,4367
Lake,8/8/2020,2,262,6,221
Lassen,8/8/2020,1,697,1,589
Los Angeles,8/8/2020,1341,216178,2565,206971
Madera,8/8/2020,32,3221,30,2275
Marin,8/8/2020,29,5696,24,5118
Mariposa,8/8/2020,0,65,2,55
Mendocino,8/8/2020,14,435,2,264
Merced,8/8/2020,42,6754,212,4570
Modoc,8/8/2020,0,6,0,4
Mono,8/8/2020,0,161,1,113
Monterey,8/8/2020,75,6463,60,5101
Napa,8/8/2020,5,1275,7,1062
Nevada,8/8/2020,3,381,1,325
Orange,8/8/2020,212,46084,229,38688
Placer,8/8/2020,17,2579,75,2153
Plumas,8/8/2020,0,38,2,27
Riverside,8/8/2020,266,48393,510,41412
Sacramento,8/8/2020,145,14764,346,11144
San Benito,8/8/2020,6,811,37,684
San Bernardino,8/8/2020,239,43636,491,35691
San Diego,8/8/2020,185,34647,551,32332
San Francisco,8/8/2020,78,8150,55,6820
San Joaquin,8/8/2020,79,16054,167,12559
San Luis Obispo,8/8/2020,31,2390,31,2081
San Mateo,8/8/2020,48,7036,73,6021
Santa Barbara,8/8/2020,51,7608,89,6598
Santa Clara,8/8/2020,201,14659,206,11615
Santa Cruz,8/8/2020,18,1478,13,1247
Shasta,8/8/2020,5,544,1,343
Sierra,8/8/2020,0,6,0,3
Siskiyou,8/8/2020,3,111,0,73
Solano,8/8/2020,33,4779,45,3889
Sonoma,8/8/2020,65,4365,70,3399
Stanislaus,8/8/2020,120,13142,298,9963
Sutter,8/8/2020,4,1027,23,830
Tehama,8/8/2020,4,317,5,251
Trinity,8/8/2020,1,6,0,5
Tulare,8/8/2020,77,12278,213,10505
Tuolumne,8/8/2020,1,160,7,143
Ventura,8/8/2020,64,9494,106,8462
Yolo,8/8/2020,25,2084,36,1725
Yuba,8/8/2020,5,619,17,430
Alameda,8/7/2020,228,15255,331,12805
Alpine,8/7/2020,0,2,0,2
Amador,8/7/2020,14,243,0,125
Butte,8/7/2020,16,1331,32,1092
Calaveras,8/7/2020,2,168,2,119
California,8/7/2020,6315,632125,7371,545787
Colusa,8/7/2020,3,410,0,358
Contra Costa,8/7/2020,194,11750,227,8810
Del Norte,8/7/2020,0,98,0,69
El Dorado,8/7/2020,11,856,21,724
Fresno,8/7/2020,288,23567,259,17290
Glenn,8/7/2020,5,409,7,339
Humboldt,8/7/2020,4,299,8,274
Imperial,8/7/2020,43,10476,21,8085
Inyo,8/7/2020,8,112,-2,81
Kern,8/7/2020,234,26651,300,22143
Kings,8/7/2020,60,5169,51,4315
Lake,8/7/2020,3,260,6,215
Lassen,8/7/2020,2,696,0,588
Los Angeles,8/7/2020,1953,214837,3034,204406
Madera,8/7/2020,48,3189,5,2245
Marin,8/7/2020,32,5667,36,5094
Mariposa,8/7/2020,1,65,1,53
Mendocino,8/7/2020,13,421,2,262
Merced,8/7/2020,102,6712,123,4358
Modoc,8/7/2020,0,6,0,4
Mono,8/7/2020,1,161,1,112
Monterey,8/7/2020,109,6388,40,5041
Napa,8/7/2020,14,1270,23,1055
Nevada,8/7/2020,5,378,3,324
Orange,8/7/2020,292,45872,60,38459
Placer,8/7/2020,26,2562,33,2078
Plumas,8/7/2020,1,38,0,25
Riverside,8/7/2020,395,48127,633,40902
Sacramento,8/7/2020,231,14619,250,10798
San Benito,8/7/2020,8,805,21,647
San Bernardino,8/7/2020,410,43397,381,35200
San Diego,8/7/2020,266,34462,652,31781
San Francisco,8/7/2020,93,8072,28,6765
San Joaquin,8/7/2020,157,15975,123,12392
San Luis Obispo,8/7/2020,24,2359,50,2050
San Mateo,8/7/2020,109,6988,63,5948
Santa Barbara,8/7/2020,60,7557,-111,6509
Santa Clara,8/7/2020,230,14458,129,11409
Santa Cruz,8/7/2020,21,1460,19,1234
Shasta,8/7/2020,8,539,-1,342
Sierra,8/7/2020,0,6,0,3
Siskiyou,8/7/2020,0,108,0,73
Solano,8/7/2020,43,4746,60,3844
Sonoma,8/7/2020,63,4300,70,3329
Stanislaus,8/7/2020,149,13022,99,9665
Sutter,8/7/2020,31,1023,10,807
Tehama,8/7/2020,2,313,4,246
Trinity,8/7/2020,0,5,0,5
Tulare,8/7/2020,159,12201,123,10292
Tuolumne,8/7/2020,1,159,0,136
Ventura,8/7/2020,110,9430,111,8356
Yolo,8/7/2020,24,2059,27,1689
Yuba,8/7/2020,9,614,6,413
Alameda,8/6/2020,234,15027,334,12474
Alpine,8/6/2020,0,2,0,2
Amador,8/6/2020,10,229,2,125
Butte,8/6/2020,32,1315,22,1060
Calaveras,8/6/2020,3,166,1,117
California,8/6/2020,6231,625810,8436,538416
Colusa,8/6/2020,4,407,4,358
Contra Costa,8/6/2020,163,11556,221,8583
Del Norte,8/6/2020,1,98,0,69
El Dorado,8/6/2020,8,845,11,703
Fresno,8/6/2020,230,23279,406,17031
Glenn,8/6/2020,3,404,2,332
Humboldt,8/6/2020,2,295,17,266
Imperial,8/6/2020,32,10433,28,8064
Inyo,8/6/2020,2,104,21,83
Kern,8/6/2020,185,26417,303,21843
Kings,8/6/2020,45,5109,72,4264
Lake,8/6/2020,7,257,0,209
Lassen,8/6/2020,47,694,31,588
Los Angeles,8/6/2020,1903,212884,3017,201372
Madera,8/6/2020,42,3141,68,2240
Marin,8/6/2020,32,5635,22,5058
Mariposa,8/6/2020,0,64,0,52
Mendocino,8/6/2020,11,408,12,260
Merced,8/6/2020,137,6610,116,4235
Modoc,8/6/2020,0,6,1,4
Mono,8/6/2020,0,160,7,111
Monterey,8/6/2020,115,6279,65,5001
Napa,8/6/2020,12,1256,12,1032
Nevada,8/6/2020,9,373,-6,321
Orange,8/6/2020,310,45580,492,38399
Placer,8/6/2020,42,2536,56,2045
Plumas,8/6/2020,1,37,0,25
Riverside,8/6/2020,393,47732,815,40269
Sacramento,8/6/2020,223,14388,287,10548
San Benito,8/6/2020,9,797,13,626
San Bernardino,8/6/2020,463,42987,377,34819
San Diego,8/6/2020,224,34196,263,31129
San Francisco,8/6/2020,93,7979,36,6737
San Joaquin,8/6/2020,160,15818,121,12269
San Luis Obispo,8/6/2020,23,2335,72,2000
San Mateo,8/6/2020,102,6879,190,5885
Santa Barbara,8/6/2020,61,7497,23,6620
Santa Clara,8/6/2020,234,14228,206,11280
Santa Cruz,8/6/2020,22,1439,23,1215
Shasta,8/6/2020,6,531,5,343
Sierra,8/6/2020,0,6,0,3
Siskiyou,8/6/2020,4,108,1,73
Solano,8/6/2020,51,4703,34,3784
Sonoma,8/6/2020,81,4237,86,3259
Stanislaus,8/6/2020,158,12873,158,9566
Sutter,8/6/2020,11,992,17,797
Tehama,8/6/2020,3,311,11,242
Trinity,8/6/2020,0,5,0,5
Tulare,8/6/2020,139,12042,245,10169
Tuolumne,8/6/2020,0,158,-1,136
Ventura,8/6/2020,104,9320,83,8245
Yolo,8/6/2020,28,2035,28,1662
Yuba,8/6/2020,17,605,7,407
Alameda,8/5/2020,242,14793,157,12140
Alpine,8/5/2020,0,2,0,2
Amador,8/5/2020,15,219,0,123
Butte,8/5/2020,24,1283,27,1038
Calaveras,8/5/2020,4,163,0,116
California,8/5/2020,6799,619579,5258,529980
Colusa,8/5/2020,5,403,0,354
Contra Costa,8/5/2020,166,11393,152,8362
Del Norte,8/5/2020,2,97,0,69
El Dorado,8/5/2020,10,837,24,692
Fresno,8/5/2020,271,23049,353,16625
Glenn,8/5/2020,1,401,5,330
Humboldt,8/5/2020,9,293,8,249
Imperial,8/5/2020,36,10401,62,8036
Inyo,8/5/2020,14,102,3,62
Kern,8/5/2020,276,26232,137,21540
Kings,8/5/2020,59,5064,29,4192
Lake,8/5/2020,0,250,3,209
Lassen,8/5/2020,3,647,1,557
Los Angeles,8/5/2020,2070,210981,2341,198355
Madera,8/5/2020,43,3099,11,2172
Marin,8/5/2020,31,5603,16,5036
Mariposa,8/5/2020,0,64,1,52
Mendocino,8/5/2020,25,397,0,248
Merced,8/5/2020,118,6473,34,4119
Modoc,8/5/2020,0,6,0,3
Mono,8/5/2020,1,160,0,104
Monterey,8/5/2020,114,6164,44,4936
Napa,8/5/2020,14,1244,26,1020
Nevada,8/5/2020,1,364,5,327
Orange,8/5/2020,369,45270,63,37907
Placer,8/5/2020,38,2494,25,1989
Plumas,8/5/2020,0,36,0,25
Riverside,8/5/2020,389,47339,463,39454
Sacramento,8/5/2020,220,14165,56,10261
San Benito,8/5/2020,15,788,5,613
San Bernardino,8/5/2020,545,42524,227,34442
San Diego,8/5/2020,293,33972,348,30866
San Francisco,8/5/2020,87,7886,133,6701
San Joaquin,8/5/2020,128,15658,61,12148
San Luis Obispo,8/5/2020,30,2312,42,1928
San Mateo,8/5/2020,93,6777,5,5695
Santa Barbara,8/5/2020,60,7436,6,6597
Santa Clara,8/5/2020,300,13994,88,11074
Santa Cruz,8/5/2020,19,1417,-10,1192
Shasta,8/5/2020,6,525,3,338
Sierra,8/5/2020,0,6,2,3
Siskiyou,8/5/2020,2,104,1,72
Solano,8/5/2020,70,4652,60,3750
Sonoma,8/5/2020,66,4156,65,3173
Stanislaus,8/5/2020,168,12715,49,9408
Sutter,8/5/2020,14,981,19,780
Tehama,8/5/2020,7,308,5,231
Trinity,8/5/2020,0,5,0,5
Tulare,8/5/2020,178,11903,58,9924
Tuolumne,8/5/2020,1,158,10,137
Ventura,8/5/2020,106,9216,28,8162
Yolo,8/5/2020,27,2007,8,1634
Yuba,8/5/2020,14,588,2,400
Alameda,8/4/2020,198,14551,166,11983
Alpine,8/4/2020,0,2,0,2
Amador,8/4/2020,4,204,4,123
Butte,8/4/2020,45,1259,22,1011
Calaveras,8/4/2020,3,159,-1,116
California,8/4/2020,7469,612780,5295,524722
Colusa,8/4/2020,4,398,18,354
Contra Costa,8/4/2020,196,11227,141,8210
Del Norte,8/4/2020,4,95,1,69
El Dorado,8/4/2020,11,827,23,668
Fresno,8/4/2020,282,22778,327,16272
Glenn,8/4/2020,7,400,9,325
Humboldt,8/4/2020,7,284,7,241
Imperial,8/4/2020,54,10365,21,7974
Inyo,8/4/2020,3,88,2,59
Kern,8/4/2020,362,25956,118,21403
Kings,8/4/2020,112,5005,56,4163
Lake,8/4/2020,7,250,5,206
Lassen,8/4/2020,0,644,1,556
Los Angeles,8/4/2020,2264,208911,1911,196014
Madera,8/4/2020,49,3056,18,2161
Marin,8/4/2020,47,5572,19,5020
Mariposa,8/4/2020,1,64,-1,51
Mendocino,8/4/2020,23,372,0,248
Merced,8/4/2020,127,6355,57,4085
Modoc,8/4/2020,0,6,1,3
Mono,8/4/2020,0,159,0,104
Monterey,8/4/2020,151,6050,86,4892
Napa,8/4/2020,15,1230,21,994
Nevada,8/4/2020,5,363,7,322
Orange,8/4/2020,401,44901,139,37844
Placer,8/4/2020,53,2456,17,1964
Plumas,8/4/2020,0,36,0,25
Riverside,8/4/2020,470,46950,349,38991
Sacramento,8/4/2020,203,13945,62,10205
San Benito,8/4/2020,12,773,5,608
San Bernardino,8/4/2020,528,41979,236,34215
San Diego,8/4/2020,312,33679,290,30518
San Francisco,8/4/2020,95,7799,249,6568
San Joaquin,8/4/2020,196,15530,80,12087
San Luis Obispo,8/4/2020,42,2282,23,1886
San Mateo,8/4/2020,89,6684,29,5690
Santa Barbara,8/4/2020,44,7376,11,6591
Santa Clara,8/4/2020,278,13694,239,10986
Santa Cruz,8/4/2020,21,1398,48,1202
Shasta,8/4/2020,8,519,13,335
Sierra,8/4/2020,0,6,0,1
Siskiyou,8/4/2020,4,102,4,71
Solano,8/4/2020,69,4582,80,3690
Sonoma,8/4/2020,98,4090,29,3108
Stanislaus,8/4/2020,209,12547,51,9359
Sutter,8/4/2020,23,967,48,761
Tehama,8/4/2020,8,301,1,226
Trinity,8/4/2020,0,5,0,5
Tulare,8/4/2020,185,11725,163,9866
Tuolumne,8/4/2020,0,157,4,127
Ventura,8/4/2020,83,9110,50,8134
Yolo,8/4/2020,33,1980,28,1626
Yuba,8/4/2020,24,574,5,398
Alameda,8/3/2020,245,14353,121,11817
Alpine,8/3/2020,0,2,0,2
Amador,8/3/2020,5,200,2,119
Butte,8/3/2020,35,1214,2,989
Calaveras,8/3/2020,3,156,1,117
California,8/3/2020,7706,605311,4526,519427
Colusa,8/3/2020,5,394,1,336
Contra Costa,8/3/2020,238,11031,74,8069
Del Norte,8/3/2020,1,91,0,68
El Dorado,8/3/2020,10,816,2,645
Fresno,8/3/2020,266,22496,186,15945
Glenn,8/3/2020,1,393,1,316
Humboldt,8/3/2020,5,277,2,234
Imperial,8/3/2020,63,10311,34,7953
Inyo,8/3/2020,1,85,12,57
Kern,8/3/2020,292,25594,123,21285
Kings,8/3/2020,62,4893,143,4107
Lake,8/3/2020,5,243,0,201
Lassen,8/3/2020,1,644,0,555
Los Angeles,8/3/2020,2262,206647,1623,194103
Madera,8/3/2020,66,3007,20,2143
Marin,8/3/2020,34,5525,16,5001
Mariposa,8/3/2020,2,63,0,52
Mendocino,8/3/2020,10,349,1,248
Merced,8/3/2020,143,6228,17,4028
Modoc,8/3/2020,0,6,0,2
Mono,8/3/2020,7,159,0,104
Monterey,8/3/2020,125,5899,108,4806
Napa,8/3/2020,15,1215,17,973
Nevada,8/3/2020,3,358,1,315
Orange,8/3/2020,382,44500,439,37705
Placer,8/3/2020,41,2403,27,1947
Plumas,8/3/2020,0,36,0,25
Riverside,8/3/2020,436,46480,135,38642
Sacramento,8/3/2020,289,13742,44,10143
San Benito,8/3/2020,14,761,4,603
San Bernardino,8/3/2020,600,41451,336,33979
San Diego,8/3/2020,337,33367,343,30228
San Francisco,8/3/2020,119,7704,22,6319
San Joaquin,8/3/2020,279,15334,70,12007
San Luis Obispo,8/3/2020,63,2240,42,1863
San Mateo,8/3/2020,108,6595,43,5661
Santa Barbara,8/3/2020,90,7332,48,6580
Santa Clara,8/3/2020,220,13416,170,10747
Santa Cruz,8/3/2020,19,1377,-8,1154
Shasta,8/3/2020,3,511,4,322
Sierra,8/3/2020,1,6,0,1
Siskiyou,8/3/2020,0,98,2,67
Solano,8/3/2020,59,4513,1,3610
Sonoma,8/3/2020,82,3992,74,3079
Stanislaus,8/3/2020,218,12338,31,9308
Sutter,8/3/2020,35,944,-1,713
Tehama,8/3/2020,5,293,3,225
Trinity,8/3/2020,0,5,0,5
Tulare,8/3/2020,209,11540,110,9703
Tuolumne,8/3/2020,3,157,0,123
Ventura,8/3/2020,143,9027,70,8084
Yolo,8/3/2020,25,1947,10,1598
Yuba,8/3/2020,20,550,0,393
Alameda,8/2/2020,112,14108,106,11696
Alpine,8/2/2020,0,2,0,2
Amador,8/2/2020,4,195,8,117
Butte,8/2/2020,14,1179,11,987
Calaveras,8/2/2020,4,153,0,116
California,8/2/2020,3382,597605,5739,514901
Colusa,8/2/2020,1,389,8,335
Contra Costa,8/2/2020,132,10793,128,7995
Del Norte,8/2/2020,0,90,0,68
El Dorado,8/2/2020,3,806,6,643
Fresno,8/2/2020,132,22230,311,15759
Glenn,8/2/2020,1,392,4,315
Humboldt,8/2/2020,1,272,0,232
Imperial,8/2/2020,36,10248,0,7919
Inyo,8/2/2020,2,84,0,45
Kern,8/2/2020,159,25302,366,21162
Kings,8/2/2020,26,4831,16,3964
Lake,8/2/2020,2,238,7,201
Lassen,8/2/2020,1,643,0,555
Los Angeles,8/2/2020,740,204385,1457,192480
Madera,8/2/2020,37,2941,20,2123
Marin,8/2/2020,15,5491,40,4985
Mariposa,8/2/2020,0,61,2,52
Mendocino,8/2/2020,7,339,4,247
Merced,8/2/2020,48,6085,39,4011
Modoc,8/2/2020,0,6,0,2
Mono,8/2/2020,1,152,0,104
Monterey,8/2/2020,67,5774,87,4698
Napa,8/2/2020,9,1200,33,956
Nevada,8/2/2020,4,355,9,314
Orange,8/2/2020,225,44118,563,37266
Placer,8/2/2020,34,2362,29,1920
Plumas,8/2/2020,1,36,0,25
Riverside,8/2/2020,212,46044,291,38507
Sacramento,8/2/2020,158,13453,55,10099
San Benito,8/2/2020,12,747,20,599
San Bernardino,8/2/2020,233,40851,696,33643
San Diego,8/2/2020,217,33030,306,29885
San Francisco,8/2/2020,62,7585,1,6297
San Joaquin,8/2/2020,72,15055,130,11937
San Luis Obispo,8/2/2020,26,2177,23,1821
San Mateo,8/2/2020,26,6487,98,5618
Santa Barbara,8/2/2020,40,7242,67,6532
Santa Clara,8/2/2020,151,13196,296,10577
Santa Cruz,8/2/2020,16,1358,-2,1162
Shasta,8/2/2020,5,508,6,318
Sierra,8/2/2020,1,5,0,1
Siskiyou,8/2/2020,0,98,1,65
