county,date,total_doses
Trinity,2/11/2021,260
Tulare,2/11/2021,1277
Tuolumne,2/11/2021,138
Ventura,2/11/2021,4590
Yolo,2/11/2021,1453
Yuba,2/11/2021,399
Alameda,2/10/2021,11366
Alpine,2/10/2021,32
Amador,2/10/2021,708
Butte,2/10/2021,1695
Calaveras,2/10/2021,500
Colusa,2/10/2021,115
Contra Costa,2/10/2021,8503
Del Norte,2/10/2021,138
El Dorado,2/10/2021,1167
Fresno,2/10/2021,3647
Glenn,2/10/2021,137
Humboldt,2/10/2021,484
Imperial,2/10/2021,397
Inyo,2/10/2021,147
Kern,2/10/2021,3713
Kings,2/10/2021,284
Lake,2/10/2021,329
Lassen,2/10/2021,184
Los Angeles,2/10/2021,66098
Madera,2/10/2021,419
Marin,2/10/2021,2316
Mariposa,2/10/2021,17
Mendocino,2/10/2021,1467
Merced,2/10/2021,1844
Modoc,2/10/2021,5
Mono,2/10/2021,441
Monterey,2/10/2021,2004
Napa,2/10/2021,1651
Nevada,2/10/2021,635
Orange,2/10/2021,20649
Placer,2/10/2021,3699
Plumas,2/10/2021,87
Riverside,2/10/2021,11688
Sacramento,2/10/2021,7438
San Benito,2/10/2021,320
San Bernardino,2/10/2021,11872
San Diego,2/10/2021,21817
San Francisco,2/10/2021,6765
San Joaquin,2/10/2021,2434
San Luis Obispo,2/10/2021,1420
San Mateo,2/10/2021,6475
Santa Barbara,2/10/2021,2749
Santa Clara,2/10/2021,12536
Santa Cruz,2/10/2021,2179
Shasta,2/10/2021,630
Sierra,2/10/2021,5
Siskiyou,2/10/2021,367
Solano,2/10/2021,2202
Sonoma,2/10/2021,4358
Stanislaus,2/10/2021,1911
Sutter,2/10/2021,649
Tehama,2/10/2021,229
Trinity,2/10/2021,113
Tulare,2/10/2021,2441
Tuolumne,2/10/2021,89
Ventura,2/10/2021,4582
Yolo,2/10/2021,1405
Yuba,2/10/2021,292
Alameda,2/9/2021,9585
Amador,2/9/2021,168
Butte,2/9/2021,949
Calaveras,2/9/2021,200
Colusa,2/9/2021,232
Contra Costa,2/9/2021,8381
Del Norte,2/9/2021,7
El Dorado,2/9/2021,875
Fresno,2/9/2021,5318
Glenn,2/9/2021,48
Humboldt,2/9/2021,376
Imperial,2/9/2021,471
Inyo,2/9/2021,193
Kern,2/9/2021,3008
Kings,2/9/2021,250
Lake,2/9/2021,323
Lassen,2/9/2021,127
Los Angeles,2/9/2021,54510
Madera,2/9/2021,472
Marin,2/9/2021,1759
Mariposa,2/9/2021,9
Mendocino,2/9/2021,101
Merced,2/9/2021,1179
Modoc,2/9/2021,197
Mono,2/9/2021,227
Monterey,2/9/2021,859
Napa,2/9/2021,1069
Nevada,2/9/2021,602
Orange,2/9/2021,17342
Placer,2/9/2021,3494
Plumas,2/9/2021,170
Riverside,2/9/2021,9568
Sacramento,2/9/2021,6627
San Benito,2/9/2021,323
San Bernardino,2/9/2021,9766
San Diego,2/9/2021,19177
San Francisco,2/9/2021,5866
San Joaquin,2/9/2021,1987
San Luis Obispo,2/9/2021,1120
San Mateo,2/9/2021,6112
Santa Barbara,2/9/2021,2423
Santa Clara,2/9/2021,10439
Santa Cruz,2/9/2021,2360
Shasta,2/9/2021,727
Sierra,2/9/2021,54
Siskiyou,2/9/2021,188
Solano,2/9/2021,1849
Sonoma,2/9/2021,3506
Stanislaus,2/9/2021,1815
Sutter,2/9/2021,235
Tehama,2/9/2021,74
Trinity,2/9/2021,19
Tulare,2/9/2021,1398
Tuolumne,2/9/2021,863
Ventura,2/9/2021,4690
Yolo,2/9/2021,844
Yuba,2/9/2021,144
Alameda,2/8/2021,7919
Alpine,2/8/2021,32
Amador,2/8/2021,90
Butte,2/8/2021,687
Calaveras,2/8/2021,33
Colusa,2/8/2021,40
Contra Costa,2/8/2021,5704
Del Norte,2/8/2021,36
El Dorado,2/8/2021,847
Fresno,2/8/2021,4233
Glenn,2/8/2021,21
Humboldt,2/8/2021,275
Imperial,2/8/2021,252
Inyo,2/8/2021,116
Kern,2/8/2021,2552
Kings,2/8/2021,167
Lake,2/8/2021,251
Lassen,2/8/2021,45
Los Angeles,2/8/2021,46083
Madera,2/8/2021,374
Marin,2/8/2021,1498
Mariposa,2/8/2021,39
Mendocino,2/8/2021,739
Merced,2/8/2021,278
Modoc,2/8/2021,9
Mono,2/8/2021,172
Monterey,2/8/2021,497
Napa,2/8/2021,828
Nevada,2/8/2021,642
Orange,2/8/2021,14555
Placer,2/8/2021,3257
Plumas,2/8/2021,16
Riverside,2/8/2021,12240
Sacramento,2/8/2021,6025
San Benito,2/8/2021,130
San Bernardino,2/8/2021,6993
San Diego,2/8/2021,19071
San Francisco,2/8/2021,6579
San Joaquin,2/8/2021,1678
San Luis Obispo,2/8/2021,848
San Mateo,2/8/2021,5211
Santa Barbara,2/8/2021,948
Santa Clara,2/8/2021,9444
Santa Cruz,2/8/2021,704
Shasta,2/8/2021,526
Siskiyou,2/8/2021,220
Solano,2/8/2021,1650
Sonoma,2/8/2021,3159
Stanislaus,2/8/2021,1991
Sutter,2/8/2021,131
Tehama,2/8/2021,34
Trinity,2/8/2021,23
Tulare,2/8/2021,945
Tuolumne,2/8/2021,90
Ventura,2/8/2021,3461
Yolo,2/8/2021,948
Yuba,2/8/2021,95
Alameda,2/7/2021,3548
Alpine,2/7/2021,1
Amador,2/7/2021,37
Butte,2/7/2021,38
Calaveras,2/7/2021,4
Colusa,2/7/2021,2
Contra Costa,2/7/2021,974
Del Norte,2/7/2021,4
El Dorado,2/7/2021,241
Fresno,2/7/2021,452
Glenn,2/7/2021,1
Humboldt,2/7/2021,378
Imperial,2/7/2021,36
Inyo,2/7/2021,3
Kern,2/7/2021,279
Kings,2/7/2021,5
Lake,2/7/2021,2
Lassen,2/7/2021,1
Los Angeles,2/7/2021,10715
Madera,2/7/2021,36
Marin,2/7/2021,1287
Mendocino,2/7/2021,29
Merced,2/7/2021,19
Mono,2/7/2021,2
Monterey,2/7/2021,311
Napa,2/7/2021,178
Nevada,2/7/2021,243
Orange,2/7/2021,11511
Placer,2/7/2021,1205
Riverside,2/7/2021,2214
Sacramento,2/7/2021,3860
San Benito,2/7/2021,14
San Bernardino,2/7/2021,840
San Diego,2/7/2021,10989
San Francisco,2/7/2021,4285
San Joaquin,2/7/2021,601
San Luis Obispo,2/7/2021,143
San Mateo,2/7/2021,1888
Santa Barbara,2/7/2021,299
Santa Clara,2/7/2021,3460
Santa Cruz,2/7/2021,905
Shasta,2/7/2021,26
Siskiyou,2/7/2021,3
Solano,2/7/2021,846
Sonoma,2/7/2021,1508
Stanislaus,2/7/2021,208
Sutter,2/7/2021,22
Tehama,2/7/2021,5
Tulare,2/7/2021,76
Tuolumne,2/7/2021,7
Ventura,2/7/2021,711
Yolo,2/7/2021,512
Yuba,2/7/2021,18
Alameda,2/6/2021,6842
Alpine,2/6/2021,1
Amador,2/6/2021,100
Butte,2/6/2021,142
Calaveras,2/6/2021,20
Colusa,2/6/2021,287
Contra Costa,2/6/2021,3427
Del Norte,2/6/2021,265
El Dorado,2/6/2021,638
Fresno,2/6/2021,2910
Glenn,2/6/2021,14
Humboldt,2/6/2021,901
Imperial,2/6/2021,875
Inyo,2/6/2021,3
Kern,2/6/2021,1722
Kings,2/6/2021,58
Lake,2/6/2021,281
Lassen,2/6/2021,70
Los Angeles,2/6/2021,35093
Madera,2/6/2021,358
Marin,2/6/2021,1419
Mariposa,2/6/2021,1
Mendocino,2/6/2021,556
Merced,2/6/2021,390
Mono,2/6/2021,140
Monterey,2/6/2021,1088
Napa,2/6/2021,427
Nevada,2/6/2021,273
Orange,2/6/2021,16257
Placer,2/6/2021,1892
Plumas,2/6/2021,8
Riverside,2/6/2021,7287
Sacramento,2/6/2021,8324
San Benito,2/6/2021,50
San Bernardino,2/6/2021,5223
San Diego,2/6/2021,19853
San Francisco,2/6/2021,5421
San Joaquin,2/6/2021,1109
San Luis Obispo,2/6/2021,159
San Mateo,2/6/2021,3268
Santa Barbara,2/6/2021,1190
Santa Clara,2/6/2021,5082
Santa Cruz,2/6/2021,2575
Shasta,2/6/2021,1721
Siskiyou,2/6/2021,15
Solano,2/6/2021,2920
Sonoma,2/6/2021,2617
Stanislaus,2/6/2021,869
Sutter,2/6/2021,730
Tehama,2/6/2021,29
Trinity,2/6/2021,208
Tulare,2/6/2021,834
Tuolumne,2/6/2021,847
Ventura,2/6/2021,2815
Yolo,2/6/2021,1922
Yuba,2/6/2021,446
Alameda,2/5/2021,10240
Alpine,2/5/2021,30
Amador,2/5/2021,315
Butte,2/5/2021,1164
Calaveras,2/5/2021,61
Colusa,2/5/2021,33
Contra Costa,2/5/2021,8372
Del Norte,2/5/2021,133
El Dorado,2/5/2021,1428
Fresno,2/5/2021,5098
Glenn,2/5/2021,320
Humboldt,2/5/2021,809
Imperial,2/5/2021,397
Inyo,2/5/2021,118
Kern,2/5/2021,4817
Kings,2/5/2021,251
Lake,2/5/2021,352
Lassen,2/5/2021,64
Los Angeles,2/5/2021,60141
Madera,2/5/2021,965
Marin,2/5/2021,2151
Mariposa,2/5/2021,177
Mendocino,2/5/2021,1306
Merced,2/5/2021,529
Modoc,2/5/2021,4
Mono,2/5/2021,623
Monterey,2/5/2021,3630
Napa,2/5/2021,704
Nevada,2/5/2021,635
Orange,2/5/2021,20551
Placer,2/5/2021,2690
Plumas,2/5/2021,24
Riverside,2/5/2021,14275
Sacramento,2/5/2021,7452
San Benito,2/5/2021,290
San Bernardino,2/5/2021,10877
San Diego,2/5/2021,24394
San Francisco,2/5/2021,5896
San Joaquin,2/5/2021,3162
San Luis Obispo,2/5/2021,1592
San Mateo,2/5/2021,6747
Santa Barbara,2/5/2021,2900
Santa Clara,2/5/2021,11759
Santa Cruz,2/5/2021,3154
Shasta,2/5/2021,1203
Sierra,2/5/2021,5
Siskiyou,2/5/2021,504
Solano,2/5/2021,3018
Sonoma,2/5/2021,4773
Stanislaus,2/5/2021,2800
Sutter,2/5/2021,278
Tehama,2/5/2021,158
Trinity,2/5/2021,348
Tulare,2/5/2021,1225
Tuolumne,2/5/2021,97
Ventura,2/5/2021,4795
Yolo,2/5/2021,1187
Yuba,2/5/2021,144
Alameda,2/4/2021,9398
Alpine,2/4/2021,8
Amador,2/4/2021,245
Butte,2/4/2021,2947
Calaveras,2/4/2021,349
Colusa,2/4/2021,142
Contra Costa,2/4/2021,7391
Del Norte,2/4/2021,70
El Dorado,2/4/2021,1230
Fresno,2/4/2021,4181
Glenn,2/4/2021,146
Humboldt,2/4/2021,631
Imperial,2/4/2021,1755
Inyo,2/4/2021,148
Kern,2/4/2021,3775
Kings,2/4/2021,390
Lake,2/4/2021,80
Lassen,2/4/2021,111
Los Angeles,2/4/2021,56570
Madera,2/4/2021,386
Marin,2/4/2021,1517
Mariposa,2/4/2021,86
Mendocino,2/4/2021,581
Merced,2/4/2021,372
Modoc,2/4/2021,154
Mono,2/4/2021,213
Monterey,2/4/2021,2691
Napa,2/4/2021,783
Nevada,2/4/2021,749
Orange,2/4/2021,19600
Placer,2/4/2021,2733
Plumas,2/4/2021,102
Riverside,2/4/2021,13567
Sacramento,2/4/2021,7533
San Benito,2/4/2021,160
San Bernardino,2/4/2021,10517
San Diego,2/4/2021,22938
San Francisco,2/4/2021,5003
San Joaquin,2/4/2021,3405
San Luis Obispo,2/4/2021,1652
San Mateo,2/4/2021,6250
Santa Barbara,2/4/2021,2776
Santa Clara,2/4/2021,10436
Santa Cruz,2/4/2021,1799
Shasta,2/4/2021,604
Sierra,2/4/2021,106
Siskiyou,2/4/2021,315
Solano,2/4/2021,1729
Sonoma,2/4/2021,4102
Stanislaus,2/4/2021,2059
Sutter,2/4/2021,666
Tehama,2/4/2021,439
Trinity,2/4/2021,33
Tulare,2/4/2021,551
Tuolumne,2/4/2021,129
Ventura,2/4/2021,4726
Yolo,2/4/2021,1783
Yuba,2/4/2021,295
Alameda,2/3/2021,7019
Alpine,2/3/2021,33
Amador,2/3/2021,140
Butte,2/3/2021,2728
Calaveras,2/3/2021,417
Colusa,2/3/2021,70
Contra Costa,2/3/2021,8214
Del Norte,2/3/2021,126
El Dorado,2/3/2021,860
Fresno,2/3/2021,3471
Glenn,2/3/2021,206
Humboldt,2/3/2021,626
Imperial,2/3/2021,482
Inyo,2/3/2021,117
Kern,2/3/2021,3648
Kings,2/3/2021,349
Lake,2/3/2021,354
Lassen,2/3/2021,99
Los Angeles,2/3/2021,51517
Madera,2/3/2021,582
Marin,2/3/2021,1572
Mariposa,2/3/2021,15
Mendocino,2/3/2021,384
Merced,2/3/2021,357
Modoc,2/3/2021,18
Mono,2/3/2021,4
Monterey,2/3/2021,2326
Napa,2/3/2021,726
Nevada,2/3/2021,806
Orange,2/3/2021,16666
Placer,2/3/2021,2883
Plumas,2/3/2021,127
Riverside,2/3/2021,12041
Sacramento,2/3/2021,6878
San Benito,2/3/2021,328
San Bernardino,2/3/2021,8903
San Diego,2/3/2021,25669
San Francisco,2/3/2021,5035
San Joaquin,2/3/2021,3000
San Luis Obispo,2/3/2021,1699
San Mateo,2/3/2021,4849
Santa Barbara,2/3/2021,1946
Santa Clara,2/3/2021,9091
Santa Cruz,2/3/2021,2184
Shasta,2/3/2021,649
Sierra,2/3/2021,6
Siskiyou,2/3/2021,311
Solano,2/3/2021,2183
Sonoma,2/3/2021,3900
Stanislaus,2/3/2021,2453
Sutter,2/3/2021,443
Tehama,2/3/2021,353
Trinity,2/3/2021,6
Tulare,2/3/2021,602
Tuolumne,2/3/2021,236
Ventura,2/3/2021,4446
Yolo,2/3/2021,1513
Yuba,2/3/2021,225
Alameda,2/2/2021,7358
Amador,2/2/2021,214
Butte,2/2/2021,1928
Calaveras,2/2/2021,110
Colusa,2/2/2021,42
Contra Costa,2/2/2021,7702
Del Norte,2/2/2021,142
El Dorado,2/2/2021,807
Fresno,2/2/2021,2684
Glenn,2/2/2021,27
Humboldt,2/2/2021,399
Imperial,2/2/2021,683
Inyo,2/2/2021,129
Kern,2/2/2021,2881
Kings,2/2/2021,206
Lake,2/2/2021,525
Lassen,2/2/2021,175
Los Angeles,2/2/2021,43594
Madera,2/2/2021,245
Marin,2/2/2021,1310
Mariposa,2/2/2021,8
Mendocino,2/2/2021,680
Merced,2/2/2021,301
Modoc,2/2/2021,170
Mono,2/2/2021,5
Monterey,2/2/2021,2139
Napa,2/2/2021,571
Nevada,2/2/2021,512
Orange,2/2/2021,15235
Placer,2/2/2021,2340
Plumas,2/2/2021,20
Riverside,2/2/2021,9357
Sacramento,2/2/2021,6743
San Benito,2/2/2021,222
San Bernardino,2/2/2021,10230
San Diego,2/2/2021,21768
San Francisco,2/2/2021,4616
San Joaquin,2/2/2021,2547
San Luis Obispo,2/2/2021,1890
San Mateo,2/2/2021,3125
Santa Barbara,2/2/2021,1806
Santa Clara,2/2/2021,7939
Santa Cruz,2/2/2021,1006
Shasta,2/2/2021,601
Sierra,2/2/2021,58
Siskiyou,2/2/2021,285
Solano,2/2/2021,2480
Sonoma,2/2/2021,3396
Stanislaus,2/2/2021,1232
Sutter,2/2/2021,240
Tehama,2/2/2021,310
Trinity,2/2/2021,10
Tulare,2/2/2021,668
Tuolumne,2/2/2021,647
Ventura,2/2/2021,4368
Yolo,2/2/2021,1317
Yuba,2/2/2021,121
Alameda,2/1/2021,5862
Alpine,2/1/2021,23
Amador,2/1/2021,61
Butte,2/1/2021,1733
Calaveras,2/1/2021,53
Colusa,2/1/2021,27
Contra Costa,2/1/2021,5465
Del Norte,2/1/2021,40
El Dorado,2/1/2021,781
Fresno,2/1/2021,3298
Glenn,2/1/2021,29
Humboldt,2/1/2021,303
Imperial,2/1/2021,440
Inyo,2/1/2021,12
Kern,2/1/2021,2399
Kings,2/1/2021,198
Lake,2/1/2021,162
Lassen,2/1/2021,61
Los Angeles,2/1/2021,37288
Madera,2/1/2021,259
Marin,2/1/2021,1053
Mariposa,2/1/2021,56
Mendocino,2/1/2021,364
Merced,2/1/2021,368
Modoc,2/1/2021,24
Mono,2/1/2021,29
Monterey,2/1/2021,1644
Napa,2/1/2021,310
Nevada,2/1/2021,290
Orange,2/1/2021,13837
Placer,2/1/2021,2045
Plumas,2/1/2021,15
Riverside,2/1/2021,10774
Sacramento,2/1/2021,5824
San Benito,2/1/2021,133
San Bernardino,2/1/2021,7403
San Diego,2/1/2021,19529
San Francisco,2/1/2021,3724
San Joaquin,2/1/2021,2469
San Luis Obispo,2/1/2021,1651
San Mateo,2/1/2021,2897
Santa Barbara,2/1/2021,931
Santa Clara,2/1/2021,7741
Santa Cruz,2/1/2021,1227
Shasta,2/1/2021,500
Sierra,2/1/2021,1
Siskiyou,2/1/2021,194
Solano,2/1/2021,1454
Sonoma,2/1/2021,2459
Stanislaus,2/1/2021,1238
Sutter,2/1/2021,161
Tehama,2/1/2021,79
Trinity,2/1/2021,2
Tulare,2/1/2021,1164
Tuolumne,2/1/2021,25
Ventura,2/1/2021,3909
Yolo,2/1/2021,838
Yuba,2/1/2021,149
Alameda,1/31/2021,2124
Amador,1/31/2021,32
Butte,1/31/2021,15
Calaveras,1/31/2021,5
Colusa,1/31/2021,7
Contra Costa,1/31/2021,745
El Dorado,1/31/2021,206
Fresno,1/31/2021,230
Glenn,1/31/2021,1
Humboldt,1/31/2021,307
Imperial,1/31/2021,24
Inyo,1/31/2021,32
Kern,1/31/2021,400
Lake,1/31/2021,14
Los Angeles,1/31/2021,12925
Madera,1/31/2021,9
Marin,1/31/2021,449
Mariposa,1/31/2021,1
Mendocino,1/31/2021,274
Merced,1/31/2021,47
Mono,1/31/2021,242
Monterey,1/31/2021,494
Napa,1/31/2021,649
Nevada,1/31/2021,100
Orange,1/31/2021,13745
Placer,1/31/2021,778
Plumas,1/31/2021,3
Riverside,1/31/2021,5181
Sacramento,1/31/2021,2221
San Benito,1/31/2021,22
San Bernardino,1/31/2021,925
San Diego,1/31/2021,13557
San Francisco,1/31/2021,2381
San Joaquin,1/31/2021,1546
San Luis Obispo,1/31/2021,30
San Mateo,1/31/2021,1899
Santa Barbara,1/31/2021,1460
Santa Clara,1/31/2021,2554
Santa Cruz,1/31/2021,227
Shasta,1/31/2021,29
Solano,1/31/2021,474
Sonoma,1/31/2021,769
Stanislaus,1/31/2021,363
Sutter,1/31/2021,27
Tehama,1/31/2021,1
Trinity,1/31/2021,1
Tulare,1/31/2021,50
Tuolumne,1/31/2021,8
Ventura,1/31/2021,827
Yolo,1/31/2021,250
Yuba,1/31/2021,17
Alameda,1/30/2021,3229
Amador,1/30/2021,165
Butte,1/30/2021,32
Calaveras,1/30/2021,26
Colusa,1/30/2021,27
Contra Costa,1/30/2021,2027
Del Norte,1/30/2021,8
El Dorado,1/30/2021,605
Fresno,1/30/2021,1386
Glenn,1/30/2021,4
Humboldt,1/30/2021,949
Imperial,1/30/2021,65
Inyo,1/30/2021,11
Kern,1/30/2021,1319
Kings,1/30/2021,1422
Lake,1/30/2021,553
Los Angeles,1/30/2021,29638
Madera,1/30/2021,504
Marin,1/30/2021,1710
Mariposa,1/30/2021,3
Mendocino,1/30/2021,45
Merced,1/30/2021,262
Mono,1/30/2021,201
Monterey,1/30/2021,410
Napa,1/30/2021,785
Nevada,1/30/2021,229
Orange,1/30/2021,12838
Placer,1/30/2021,1709
Plumas,1/30/2021,7
Riverside,1/30/2021,9026
Sacramento,1/30/2021,4470
San Benito,1/30/2021,45
San Bernardino,1/30/2021,3061
San Diego,1/30/2021,15291
San Francisco,1/30/2021,3709
San Joaquin,1/30/2021,2106
San Luis Obispo,1/30/2021,30
San Mateo,1/30/2021,3218
Santa Barbara,1/30/2021,1893
Santa Clara,1/30/2021,3776
Santa Cruz,1/30/2021,1045
Shasta,1/30/2021,613
Sierra,1/30/2021,3
Siskiyou,1/30/2021,3
Solano,1/30/2021,705
Sonoma,1/30/2021,2568
Stanislaus,1/30/2021,283
Sutter,1/30/2021,780
Tehama,1/30/2021,102
Trinity,1/30/2021,13
Tulare,1/30/2021,1670
Tuolumne,1/30/2021,708
Ventura,1/30/2021,3014
Yolo,1/30/2021,1515
Yuba,1/30/2021,410
Alameda,1/29/2021,7760
Amador,1/29/2021,93
Butte,1/29/2021,1668
Calaveras,1/29/2021,400
Colusa,1/29/2021,40
Contra Costa,1/29/2021,7363
Del Norte,1/29/2021,49
El Dorado,1/29/2021,922
Fresno,1/29/2021,1683
Glenn,1/29/2021,295
Humboldt,1/29/2021,1121
Imperial,1/29/2021,422
Inyo,1/29/2021,24
Kern,1/29/2021,3737
Kings,1/29/2021,85
Lake,1/29/2021,618
Lassen,1/29/2021,23
Los Angeles,1/29/2021,48426
Madera,1/29/2021,465
Marin,1/29/2021,2172
Mariposa,1/29/2021,57
Mendocino,1/29/2021,387
Merced,1/29/2021,853
Modoc,1/29/2021,3
Monterey,1/29/2021,1216
Napa,1/29/2021,246
Nevada,1/29/2021,590
Orange,1/29/2021,13404
Placer,1/29/2021,1813
Plumas,1/29/2021,7
Riverside,1/29/2021,11799
Sacramento,1/29/2021,5209
San Benito,1/29/2021,284
San Bernardino,1/29/2021,8068
San Diego,1/29/2021,19389
San Francisco,1/29/2021,4668
San Joaquin,1/29/2021,2104
San Luis Obispo,1/29/2021,1722
San Mateo,1/29/2021,2877
Santa Barbara,1/29/2021,1322
Santa Clara,1/29/2021,9386
Santa Cruz,1/29/2021,1724
Shasta,1/29/2021,829
Sierra,1/29/2021,1
Siskiyou,1/29/2021,245
Solano,1/29/2021,1621
Sonoma,1/29/2021,2915
Stanislaus,1/29/2021,2405
Sutter,1/29/2021,397
Tehama,1/29/2021,320
Trinity,1/29/2021,2
Tulare,1/29/2021,1119
Tuolumne,1/29/2021,69
Ventura,1/29/2021,4202
Yolo,1/29/2021,849
Yuba,1/29/2021,150
Alameda,1/28/2021,7721
Alpine,1/28/2021,2
Amador,1/28/2021,337
Butte,1/28/2021,2249
Calaveras,1/28/2021,162
Colusa,1/28/2021,78
Contra Costa,1/28/2021,6694
Del Norte,1/28/2021,291
El Dorado,1/28/2021,1056
Fresno,1/28/2021,4384
Glenn,1/28/2021,145
Humboldt,1/28/2021,1439
Imperial,1/28/2021,634
Inyo,1/28/2021,93
Kern,1/28/2021,2822
Kings,1/28/2021,322
Lake,1/28/2021,449
Lassen,1/28/2021,85
Los Angeles,1/28/2021,47790
Madera,1/28/2021,532
Marin,1/28/2021,1989
Mariposa,1/28/2021,119
Mendocino,1/28/2021,544
Merced,1/28/2021,1129
Modoc,1/28/2021,144
Mono,1/28/2021,6
Monterey,1/28/2021,1993
Napa,1/28/2021,370
Nevada,1/28/2021,449
Orange,1/28/2021,12805
Placer,1/28/2021,1754
Plumas,1/28/2021,23
Riverside,1/28/2021,11322
Sacramento,1/28/2021,5195
San Benito,1/28/2021,152
San Bernardino,1/28/2021,8455
San Diego,1/28/2021,20459
San Francisco,1/28/2021,3712
San Joaquin,1/28/2021,1969
San Luis Obispo,1/28/2021,1457
San Mateo,1/28/2021,2757
Santa Barbara,1/28/2021,880
Santa Clara,1/28/2021,9311
Santa Cruz,1/28/2021,1718
Shasta,1/28/2021,841
Sierra,1/28/2021,53
Siskiyou,1/28/2021,228
Solano,1/28/2021,1803
Sonoma,1/28/2021,4044
Stanislaus,1/28/2021,2161
Sutter,1/28/2021,522
Tehama,1/28/2021,334
Trinity,1/28/2021,13
Tulare,1/28/2021,1184
Tuolumne,1/28/2021,27
Ventura,1/28/2021,3827
Yolo,1/28/2021,1039
Yuba,1/28/2021,209
Alameda,1/27/2021,6627
Alpine,1/27/2021,1
Amador,1/27/2021,295
Butte,1/27/2021,2070
Calaveras,1/27/2021,132
Colusa,1/27/2021,107
Contra Costa,1/27/2021,8150
Del Norte,1/27/2021,62
El Dorado,1/27/2021,888
Fresno,1/27/2021,2214
Glenn,1/27/2021,188
Humboldt,1/27/2021,1249
Imperial,1/27/2021,575
Inyo,1/27/2021,23
Kern,1/27/2021,3543
Kings,1/27/2021,316
Lake,1/27/2021,339
Lassen,1/27/2021,79
Los Angeles,1/27/2021,47737
Madera,1/27/2021,737
Marin,1/27/2021,1625
Mariposa,1/27/2021,19
Mendocino,1/27/2021,424
Merced,1/27/2021,971
Modoc,1/27/2021,40
Mono,1/27/2021,5
Monterey,1/27/2021,854
Napa,1/27/2021,620
Nevada,1/27/2021,400
Orange,1/27/2021,13270
Placer,1/27/2021,1803
Plumas,1/27/2021,25
Riverside,1/27/2021,10487
Sacramento,1/27/2021,5692
San Benito,1/27/2021,231
San Bernardino,1/27/2021,8199
San Diego,1/27/2021,19767
San Francisco,1/27/2021,4390
San Joaquin,1/27/2021,1682
San Luis Obispo,1/27/2021,1609
San Mateo,1/27/2021,2735
Santa Barbara,1/27/2021,1154
Santa Clara,1/27/2021,8526
Santa Cruz,1/27/2021,1638
Shasta,1/27/2021,457
Sierra,1/27/2021,4
Siskiyou,1/27/2021,181
Solano,1/27/2021,1740
Sonoma,1/27/2021,3574
Stanislaus,1/27/2021,1784
Sutter,1/27/2021,383
Tehama,1/27/2021,299
Trinity,1/27/2021,12
Tulare,1/27/2021,1455
Tuolumne,1/27/2021,59
Ventura,1/27/2021,3427
Yolo,1/27/2021,555
Yuba,1/27/2021,180
Alameda,1/26/2021,7187
Amador,1/26/2021,239
Butte,1/26/2021,1453
Calaveras,1/26/2021,47
Colusa,1/26/2021,9
Contra Costa,1/26/2021,7871
Del Norte,1/26/2021,18
El Dorado,1/26/2021,664
Fresno,1/26/2021,1979
Glenn,1/26/2021,29
Humboldt,1/26/2021,513
Imperial,1/26/2021,358
Inyo,1/26/2021,133
Kern,1/26/2021,2726
Kings,1/26/2021,153
Lake,1/26/2021,393
Lassen,1/26/2021,126
Los Angeles,1/26/2021,48534
Madera,1/26/2021,477
Marin,1/26/2021,1490
Mariposa,1/26/2021,32
Mendocino,1/26/2021,153
Merced,1/26/2021,896
Modoc,1/26/2021,66
Mono,1/26/2021,510
Monterey,1/26/2021,915
Napa,1/26/2021,866
Nevada,1/26/2021,393
Orange,1/26/2021,11655
Placer,1/26/2021,1822
Plumas,1/26/2021,60
Riverside,1/26/2021,9044
Sacramento,1/26/2021,4639
San Benito,1/26/2021,135
San Bernardino,1/26/2021,7060
San Diego,1/26/2021,13962
San Francisco,1/26/2021,4606
San Joaquin,1/26/2021,2077
San Luis Obispo,1/26/2021,1998
San Mateo,1/26/2021,4274
Santa Barbara,1/26/2021,2031
Santa Clara,1/26/2021,8139
Santa Cruz,1/26/2021,1669
Shasta,1/26/2021,708
Sierra,1/26/2021,64
Siskiyou,1/26/2021,150
Solano,1/26/2021,1655
Sonoma,1/26/2021,1983
Stanislaus,1/26/2021,1698
Sutter,1/26/2021,237
Tehama,1/26/2021,325
Trinity,1/26/2021,10
Tulare,1/26/2021,1495
Tuolumne,1/26/2021,81
Ventura,1/26/2021,3664
Yolo,1/26/2021,807
Yuba,1/26/2021,146
Alameda,1/25/2021,5134
Alpine,1/25/2021,16
Amador,1/25/2021,54
Butte,1/25/2021,648
Calaveras,1/25/2021,85
Colusa,1/25/2021,7
Contra Costa,1/25/2021,6561
Del Norte,1/25/2021,97
El Dorado,1/25/2021,584
Fresno,1/25/2021,2313
Glenn,1/25/2021,27
Humboldt,1/25/2021,296
Imperial,1/25/2021,217
Inyo,1/25/2021,49
Kern,1/25/2021,2369
Kings,1/25/2021,123
Lake,1/25/2021,208
Lassen,1/25/2021,12
Los Angeles,1/25/2021,38074
Madera,1/25/2021,248
Marin,1/25/2021,1108
Mariposa,1/25/2021,4
Mendocino,1/25/2021,186
Merced,1/25/2021,727
Modoc,1/25/2021,12
Mono,1/25/2021,204
Monterey,1/25/2021,778
Napa,1/25/2021,1512
Nevada,1/25/2021,262
Orange,1/25/2021,10268
Placer,1/25/2021,1627
Plumas,1/25/2021,9
Riverside,1/25/2021,7818
