county,date,total_doses
Merced,2/27/2021,1907
Modoc,2/27/2021,5
Mono,2/27/2021,136
Monterey,2/27/2021,964
Napa,2/27/2021,1018
Nevada,2/27/2021,330
Orange,2/27/2021,24414
Placer,2/27/2021,2675
Plumas,2/27/2021,42
Riverside,2/27/2021,10934
Sacramento,2/27/2021,9353
San Benito,2/27/2021,96
San Bernardino,2/27/2021,6412
San Diego,2/27/2021,20445
San Francisco,2/27/2021,8649
San Joaquin,2/27/2021,5256
San Luis Obispo,2/27/2021,565
San Mateo,2/27/2021,6460
Santa Barbara,2/27/2021,1464
Santa Clara,2/27/2021,7897
Santa Cruz,2/27/2021,2613
Shasta,2/27/2021,806
Sierra,2/27/2021,2
Siskiyou,2/27/2021,30
Solano,2/27/2021,3420
Sonoma,2/27/2021,3887
Stanislaus,2/27/2021,1963
Sutter,2/27/2021,802
Tehama,2/27/2021,296
Trinity,2/27/2021,4
Tulare,2/27/2021,2670
Tuolumne,2/27/2021,943
Ventura,2/27/2021,9805
Yolo,2/27/2021,1583
Yuba,2/27/2021,449
Alameda,2/26/2021,16828
Alpine,2/26/2021,29
Amador,2/26/2021,591
Butte,2/26/2021,854
Calaveras,2/26/2021,637
Colusa,2/26/2021,95
Contra Costa,2/26/2021,9423
Del Norte,2/26/2021,99
El Dorado,2/26/2021,2009
Fresno,2/26/2021,7249
Glenn,2/26/2021,303
Humboldt,2/26/2021,2071
Imperial,2/26/2021,1637
Inyo,2/26/2021,103
Kern,2/26/2021,6090
Kings,2/26/2021,600
Lake,2/26/2021,974
Lassen,2/26/2021,64
Los Angeles,2/26/2021,78742
Madera,2/26/2021,1017
Marin,2/26/2021,3307
Mariposa,2/26/2021,411
Mendocino,2/26/2021,1337
Merced,2/26/2021,2049
Modoc,2/26/2021,3
Mono,2/26/2021,576
Monterey,2/26/2021,4953
Napa,2/26/2021,1396
Nevada,2/26/2021,1180
Orange,2/26/2021,26051
Placer,2/26/2021,3825
Plumas,2/26/2021,255
Riverside,2/26/2021,17000
Sacramento,2/26/2021,12224
San Benito,2/26/2021,604
San Bernardino,2/26/2021,12297
San Diego,2/26/2021,32428
San Francisco,2/26/2021,11177
San Joaquin,2/26/2021,5185
San Luis Obispo,2/26/2021,2577
San Mateo,2/26/2021,8878
Santa Barbara,2/26/2021,3272
Santa Clara,2/26/2021,11942
Santa Cruz,2/26/2021,2621
Shasta,2/26/2021,748
Sierra,2/26/2021,9
Siskiyou,2/26/2021,660
Solano,2/26/2021,2245
Sonoma,2/26/2021,5731
Stanislaus,2/26/2021,3945
Sutter,2/26/2021,347
Tehama,2/26/2021,448
Trinity,2/26/2021,10
Tulare,2/26/2021,3319
Tuolumne,2/26/2021,135
Ventura,2/26/2021,8935
Yolo,2/26/2021,2072
Yuba,2/26/2021,234
Alameda,2/25/2021,14842
Alpine,2/25/2021,7
Amador,2/25/2021,501
Butte,2/25/2021,1998
Calaveras,2/25/2021,469
Colusa,2/25/2021,95
Contra Costa,2/25/2021,10521
Del Norte,2/25/2021,300
El Dorado,2/25/2021,1416
Fresno,2/25/2021,6942
Glenn,2/25/2021,255
Humboldt,2/25/2021,808
Imperial,2/25/2021,807
Inyo,2/25/2021,125
Kern,2/25/2021,4969
Kings,2/25/2021,639
Lake,2/25/2021,671
Lassen,2/25/2021,146
Los Angeles,2/25/2021,69508
Madera,2/25/2021,991
Marin,2/25/2021,3705
Mariposa,2/25/2021,4
Mendocino,2/25/2021,1172
Merced,2/25/2021,1630
Modoc,2/25/2021,169
Mono,2/25/2021,5
Monterey,2/25/2021,4171
Napa,2/25/2021,2340
Nevada,2/25/2021,826
Orange,2/25/2021,21721
Placer,2/25/2021,3138
Plumas,2/25/2021,221
Riverside,2/25/2021,16028
Sacramento,2/25/2021,9063
San Benito,2/25/2021,383
San Bernardino,2/25/2021,11858
San Diego,2/25/2021,31550
San Francisco,2/25/2021,9447
San Joaquin,2/25/2021,6027
San Luis Obispo,2/25/2021,2025
San Mateo,2/25/2021,8615
Santa Barbara,2/25/2021,3374
Santa Clara,2/25/2021,13124
Santa Cruz,2/25/2021,3098
Shasta,2/25/2021,458
Sierra,2/25/2021,127
Siskiyou,2/25/2021,294
Solano,2/25/2021,2099
Sonoma,2/25/2021,5351
Stanislaus,2/25/2021,3727
Sutter,2/25/2021,764
Tehama,2/25/2021,373
Trinity,2/25/2021,36
Tulare,2/25/2021,3190
Tuolumne,2/25/2021,1034
Ventura,2/25/2021,7262
Yolo,2/25/2021,1287
Yuba,2/25/2021,316
Alameda,2/24/2021,13847
Amador,2/24/2021,387
Butte,2/24/2021,2057
Calaveras,2/24/2021,90
Colusa,2/24/2021,298
Contra Costa,2/24/2021,9390
Del Norte,2/24/2021,149
El Dorado,2/24/2021,865
Fresno,2/24/2021,3800
Glenn,2/24/2021,219
Humboldt,2/24/2021,1140
Imperial,2/24/2021,668
Inyo,2/24/2021,117
Kern,2/24/2021,4968
Kings,2/24/2021,570
Lake,2/24/2021,713
Lassen,2/24/2021,163
Los Angeles,2/24/2021,60458
Madera,2/24/2021,886
Marin,2/24/2021,3304
Mariposa,2/24/2021,12
Mendocino,2/24/2021,1781
Merced,2/24/2021,788
Modoc,2/24/2021,89
Mono,2/24/2021,6
Monterey,2/24/2021,2339
Napa,2/24/2021,1059
Nevada,2/24/2021,460
Orange,2/24/2021,20074
Placer,2/24/2021,3093
Plumas,2/24/2021,449
Riverside,2/24/2021,13988
Sacramento,2/24/2021,8712
San Benito,2/24/2021,355
San Bernardino,2/24/2021,11081
San Diego,2/24/2021,27172
San Francisco,2/24/2021,8684
San Joaquin,2/24/2021,5474
San Luis Obispo,2/24/2021,2625
San Mateo,2/24/2021,7012
Santa Barbara,2/24/2021,3050
Santa Clara,2/24/2021,12511
Santa Cruz,2/24/2021,3099
Shasta,2/24/2021,503
Sierra,2/24/2021,2
Siskiyou,2/24/2021,145
Solano,2/24/2021,2073
Sonoma,2/24/2021,5029
Stanislaus,2/24/2021,3861
Sutter,2/24/2021,951
Tehama,2/24/2021,294
Trinity,2/24/2021,16
Tulare,2/24/2021,2293
Tuolumne,2/24/2021,81
Ventura,2/24/2021,4734
Yolo,2/24/2021,1878
Yuba,2/24/2021,467
Alameda,2/23/2021,12284
Amador,2/23/2021,309
Butte,2/23/2021,1553
Calaveras,2/23/2021,145
Colusa,2/23/2021,18
Contra Costa,2/23/2021,10917
Del Norte,2/23/2021,101
El Dorado,2/23/2021,718
Fresno,2/23/2021,3577
Glenn,2/23/2021,38
Humboldt,2/23/2021,134
Imperial,2/23/2021,883
Inyo,2/23/2021,193
Kern,2/23/2021,3011
Kings,2/23/2021,274
Lake,2/23/2021,162
Lassen,2/23/2021,151
Los Angeles,2/23/2021,51509
Madera,2/23/2021,716
Marin,2/23/2021,2731
Mariposa,2/23/2021,4
Mendocino,2/23/2021,645
Merced,2/23/2021,1057
Modoc,2/23/2021,23
Mono,2/23/2021,133
Monterey,2/23/2021,933
Napa,2/23/2021,1008
Nevada,2/23/2021,432
Orange,2/23/2021,12753
Placer,2/23/2021,2356
Plumas,2/23/2021,21
Riverside,2/23/2021,10727
Sacramento,2/23/2021,6645
San Benito,2/23/2021,345
San Bernardino,2/23/2021,8373
San Diego,2/23/2021,23841
San Francisco,2/23/2021,5279
San Joaquin,2/23/2021,3976
San Luis Obispo,2/23/2021,1846
San Mateo,2/23/2021,4047
Santa Barbara,2/23/2021,3136
Santa Clara,2/23/2021,10933
Santa Cruz,2/23/2021,2085
Shasta,2/23/2021,398
Sierra,2/23/2021,4
Siskiyou,2/23/2021,191
Solano,2/23/2021,1788
Sonoma,2/23/2021,2871
Stanislaus,2/23/2021,3574
Sutter,2/23/2021,217
Tehama,2/23/2021,43
Trinity,2/23/2021,5
Tulare,2/23/2021,1620
Tuolumne,2/23/2021,38
Ventura,2/23/2021,5813
Yolo,2/23/2021,1101
Yuba,2/23/2021,110
Alameda,2/22/2021,10240
Alpine,2/22/2021,27
Amador,2/22/2021,63
Butte,2/22/2021,1431
Calaveras,2/22/2021,64
Colusa,2/22/2021,41
Contra Costa,2/22/2021,7061
Del Norte,2/22/2021,2
El Dorado,2/22/2021,822
Fresno,2/22/2021,2138
Glenn,2/22/2021,31
Humboldt,2/22/2021,95
Imperial,2/22/2021,765
Inyo,2/22/2021,60
Kern,2/22/2021,2586
Kings,2/22/2021,100
Lake,2/22/2021,92
Lassen,2/22/2021,23
Los Angeles,2/22/2021,32816
Madera,2/22/2021,903
Marin,2/22/2021,1671
Mariposa,2/22/2021,15
Mendocino,2/22/2021,159
Merced,2/22/2021,817
Modoc,2/22/2021,16
Mono,2/22/2021,284
Monterey,2/22/2021,902
Napa,2/22/2021,413
Nevada,2/22/2021,483
Orange,2/22/2021,9113
Placer,2/22/2021,2400
Plumas,2/22/2021,5
Riverside,2/22/2021,12010
Sacramento,2/22/2021,5882
San Benito,2/22/2021,104
San Bernardino,2/22/2021,8273
San Diego,2/22/2021,11075
San Francisco,2/22/2021,4887
San Joaquin,2/22/2021,3351
San Luis Obispo,2/22/2021,2398
San Mateo,2/22/2021,4172
Santa Barbara,2/22/2021,887
Santa Clara,2/22/2021,9409
Santa Cruz,2/22/2021,1220
Shasta,2/22/2021,335
Sierra,2/22/2021,2
Siskiyou,2/22/2021,124
Solano,2/22/2021,1457
Sonoma,2/22/2021,2560
Stanislaus,2/22/2021,2180
Sutter,2/22/2021,197
Tehama,2/22/2021,39
Trinity,2/22/2021,3
Tulare,2/22/2021,1035
Tuolumne,2/22/2021,72
Ventura,2/22/2021,5282
Yolo,2/22/2021,1335
Yuba,2/22/2021,112
Alameda,2/21/2021,5860
Amador,2/21/2021,40
Butte,2/21/2021,14
Calaveras,2/21/2021,20
Colusa,2/21/2021,1
Contra Costa,2/21/2021,1649
El Dorado,2/21/2021,230
Fresno,2/21/2021,167
Humboldt,2/21/2021,474
Imperial,2/21/2021,539
Inyo,2/21/2021,267
Kern,2/21/2021,201
Kings,2/21/2021,1
Lake,2/21/2021,5
Lassen,2/21/2021,18
Los Angeles,2/21/2021,13880
Madera,2/21/2021,941
Marin,2/21/2021,940
Mariposa,2/21/2021,232
Mendocino,2/21/2021,18
Merced,2/21/2021,68
Mono,2/21/2021,3
Monterey,2/21/2021,1190
Napa,2/21/2021,722
Nevada,2/21/2021,72
Orange,2/21/2021,3785
Placer,2/21/2021,851
Plumas,2/21/2021,6
Riverside,2/21/2021,3189
Sacramento,2/21/2021,2257
San Benito,2/21/2021,23
San Bernardino,2/21/2021,778
San Diego,2/21/2021,9454
San Francisco,2/21/2021,2175
San Joaquin,2/21/2021,555
San Luis Obispo,2/21/2021,32
San Mateo,2/21/2021,2081
Santa Barbara,2/21/2021,76
Santa Clara,2/21/2021,3050
Santa Cruz,2/21/2021,753
Shasta,2/21/2021,32
Siskiyou,2/21/2021,2
Solano,2/21/2021,1906
Sonoma,2/21/2021,335
Stanislaus,2/21/2021,711
Sutter,2/21/2021,26
Trinity,2/21/2021,1
Tulare,2/21/2021,40
Tuolumne,2/21/2021,974
Ventura,2/21/2021,926
Yolo,2/21/2021,196
Yuba,2/21/2021,14
Alameda,2/20/2021,11453
Amador,2/20/2021,83
Butte,2/20/2021,458
Calaveras,2/20/2021,55
Colusa,2/20/2021,25
Contra Costa,2/20/2021,6154
Del Norte,2/20/2021,7
El Dorado,2/20/2021,882
Fresno,2/20/2021,4110
Glenn,2/20/2021,8
Humboldt,2/20/2021,1021
Imperial,2/20/2021,1037
Inyo,2/20/2021,501
Kern,2/20/2021,2310
Kings,2/20/2021,153
Lake,2/20/2021,57
Lassen,2/20/2021,7
Los Angeles,2/20/2021,28433
Madera,2/20/2021,1001
Marin,2/20/2021,2385
Mariposa,2/20/2021,248
Mendocino,2/20/2021,563
Merced,2/20/2021,253
Modoc,2/20/2021,1
Mono,2/20/2021,4
Monterey,2/20/2021,954
Napa,2/20/2021,785
Nevada,2/20/2021,270
Orange,2/20/2021,6678
Placer,2/20/2021,1878
Plumas,2/20/2021,101
Riverside,2/20/2021,7278
Sacramento,2/20/2021,6967
San Benito,2/20/2021,41
San Bernardino,2/20/2021,3970
San Diego,2/20/2021,9676
San Francisco,2/20/2021,4220
San Joaquin,2/20/2021,1447
San Luis Obispo,2/20/2021,224
San Mateo,2/20/2021,3572
Santa Barbara,2/20/2021,2151
Santa Clara,2/20/2021,6583
Santa Cruz,2/20/2021,2247
Shasta,2/20/2021,742
Sierra,2/20/2021,2
Siskiyou,2/20/2021,21
Solano,2/20/2021,2352
Sonoma,2/20/2021,2968
Stanislaus,2/20/2021,720
Sutter,2/20/2021,576
Tehama,2/20/2021,273
Trinity,2/20/2021,138
Tulare,2/20/2021,2817
Tuolumne,2/20/2021,899
Ventura,2/20/2021,4632
Yolo,2/20/2021,2440
Yuba,2/20/2021,357
Alameda,2/19/2021,16299
Alpine,2/19/2021,34
Amador,2/19/2021,181
Butte,2/19/2021,1163
Calaveras,2/19/2021,438
Colusa,2/19/2021,152
Contra Costa,2/19/2021,10769
Del Norte,2/19/2021,44
El Dorado,2/19/2021,1055
Fresno,2/19/2021,3705
Glenn,2/19/2021,301
Humboldt,2/19/2021,471
Imperial,2/19/2021,770
Inyo,2/19/2021,48
Kern,2/19/2021,4037
Kings,2/19/2021,151
Lake,2/19/2021,360
Lassen,2/19/2021,82
Los Angeles,2/19/2021,54079
Madera,2/19/2021,831
Marin,2/19/2021,2508
Mariposa,2/19/2021,74
Mendocino,2/19/2021,698
Merced,2/19/2021,1194
Mono,2/19/2021,51
Monterey,2/19/2021,2853
Napa,2/19/2021,1206
Nevada,2/19/2021,918
Orange,2/19/2021,17257
Placer,2/19/2021,3306
Plumas,2/19/2021,38
Riverside,2/19/2021,14612
Sacramento,2/19/2021,9247
San Benito,2/19/2021,313
San Bernardino,2/19/2021,10921
San Diego,2/19/2021,15171
San Francisco,2/19/2021,4944
San Joaquin,2/19/2021,4026
San Luis Obispo,2/19/2021,1436
San Mateo,2/19/2021,7437
Santa Barbara,2/19/2021,3600
Santa Clara,2/19/2021,13963
Santa Cruz,2/19/2021,3218
Shasta,2/19/2021,624
Sierra,2/19/2021,1
Siskiyou,2/19/2021,58
Solano,2/19/2021,1803
Sonoma,2/19/2021,4890
Stanislaus,2/19/2021,2595
Sutter,2/19/2021,658
Tehama,2/19/2021,214
Trinity,2/19/2021,209
Tulare,2/19/2021,2210
Tuolumne,2/19/2021,132
Ventura,2/19/2021,6318
Yolo,2/19/2021,1677
Yuba,2/19/2021,208
Alameda,2/18/2021,14721
Alpine,2/18/2021,2
Amador,2/18/2021,393
Butte,2/18/2021,1536
Calaveras,2/18/2021,491
Colusa,2/18/2021,132
Contra Costa,2/18/2021,9789
Del Norte,2/18/2021,76
El Dorado,2/18/2021,1923
Fresno,2/18/2021,6552
Glenn,2/18/2021,137
Humboldt,2/18/2021,963
Imperial,2/18/2021,645
Inyo,2/18/2021,111
Kern,2/18/2021,3490
Kings,2/18/2021,143
Lake,2/18/2021,395
Lassen,2/18/2021,73
Los Angeles,2/18/2021,62882
Madera,2/18/2021,1259
Marin,2/18/2021,2286
Mariposa,2/18/2021,37
Mendocino,2/18/2021,1049
Merced,2/18/2021,1183
Modoc,2/18/2021,189
Mono,2/18/2021,1
Monterey,2/18/2021,2093
Napa,2/18/2021,1832
Nevada,2/18/2021,990
Orange,2/18/2021,13674
Placer,2/18/2021,3400
Plumas,2/18/2021,125
Riverside,2/18/2021,14034
Sacramento,2/18/2021,8153
San Benito,2/18/2021,286
San Bernardino,2/18/2021,11766
San Diego,2/18/2021,22481
San Francisco,2/18/2021,4895
San Joaquin,2/18/2021,3202
San Luis Obispo,2/18/2021,2800
San Mateo,2/18/2021,6273
Santa Barbara,2/18/2021,3227
Santa Clara,2/18/2021,12556
Santa Cruz,2/18/2021,2854
Shasta,2/18/2021,603
Sierra,2/18/2021,145
Siskiyou,2/18/2021,220
Solano,2/18/2021,1675
Sonoma,2/18/2021,6412
Stanislaus,2/18/2021,3171
Sutter,2/18/2021,697
Tehama,2/18/2021,298
Trinity,2/18/2021,3
Tulare,2/18/2021,2240
Tuolumne,2/18/2021,660
Ventura,2/18/2021,5565
Yolo,2/18/2021,2398
Yuba,2/18/2021,300
Alameda,2/17/2021,13494
Alpine,2/17/2021,22
Amador,2/17/2021,258
Butte,2/17/2021,1500
Calaveras,2/17/2021,476
Colusa,2/17/2021,204
Contra Costa,2/17/2021,10423
Del Norte,2/17/2021,90
El Dorado,2/17/2021,813
Fresno,2/17/2021,4941
Glenn,2/17/2021,380
Humboldt,2/17/2021,437
Imperial,2/17/2021,439
Inyo,2/17/2021,36
Kern,2/17/2021,3980
Kings,2/17/2021,360
Lake,2/17/2021,310
Lassen,2/17/2021,184
Los Angeles,2/17/2021,61075
Madera,2/17/2021,592
Marin,2/17/2021,2021
Mariposa,2/17/2021,21
Mendocino,2/17/2021,1319
Merced,2/17/2021,1866
Modoc,2/17/2021,22
Mono,2/17/2021,5
Monterey,2/17/2021,1819
Napa,2/17/2021,969
Nevada,2/17/2021,1168
Orange,2/17/2021,17092
Placer,2/17/2021,3360
Plumas,2/17/2021,133
Riverside,2/17/2021,14019
Sacramento,2/17/2021,8338
San Benito,2/17/2021,308
San Bernardino,2/17/2021,10497
San Diego,2/17/2021,22148
San Francisco,2/17/2021,5182
San Joaquin,2/17/2021,3135
San Luis Obispo,2/17/2021,2748
San Mateo,2/17/2021,6708
Santa Barbara,2/17/2021,1419
Santa Clara,2/17/2021,12969
Santa Cruz,2/17/2021,2900
Shasta,2/17/2021,950
Sierra,2/17/2021,3
Siskiyou,2/17/2021,182
Solano,2/17/2021,2273
Sonoma,2/17/2021,5059
Stanislaus,2/17/2021,2660
Sutter,2/17/2021,824
Tehama,2/17/2021,291
Trinity,2/17/2021,93
Tulare,2/17/2021,2671
Tuolumne,2/17/2021,103
Ventura,2/17/2021,5132
Yolo,2/17/2021,1349
Yuba,2/17/2021,367
Alameda,2/16/2021,12110
Amador,2/16/2021,400
Butte,2/16/2021,725
Calaveras,2/16/2021,289
Colusa,2/16/2021,67
Contra Costa,2/16/2021,10072
Del Norte,2/16/2021,131
El Dorado,2/16/2021,1138
Fresno,2/16/2021,6238
Glenn,2/16/2021,36
Humboldt,2/16/2021,507
Imperial,2/16/2021,513
Inyo,2/16/2021,180
Kern,2/16/2021,2839
Kings,2/16/2021,473
Lake,2/16/2021,378
Lassen,2/16/2021,193
Los Angeles,2/16/2021,61356
Madera,2/16/2021,754
Marin,2/16/2021,2410
Mariposa,2/16/2021,19
Mendocino,2/16/2021,185
Merced,2/16/2021,1190
Modoc,2/16/2021,140
Mono,2/16/2021,530
Monterey,2/16/2021,1047
Napa,2/16/2021,1204
Nevada,2/16/2021,608
Orange,2/16/2021,19482
Placer,2/16/2021,3472
Plumas,2/16/2021,73
Riverside,2/16/2021,15827
Sacramento,2/16/2021,8546
San Benito,2/16/2021,200
San Bernardino,2/16/2021,12250
San Diego,2/16/2021,18038
San Francisco,2/16/2021,4857
San Joaquin,2/16/2021,2858
San Luis Obispo,2/16/2021,2934
San Mateo,2/16/2021,6980
Santa Barbara,2/16/2021,2082
Santa Clara,2/16/2021,13185
Santa Cruz,2/16/2021,1669
Shasta,2/16/2021,692
Sierra,2/16/2021,44
Siskiyou,2/16/2021,107
Solano,2/16/2021,2179
Sonoma,2/16/2021,4461
Stanislaus,2/16/2021,1290
Sutter,2/16/2021,274
Tehama,2/16/2021,239
Trinity,2/16/2021,6
Tulare,2/16/2021,2779
Tuolumne,2/16/2021,517
Ventura,2/16/2021,5397
Yolo,2/16/2021,1098
Yuba,2/16/2021,186
Alameda,2/15/2021,5639
Amador,2/15/2021,181
Butte,2/15/2021,256
Calaveras,2/15/2021,369
Colusa,2/15/2021,46
Contra Costa,2/15/2021,4381
Del Norte,2/15/2021,4
El Dorado,2/15/2021,1122
Fresno,2/15/2021,2829
Glenn,2/15/2021,8
Humboldt,2/15/2021,285
Imperial,2/15/2021,36
Inyo,2/15/2021,29
Kern,2/15/2021,2712
Kings,2/15/2021,224
Lake,2/15/2021,164
Lassen,2/15/2021,21
Los Angeles,2/15/2021,31572
Madera,2/15/2021,225
Marin,2/15/2021,1200
Mariposa,2/15/2021,8
Mendocino,2/15/2021,202
Merced,2/15/2021,270
Mono,2/15/2021,171
Monterey,2/15/2021,1330
Napa,2/15/2021,838
Nevada,2/15/2021,706
Orange,2/15/2021,16964
Placer,2/15/2021,2108
Plumas,2/15/2021,26
Riverside,2/15/2021,9777
Sacramento,2/15/2021,5577
San Benito,2/15/2021,105
San Bernardino,2/15/2021,5437
San Diego,2/15/2021,14447
San Francisco,2/15/2021,2721
San Joaquin,2/15/2021,1898
San Luis Obispo,2/15/2021,704
San Mateo,2/15/2021,3124
Santa Barbara,2/15/2021,944
Santa Clara,2/15/2021,6177
Santa Cruz,2/15/2021,1571
Shasta,2/15/2021,382
Sierra,2/15/2021,1
Siskiyou,2/15/2021,103
Solano,2/15/2021,1186
Sonoma,2/15/2021,2044
Stanislaus,2/15/2021,1762
Sutter,2/15/2021,190
Tehama,2/15/2021,51
Trinity,2/15/2021,47
Tulare,2/15/2021,899
Tuolumne,2/15/2021,182
Ventura,2/15/2021,3946
Yolo,2/15/2021,521
Yuba,2/15/2021,90
Alameda,2/14/2021,4007
Amador,2/14/2021,123
Butte,2/14/2021,158
Calaveras,2/14/2021,214
Colusa,2/14/2021,19
Contra Costa,2/14/2021,2052
Del Norte,2/14/2021,3
El Dorado,2/14/2021,467
Fresno,2/14/2021,1544
Glenn,2/14/2021,1
Humboldt,2/14/2021,112
Imperial,2/14/2021,26
Inyo,2/14/2021,1
Kern,2/14/2021,352
Kings,2/14/2021,99
Lake,2/14/2021,17
Lassen,2/14/2021,13
Los Angeles,2/14/2021,21725
Madera,2/14/2021,385
Marin,2/14/2021,805
Mariposa,2/14/2021,6
Mendocino,2/14/2021,694
Merced,2/14/2021,113
Monterey,2/14/2021,584
Napa,2/14/2021,321
Nevada,2/14/2021,223
Orange,2/14/2021,16079
Placer,2/14/2021,1061
Plumas,2/14/2021,7
Riverside,2/14/2021,4939
Sacramento,2/14/2021,2877
San Benito,2/14/2021,40
San Bernardino,2/14/2021,1532
San Diego,2/14/2021,10276
San Francisco,2/14/2021,3406
San Joaquin,2/14/2021,1853
San Luis Obispo,2/14/2021,305
San Mateo,2/14/2021,4608
Santa Barbara,2/14/2021,327
Santa Clara,2/14/2021,4613
Santa Cruz,2/14/2021,1381
Shasta,2/14/2021,147
Sierra,2/14/2021,1
Siskiyou,2/14/2021,5
Solano,2/14/2021,672
Sonoma,2/14/2021,2267
Stanislaus,2/14/2021,423
Sutter,2/14/2021,81
Tehama,2/14/2021,33
Trinity,2/14/2021,2
Tulare,2/14/2021,328
Tuolumne,2/14/2021,141
Ventura,2/14/2021,1210
Yolo,2/14/2021,439
Yuba,2/14/2021,53
Alameda,2/13/2021,7670
Amador,2/13/2021,160
Butte,2/13/2021,246
Calaveras,2/13/2021,192
Colusa,2/13/2021,60
Contra Costa,2/13/2021,4757
Del Norte,2/13/2021,2
El Dorado,2/13/2021,949
Fresno,2/13/2021,3677
Glenn,2/13/2021,32
Humboldt,2/13/2021,1293
Imperial,2/13/2021,46
Inyo,2/13/2021,60
Kern,2/13/2021,1964
Kings,2/13/2021,99
Lake,2/13/2021,249
Lassen,2/13/2021,13
Los Angeles,2/13/2021,33423
Madera,2/13/2021,478
Marin,2/13/2021,2306
Mariposa,2/13/2021,5
Mendocino,2/13/2021,489
Merced,2/13/2021,357
Modoc,2/13/2021,1
Mono,2/13/2021,592
Monterey,2/13/2021,1047
Napa,2/13/2021,484
Nevada,2/13/2021,573
Orange,2/13/2021,21535
Placer,2/13/2021,2474
Plumas,2/13/2021,72
Riverside,2/13/2021,6292
Sacramento,2/13/2021,6871
San Benito,2/13/2021,60
San Bernardino,2/13/2021,5968
San Diego,2/13/2021,19186
San Francisco,2/13/2021,3911
San Joaquin,2/13/2021,2078
San Luis Obispo,2/13/2021,372
San Mateo,2/13/2021,5937
Santa Barbara,2/13/2021,1220
Santa Clara,2/13/2021,6018
Santa Cruz,2/13/2021,1695
Shasta,2/13/2021,1379
Siskiyou,2/13/2021,36
Solano,2/13/2021,2740
Sonoma,2/13/2021,1948
Stanislaus,2/13/2021,1335
Sutter,2/13/2021,898
Tehama,2/13/2021,390
Trinity,2/13/2021,11
Tulare,2/13/2021,2432
Tuolumne,2/13/2021,144
Ventura,2/13/2021,3251
Yolo,2/13/2021,2013
Yuba,2/13/2021,438
Alameda,2/12/2021,12212
Alpine,2/12/2021,2
Amador,2/12/2021,322
Butte,2/12/2021,858
Calaveras,2/12/2021,558
Colusa,2/12/2021,118
Contra Costa,2/12/2021,9511
Del Norte,2/12/2021,115
El Dorado,2/12/2021,1454
Fresno,2/12/2021,4913
Glenn,2/12/2021,421
Humboldt,2/12/2021,1120
Imperial,2/12/2021,2116
Inyo,2/12/2021,301
Kern,2/12/2021,4904
Kings,2/12/2021,589
Lake,2/12/2021,340
Lassen,2/12/2021,45
Los Angeles,2/12/2021,58804
Madera,2/12/2021,822
Marin,2/12/2021,2975
Mariposa,2/12/2021,171
Mendocino,2/12/2021,978
Merced,2/12/2021,1715
Modoc,2/12/2021,5
Mono,2/12/2021,82
Monterey,2/12/2021,2542
Napa,2/12/2021,2144
Nevada,2/12/2021,916
Orange,2/12/2021,24473
Placer,2/12/2021,2706
Plumas,2/12/2021,121
Riverside,2/12/2021,17231
Sacramento,2/12/2021,10150
San Benito,2/12/2021,401
San Bernardino,2/12/2021,10214
San Diego,2/12/2021,23007
San Francisco,2/12/2021,5003
San Joaquin,2/12/2021,2594
San Luis Obispo,2/12/2021,764
San Mateo,2/12/2021,6454
Santa Barbara,2/12/2021,3262
Santa Clara,2/12/2021,13971
Santa Cruz,2/12/2021,3163
Shasta,2/12/2021,1633
Sierra,2/12/2021,20
Siskiyou,2/12/2021,1681
Solano,2/12/2021,3897
Sonoma,2/12/2021,5493
Stanislaus,2/12/2021,3236
Sutter,2/12/2021,615
Tehama,2/12/2021,350
Trinity,2/12/2021,9
Tulare,2/12/2021,2756
Tuolumne,2/12/2021,638
Ventura,2/12/2021,6225
Yolo,2/12/2021,1877
Yuba,2/12/2021,260
Alameda,2/11/2021,12688
Alpine,2/11/2021,8
Amador,2/11/2021,302
Butte,2/11/2021,2189
Calaveras,2/11/2021,573
Colusa,2/11/2021,98
Contra Costa,2/11/2021,8313
Del Norte,2/11/2021,174
El Dorado,2/11/2021,2001
Fresno,2/11/2021,6207
Glenn,2/11/2021,233
Humboldt,2/11/2021,1268
Imperial,2/11/2021,463
Inyo,2/11/2021,214
Kern,2/11/2021,4240
Kings,2/11/2021,412
Lake,2/11/2021,136
Lassen,2/11/2021,174
Los Angeles,2/11/2021,56424
Madera,2/11/2021,916
Marin,2/11/2021,2604
Mariposa,2/11/2021,364
Mendocino,2/11/2021,1059
Merced,2/11/2021,2478
Modoc,2/11/2021,201
Mono,2/11/2021,7
Monterey,2/11/2021,2437
Napa,2/11/2021,1477
Nevada,2/11/2021,854
Orange,2/11/2021,21641
Placer,2/11/2021,3494
Plumas,2/11/2021,320
Riverside,2/11/2021,16260
Sacramento,2/11/2021,7846
San Benito,2/11/2021,281
San Bernardino,2/11/2021,11722
San Diego,2/11/2021,22505
San Francisco,2/11/2021,6205
San Joaquin,2/11/2021,2713
San Luis Obispo,2/11/2021,1323
San Mateo,2/11/2021,6732
Santa Barbara,2/11/2021,4164
Santa Clara,2/11/2021,12168
Santa Cruz,2/11/2021,1807
Shasta,2/11/2021,776
Sierra,2/11/2021,198
Siskiyou,2/11/2021,184
Solano,2/11/2021,2255
Sonoma,2/11/2021,5242
Stanislaus,2/11/2021,5269
Sutter,2/11/2021,592
Tehama,2/11/2021,219
