,county,date,confirmed_patients,suspected_patients,total_covid_patients
12338,Santa Clara,2020-11-04,100,18,118
12339,Fresno,2020-11-04,99,20,119
12340,Orange,2020-11-04,178,49,227
12341,San Benito,2020-11-04,3,0,3
12342,Calaveras,2020-11-04,0,0,0
12343,Tehama,2020-11-04,2,0,2
12344,Lassen,2020-11-04,0,0,0
12345,El Dorado,2020-11-04,2,0,2
12346,Kings,2020-11-04,15,3,18
12347,Tuolumne,2020-11-04,3,1,4
12348,San Bernardino,2020-11-04,281,58,339
12349,Placer,2020-11-04,35,11,46
12350,Napa,2020-11-04,4,0,4
12351,Ventura,2020-11-04,26,9,35
12352,San Joaquin,2020-11-04,32,5,37
12353,Riverside,2020-11-04,201,60,261
12354,Glenn,2020-11-04,0,0,0
12355,Tulare,2020-11-04,36,9,45
12356,Siskiyou,2020-11-04,2,0,2
12357,Solano,2020-11-04,19,9,28
12358,Contra Costa,2020-11-04,39,4,43
12359,Madera,2020-11-04,9,9,18
12360,Trinity,2020-11-04,0,0,0
12361,Mono,2020-11-04,0,0,0
12362,Yuba,2020-11-04,2,0,2
12363,Butte,2020-11-04,11,0,11
12364,Kern,2020-11-04,51,2,53
12365,Yolo,2020-11-04,8,0,8
12366,Stanislaus,2020-11-04,61,15,76
12367,Monterey,2020-11-04,36,0,36
12368,Inyo,2020-11-04,1,0,1
12369,Modoc,2020-11-04,0,0,0
12370,Lake,2020-11-04,2,0,2
12371,Nevada,2020-11-04,3,0,3
12372,Alameda,2020-11-04,63,45,108
12373,San Joaquin,2020-11-05,38,1,39
12374,Napa,2020-11-05,4,0,4
12375,Calaveras,2020-11-05,0,0,0
12376,Butte,2020-11-05,12,0,12
12377,Santa Barbara,2020-11-05,15,0,15
12378,Tuolumne,2020-11-05,2,1,3
12379,Sonoma,2020-11-05,22,3,25
12380,Modoc,2020-11-05,1,0,1
12381,Tulare,2020-11-05,38,11,49
12382,Del Norte,2020-11-05,0,0,0
12383,Glenn,2020-11-05,0,0,0
12384,Stanislaus,2020-11-05,58,15,73
12385,Lake,2020-11-05,1,0,1
12386,Merced,2020-11-05,9,0,9
12387,San Luis Obispo,2020-11-05,8,0,8
12388,Fresno,2020-11-05,103,20,123
12389,Tehama,2020-11-05,2,0,2
12390,Riverside,2020-11-05,208,58,266
12391,Kern,2020-11-05,54,3,57
12392,Shasta,2020-11-05,15,0,15
12393,San Francisco,2020-11-05,33,3,36
12394,Orange,2020-11-05,177,46,223
12395,Monterey,2020-11-05,38,0,38
12396,Mono,2020-11-05,0,0,0
12397,Amador,2020-11-05,1,0,1
12398,San Benito,2020-11-05,3,0,3
12399,Solano,2020-11-05,20,13,33
12400,Los Angeles,2020-11-05,840,292,1132
12401,El Dorado,2020-11-05,3,0,3
12402,San Diego,2020-11-05,286,55,341
12403,Humboldt,2020-11-05,2,0,2
12404,Alameda,2020-11-05,66,43,109
12405,Siskiyou,2020-11-05,1,0,1
12406,Imperial,2020-11-05,45,0,45
12407,Sutter,2020-11-05,0,0,0
12408,Marin,2020-11-05,4,6,10
12409,San Bernardino,2020-11-05,283,49,332
12410,Mendocino,2020-11-05,2,0,2
12411,Yuba,2020-11-05,2,0,2
12412,Inyo,2020-11-05,1,0,1
12413,Kings,2020-11-05,14,0,14
12414,Lassen,2020-11-05,1,0,1
12415,Colusa,2020-11-05,0,0,0
12416,Madera,2020-11-05,7,6,13
12417,Yolo,2020-11-05,7,0,7
12418,Santa Cruz,2020-11-05,11,0,11
12419,Plumas,2020-11-05,0,0,0
12420,Mariposa,2020-11-05,0,0,0
12421,Placer,2020-11-05,40,19,59
12422,Contra Costa,2020-11-05,40,5,45
12423,Santa Clara,2020-11-05,100,21,121
12424,Ventura,2020-11-05,30,5,35
12425,Trinity,2020-11-05,0,0,0
12426,San Mateo,2020-11-05,23,12,35
12427,Sacramento,2020-11-05,90,18,108
12428,Nevada,2020-11-05,5,1,6
12429,Placer,2020-11-06,34,12,46
12430,Fresno,2020-11-06,103,16,119
12431,Tehama,2020-11-06,1,0,1
12432,Sonoma,2020-11-06,26,1,27
12433,El Dorado,2020-11-06,2,0,2
12434,San Diego,2020-11-06,284,54,338
12435,Calaveras,2020-11-06,0,0,0
12436,Siskiyou,2020-11-06,2,0,2
12437,Alameda,2020-11-06,66,41,107
12438,Lassen,2020-11-06,1,0,1
12439,Solano,2020-11-06,25,13,38
12440,Shasta,2020-11-06,15,1,16
12441,Del Norte,2020-11-06,0,0,0
12442,Colusa,2020-11-06,0,1,1
12443,Modoc,2020-11-06,2,0,2
12444,Plumas,2020-11-06,0,0,0
12445,Contra Costa,2020-11-06,39,13,52
12446,San Francisco,2020-11-06,38,4,42
12447,Santa Cruz,2020-11-06,9,0,9
12448,Kern,2020-11-06,59,3,62
12449,Humboldt,2020-11-06,2,3,5
12450,Monterey,2020-11-06,36,0,36
12451,Nevada,2020-11-06,4,1,5
12452,Mendocino,2020-11-06,3,0,3
12453,Yolo,2020-11-06,5,0,5
12454,Amador,2020-11-06,4,0,4
12455,Glenn,2020-11-06,0,0,0
12456,Tulare,2020-11-06,41,3,44
12457,Santa Barbara,2020-11-06,12,1,13
12458,Merced,2020-11-06,12,0,12
12459,Inyo,2020-11-06,0,0,0
12460,Yuba,2020-11-06,1,1,2
12461,Marin,2020-11-06,6,4,10
12462,San Luis Obispo,2020-11-06,7,0,7
12463,Lake,2020-11-06,1,0,1
12464,Riverside,2020-11-06,202,46,248
12465,San Bernardino,2020-11-06,281,43,324
12466,Sacramento,2020-11-06,104,26,130
12467,Butte,2020-11-06,8,0,8
12468,Trinity,2020-11-06,0,0,0
12469,Napa,2020-11-06,4,1,5
12470,Tuolumne,2020-11-06,2,1,3
12471,Santa Clara,2020-11-06,103,14,117
12472,Orange,2020-11-06,199,33,232
12473,San Mateo,2020-11-06,20,11,31
12474,Imperial,2020-11-06,45,0,45
12475,Mono,2020-11-06,0,0,0
12476,Ventura,2020-11-06,33,8,41
12477,San Benito,2020-11-06,3,0,3
12478,Sutter,2020-11-06,0,0,0
12479,Madera,2020-11-06,7,11,18
12480,Stanislaus,2020-11-06,58,9,67
12481,Kings,2020-11-06,17,0,17
12482,Mariposa,2020-11-06,0,0,0
12483,San Joaquin,2020-11-06,44,5,49
12484,Los Angeles,2020-11-06,851,255,1106
12485,Orange,2020-11-07,201,23,224
12486,Fresno,2020-11-07,110,21,131
12487,San Joaquin,2020-11-07,53,4,57
12488,San Francisco,2020-11-07,36,5,41
12489,Placer,2020-11-07,38,16,54
12490,Mono,2020-11-07,0,0,0
12491,Yuba,2020-11-07,1,1,2
12492,Mendocino,2020-11-07,3,0,3
12493,Sonoma,2020-11-07,27,2,29
12494,Tulare,2020-11-07,37,3,40
12495,El Dorado,2020-11-07,2,0,2
12496,Mariposa,2020-11-07,1,0,1
12497,Glenn,2020-11-07,0,0,0
12498,San Luis Obispo,2020-11-07,6,1,7
12499,Tehama,2020-11-07,4,0,4
12500,Amador,2020-11-07,3,0,3
12501,Kern,2020-11-07,61,1,62
12502,Ventura,2020-11-07,39,5,44
12503,Los Angeles,2020-11-07,855,278,1133
12504,Trinity,2020-11-07,0,0,0
12505,Modoc,2020-11-07,2,0,2
12506,Siskiyou,2020-11-07,3,0,3
12507,Humboldt,2020-11-07,2,0,2
12508,Yolo,2020-11-07,4,0,4
12509,Lake,2020-11-07,1,0,1
12510,Santa Barbara,2020-11-07,9,0,9
12511,Butte,2020-11-07,10,1,11
12512,Stanislaus,2020-11-07,61,6,67
12513,Sutter,2020-11-07,0,0,0
12514,Imperial,2020-11-07,47,0,47
12515,Del Norte,2020-11-07,0,0,0
12516,San Benito,2020-11-07,3,0,3
12517,Inyo,2020-11-07,0,0,0
12518,San Mateo,2020-11-07,20,5,25
12519,Contra Costa,2020-11-07,38,12,50
12520,Madera,2020-11-07,6,13,19
12521,Tuolumne,2020-11-07,3,1,4
12522,Merced,2020-11-07,10,0,10
12523,San Diego,2020-11-07,297,57,354
12524,Santa Clara,2020-11-07,105,19,124
12525,Colusa,2020-11-07,0,1,1
12526,Sacramento,2020-11-07,120,24,144
12527,Shasta,2020-11-07,17,1,18
12528,Alameda,2020-11-07,69,37,106
12529,Solano,2020-11-07,28,12,40
12530,Plumas,2020-11-07,0,0,0
12531,Santa Cruz,2020-11-07,7,2,9
12532,Nevada,2020-11-07,4,1,5
12533,Marin,2020-11-07,6,7,13
12534,Kings,2020-11-07,16,0,16
12535,Calaveras,2020-11-07,0,0,0
12536,Monterey,2020-11-07,33,0,33
12537,San Bernardino,2020-11-07,274,38,312
12538,Riverside,2020-11-07,223,55,278
12539,Napa,2020-11-07,6,0,6
12540,Lassen,2020-11-07,1,0,1
12541,Solano,2020-11-08,28,11,39
12542,Humboldt,2020-11-08,2,1,3
12543,Siskiyou,2020-11-08,2,0,2
12544,Mendocino,2020-11-08,4,0,4
12545,Sonoma,2020-11-08,29,3,32
12546,Kings,2020-11-08,14,0,14
12547,San Benito,2020-11-08,3,0,3
12548,Yuba,2020-11-08,4,0,4
12549,Napa,2020-11-08,7,1,8
12550,Lassen,2020-11-08,1,0,1
12551,Plumas,2020-11-08,0,0,0
12552,Shasta,2020-11-08,19,1,20
12553,Del Norte,2020-11-08,1,0,1
12554,Trinity,2020-11-08,0,0,0
12555,Mariposa,2020-11-08,1,0,1
12556,Glenn,2020-11-08,0,0,0
12557,Merced,2020-11-08,11,0,11
12558,San Francisco,2020-11-08,40,2,42
12559,Monterey,2020-11-08,32,0,32
12560,Stanislaus,2020-11-08,64,12,76
12561,Fresno,2020-11-08,109,21,130
12562,Lake,2020-11-08,1,0,1
12563,Amador,2020-11-08,3,2,5
12564,Butte,2020-11-08,10,0,10
12565,Inyo,2020-11-08,0,0,0
12566,Colusa,2020-11-08,0,0,0
12567,Orange,2020-11-08,205,28,233
12568,Marin,2020-11-08,5,6,11
12569,Tehama,2020-11-08,4,0,4
12570,Santa Cruz,2020-11-08,9,0,9
12571,Alameda,2020-11-08,69,48,117
12572,Madera,2020-11-08,5,7,12
12573,Placer,2020-11-08,42,14,56
12574,Imperial,2020-11-08,50,0,50
12575,Sutter,2020-11-08,0,0,0
12576,Calaveras,2020-11-08,0,0,0
12577,Tuolumne,2020-11-08,1,3,4
12578,Riverside,2020-11-08,228,58,286
12579,Santa Barbara,2020-11-08,10,0,10
12580,San Luis Obispo,2020-11-08,6,2,8
12581,San Bernardino,2020-11-08,289,37,326
12582,Modoc,2020-11-08,2,0,2
12583,Kern,2020-11-08,61,1,62
12584,Mono,2020-11-08,0,0,0
12585,San Joaquin,2020-11-08,55,1,56
12586,Sacramento,2020-11-08,136,22,158
12587,Contra Costa,2020-11-08,46,17,63
12588,Santa Clara,2020-11-08,111,27,138
12589,Yolo,2020-11-08,4,0,4
12590,Los Angeles,2020-11-08,888,264,1152
12591,Ventura,2020-11-08,40,8,48
12592,San Mateo,2020-11-08,20,7,27
12593,San Diego,2020-11-08,287,55,342
12594,Tulare,2020-11-08,38,8,46
12595,El Dorado,2020-11-08,2,0,2
12596,Nevada,2020-11-08,3,0,3
12597,Modoc,2020-11-09,2,0,2
12598,Orange,2020-11-09,224,52,276
12599,Merced,2020-11-09,9,0,9
12600,Santa Clara,2020-11-09,110,24,134
12601,Mariposa,2020-11-09,1,0,1
12602,Amador,2020-11-09,2,2,4
12603,Butte,2020-11-09,12,0,12
12604,Yuba,2020-11-09,3,0,3
12605,Yolo,2020-11-09,4,0,4
12606,Riverside,2020-11-09,244,43,287
12607,Kings,2020-11-09,18,0,18
12608,Sonoma,2020-11-09,22,2,24
12609,San Mateo,2020-11-09,19,7,26
12610,El Dorado,2020-11-09,4,1,5
12611,San Benito,2020-11-09,1,0,1
12612,San Joaquin,2020-11-09,55,4,59
12613,Inyo,2020-11-09,0,0,0
12614,Contra Costa,2020-11-09,45,12,57
12615,Imperial,2020-11-09,49,0,49
12616,Santa Cruz,2020-11-09,8,0,8
12617,Mono,2020-11-09,0,0,0
12618,Shasta,2020-11-09,24,2,26
12619,Madera,2020-11-09,7,4,11
12620,Kern,2020-11-09,65,2,67
12621,Fresno,2020-11-09,112,24,136
12622,Alameda,2020-11-09,63,45,108
12623,Napa,2020-11-09,8,0,8
12624,Santa Barbara,2020-11-09,11,0,11
12625,San Diego,2020-11-09,299,53,352
12626,Nevada,2020-11-09,5,0,5
12627,Del Norte,2020-11-09,0,0,0
12628,Glenn,2020-11-09,0,0,0
12629,Sacramento,2020-11-09,148,31,179
12630,Marin,2020-11-09,7,2,9
12631,Colusa,2020-11-09,0,0,0
12632,San Bernardino,2020-11-09,284,47,331
12633,Sutter,2020-11-09,0,0,0
12634,Monterey,2020-11-09,33,0,33
12635,Los Angeles,2020-11-09,903,306,1209
12636,Trinity,2020-11-09,0,0,0
12637,San Francisco,2020-11-09,36,3,39
12638,Siskiyou,2020-11-09,4,0,4
12639,Tulare,2020-11-09,38,8,46
12640,Lassen,2020-11-09,1,0,1
12641,Ventura,2020-11-09,41,9,50
12642,Placer,2020-11-09,44,9,53
12643,Tehama,2020-11-09,3,0,3
12644,Calaveras,2020-11-09,0,0,0
12645,Mendocino,2020-11-09,4,0,4
12646,Plumas,2020-11-09,0,0,0
12647,Stanislaus,2020-11-09,62,9,71
12648,Solano,2020-11-09,33,12,45
12649,Humboldt,2020-11-09,2,3,5
12650,Tuolumne,2020-11-09,5,0,5
12651,Lake,2020-11-09,1,0,1
12652,San Luis Obispo,2020-11-09,8,0,8
12653,Lake,2020-11-10,2,0,2
12654,Ventura,2020-11-10,35,11,46
12655,Trinity,2020-11-10,0,0,0
12656,Kings,2020-11-10,18,0,18
12657,Santa Barbara,2020-11-10,14,0,14
12658,Placer,2020-11-10,49,10,59
12659,Modoc,2020-11-10,2,0,2
12660,San Mateo,2020-11-10,22,11,33
12661,Sutter,2020-11-10,0,0,0
12662,Sacramento,2020-11-10,158,25,183
12663,Madera,2020-11-10,8,9,17
12664,San Benito,2020-11-10,1,0,1
12665,Shasta,2020-11-10,31,0,31
12666,El Dorado,2020-11-10,4,0,4
12667,Fresno,2020-11-10,121,24,145
12668,Nevada,2020-11-10,5,0,5
12669,Tuolumne,2020-11-10,4,0,4
12670,Colusa,2020-11-10,1,0,1
12671,Calaveras,2020-11-10,0,0,0
12672,Merced,2020-11-10,14,0,14
12673,Tehama,2020-11-10,5,0,5
12674,San Francisco,2020-11-10,35,4,39
12675,Los Angeles,2020-11-10,953,317,1270
12676,Marin,2020-11-10,12,7,19
12677,Orange,2020-11-10,244,40,284
12678,Siskiyou,2020-11-10,4,0,4
12679,Solano,2020-11-10,30,12,42
12680,Santa Clara,2020-11-10,109,26,135
12681,Lassen,2020-11-10,0,0,0
12682,Riverside,2020-11-10,263,44,307
12683,Mono,2020-11-10,0,0,0
12684,San Diego,2020-11-10,294,61,355
12685,Contra Costa,2020-11-10,45,14,59
12686,Mariposa,2020-11-10,1,0,1
12687,Monterey,2020-11-10,38,0,38
12688,Mendocino,2020-11-10,4,0,4
12689,Santa Cruz,2020-11-10,9,0,9
12690,Tulare,2020-11-10,42,8,50
12691,Plumas,2020-11-10,0,0,0
12692,Glenn,2020-11-10,0,0,0
12693,Yolo,2020-11-10,3,0,3
12694,Imperial,2020-11-10,51,0,51
12695,Kern,2020-11-10,56,1,57
12696,Del Norte,2020-11-10,0,0,0
12697,San Bernardino,2020-11-10,286,63,349
12698,Sonoma,2020-11-10,21,10,31
12699,Humboldt,2020-11-10,2,1,3
12700,Amador,2020-11-10,3,0,3
12701,Stanislaus,2020-11-10,64,9,73
12702,Inyo,2020-11-10,0,0,0
12703,Yuba,2020-11-10,3,0,3
12704,San Luis Obispo,2020-11-10,6,0,6
12705,Alameda,2020-11-10,70,51,121
12706,Butte,2020-11-10,13,0,13
12707,San Joaquin,2020-11-10,62,5,67
12708,Napa,2020-11-10,7,0,7
12709,Mendocino,2020-11-11,7,0,7
12710,Marin,2020-11-11,13,3,16
12711,Los Angeles,2020-11-11,942,323,1265
12712,Sutter,2020-11-11,0,0,0
12713,Merced,2020-11-11,17,0,17
12714,Alameda,2020-11-11,75,36,111
12715,Amador,2020-11-11,3,0,3
12716,Ventura,2020-11-11,37,6,43
12717,San Benito,2020-11-11,1,0,1
12718,Sacramento,2020-11-11,153,20,173
12719,Kings,2020-11-11,19,0,19
12720,Tuolumne,2020-11-11,6,0,6
12721,Stanislaus,2020-11-11,66,12,78
12722,Modoc,2020-11-11,1,0,1
12723,San Diego,2020-11-11,303,41,344
12724,Santa Clara,2020-11-11,106,15,121
12725,San Luis Obispo,2020-11-11,7,0,7
12726,Colusa,2020-11-11,2,0,2
12727,Calaveras,2020-11-11,0,0,0
12728,Yuba,2020-11-11,6,0,6
12729,Fresno,2020-11-11,123,16,139
12730,Napa,2020-11-11,9,0,9
12731,Lake,2020-11-11,2,0,2
12732,Kern,2020-11-11,59,9,68
12733,Riverside,2020-11-11,271,52,323
12734,Tulare,2020-11-11,43,6,49
12735,Lassen,2020-11-11,0,0,0
12736,San Francisco,2020-11-11,36,7,43
12737,Solano,2020-11-11,30,14,44
12738,Mono,2020-11-11,0,0,0
12739,San Mateo,2020-11-11,21,10,31
12740,Placer,2020-11-11,50,10,60
12741,Siskiyou,2020-11-11,4,0,4
12742,Inyo,2020-11-11,0,0,0
12743,Plumas,2020-11-11,0,0,0
12744,Shasta,2020-11-11,28,1,29
12745,Santa Cruz,2020-11-11,12,0,12
12746,Yolo,2020-11-11,5,0,5
12747,Santa Barbara,2020-11-11,12,0,12
12748,Mariposa,2020-11-11,1,0,1
12749,Glenn,2020-11-11,0,0,0
12750,Orange,2020-11-11,251,43,294
12751,Humboldt,2020-11-11,2,2,4
12752,Del Norte,2020-11-11,0,0,0
12753,El Dorado,2020-11-11,5,1,6
12754,Sonoma,2020-11-11,21,2,23
12755,San Bernardino,2020-11-11,302,50,352
12756,Monterey,2020-11-11,44,0,44
12757,San Joaquin,2020-11-11,69,4,73
12758,Nevada,2020-11-11,4,0,4
12759,Imperial,2020-11-11,53,0,53
12760,Contra Costa,2020-11-11,50,8,58
12761,Madera,2020-11-11,8,11,19
12762,Butte,2020-11-11,16,0,16
12763,Trinity,2020-11-11,0,0,0
12764,Tehama,2020-11-11,5,0,5
12765,San Joaquin,2020-11-12,62,2,64
12766,Los Angeles,2020-11-12,966,314,1280
12767,Santa Clara,2020-11-12,115,20,135
12768,San Diego,2020-11-12,302,35,337
12769,Lassen,2020-11-12,2,0,2
12770,Plumas,2020-11-12,0,0,0
12771,Ventura,2020-11-12,36,9,45
12772,Solano,2020-11-12,36,14,50
12773,Sonoma,2020-11-12,18,9,27
12774,Orange,2020-11-12,244,45,289
12775,Kern,2020-11-12,63,8,71
12776,San Luis Obispo,2020-11-12,7,0,7
12777,Siskiyou,2020-11-12,3,0,3
12778,Butte,2020-11-12,16,0,16
12779,Marin,2020-11-12,11,6,17
12780,Imperial,2020-11-12,60,0,60
12781,Glenn,2020-11-12,0,0,0
12782,Santa Cruz,2020-11-12,16,1,17
12783,El Dorado,2020-11-12,4,0,4
12784,Mariposa,2020-11-12,0,0,0
12785,Sutter,2020-11-12,0,0,0
12786,San Benito,2020-11-12,1,0,1
12787,Madera,2020-11-12,11,14,25
12788,Sacramento,2020-11-12,177,23,200
12789,Shasta,2020-11-12,28,1,29
12790,Mono,2020-11-12,0,0,0
12791,Lake,2020-11-12,2,0,2
12792,Kings,2020-11-12,20,0,20
12793,Amador,2020-11-12,4,0,4
12794,Fresno,2020-11-12,120,19,139
12795,Santa Barbara,2020-11-12,13,2,15
12796,San Mateo,2020-11-12,23,9,32
12797,Humboldt,2020-11-12,3,4,7
12798,Yuba,2020-11-12,7,0,7
12799,Inyo,2020-11-12,0,0,0
12800,Calaveras,2020-11-12,0,0,0
12801,Riverside,2020-11-12,286,57,343
12802,Monterey,2020-11-12,43,2,45
12803,Alameda,2020-11-12,70,39,109
12804,Modoc,2020-11-12,1,0,1
12805,Yolo,2020-11-12,9,0,9
12806,Napa,2020-11-12,9,0,9
12807,Del Norte,2020-11-12,0,0,0
12808,Colusa,2020-11-12,3,1,4
12809,Trinity,2020-11-12,0,0,0
12810,Nevada,2020-11-12,4,0,4
12811,Tulare,2020-11-12,40,7,47
12812,Placer,2020-11-12,46,10,56
12813,Stanislaus,2020-11-12,74,15,89
12814,Contra Costa,2020-11-12,50,7,57
12815,Tehama,2020-11-12,7,0,7
12816,Mendocino,2020-11-12,7,0,7
12817,Tuolumne,2020-11-12,7,0,7
12818,San Bernardino,2020-11-12,318,58,376
12819,San Francisco,2020-11-12,38,8,46
12820,Merced,2020-11-12,17,0,17
12821,Calaveras,2020-11-13,1,0,1
12822,Mono,2020-11-13,0,0,0
12823,Glenn,2020-11-13,0,0,0
12824,Lassen,2020-11-13,0,0,0
12825,Merced,2020-11-13,17,0,17
12826,Placer,2020-11-13,44,9,53
12827,Napa,2020-11-13,8,0,8
12828,Tulare,2020-11-13,44,7,51
12829,El Dorado,2020-11-13,4,0,4
12830,Del Norte,2020-11-13,0,0,0
12831,San Francisco,2020-11-13,36,7,43
12832,Ventura,2020-11-13,36,11,47
12833,Monterey,2020-11-13,44,2,46
12834,Marin,2020-11-13,10,5,15
12835,Mariposa,2020-11-13,0,0,0
12836,Trinity,2020-11-13,0,0,0
12837,Butte,2020-11-13,19,1,20
12838,Santa Barbara,2020-11-13,13,3,16
12839,Amador,2020-11-13,4,1,5
12840,San Bernardino,2020-11-13,334,54,388
12841,Yuba,2020-11-13,7,0,7
12842,Inyo,2020-11-13,1,0,1
12843,Humboldt,2020-11-13,3,4,7
12844,Kings,2020-11-13,26,0,26
12845,Tuolumne,2020-11-13,9,0,9
12846,Nevada,2020-11-13,4,0,4
12847,Fresno,2020-11-13,131,16,147
12848,San Benito,2020-11-13,2,0,2
12849,Contra Costa,2020-11-13,46,10,56
12850,Sacramento,2020-11-13,172,18,190
12851,San Joaquin,2020-11-13,68,6,74
12852,Orange,2020-11-13,235,37,272
12853,Kern,2020-11-13,63,3,66
12854,Los Angeles,2020-11-13,1014,282,1296
12855,San Mateo,2020-11-13,19,6,25
12856,Riverside,2020-11-13,314,50,364
12857,San Diego,2020-11-13,298,51,349
12858,Plumas,2020-11-13,0,0,0
12859,Solano,2020-11-13,41,12,53
12860,Sonoma,2020-11-13,20,5,25
12861,Colusa,2020-11-13,3,1,4
12862,Sutter,2020-11-13,0,0,0
12863,Shasta,2020-11-13,27,1,28
12864,Mendocino,2020-11-13,5,0,5
12865,Imperial,2020-11-13,63,0,63
12866,Modoc,2020-11-13,0,0,0
12867,Stanislaus,2020-11-13,84,16,100
12868,Tehama,2020-11-13,7,0,7
12869,Santa Clara,2020-11-13,131,12,143
12870,Alameda,2020-11-13,74,38,112
12871,San Luis Obispo,2020-11-13,7,2,9
12872,Lake,2020-11-13,2,1,3
12873,Santa Cruz,2020-11-13,17,1,18
12874,Yolo,2020-11-13,10,0,10
12875,Madera,2020-11-13,10,9,19
12876,Siskiyou,2020-11-13,4,0,4
12877,Lake,2020-11-14,2,1,3
12878,Lassen,2020-11-14,0,0,0
12879,San Joaquin,2020-11-14,72,9,81
12880,Mariposa,2020-11-14,0,0,0
12881,El Dorado,2020-11-14,4,0,4
12882,San Mateo,2020-11-14,23,6,29
12883,Santa Cruz,2020-11-14,19,0,19
12884,Yolo,2020-11-14,14,0,14
12885,Santa Barbara,2020-11-14,15,4,19
12886,Stanislaus,2020-11-14,93,13,106
12887,Modoc,2020-11-14,0,0,0
12888,Shasta,2020-11-14,22,22,44
12889,Monterey,2020-11-14,51,1,52
12890,Sacramento,2020-11-14,170,23,193
12891,Humboldt,2020-11-14,3,3,6
12892,Fresno,2020-11-14,146,21,167
12893,Kings,2020-11-14,28,0,28
12894,Nevada,2020-11-14,4,1,5
12895,Imperial,2020-11-14,62,0,62
12896,Solano,2020-11-14,38,8,46
12897,Placer,2020-11-14,50,12,62
12898,Tuolumne,2020-11-14,12,0,12
12899,Butte,2020-11-14,21,0,21
12900,Colusa,2020-11-14,4,2,6
12901,Del Norte,2020-11-14,0,0,0
12902,Madera,2020-11-14,10,6,16
12903,Kern,2020-11-14,70,3,73
12904,Napa,2020-11-14,8,0,8
12905,San Bernardino,2020-11-14,362,57,419
12906,Mono,2020-11-14,0,0,0
12907,Alameda,2020-11-14,69,36,105
12908,Los Angeles,2020-11-14,1049,346,1395
12909,Plumas,2020-11-14,0,0,0
12910,Merced,2020-11-14,13,0,13
12911,Mendocino,2020-11-14,4,0,4
12912,San Luis Obispo,2020-11-14,8,2,10
12913,Sonoma,2020-11-14,19,3,22
12914,Tulare,2020-11-14,54,6,60
12915,Amador,2020-11-14,2,1,3
12916,Inyo,2020-11-14,0,0,0
12917,Ventura,2020-11-14,38,6,44
12918,Siskiyou,2020-11-14,7,0,7
12919,Orange,2020-11-14,242,44,286
12920,Riverside,2020-11-14,310,58,368
12921,Contra Costa,2020-11-14,45,12,57
12922,San Benito,2020-11-14,1,0,1
12923,Santa Clara,2020-11-14,135,12,147
12924,Marin,2020-11-14,9,4,13
12925,Trinity,2020-11-14,0,0,0
12926,Yuba,2020-11-14,9,1,10
12927,Sutter,2020-11-14,0,0,0
12928,Glenn,2020-11-14,0,0,0
12929,San Diego,2020-11-14,317,46,363
12930,San Francisco,2020-11-14,38,2,40
12931,Tehama,2020-11-14,9,0,9
12932,Calaveras,2020-11-14,2,0,2
12933,Napa,2020-11-15,7,0,7
12934,Humboldt,2020-11-15,3,1,4
12935,Placer,2020-11-15,53,13,66
12936,San Joaquin,2020-11-15,76,7,83
12937,Tehama,2020-11-15,8,0,8
12938,Nevada,2020-11-15,4,1,5
12939,Sutter,2020-11-15,0,0,0
12940,San Luis Obispo,2020-11-15,10,0,10
12941,Plumas,2020-11-15,0,0,0
12942,San Diego,2020-11-15,317,53,370
12943,Tulare,2020-11-15,54,5,59
12944,Del Norte,2020-11-15,0,0,0
12945,Lake,2020-11-15,2,0,2
12946,Tuolumne,2020-11-15,6,0,6
12947,Ventura,2020-11-15,40,5,45
12948,Sonoma,2020-11-15,18,2,20
12949,Santa Cruz,2020-11-15,14,0,14
12950,Stanislaus,2020-11-15,94,14,108
12951,San Benito,2020-11-15,2,0,2
12952,San Mateo,2020-11-15,18,6,24
12953,Siskiyou,2020-11-15,7,0,7
12954,Solano,2020-11-15,41,8,49
12955,Yolo,2020-11-15,15,0,15
12956,Orange,2020-11-15,257,45,302
12957,San Bernardino,2020-11-15,378,64,442
12958,El Dorado,2020-11-15,3,0,3
12959,Glenn,2020-11-15,0,0,0
12960,Inyo,2020-11-15,0,0,0
12961,Santa Clara,2020-11-15,150,8,158
12962,Colusa,2020-11-15,3,2,5
12963,Alameda,2020-11-15,71,39,110
12964,Shasta,2020-11-15,26,0,26
12965,Trinity,2020-11-15,0,0,0
12966,Marin,2020-11-15,9,4,13
12967,Los Angeles,2020-11-15,1126,277,1403
12968,San Francisco,2020-11-15,39,3,42
12969,Calaveras,2020-11-15,2,0,2
12970,Monterey,2020-11-15,51,1,52
12971,Sacramento,2020-11-15,172,20,192
12972,Modoc,2020-11-15,0,1,1
12973,Madera,2020-11-15,11,13,24
12974,Mariposa,2020-11-15,1,0,1
12975,Riverside,2020-11-15,320,68,388
12976,Contra Costa,2020-11-15,48,19,67
12977,Yuba,2020-11-15,11,0,11
12978,Butte,2020-11-15,21,0,21
12979,Lassen,2020-11-15,2,0,2
12980,Fresno,2020-11-15,155,12,167
12981,Kings,2020-11-15,28,1,29
12982,Imperial,2020-11-15,62,0,62
12983,Mendocino,2020-11-15,5,1,6
12984,Kern,2020-11-15,80,9,89
12985,Mono,2020-11-15,0,0,0
12986,Merced,2020-11-15,13,0,13
12987,Amador,2020-11-15,2,0,2
12988,Santa Barbara,2020-11-15,17,5,22
12989,Butte,2020-11-16,23,0,23
