,area_type,area_name,date,year,month,seasonally_adjusted_y_n,status_preliminary_final,labor_force,employment,unemployment,unemployment_rate
0,County,Alameda County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,802100,743800,58300,0.073
1,County,Alpine County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,620,580,40,0.069
2,County,Amador County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,14330,13140,1190,0.083
3,County,Butte County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,89100,81700,7400,0.083
4,County,Calaveras County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,21140,19670,1460,0.069
5,County,Colusa County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,10210,8620,1600,0.156
6,County,Contra Costa County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,534600,494300,40200,0.075
7,County,Del Norte County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9290,8460,830,0.09
8,County,El Dorado County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,91100,84800,6300,0.069
9,County,Fresno County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,444700,400300,44400,0.1
10,County,Glenn County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,12180,11210,960,0.079
11,County,Humboldt County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,58700,54400,4300,0.073
12,County,Imperial County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,65000,54300,10800,0.165
13,County,Inyo County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,8260,7690,570,0.069
14,County,Kern County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,381200,340200,41000,0.108
15,County,Kings County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,55800,49800,6000,0.107
16,County,Lake County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,28600,26070,2530,0.088
17,County,Lassen County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9440,8790,650,0.069
18,County,Los Angeles County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4916600,4290200,626400,0.127
19,County,Los Angeles County,2021-01-01T00:00:00.000,2021,January,Y,Preliminary,4877300,4264100,613200,0.126
20,County,Madera County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,62800,56800,6000,0.096
21,County,Marin County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,129000,122000,7000,0.054
22,County,Mariposa County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,6760,5940,820,0.121
23,County,Mendocino County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,36140,33380,2770,0.077
24,County,Merced County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,113900,100800,13000,0.114
25,County,Modoc County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3120,2830,300,0.095
26,County,Mono County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,8570,7800,760,0.089
27,County,Monterey County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,202800,180000,22700,0.112
28,County,Napa County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,67500,61700,5800,0.086
29,County,Nevada County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,46780,43640,3150,0.067
30,County,Orange County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1516800,1404800,112000,0.074
31,County,Placer County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,185600,174500,11100,0.06
32,County,Plumas County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,7080,6240,840,0.119
33,County,Riverside County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1105400,1010200,95200,0.086
34,County,Sacramento County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,711200,653300,57900,0.081
35,County,San Benito County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,30700,28000,2700,0.089
36,County,San Bernardino County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,969400,885600,83800,0.086
37,County,San Diego County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1517300,1395000,122300,0.081
38,County,San Francisco County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,535400,501900,33500,0.063
39,County,San Joaquin County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,330100,297200,33000,0.1
40,County,San Luis Obispo County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,131100,122300,8800,0.067
41,County,San Mateo County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,420000,396000,24000,0.057
42,County,Santa Barbara County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,210600,194300,16200,0.077
43,County,Santa Clara County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1004700,947300,57400,0.057
44,County,Santa Cruz County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,128500,117500,11000,0.086
45,County,Shasta County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,73900,68100,5800,0.079
46,County,Sierra County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1260,1160,90,0.074
47,County,Siskiyou County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,16450,14850,1600,0.097
48,County,Solano County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,201200,183900,17400,0.086
49,County,Sonoma County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,234000,217300,16700,0.071
50,County,Stanislaus County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,238600,216300,22300,0.093
51,County,Sutter County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,43300,38900,4400,0.102
52,County,Tehama County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,25210,23190,2030,0.08
53,County,Trinity County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4400,4060,340,0.077
54,County,Tulare County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,194700,172700,22100,0.113
55,County,Tuolumne County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,19750,17960,1790,0.091
56,County,Ventura County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,401900,372000,29900,0.074
57,County,Yolo County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,105500,98200,7300,0.07
58,County,Yuba County,2021-01-01T00:00:00.000,2021,January,N,Preliminary,29200,26200,2900,0.101
59,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1516800,1404800,112000,0.074
60,Metropolitan Area,Bakersfield MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,381200,340200,41000,0.108
61,Metropolitan Area,Chico MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,89100,81700,7400,0.083
62,Metropolitan Area,El Centro MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,65000,54300,10800,0.165
63,Metropolitan Area,Fresno MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,444700,400300,44400,0.1
64,Metropolitan Area,Hanford-Corcoran MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,55800,49800,6000,0.107
65,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4916600,4290200,626400,0.127
66,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2021-01-01T00:00:00.000,2021,January,Y,Preliminary,4877300,4264100,613200,0.126
67,Metropolitan Area,Madera MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,62800,56800,6000,0.096
68,Metropolitan Area,Merced MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,113900,100800,13000,0.114
69,Metropolitan Area,Modesto MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,238600,216300,22300,0.093
70,Metropolitan Area,Napa MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,67500,61700,5800,0.086
71,Metropolitan Area,Oakland-Hayward-Berkeley MD,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1336700,1238200,98500,0.074
72,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,401900,372000,29900,0.074
73,Metropolitan Area,Redding MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,73900,68100,5800,0.079
74,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2074800,1895800,179000,0.086
75,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1093400,1010800,82700,0.076
76,Metropolitan Area,Salinas MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,202800,180000,22700,0.112
77,Metropolitan Area,San Diego-Carlsbad MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1517300,1395000,122300,0.081
78,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2021-01-01T00:00:00.000,2021,January,N,Preliminary,955300,897900,57500,0.06
79,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1035400,975300,60100,0.058
80,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,131100,122300,8800,0.067
81,Metropolitan Area,San Rafael MD,2021-01-01T00:00:00.000,2021,January,N,Preliminary,129000,122000,7000,0.054
82,Metropolitan Area,Santa Cruz-Watsonville MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,128500,117500,11000,0.086
83,Metropolitan Area,Santa Maria-Santa Barbara MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,210600,194300,16200,0.077
84,Metropolitan Area,Santa Rosa MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,234000,217300,16700,0.071
85,Metropolitan Area,Stockton-Lodi MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,330100,297200,33000,0.1
86,Metropolitan Area,Vallejo-Fairfield MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,201200,183900,17400,0.086
87,Metropolitan Area,Visalia-Porterville MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,194700,172700,22100,0.113
88,Metropolitan Area,Yuba City MSA,2021-01-01T00:00:00.000,2021,January,N,Preliminary,72500,65200,7400,0.102
89,State,California,2021-01-01T00:00:00.000,2021,January,N,Preliminary,18623500,16901800,1721700,0.092
90,State,California,2021-01-01T00:00:00.000,2021,January,Y,Preliminary,18669000,16988800,1680100,0.09
91,Sub-County Place,Acton CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3300,3000,400,0.109
92,Sub-County Place,Adelanto city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,10200,8500,1700,0.17
93,Sub-County Place,Agoura Hills city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,10900,9700,1100,0.106
94,Sub-County Place,Alameda city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,38800,36100,2700,0.07
95,Sub-County Place,Alamo CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,5800,5700,200,0.026
96,Sub-County Place,Albany city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9200,8700,500,0.056
97,Sub-County Place,Alhambra city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,44000,39100,4800,0.11
98,Sub-County Place,Aliso Viejo city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,28000,26100,1900,0.067
99,Sub-County Place,Alondra Park CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4100,3700,500,0.112
100,Sub-County Place,Alpaugh CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,400,300,100,0.271
101,Sub-County Place,Alpine Village CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,100,100,0,0
102,Sub-County Place,Altadena CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,22200,19600,2600,0.117
103,Sub-County Place,Alta Sierra CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3440,3310,130,0.039
104,Sub-County Place,Alturas city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1040,900,150,0.14
105,Sub-County Place,Amador City city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,70,60,10,0.162
106,Sub-County Place,American Canyon city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9600,8700,1000,0.099
107,Sub-County Place,Anaheim city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,162100,148300,13900,0.085
108,Sub-County Place,Anderson city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4100,3800,300,0.07
109,Sub-County Place,Angels City city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1810,1720,90,0.05
110,Sub-County Place,Angwin CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1700,1600,200,0.092
111,Sub-County Place,Antioch city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,49500,44200,5300,0.107
112,Sub-County Place,Apple Valley town,2021-01-01T00:00:00.000,2021,January,N,Preliminary,29200,26400,2800,0.095
113,Sub-County Place,Aptos CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3200,3100,100,0.034
114,Sub-County Place,Aptos Hills Larkin Valley CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1000,900,100,0.058
115,Sub-County Place,Arbuckle CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2030,1610,420,0.207
116,Sub-County Place,Arcadia city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,27700,25300,2400,0.087
117,Sub-County Place,Arcata city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9200,8200,1000,0.111
118,Sub-County Place,Arden Arcade CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,47500,42500,5000,0.106
119,Sub-County Place,Armona CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1600,1400,200,0.107
120,Sub-County Place,Arnold CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1000,910,100,0.097
121,Sub-County Place,Aromas CDP (Monterey Co),2021-01-01T00:00:00.000,2021,January,N,Preliminary,1400,1300,100,0.078
122,Sub-County Place,Arroyo Grande city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,8400,8100,300,0.036
123,Sub-County Place,Artesia city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,7700,6800,900,0.114
124,Sub-County Place,Arvin city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,8700,7800,900,0.104
125,Sub-County Place,Ashland CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,11800,10500,1300,0.113
126,Sub-County Place,Atascadero city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,14300,13400,900,0.063
127,Sub-County Place,Atherton town,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3000,2800,200,0.072
128,Sub-County Place,Atwater city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,11800,10400,1400,0.116
129,Sub-County Place,Auberry CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,800,800,0,0.044
130,Sub-County Place,Auburn city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,6700,6200,500,0.081
131,Sub-County Place,August CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3400,2700,700,0.202
132,Sub-County Place,Avalon city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1900,1900,0,0.001
133,Sub-County Place,Avenal city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3700,3100,600,0.171
134,Sub-County Place,Avery CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,310,290,20,0.065
135,Sub-County Place,Avocado Heights CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,7300,6100,1200,0.166
136,Sub-County Place,Azusa city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,24400,21400,3000,0.124
137,Sub-County Place,Bakersfield city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,175200,159500,15800,0.09
138,Sub-County Place,Baldwin Park city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,33600,29000,4600,0.137
139,Sub-County Place,Banning city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,11300,10100,1200,0.103
140,Sub-County Place,Barstow city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,8800,7900,900,0.104
141,Sub-County Place,Bay Point CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,12200,10800,1400,0.113
142,Sub-County Place,Beale AFB CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,200,200,0,0.049
143,Sub-County Place,Bear Valley CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,50,50,0,0
144,Sub-County Place,Bear Valley Springs CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1800,1600,100,0.073
145,Sub-County Place,Beaumont city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,23500,21900,1700,0.071
146,Sub-County Place,Beckwourth CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,230,230,0,0
147,Sub-County Place,Belden CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,0,0,0,0
148,Sub-County Place,Bell city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,14800,12700,2100,0.143
149,Sub-County Place,Bellflower city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,35900,30400,5400,0.152
150,Sub-County Place,Bell Gardens city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,17800,15200,2600,0.148
151,Sub-County Place,Belmont city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,15300,14500,800,0.051
152,Sub-County Place,Benicia city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,14000,13100,900,0.062
153,Sub-County Place,Ben Lomond CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3300,3200,100,0.03
154,Sub-County Place,Berkeley city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,58600,55100,3400,0.059
155,Sub-County Place,Bermuda Dunes CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3400,3100,300,0.097
156,Sub-County Place,Bertsch Oceanview CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,760,580,180,0.233
157,Sub-County Place,Bethel Island CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,700,700,100,0.07
158,Sub-County Place,Beverly Hills city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,17000,15400,1500,0.09
159,Sub-County Place,Big Bear City CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,5700,5300,400,0.067
160,Sub-County Place,Big Bear Lake city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2300,2200,100,0.034
161,Sub-County Place,Biggs city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,700,700,0,0.038
162,Sub-County Place,Big Pine CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,660,620,40,0.053
163,Sub-County Place,Big River CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,400,300,100,0.138
164,Sub-County Place,Biola CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,900,700,200,0.256
165,Sub-County Place,Bishop city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1800,1690,110,0.063
166,Sub-County Place,Bloomington CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9800,9200,600,0.063
167,Sub-County Place,Blue Lake city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,500,400,0,0.043
168,Sub-County Place,Bluewater CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,0,0,0,0.154
169,Sub-County Place,Blythe city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,5600,5100,500,0.096
170,Sub-County Place,Bodega Bay CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,400,300,0,0.076
171,Sub-County Place,Bodfish CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,500,400,100,0.111
172,Sub-County Place,Bonadelle Ranchos Madera Ranchos CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4200,3900,300,0.069
173,Sub-County Place,Bonita CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,5800,5100,700,0.113
174,Sub-County Place,Bootjack CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,290,240,50,0.157
175,Sub-County Place,Boron CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,900,800,100,0.081
176,Sub-County Place,Boronda CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,900,600,400,0.371
177,Sub-County Place,Bostonia CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,7700,6900,900,0.111
178,Sub-County Place,Boulder Creek CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2500,2300,200,0.095
179,Sub-County Place,Boyes Hot Springs CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3600,3400,200,0.053
180,Sub-County Place,Bradbury city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,400,400,0,0.047
181,Sub-County Place,Bradley CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,0,0,0,0
182,Sub-County Place,Brawley city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9700,8100,1600,0.163
183,Sub-County Place,Brea city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,21500,20000,1500,0.069
184,Sub-County Place,Brentwood city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,28300,26100,2100,0.076
185,Sub-County Place,Bret Harte CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1800,1500,400,0.195
186,Sub-County Place,Brisbane city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2600,2500,100,0.04
187,Sub-County Place,Broadmoor CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3200,2800,400,0.125
188,Sub-County Place,Bucks Lake CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,0,0,0,0
189,Sub-County Place,Buellton city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2500,2400,100,0.027
190,Sub-County Place,Buena Park city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,38000,34700,3300,0.087
191,Sub-County Place,Burbank city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,56800,49200,7600,0.133
192,Sub-County Place,Burlingame city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,17000,16200,800,0.047
193,Sub-County Place,Burney CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1400,1200,200,0.147
194,Sub-County Place,Buttonwillow CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,500,400,100,0.141
195,Sub-County Place,Byron CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,500,400,100,0.147
196,Sub-County Place,Bystrom CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1400,1200,100,0.106
197,Sub-County Place,Cabazon CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1100,1100,0,0.041
198,Sub-County Place,Calabasas city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,11600,10600,1000,0.087
199,Sub-County Place,Calexico city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,15000,11800,3200,0.215
200,Sub-County Place,California City city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4900,3900,1000,0.207
201,Sub-County Place,Calimesa city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3500,3300,200,0.07
202,Sub-County Place,Calipatria city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1100,900,300,0.236
203,Sub-County Place,Calistoga city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2600,2300,300,0.101
204,Sub-County Place,Calwa CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,900,800,200,0.197
205,Sub-County Place,Camarillo city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,32900,30800,2100,0.063
206,Sub-County Place,Cambria CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2500,2200,300,0.103
207,Sub-County Place,Cameron Park CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9000,8400,500,0.058
208,Sub-County Place,Campbell city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,25300,23900,1400,0.055
209,Sub-County Place,Cantua Creek CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,100,100,0,0
210,Sub-County Place,Canyondam CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,0,0,0,0
211,Sub-County Place,Canyon Lake city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,5200,5000,200,0.039
212,Sub-County Place,Capitola city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4500,4500,100,0.019
213,Sub-County Place,Carlsbad city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,52000,48600,3400,0.066
214,Sub-County Place,Carmel by the Sea city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1400,1400,0,0.001
215,Sub-County Place,Carmel Valley Village CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,2300,1900,400,0.167
216,Sub-County Place,Carmichael CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,30400,28200,2200,0.073
217,Sub-County Place,Carpinteria city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,6800,6400,500,0.069
218,Sub-County Place,Carson city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,44900,38700,6200,0.139
219,Sub-County Place,Cartago CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,10,10,0,0
220,Sub-County Place,Caruthers CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1000,900,100,0.118
221,Sub-County Place,Casa Conejo CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1700,1500,200,0.115
222,Sub-County Place,Casa de Oro Mount Helix CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,9300,8700,600,0.069
223,Sub-County Place,Castro Valley CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,29800,27800,2000,0.067
224,Sub-County Place,Castroville CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3000,2400,600,0.186
225,Sub-County Place,Cathedral City city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,26700,24100,2600,0.098
226,Sub-County Place,Cayucos CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1200,1100,100,0.074
227,Sub-County Place,Ceres city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,21100,18900,2200,0.104
228,Sub-County Place,Cerritos city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,24200,21400,2800,0.115
229,Sub-County Place,Challenge Brownsville CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,200,200,0,0.055
230,Sub-County Place,Channel Islands Beach CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,1800,1400,400,0.236
231,Sub-County Place,Charter Oak CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,5200,4300,900,0.168
232,Sub-County Place,Cherryland CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,7200,6300,800,0.117
233,Sub-County Place,Cherry Valley CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,3300,3100,200,0.059
234,Sub-County Place,Chester CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,900,870,30,0.032
235,Sub-County Place,Chico city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,48700,45500,3300,0.067
236,Sub-County Place,Chilcoot Vinton CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,130,110,20,0.177
237,Sub-County Place,China Lake Acres CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,700,700,0,0.04
238,Sub-County Place,Chinese Camp CDP,2021-01-01T00:00:00.000,2021,January,N,Preliminary,30,30,0,0
239,Sub-County Place,Chino city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,44200,41200,3100,0.069
240,Sub-County Place,Chino Hills city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,44800,42400,2400,0.054
241,Sub-County Place,Chowchilla city,2021-01-01T00:00:00.000,2021,January,N,Preliminary,4300,4000,300,0.075
