,area_type,area_name,date,year,month,seasonally_adjusted_y_n,status_preliminary_final,labor_force,employment,unemployment,unemployment_rate
3511,Sub-County Place,El Monte city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,50700,44500,6200,0.123
3512,Sub-County Place,El Paso de Robles (Paso Robles) city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,15600,14500,1100,0.073
3513,Sub-County Place,El Rio CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2800,2400,500,0.165
3514,Sub-County Place,El Segundo city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,9400,8200,1200,0.127
3515,Sub-County Place,El Sobrante CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7300,6600,700,0.089
3516,Sub-County Place,El Verano CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1600,1500,100,0.086
3517,Sub-County Place,Emeryville city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7100,6800,300,0.046
3518,Sub-County Place,Empire CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1700,1600,100,0.082
3519,Sub-County Place,Encinitas city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,31600,29700,1900,0.059
3520,Sub-County Place,Escalon city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3700,3400,200,0.062
3521,Sub-County Place,Escondido city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,67100,61700,5300,0.08
3522,Sub-County Place,Esparto CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1600,1600,100,0.05
3523,Sub-County Place,Eureka city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,12100,11200,900,0.078
3524,Sub-County Place,Exeter city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,4400,3800,700,0.153
3525,Sub-County Place,Fairfax town,2020-10-01T00:00:00.000,2020,October,N,Preliminary,4300,4100,200,0.049
3526,Sub-County Place,Fairfield city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,52400,47800,4700,0.089
3527,Sub-County Place,Fair Oaks CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,14600,13700,900,0.061
3528,Sub-County Place,Fairview CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5300,5100,200,0.037
3529,Sub-County Place,Fallbrook CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,12900,12000,1000,0.074
3530,Sub-County Place,Fall River Mills CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,100,100,0,0.231
3531,Sub-County Place,Farmersville city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5100,4300,700,0.145
3532,Sub-County Place,Farmington CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,100,100,0,0
3533,Sub-County Place,Fellows CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,0,0,0,0
3534,Sub-County Place,Felton CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2200,2000,200,0.083
3535,Sub-County Place,Ferndale city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,500,0,0.055
3536,Sub-County Place,Fetters Hot Springs Agua Caliente CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2200,2000,100,0.051
3537,Sub-County Place,Fillmore city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7000,6700,300,0.049
3538,Sub-County Place,Firebaugh city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3700,2700,900,0.259
3539,Sub-County Place,Florence Graham CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,28800,24100,4600,0.161
3540,Sub-County Place,Florin CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,20100,17000,3000,0.151
3541,Sub-County Place,Folsom city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,37500,35600,1900,0.05
3542,Sub-County Place,Fontana city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,101200,92000,9200,0.09
3543,Sub-County Place,Foothill Farms CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,16300,14500,1700,0.107
3544,Sub-County Place,Ford City CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1900,1600,300,0.134
3545,Sub-County Place,Foresthill CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,800,700,100,0.066
3546,Sub-County Place,Forest Meadows CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,440,60,0.113
3547,Sub-County Place,Forestville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1900,1700,200,0.094
3548,Sub-County Place,Fort Bragg city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2970,2760,210,0.071
3549,Sub-County Place,Fortuna city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5000,4600,300,0.068
3550,Sub-County Place,Foster City city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,18500,17600,900,0.05
3551,Sub-County Place,Fountain Valley city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,27100,24800,2300,0.084
3552,Sub-County Place,Fowler city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2900,2700,200,0.067
3553,Sub-County Place,Frazier Park CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1300,1100,200,0.131
3554,Sub-County Place,Freedom CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1800,1500,300,0.15
3555,Sub-County Place,Fremont city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,115300,108000,7200,0.063
3556,Sub-County Place,French Camp CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1200,1100,100,0.101
3557,Sub-County Place,Fresno city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,235500,211800,23800,0.101
3558,Sub-County Place,Friant CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,300,200,0,0.144
3559,Sub-County Place,Fullerton city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,67900,61700,6200,0.092
3560,Sub-County Place,Furnace Creek CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,90,90,10,0.085
3561,Sub-County Place,Galt city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,11500,10500,1000,0.084
3562,Sub-County Place,Gardena city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,30000,25800,4200,0.139
3563,Sub-County Place,Garden Acres CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,4500,3800,700,0.153
3564,Sub-County Place,Garden Grove city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,80100,71600,8500,0.106
3565,Sub-County Place,Georgetown CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1200,900,200,0.183
3566,Sub-County Place,Gilroy city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,30100,27700,2300,0.078
3567,Sub-County Place,Glendale city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,100800,88400,12400,0.123
3568,Sub-County Place,Glendora city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,24700,22300,2400,0.096
3569,Sub-County Place,Glen Ellen CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,500,0,0
3570,Sub-County Place,Golden Hills CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,4000,3900,200,0.042
3571,Sub-County Place,Gold River CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3500,3100,400,0.103
3572,Sub-County Place,Goleta City,2020-10-01T00:00:00.000,2020,October,N,Preliminary,17400,16400,900,0.054
3573,Sub-County Place,Gonzales city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3900,3800,100,0.031
3574,Sub-County Place,Goshen CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1400,1300,100,0.054
3575,Sub-County Place,Graeagle CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,190,170,20,0.09
3576,Sub-County Place,Grand Terrace city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6600,6100,500,0.077
3577,Sub-County Place,Granite Bay CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,10800,10200,600,0.058
3578,Sub-County Place,Grass Valley city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5970,5310,660,0.111
3579,Sub-County Place,Graton CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1000,800,200,0.154
3580,Sub-County Place,Greenfield city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,8000,7500,500,0.059
3581,Sub-County Place,Greenhorn CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,110,100,10,0.083
3582,Sub-County Place,Green Valley CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,700,700,0,0
3583,Sub-County Place,Greenville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,430,330,90,0.221
3584,Sub-County Place,Gridley city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2400,2300,100,0.058
3585,Sub-County Place,Grover Beach city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6900,6500,400,0.058
3586,Sub-County Place,Guadalupe city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3300,3200,200,0.048
3587,Sub-County Place,Guerneville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2400,2200,200,0.1
3588,Sub-County Place,Gustine city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2600,2400,200,0.094
3589,Sub-County Place,Hacienda Heights CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,25400,22900,2400,0.095
3590,Sub-County Place,Half Moon Bay city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7100,6700,400,0.053
3591,Sub-County Place,Hamilton Branch CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,160,140,20,0.115
3592,Sub-County Place,Hamilton City CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,940,860,80,0.084
3593,Sub-County Place,Hanford city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,24400,22100,2300,0.093
3594,Sub-County Place,Hawaiian Gardens city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6300,5600,700,0.113
3595,Sub-County Place,Hawthorne city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,44600,38100,6500,0.146
3596,Sub-County Place,Hayfork CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,900,880,20,0.019
3597,Sub-County Place,Hayward city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,75800,68200,7700,0.101
3598,Sub-County Place,Healdsburg city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6100,5800,300,0.046
3599,Sub-County Place,Heber CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1400,1200,100,0.105
3600,Sub-County Place,Hemet city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,30800,26700,4000,0.131
3601,Sub-County Place,Hercules city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,13700,12600,1100,0.079
3602,Sub-County Place,Hermosa Beach city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,11500,10600,900,0.081
3603,Sub-County Place,Hesperia city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,37100,32800,4300,0.116
3604,Sub-County Place,Hidden Hills city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,700,600,100,0.143
3605,Sub-County Place,Hidden Valley Lake CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2790,2740,50,0.019
3606,Sub-County Place,Highgrove CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2700,2400,400,0.13
3607,Sub-County Place,Highland city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,25400,22700,2700,0.105
3608,Sub-County Place,Hillsborough town,2020-10-01T00:00:00.000,2020,October,N,Preliminary,4900,4700,300,0.053
3609,Sub-County Place,Hilmar Irwin CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2500,2400,100,0.03
3610,Sub-County Place,Hollister city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,20000,18300,1700,0.085
3611,Sub-County Place,Holtville city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2400,1800,600,0.246
3612,Sub-County Place,Home Garden CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,600,500,100,0.13
3613,Sub-County Place,Home Gardens CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5800,5400,400,0.072
3614,Sub-County Place,Homeland CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3000,2700,300,0.106
3615,Sub-County Place,Hughson city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3600,3400,200,0.051
3616,Sub-County Place,Huntington Beach city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,103600,95700,7900,0.077
3617,Sub-County Place,Huntington Park city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,25500,22500,2900,0.115
3618,Sub-County Place,Huron city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2600,2200,400,0.159
3619,Sub-County Place,Hydesville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,500,0,0.011
3620,Sub-County Place,Idyllwild Pine Cove CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1100,1100,100,0.062
3621,Sub-County Place,Imperial Beach city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,11900,10600,1400,0.113
3622,Sub-County Place,Imperial city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7300,6200,1200,0.16
3623,Sub-County Place,Independence CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,240,230,10,0.034
3624,Sub-County Place,Indian Falls CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,0,0,0,0
3625,Sub-County Place,Indian Wells city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1900,1800,100,0.058
3626,Sub-County Place,Indio city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,41900,37400,4500,0.108
3627,Sub-County Place,Industry city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,200,100,0,0.149
3628,Sub-County Place,Inglewood city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,53000,44300,8600,0.163
3629,Sub-County Place,Interlaken CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3500,3300,200,0.057
3630,Sub-County Place,Inverness CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,500,0,0.088
3631,Sub-County Place,Inyokern CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,300,300,0,0
3632,Sub-County Place,Ione city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2190,2170,20,0.009
3633,Sub-County Place,Iron Horse CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,80,80,0,0
3634,Sub-County Place,Irvine city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,142800,133300,9500,0.067
3635,Sub-County Place,Irwindale city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,700,600,100,0.149
3636,Sub-County Place,Isla Vista CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,13200,11100,2100,0.162
3637,Sub-County Place,Isleton city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,300,300,0,0.063
3638,Sub-County Place,Ivanhoe CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1700,1500,200,0.132
3639,Sub-County Place,Jackson city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1960,1800,160,0.08
3640,Sub-County Place,Jamestown CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1220,1100,110,0.094
3641,Sub-County Place,Johannesburg CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,0,0,0,0
3642,Sub-County Place,Johnsville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,0,0,0,0
3643,Sub-County Place,Joshua Tree CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2900,2500,400,0.131
3644,Sub-County Place,Jurupa Valley city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,49900,45500,4400,0.089
3645,Sub-County Place,Keddie CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,30,20,20,0.5
3646,Sub-County Place,Keeler CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,10,10,0,0
3647,Sub-County Place,Keene CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,100,100,0,0
3648,Sub-County Place,Kelseyville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1640,1420,220,0.136
3649,Sub-County Place,Kennedy CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1400,1100,300,0.205
3650,Sub-County Place,Kensington CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2600,2400,200,0.071
3651,Sub-County Place,Kerman city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6600,5900,600,0.092
3652,Sub-County Place,Kernville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,300,300,0,0.008
3653,Sub-County Place,Kettleman City CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,500,100,0.105
3654,Sub-County Place,Keyes CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2800,2500,300,0.115
3655,Sub-County Place,King City city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6500,6200,300,0.045
3656,Sub-County Place,Kings Beach CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1900,1900,0,0.02
3657,Sub-County Place,Kingsburg city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5300,5000,300,0.064
3658,Sub-County Place,Kirkwood CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,60,60,0,0.063
3659,Sub-County Place,Klamath CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,240,200,40,0.173
3660,Sub-County Place,Knightsen CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,500,500,0,0.019
3661,Sub-County Place,La Canada Flintridge city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,8500,8000,500,0.063
3662,Sub-County Place,La Crescenta Montrose CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,9200,8300,900,0.097
3663,Sub-County Place,Ladera Heights CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3500,2900,600,0.166
3664,Sub-County Place,Lafayette city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,11800,11300,600,0.049
3665,Sub-County Place,Laguna Beach city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,11800,11100,700,0.057
3666,Sub-County Place,Laguna Hills city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,16400,15200,1100,0.07
3667,Sub-County Place,Laguna Niguel city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,33900,31600,2300,0.069
3668,Sub-County Place,Laguna Woods city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2900,2800,200,0.063
3669,Sub-County Place,La Habra city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,29300,26600,2700,0.092
3670,Sub-County Place,La Habra Heights city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3100,2900,300,0.082
3671,Sub-County Place,Lake Almanor Country Club CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,120,90,30,0.244
3672,Sub-County Place,Lake Almanor Peninsula CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,110,110,0,0
3673,Sub-County Place,Lake Almanor West CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,90,80,10,0.092
3674,Sub-County Place,Lake Arrowhead CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3900,3500,400,0.093
3675,Sub-County Place,Lake Elsinore city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,31600,28700,3000,0.094
3676,Sub-County Place,Lake Forest city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,46500,43600,2900,0.063
3677,Sub-County Place,Lake Isabella CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1200,1000,200,0.174
3678,Sub-County Place,Lakeland Village CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5500,5000,600,0.102
3679,Sub-County Place,Lake Los Angeles CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3600,3000,700,0.189
3680,Sub-County Place,Lake Nacimiento CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1300,1200,100,0.043
3681,Sub-County Place,Lake of the Pines CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1830,1640,200,0.109
3682,Sub-County Place,Lake of the Woods CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,200,200,0,0
3683,Sub-County Place,Lakeport city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2470,2340,130,0.052
3684,Sub-County Place,Lakeside CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,9900,8900,1000,0.097
3685,Sub-County Place,Lakeview CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1300,1200,100,0.062
3686,Sub-County Place,Lake Wildwood CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1720,1690,40,0.021
3687,Sub-County Place,Lakewood city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,41300,36600,4700,0.113
3688,Sub-County Place,La Mesa city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,29500,27000,2500,0.083
3689,Sub-County Place,La Mirada city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,23300,20700,2600,0.112
3690,Sub-County Place,Lamont CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6700,6100,700,0.097
3691,Sub-County Place,Lanare CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,100,100,0,0.307
3692,Sub-County Place,Lancaster city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,64300,54200,10100,0.157
3693,Sub-County Place,La Palma city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7400,6900,500,0.073
3694,Sub-County Place,La Porte CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,0,0,0,0
3695,Sub-County Place,La Puente city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,18400,16200,2100,0.117
3696,Sub-County Place,La Quinta city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,19300,17600,1700,0.086
3697,Sub-County Place,La Riviera CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5900,5400,500,0.085
3698,Sub-County Place,Larkspur city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6500,6300,300,0.043
3699,Sub-County Place,Las Flores CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2900,2700,200,0.062
3700,Sub-County Place,Las Lomas CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1700,1600,100,0.065
3701,Sub-County Place,Lathrop city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,10400,9500,900,0.087
3702,Sub-County Place,Laton CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,800,700,100,0.103
3703,Sub-County Place,La Verne city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,15200,13700,1500,0.098
3704,Sub-County Place,Lawndale city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,16400,14200,2200,0.136
3705,Sub-County Place,Laytonville CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,540,440,110,0.194
3706,Sub-County Place,Lebec CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,900,700,200,0.233
3707,Sub-County Place,Le Grand CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,800,700,100,0.114
3708,Sub-County Place,Lemon Cove CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,100,100,0,0.062
3709,Sub-County Place,Lemon Grove city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,12300,11000,1400,0.11
3710,Sub-County Place,Lemoore city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,11800,10800,1000,0.085
3711,Sub-County Place,Lemoore Station CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1200,1100,100,0.057
3712,Sub-County Place,Lennox CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,10700,9400,1200,0.115
3713,Sub-County Place,Lenwood CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1700,1600,100,0.033
3714,Sub-County Place,Lewiston CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,490,480,20,0.031
3715,Sub-County Place,Lincoln city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,19000,17700,1300,0.066
3716,Sub-County Place,Lincoln Village CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2200,2000,200,0.101
3717,Sub-County Place,Linda CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,7600,6700,900,0.118
3718,Sub-County Place,Linden CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,800,800,100,0.062
3719,Sub-County Place,Lindsay city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5400,4400,1000,0.185
3720,Sub-County Place,Little Grass Valley CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,0,0,0,0
3721,Sub-County Place,Littlerock CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,400,300,100,0.197
3722,Sub-County Place,Live Oak CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,8000,7700,400,0.045
3723,Sub-County Place,Live Oak city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,4000,3700,300,0.072
3724,Sub-County Place,Livermore city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,45700,42800,2900,0.063
3725,Sub-County Place,Livingston city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,6900,6500,400,0.059
3726,Sub-County Place,Lockeford CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1500,1400,200,0.101
3727,Sub-County Place,Lodi city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,30200,27600,2600,0.087
3728,Sub-County Place,Loma Linda city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,10700,9900,800,0.07
3729,Sub-County Place,Loma Rica CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,1200,1100,100,0.065
3730,Sub-County Place,Lomita city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,10100,9400,700,0.065
3731,Sub-County Place,Lompoc city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,17600,16100,1500,0.086
3732,Sub-County Place,London CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,600,500,100,0.171
3733,Sub-County Place,Lone Pine CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,710,640,60,0.088
3734,Sub-County Place,Long Beach city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,233300,202900,30400,0.13
3735,Sub-County Place,Loomis town,2020-10-01T00:00:00.000,2020,October,N,Preliminary,3100,3000,200,0.048
3736,Sub-County Place,Los Alamitos city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,5400,5000,500,0.083
3737,Sub-County Place,Los Alamos CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,800,700,100,0.085
3738,Sub-County Place,Los Altos city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,13900,13300,600,0.041
3739,Sub-County Place,Los Angeles city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,2014800,1775900,239000,0.119
3740,Sub-County Place,Los Banos city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,17200,15200,2000,0.115
3741,Sub-County Place,Los Gatos town,2020-10-01T00:00:00.000,2020,October,N,Preliminary,15400,14500,900,0.056
3742,Sub-County Place,Los Molinos CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,540,520,30,0.046
3743,Sub-County Place,Lost Hills CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,800,800,0,0.047
3744,Sub-County Place,Lower Lake CDP,2020-10-01T00:00:00.000,2020,October,N,Preliminary,470,430,50,0.096
3745,Sub-County Place,Loyalton city,2020-10-01T00:00:00.000,2020,October,N,Preliminary,450,430,10,0.029
