date,county,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
2020-08-19,San Bernardino,2217398,286,2,5751,445,397,13,4611
2020-08-19,San Diego,3370418,292,8,5954,238,214,5,4559
2020-08-19,San Francisco,892280,85,1,5011,122,220,0,3137
2020-08-19,San Joaquin,782545,118,0,1827,149,168,6,1738
2020-08-19,San Luis Obispo,278862,22,0,2137,26,18,1,782
2020-08-19,San Mateo,778001,56,2,2572,94,72,0,2204
2020-08-19,Santa Barbara,456373,42,0,1218,54,27,-1,571
2020-08-19,Santa Clara,1967585,173,2,8182,206,208,5,5846
2020-08-19,Santa Cruz,273999,15,0,564,30,45,0,432
2020-08-19,Shasta,177925,4,0,461,6,7,0,328
2020-08-19,Sierra,3115,0,0,17,0,0,0,3
2020-08-19,Siskiyou,43956,1,0,87,0,0,0,70
2020-08-19,Solano,444255,27,0,1252,37,107,0,1108
2020-08-19,Sonoma,496668,70,6,1575,110,108,6,1238
2020-08-19,Stanislaus,562303,98,1,1429,156,149,11,1416
2020-08-19,Sutter,105747,20,0,217,21,20,0,208
2020-08-19,Tehama,65885,10,0,179,12,9,0,138
2020-08-19,Trinity,13354,0,0,35,0,0,0,65
2020-08-19,Tulare,484423,132,0,1844,183,119,5,1103
2020-08-19,Tuolumne,52351,3,0,197,0,0,0,119
2020-08-19,Ventura,852747,91,0,2031,114,51,2,1067
2020-08-19,Yolo,223612,22,0,549,28,24,0,419
2020-08-19,Yuba,79290,8,1,198,7,22,0,156
2020-08-18,Alameda,1685886,195,10,5888,281,173,2,3985
2020-08-18,Alpine,1117,0,0,1,0,0,0,1
2020-08-18,Amador,38531,0,0,245,0,0,0,84
2020-08-18,Butte,217769,44,0,801,25,28,1,549
2020-08-18,Calaveras,44289,4,0,128,4,7,0,73
2020-08-18,Colusa,22593,3,0,48,6,7,0,30
2020-08-18,Contra Costa,1160099,137,3,3132,181,247,0,3079
2020-08-18,Del Norte,27558,4,0,47,2,1,0,39
2020-08-18,El Dorado,193098,3,0,451,12,20,0,296
2020-08-18,Fresno,1032227,197,6,3151,318,482,1,1981
2020-08-18,Glenn,29348,1,0,70,5,5,0,41
2020-08-18,Humboldt,134098,7,0,498,7,13,0,268
2020-08-18,Imperial,191649,41,2,576,67,71,1,180
2020-08-18,Inyo,18453,8,0,38,7,16,0,54
2020-08-18,Kern,927251,143,6,2038,201,205,14,1363
2020-08-18,Kings,156444,36,0,857,54,20,0,265
2020-08-18,Lake,64871,5,1,151,6,4,0,161
2020-08-18,Lassen,30065,0,0,287,1,27,0,83
2020-08-18,Los Angeles,10257557,1519,35,39836,2132,800,57,34222
2020-08-18,Madera,160089,43,4,763,61,75,2,431
2020-08-18,Marin,260800,23,1,1730,31,25,1,664
2020-08-18,Mariposa,17795,0,0,60,0,0,0,18
2020-08-18,Mendocino,88439,17,0,419,24,14,0,262
2020-08-18,Merced,287420,94,2,875,95,126,0,669
2020-08-18,Modoc,9475,0,0,25,0,0,0,8
2020-08-18,Mono,13961,0,0,28,0,3,0,59
2020-08-18,Monterey,448732,99,0,1535,114,138,0,978
2020-08-18,Napa,139652,21,1,395,25,19,0,499
2020-08-18,Nevada,98710,5,0,260,2,6,0,220
2020-08-18,Orange,3228519,210,8,8086,341,38,5,4187
2020-08-18,Placer,400434,27,0,1036,29,35,0,589
2020-08-18,Plumas,18997,0,0,23,0,1,0,9
2020-08-18,Riverside,2468145,330,3,4723,423,385,1,2910
2020-08-18,Sacramento,1567975,224,11,4240,263,277,3,2735
2020-08-18,San Benito,64022,15,0,179,20,14,1,145
2020-08-18,San Bernardino,2217398,346,4,5661,483,822,44,3759
2020-08-18,San Diego,3370418,265,3,6973,180,202,7,4506
2020-08-18,San Francisco,892280,72,0,5346,126,416,0,3213
2020-08-18,San Joaquin,782545,161,3,2351,196,186,10,1608
2020-08-18,San Luis Obispo,278862,33,0,1551,40,8,0,913
2020-08-18,San Mateo,778001,75,0,2655,97,87,1,1965
2020-08-18,Santa Barbara,456373,42,0,1249,83,34,1,681
2020-08-18,Santa Clara,1967585,223,3,8602,306,240,1,5908
2020-08-18,Santa Cruz,273999,18,0,625,33,56,0,400
2020-08-18,Shasta,177925,7,0,586,8,1,0,258
2020-08-18,Sierra,3115,0,0,2,0,0,0,1
2020-08-18,Siskiyou,43956,1,0,122,2,0,0,112
2020-08-18,Solano,444255,57,1,1258,49,221,0,1052
2020-08-18,Sonoma,496668,90,2,1573,113,104,0,1022
2020-08-18,Stanislaus,562303,128,6,1374,145,190,1,1218
2020-08-18,Sutter,105747,16,0,498,21,55,0,155
2020-08-18,Tehama,65885,9,0,209,9,9,0,110
2020-08-18,Trinity,13354,0,0,25,1,0,0,28
2020-08-18,Tulare,484423,112,0,1570,178,150,2,734
2020-08-18,Tuolumne,52351,3,0,145,2,2,0,116
2020-08-18,Ventura,852747,122,2,2073,128,46,0,1100
2020-08-18,Yolo,223612,28,0,584,31,19,0,433
2020-08-18,Yuba,79290,15,0,265,19,32,0,105
2020-08-17,Alameda,1685886,294,8,6143,389,116,0,4469
2020-08-17,Alpine,1117,0,0,21,0,0,0,1
2020-08-17,Amador,38531,3,0,245,4,0,0,112
2020-08-17,Butte,217769,38,2,855,30,31,0,604
2020-08-17,Calaveras,44289,7,0,75,1,0,0,72
2020-08-17,Colusa,22593,2,0,25,2,1,0,58
2020-08-17,Contra Costa,1160099,185,0,3703,237,187,1,3394
2020-08-17,Del Norte,27558,4,0,100,0,0,0,52
2020-08-17,El Dorado,193098,13,0,450,13,3,0,287
2020-08-17,Fresno,1032227,205,2,3265,327,306,0,3092
2020-08-17,Glenn,29348,2,0,34,1,2,0,77
2020-08-17,Humboldt,134098,3,0,577,7,1,0,264
2020-08-17,Imperial,191649,43,2,386,53,14,0,504
2020-08-17,Inyo,18453,7,0,55,6,-1,0,77
2020-08-17,Kern,927251,193,3,2370,222,253,0,2024
2020-08-17,Kings,156444,32,1,778,45,103,0,445
2020-08-17,Lake,64871,4,0,130,3,1,0,167
2020-08-17,Lassen,30065,0,0,394,2,0,0,96
2020-08-17,Los Angeles,10257557,1589,22,40032,2402,1182,19,34288
2020-08-17,Madera,160089,45,1,918,46,37,0,481
2020-08-17,Marin,260800,26,0,1199,29,19,0,897
2020-08-17,Mariposa,17795,0,0,21,0,0,0,21
2020-08-17,Mendocino,88439,7,0,174,6,3,0,263
2020-08-17,Merced,287420,82,3,1147,107,70,0,862
2020-08-17,Modoc,9475,0,0,20,0,0,0,19
2020-08-17,Mono,13961,0,0,44,0,0,0,70
2020-08-17,Monterey,448732,98,1,1148,90,37,0,1242
2020-08-17,Napa,139652,19,0,448,22,14,0,541
2020-08-17,Nevada,98710,11,0,335,9,4,0,209
2020-08-17,Orange,3228519,250,4,8097,319,318,1,6213
2020-08-17,Placer,400434,29,0,1054,41,26,0,596
2020-08-17,Plumas,18997,0,0,23,1,0,0,24
2020-08-17,Riverside,2468145,331,8,3685,367,393,6,6141
2020-08-17,Sacramento,1567975,242,3,4567,271,123,0,2977
2020-08-17,San Benito,64022,29,0,197,27,7,0,170
2020-08-17,San Bernardino,2217398,416,8,6313,661,281,1,5962
2020-08-17,San Diego,3370418,263,5,6587,177,282,0,7427
2020-08-17,San Francisco,892280,88,1,4873,126,-2,0,6016
2020-08-17,San Joaquin,782545,204,5,3432,235,35,0,1785
2020-08-17,San Luis Obispo,278862,30,0,1855,40,33,1,1152
2020-08-17,San Mateo,778001,61,0,2786,85,45,0,2478
2020-08-17,Santa Barbara,456373,49,1,1183,77,70,1,1322
2020-08-17,Santa Clara,1967585,195,4,7378,207,217,0,6483
2020-08-17,Santa Cruz,273999,30,1,686,11,4,0,465
2020-08-17,Shasta,177925,7,0,362,9,2,0,305
2020-08-17,Sierra,3115,0,0,3,0,0,0,2
2020-08-17,Siskiyou,43956,1,0,129,1,1,0,80
2020-08-17,Solano,444255,61,0,1624,80,0,0,1133
2020-08-17,Sonoma,496668,98,1,1683,107,73,2,1075
2020-08-17,Stanislaus,562303,157,2,1533,179,77,0,1424
2020-08-17,Sutter,105747,18,0,231,24,0,0,210
2020-08-17,Tehama,65885,9,0,177,12,6,0,125
2020-08-17,Trinity,13354,1,0,45,1,0,0,33
2020-08-17,Tulare,484423,131,1,1420,159,153,-1,1337
2020-08-17,Tuolumne,52351,0,0,107,0,1,0,102
2020-08-17,Ventura,852747,109,1,2703,186,82,0,3709
2020-08-17,Yolo,223612,17,0,560,21,26,0,428
2020-08-17,Yuba,79290,9,0,155,11,0,0,143
2020-08-16,Alameda,1685886,76,2,1285,59,173,0,5736
2020-08-16,Alpine,1117,0,0,0,0,0,0,3
2020-08-16,Amador,38531,0,0,17,0,5,0,130
2020-08-16,Butte,217769,22,0,223,20,23,0,944
2020-08-16,Calaveras,44289,2,0,19,1,0,0,112
2020-08-16,Colusa,22593,1,0,8,1,6,0,66
2020-08-16,Contra Costa,1160099,97,2,790,55,149,2,4258
2020-08-16,Del Norte,27558,0,0,22,0,0,0,187
2020-08-16,El Dorado,193098,5,0,109,1,5,0,399
2020-08-16,Fresno,1032227,106,3,755,91,407,0,3556
2020-08-16,Glenn,29348,0,0,14,1,2,0,140
2020-08-16,Humboldt,134098,1,0,42,0,0,0,395
2020-08-16,Imperial,191649,19,0,59,9,89,0,487
2020-08-16,Inyo,18453,0,0,3,0,2,0,83
2020-08-16,Kern,927251,87,2,515,93,182,0,2546
2020-08-16,Kings,156444,17,1,123,11,107,2,567
2020-08-16,Lake,64871,2,0,33,5,1,0,193
2020-08-16,Lassen,30065,0,0,3,0,0,0,105
2020-08-16,Los Angeles,10257557,569,10,10441,733,1193,11,39218
2020-08-16,Madera,160089,50,1,111,11,63,0,621
2020-08-16,Marin,260800,7,0,224,6,36,0,1179
2020-08-16,Mariposa,17795,0,0,14,1,0,0,41
2020-08-16,Mendocino,88439,4,0,131,3,7,0,358
2020-08-16,Merced,287420,33,3,147,24,88,0,1249
2020-08-16,Modoc,9475,0,0,1,0,0,0,19
2020-08-16,Mono,13961,0,0,0,0,0,0,98
2020-08-16,Monterey,448732,44,0,316,34,354,0,1437
2020-08-16,Napa,139652,9,0,101,1,9,0,702
2020-08-16,Nevada,98710,0,0,34,0,3,0,329
2020-08-16,Orange,3228519,112,2,2836,113,492,2,7983
2020-08-16,Placer,400434,22,0,267,6,32,1,795
2020-08-16,Plumas,18997,0,0,1,0,0,0,25
2020-08-16,Riverside,2468145,151,4,1442,113,949,0,6536
2020-08-16,Sacramento,1567975,111,1,1326,109,192,0,4247
2020-08-16,San Benito,64022,13,0,152,10,10,0,192
2020-08-16,San Bernardino,2217398,148,4,1076,116,493,1,7847
2020-08-16,San Diego,3370418,166,3,2475,95,334,-13,7621
2020-08-16,San Francisco,892280,66,1,1991,50,1,3,6241
2020-08-16,San Joaquin,782545,72,1,499,66,175,0,2431
2020-08-16,San Luis Obispo,278862,17,0,187,9,33,0,1337
2020-08-16,San Mateo,778001,28,0,826,45,82,0,2856
2020-08-16,Santa Barbara,456373,28,1,474,34,30,0,1412
2020-08-16,Santa Clara,1967585,94,0,1802,83,224,0,7017
2020-08-16,Santa Cruz,273999,18,0,348,6,0,0,641
2020-08-16,Shasta,177925,3,0,57,1,7,0,443
2020-08-16,Sierra,3115,0,0,0,0,0,0,3
2020-08-16,Siskiyou,43956,1,0,11,0,2,0,108
2020-08-16,Solano,444255,20,1,229,14,2,0,1432
2020-08-16,Sonoma,496668,53,0,248,17,195,1,1520
2020-08-16,Stanislaus,562303,64,2,337,46,127,-1,1968
2020-08-16,Sutter,105747,11,0,56,11,25,0,306
2020-08-16,Tehama,65885,1,0,37,4,6,0,190
2020-08-16,Trinity,13354,2,0,1,0,2,0,36
2020-08-16,Tulare,484423,38,2,450,27,72,0,1632
2020-08-16,Tuolumne,52351,0,0,38,0,1,0,153
2020-08-16,Ventura,852747,59,1,659,46,29,0,3039
2020-08-16,Yolo,223612,12,1,159,2,26,1,618
2020-08-16,Yuba,79290,4,0,58,5,24,0,222
2020-08-15,Alameda,1685886,142,5,2348,142,256,0,4844
2020-08-15,Alpine,1117,0,0,1,0,0,0,3
2020-08-15,Amador,38531,0,0,26,0,1,0,101
2020-08-15,Butte,217769,9,0,255,12,25,0,754
2020-08-15,Calaveras,44289,4,0,55,6,2,0,89
2020-08-15,Colusa,22593,2,0,16,0,2,0,56
2020-08-15,Contra Costa,1160099,112,1,1589,108,213,1,3424
2020-08-15,Del Norte,27558,0,0,29,2,1,0,155
2020-08-15,El Dorado,193098,8,0,160,2,11,0,363
2020-08-15,Fresno,1032227,130,0,1396,164,703,3,2883
2020-08-15,Glenn,29348,2,0,36,1,3,0,114
2020-08-15,Humboldt,134098,4,0,206,1,7,0,309
2020-08-15,Imperial,191649,23,0,170,35,38,3,470
2020-08-15,Inyo,18453,2,0,17,3,8,0,69
2020-08-15,Kern,927251,101,3,757,116,445,0,2185
2020-08-15,Kings,156444,14,0,154,21,86,0,533
2020-08-15,Lake,64871,9,1,38,2,1,0,162
2020-08-15,Lassen,30065,0,0,9,0,1,0,126
2020-08-15,Los Angeles,10257557,1139,25,23500,1797,1960,30,34799
2020-08-15,Madera,160089,30,1,230,32,74,0,522
2020-08-15,Marin,260800,11,0,487,19,27,0,1094
2020-08-15,Mariposa,17795,1,0,28,0,0,0,41
2020-08-15,Mendocino,88439,9,1,256,10,12,0,338
2020-08-15,Merced,287420,30,1,180,20,190,-1,1057
2020-08-15,Modoc,9475,0,0,3,0,0,0,19
2020-08-15,Mono,13961,0,0,3,0,0,0,101
2020-08-15,Monterey,448732,52,2,453,37,41,3,1244
2020-08-15,Napa,139652,10,0,328,10,2,0,567
2020-08-15,Nevada,98710,4,0,43,3,-1,0,279
2020-08-15,Orange,3228519,150,4,3217,193,412,3,7285
2020-08-15,Placer,400434,19,0,345,14,5,1,712
2020-08-15,Plumas,18997,1,0,1,0,0,0,27
2020-08-15,Riverside,2468145,229,4,3421,268,264,19,5898
2020-08-15,Sacramento,1567975,151,3,1845,155,373,7,3688
2020-08-15,San Benito,64022,17,0,65,3,22,0,180
2020-08-15,San Bernardino,2217398,184,4,2255,215,789,8,5772
2020-08-15,San Diego,3370418,193,2,3854,152,279,17,6028
2020-08-15,San Francisco,892280,59,0,2471,101,134,0,5008
2020-08-15,San Joaquin,782545,98,4,847,97,188,4,1982
2020-08-15,San Luis Obispo,278862,14,1,195,9,39,0,775
2020-08-15,San Mateo,778001,55,0,1246,82,205,0,2250
2020-08-15,Santa Barbara,456373,50,0,475,47,36,2,1160
2020-08-15,Santa Clara,1967585,163,1,4016,179,320,0,7189
2020-08-15,Santa Cruz,273999,23,0,474,13,31,0,533
2020-08-15,Shasta,177925,5,0,65,2,12,0,386
2020-08-15,Sierra,3115,0,0,0,0,1,0,3
2020-08-15,Siskiyou,43956,0,0,7,0,2,0,70
2020-08-15,Solano,444255,20,0,446,23,56,0,1334
2020-08-15,Sonoma,496668,61,2,602,49,47,0,1316
2020-08-15,Stanislaus,562303,79,2,544,78,162,9,1630
2020-08-15,Sutter,105747,8,0,75,12,7,0,260
2020-08-15,Tehama,65885,4,0,54,8,7,0,159
2020-08-15,Trinity,13354,0,0,4,0,0,0,30
2020-08-15,Tulare,484423,76,2,415,54,253,0,1418
2020-08-15,Tuolumne,52351,1,0,50,0,0,0,110
2020-08-15,Ventura,852747,75,1,840,48,66,0,3145
2020-08-15,Yolo,223612,13,0,278,13,40,1,490
2020-08-15,Yuba,79290,16,0,85,18,17,0,188
2020-08-14,Alameda,1685886,280,5,5624,338,524,3,4670
2020-08-14,Alpine,1117,0,0,1,0,0,0,3
2020-08-14,Amador,38531,0,0,354,3,11,1,96
2020-08-14,Butte,217769,23,0,594,29,39,0,742
2020-08-14,Calaveras,44289,2,1,119,1,3,0,92
2020-08-14,Colusa,22593,0,0,31,0,4,0,50
2020-08-14,Contra Costa,1160099,153,3,3444,198,348,1,3578
2020-08-14,Del Norte,27558,1,0,138,1,2,0,170
2020-08-14,El Dorado,193098,5,0,334,9,24,0,364
2020-08-14,Fresno,1032227,212,6,2905,322,743,7,3130
2020-08-14,Glenn,29348,4,0,110,3,3,1,117
2020-08-14,Humboldt,134098,8,0,365,4,13,0,304
2020-08-14,Imperial,191649,32,1,413,61,116,15,426
2020-08-14,Inyo,18453,4,0,28,1,18,0,58
2020-08-14,Kern,927251,163,0,2742,234,421,7,2655
2020-08-14,Kings,156444,35,0,707,42,129,4,527
2020-08-14,Lake,64871,5,0,114,5,4,0,154
2020-08-14,Lassen,30065,0,0,111,1,13,0,87
2020-08-14,Los Angeles,10257557,1486,24,36431,2285,2586,43,39916
2020-08-14,Madera,160089,44,2,615,90,201,1,514
2020-08-14,Marin,260800,16,0,1105,23,98,2,1037
2020-08-14,Mariposa,17795,1,0,72,0,0,0,44
2020-08-14,Mendocino,88439,5,0,514,9,31,0,323
2020-08-14,Merced,287420,120,0,854,123,521,4,1058
2020-08-14,Modoc,9475,0,0,17,0,0,0,16
2020-08-14,Mono,13961,0,0,14,0,2,0,77
2020-08-14,Monterey,448732,83,1,1335,114,196,3,1311
2020-08-14,Napa,139652,9,0,613,16,51,0,604
2020-08-14,Nevada,98710,4,0,384,7,15,1,285
2020-08-14,Orange,3228519,238,6,6017,390,380,25,7625
2020-08-14,Placer,400434,20,0,891,33,86,0,737
2020-08-14,Plumas,18997,0,0,25,0,1,0,19
2020-08-14,Riverside,2468145,294,7,4467,334,1129,6,5968
2020-08-14,Sacramento,1567975,200,1,4447,269,408,15,3780
2020-08-14,San Benito,64022,29,1,163,27,26,0,188
2020-08-14,San Bernardino,2217398,401,9,5872,592,1047,3,6171
2020-08-14,San Diego,3370418,236,8,5844,204,406,-5,6889
2020-08-14,San Francisco,892280,94,2,4848,189,190,0,4312
2020-08-14,San Joaquin,782545,156,2,2027,175,388,15,2172
2020-08-14,San Luis Obispo,278862,22,0,1481,30,139,1,804
2020-08-14,San Mateo,778001,79,1,2378,113,152,1,2291
2020-08-14,Santa Barbara,456373,45,0,1170,62,173,3,1147
2020-08-14,Santa Clara,1967585,222,2,8219,280,528,1,7349
2020-08-14,Santa Cruz,273999,24,0,914,16,35,0,607
2020-08-14,Shasta,177925,4,0,403,6,18,0,447
2020-08-14,Sierra,3115,0,0,1,0,0,0,2
2020-08-14,Siskiyou,43956,0,0,61,0,3,0,70
2020-08-14,Solano,444255,37,2,1528,50,116,0,1277
2020-08-14,Sonoma,496668,74,0,1629,90,185,0,1319
2020-08-14,Stanislaus,562303,132,4,1367,191,426,4,1821
2020-08-14,Sutter,105747,21,0,234,22,47,0,250
2020-08-14,Tehama,65885,10,0,150,10,3,0,183
2020-08-14,Trinity,13354,0,0,76,0,0,0,25
2020-08-14,Tulare,484423,143,1,1277,203,317,1,1436
2020-08-14,Tuolumne,52351,1,0,271,1,3,0,118
2020-08-14,Ventura,852747,89,0,2541,147,199,-1,3030
2020-08-14,Yolo,223612,27,2,559,29,53,1,527
2020-08-14,Yuba,79290,16,0,195,20,38,0,179
2020-08-13,Alameda,1685886,207,7,5343,278,171,3,3957
2020-08-13,Alpine,1117,0,0,26,0,0,0,3
2020-08-13,Amador,38531,3,0,416,6,1,0,87
2020-08-13,Butte,217769,28,3,703,30,28,0,528
2020-08-13,Calaveras,44289,3,0,107,1,5,0,69
2020-08-13,Colusa,22593,5,0,36,4,1,0,39
2020-08-13,Contra Costa,1160099,146,1,3356,206,241,2,3265
2020-08-13,Del Norte,27558,1,0,238,1,0,0,196
2020-08-13,El Dorado,193098,18,0,321,20,9,0,281
2020-08-13,Fresno,1032227,218,1,3116,284,467,7,2787
2020-08-13,Glenn,29348,3,0,78,7,4,0,90
2020-08-13,Humboldt,134098,6,0,388,9,0,0,189
2020-08-13,Imperial,191649,23,1,649,57,74,3,418
2020-08-13,Inyo,18453,17,3,70,15,0,0,45
2020-08-13,Kern,927251,190,6,2467,279,281,10,2113
2020-08-13,Kings,156444,39,0,626,63,88,2,487
2020-08-13,Lake,64871,2,0,158,4,10,0,150
2020-08-13,Lassen,30065,1,0,156,1,1,0,80
2020-08-13,Los Angeles,10257557,1559,32,39296,2287,1955,60,38328
2020-08-13,Madera,160089,34,1,564,45,-6,2,420
2020-08-13,Marin,260800,22,0,1243,31,80,0,816
2020-08-13,Mariposa,17795,0,0,35,0,0,0,31
2020-08-13,Mendocino,88439,17,0,517,21,15,-1,272
2020-08-13,Merced,287420,62,0,942,76,168,-3,825
2020-08-13,Modoc,9475,0,0,39,0,0,0,11
2020-08-13,Mono,13961,1,0,79,1,0,0,70
2020-08-13,Monterey,448732,104,2,1720,145,6,0,901
2020-08-13,Napa,139652,9,0,706,23,18,0,530
2020-08-13,Nevada,98710,6,0,469,10,5,0,201
2020-08-13,Orange,3228519,250,3,7032,419,443,19,6672
2020-08-13,Placer,400434,34,0,832,33,43,1,653
2020-08-13,Plumas,18997,0,0,49,0,1,0,13
2020-08-13,Riverside,2468145,352,8,5420,455,580,18,5013
2020-08-13,Sacramento,1567975,216,3,3625,272,709,8,3134
2020-08-13,San Benito,64022,14,0,253,22,6,0,115
2020-08-13,San Bernardino,2217398,340,6,5494,489,584,2,4886
2020-08-13,San Diego,3370418,209,2,6239,214,266,19,7478
2020-08-13,San Francisco,892280,84,1,5186,170,83,3,3434
2020-08-13,San Joaquin,782545,140,3,2087,178,383,8,1880
2020-08-13,San Luis Obispo,278862,25,0,1043,39,20,1,639
2020-08-13,San Mateo,778001,90,0,2561,124,76,0,2179
2020-08-13,Santa Barbara,456373,60,1,1614,80,80,0,765
2020-08-13,Santa Clara,1967585,174,5,8989,277,255,0,5319
2020-08-13,Santa Cruz,273999,30,0,800,29,1,0,517
2020-08-13,Shasta,177925,5,0,462,6,11,0,346
2020-08-13,Sierra,3115,1,0,9,0,1,0,2
2020-08-13,Siskiyou,43956,1,0,101,0,5,0,49
2020-08-13,Solano,444255,46,0,1735,59,47,0,1088
2020-08-13,Sonoma,496668,78,1,2049,109,55,-2,1078
2020-08-13,Stanislaus,562303,139,2,1362,158,271,0,1468
2020-08-13,Sutter,105747,24,0,281,27,5,1,174
2020-08-13,Tehama,65885,9,0,210,11,13,0,130
2020-08-13,Trinity,13354,0,0,63,0,0,0,14
2020-08-13,Tulare,484423,128,3,1219,175,232,-1,1195
2020-08-13,Tuolumne,52351,1,0,233,1,2,0,104
2020-08-13,Ventura,852747,87,3,2080,123,109,3,3796
2020-08-13,Yolo,223612,23,0,671,44,17,0,425
2020-08-13,Yuba,79290,22,0,170,26,19,0,130
2020-08-12,Alameda,1685886,253,6,5925,327,254,11,5574
2020-08-12,Alpine,1117,0,0,3,0,0,0,4
2020-08-12,Amador,38531,6,0,435,4,10,5,136
2020-08-12,Butte,217769,27,1,821,24,21,0,1118
2020-08-12,Calaveras,44289,2,0,176,1,-4,0,150
2020-08-12,Colusa,22593,5,0,88,9,4,0,69
2020-08-12,Contra Costa,1160099,189,1,3937,231,292,3,4982
2020-08-12,Del Norte,27558,1,0,459,0,1,0,265
2020-08-12,El Dorado,193098,7,0,328,9,8,0,553
2020-08-12,Fresno,1032227,306,5,4507,416,346,7,4182
2020-08-12,Glenn,29348,2,0,103,3,8,0,204
2020-08-12,Humboldt,134098,5,0,342,5,-2,0,531
2020-08-12,Imperial,191649,54,0,798,111,48,2,364
2020-08-12,Inyo,18453,5,0,108,10,0,0,70
2020-08-12,Kern,927251,325,3,2786,421,149,2,2798
2020-08-12,Kings,156444,185,1,894,187,40,0,716
2020-08-12,Lake,64871,3,0,194,5,10,0,188
2020-08-12,Lassen,30065,6,0,852,9,46,0,107
2020-08-12,Los Angeles,10257557,1699,27,45602,2608,2121,54,40964
2020-08-12,Madera,160089,54,3,955,75,8,1,806
2020-08-12,Marin,260800,31,0,1175,48,136,0,1699
2020-08-12,Mariposa,17795,1,0,152,2,1,0,73
2020-08-12,Mendocino,88439,9,0,582,8,1,0,440
2020-08-12,Merced,287420,94,0,1005,95,455,1,1512
2020-08-12,Modoc,9475,0,0,26,0,0,0,20
2020-08-12,Mono,13961,0,0,28,0,0,0,60
2020-08-12,Monterey,448732,108,2,2000,149,295,2,1593
2020-08-12,Napa,139652,12,0,406,12,18,-1,791
2020-08-12,Nevada,98710,3,0,278,1,-1,0,510
2020-08-12,Orange,3228519,217,6,9213,320,371,12,9395
2020-08-12,Placer,400434,31,0,774,34,24,1,1111
2020-08-12,Plumas,18997,0,0,27,1,0,0,21
2020-08-12,Riverside,2468145,360,6,6121,468,510,31,6442
2020-08-12,Sacramento,1567975,287,9,3909,339,230,7,5070
2020-08-12,San Benito,64022,12,0,251,17,1,0,250
2020-08-12,San Bernardino,2217398,344,7,6014,515,344,5,7437
2020-08-12,San Diego,3370418,267,3,6490,239,236,6,5893
2020-08-12,San Francisco,892280,97,2,5639,219,206,0,4158
2020-08-12,San Joaquin,782545,176,3,2727,251,157,2,3001
2020-08-12,San Luis Obispo,278862,57,0,1325,72,29,0,1211
2020-08-12,San Mateo,778001,100,0,2786,163,88,0,2674
2020-08-12,Santa Barbara,456373,50,1,1170,82,107,4,1240
2020-08-12,Santa Clara,1967585,221,3,9966,318,82,-1,7800
2020-08-12,Santa Cruz,273999,22,0,667,13,30,2,857
2020-08-12,Shasta,177925,4,0,740,5,1,0,665
2020-08-12,Sierra,3115,0,0,17,0,0,0,4
2020-08-12,Siskiyou,43956,0,0,98,0,0,0,102
2020-08-12,Solano,444255,48,0,1673,55,52,0,1772
2020-08-12,Sonoma,496668,93,0,1908,128,95,2,2004
2020-08-12,Stanislaus,562303,104,5,1677,156,90,8,2682
2020-08-12,Sutter,105747,22,0,302,22,23,0,410
2020-08-12,Tehama,65885,3,1,160,3,0,0,290
2020-08-12,Trinity,13354,0,0,35,2,1,0,28
2020-08-12,Tulare,484423,125,1,1756,193,68,10,1875
2020-08-12,Tuolumne,52351,4,0,374,8,4,0,173
2020-08-12,Ventura,852747,66,4,2075,105,52,-1,2025
2020-08-12,Yolo,223612,22,0,633,43,9,0,836
2020-08-12,Yuba,79290,11,1,162,13,9,0,301
2020-08-11,Alameda,1685886,226,9,6030,331,540,1,4066
2020-08-11,Alpine,1117,0,0,0,0,0,0,5
2020-08-11,Amador,38531,1,0,196,4,15,1,106
2020-08-11,Butte,217769,24,0,751,27,122,0,413
2020-08-11,Calaveras,44289,12,1,193,6,40,0,70
2020-08-11,Colusa,22593,2,0,15,1,3,1,32
2020-08-11,Contra Costa,1160099,153,1,3464,212,558,1,3242
2020-08-11,Del Norte,27558,2,0,51,1,4,0,376
2020-08-11,El Dorado,193098,12,0,393,13,15,0,330
2020-08-11,Fresno,1032227,263,4,3143,363,366,4,2456
2020-08-11,Glenn,29348,3,0,96,2,-1,0,150
2020-08-11,Humboldt,134098,5,0,331,9,6,0,258
2020-08-11,Imperial,191649,44,0,1118,82,53,0,401
2020-08-11,Inyo,18453,0,0,46,0,0,0,18
2020-08-11,Kern,927251,222,3,3447,296,543,15,2394
2020-08-11,Kings,156444,106,0,1068,112,108,0,451
2020-08-11,Lake,64871,7,0,147,5,4,0,131
2020-08-11,Lassen,30065,0,0,228,2,17,0,79
2020-08-11,Los Angeles,10257557,1716,33,45039,2484,1386,62,49312
2020-08-11,Madera,160089,33,1,886,58,308,0,470
2020-08-11,Marin,260800,40,3,1825,48,45,0,1505
2020-08-11,Mariposa,17795,0,0,33,0,3,0,50
2020-08-11,Mendocino,88439,20,1,477,32,21,8,254
2020-08-11,Merced,287420,79,1,801,106,409,14,856
2020-08-11,Modoc,9475,0,0,47,0,0,0,16
2020-08-11,Mono,13961,0,0,29,0,1,0,46
2020-08-11,Monterey,448732,110,2,1946,139,266,2,1003
2020-08-11,Napa,139652,17,0,530,19,59,3,429
2020-08-11,Nevada,98710,8,0,275,6,2,0,273
2020-08-11,Orange,3228519,271,8,8762,445,760,21,6262
