date,county,population,cases,deaths,total_tests,positive_tests,reported_cases,reported_deaths,reported_tests
2021-02-18,Nevada,98710,19,0,303,27,14,14,167
2021-02-18,Orange,3228519,260,2,12562,441,382,47,4804
2021-02-18,Placer,400434,27,0,1166,31,24,2,776
2021-02-18,Plumas,18997,1,0,154,1,1,0,27
2021-02-18,Riverside,2468145,288,0,9939,493,306,19,3301
2021-02-18,Sacramento,1567975,159,0,6553,265,167,8,3022
2021-02-18,San Benito,64022,6,0,302,11,36,1,57
2021-02-18,San Bernardino,2217398,208,1,9828,353,426,46,3527
2021-02-18,San Diego,3370418,378,3,16930,609,810,36,6586
2021-02-18,San Francisco,892280,78,0,7947,117,92,7,1748
2021-02-18,San Joaquin,782545,101,0,3635,158,78,3,1474
2021-02-18,San Luis Obispo,278862,45,0,2620,68,23,0,296
2021-02-18,San Mateo,778001,73,0,6392,110,61,0,1526
2021-02-18,Santa Barbara,456373,66,0,2600,107,127,3,646
2021-02-18,Santa Clara,1967585,238,2,17042,321,261,13,4495
2021-02-18,Santa Cruz,273999,28,1,1172,29,46,2,450
2021-02-18,Shasta,177925,20,0,628,28,41,0,199
2021-02-18,Sierra,3115,0,0,11,0,0,0,2
2021-02-18,Siskiyou,43956,5,0,105,6,7,0,64
2021-02-18,Solano,444255,53,0,2873,56,61,1,708
2021-02-18,Sonoma,496668,72,0,2772,89,104,0,757
2021-02-18,Stanislaus,562303,109,0,2272,150,100,8,1213
2021-02-18,Sutter,105747,10,0,369,20,-27,1,158
2021-02-18,Tehama,65885,4,0,245,5,17,0,65
2021-02-18,Trinity,13354,0,0,19,4,5,0,18
2021-02-18,Tulare,484423,59,0,2011,97,96,2,710
2021-02-18,Tuolumne,52351,9,0,252,5,5,3,84
2021-02-18,Ventura,852747,124,0,6349,220,208,13,2061
2021-02-18,Yolo,223612,17,0,1981,13,43,1,685
2021-02-18,Yuba,79290,8,0,260,14,13,0,126
2021-02-17,Alameda,1685886,182,1,11789,235,139,5,2371
2021-02-17,Alpine,1117,0,0,15,0,1,0,1
2021-02-17,Amador,38531,7,0,745,14,2,-1,60
2021-02-17,Butte,217769,28,0,756,28,22,10,271
2021-02-17,Calaveras,44289,2,0,116,4,4,0,36
2021-02-17,Colusa,22593,3,0,195,3,2,0,28
2021-02-17,Contra Costa,1160099,143,0,6263,220,159,4,1524
2021-02-17,Del Norte,27558,8,0,502,11,7,0,44
2021-02-17,El Dorado,193098,9,0,657,25,11,0,243
2021-02-17,Fresno,1032227,184,1,4992,286,192,14,1476
2021-02-17,Glenn,29348,8,0,62,6,0,0,24
2021-02-17,Humboldt,134098,23,0,547,13,12,0,129
2021-02-17,Imperial,191649,11,0,920,15,15,0,173
2021-02-17,Inyo,18453,9,0,67,13,6,0,34
2021-02-17,Kern,927251,135,2,3895,153,187,3,1418
2021-02-17,Kings,156444,57,0,1443,69,34,5,194
2021-02-17,Lake,64871,8,0,273,12,16,0,153
2021-02-17,Lassen,30065,14,0,710,19,5,0,38
2021-02-17,Los Angeles,10257557,1243,11,70452,2378,1524,169,71743
2021-02-17,Madera,160089,39,1,1010,48,15,5,182
2021-02-17,Marin,260800,26,0,2043,25,49,2,458
2021-02-17,Mariposa,17795,0,0,136,0,1,0,11
2021-02-17,Mendocino,88439,4,0,297,8,5,0,80
2021-02-17,Merced,287420,71,1,1410,101,100,4,585
2021-02-17,Modoc,9475,0,0,42,0,1,0,7
2021-02-17,Mono,13961,0,0,11,0,0,0,12
2021-02-17,Monterey,448732,75,1,1814,91,52,1,721
2021-02-17,Napa,139652,13,0,1363,25,11,2,223
2021-02-17,Nevada,98710,13,0,326,19,48,5,153
2021-02-17,Orange,3228519,316,1,14642,496,334,14,4796
2021-02-17,Placer,400434,31,0,1258,35,38,0,607
2021-02-17,Plumas,18997,0,0,85,0,4,0,24
2021-02-17,Riverside,2468145,302,1,12130,545,335,20,3466
2021-02-17,Sacramento,1567975,267,2,7531,325,63,21,2423
2021-02-17,San Benito,64022,8,0,276,15,2,1,52
2021-02-17,San Bernardino,2217398,224,1,10652,352,514,42,3386
2021-02-17,San Diego,3370418,465,1,17751,700,539,57,6375
2021-02-17,San Francisco,892280,74,0,8539,99,67,6,1391
2021-02-17,San Joaquin,782545,118,0,3969,152,108,0,1197
2021-02-17,San Luis Obispo,278862,45,0,2691,80,39,1,282
2021-02-17,San Mateo,778001,61,0,7450,90,83,5,1324
2021-02-17,Santa Barbara,456373,76,0,2907,131,62,6,570
2021-02-17,Santa Clara,1967585,257,1,15748,310,195,1,3762
2021-02-17,Santa Cruz,273999,15,0,1490,29,12,0,399
2021-02-17,Shasta,177925,17,0,645,17,34,0,188
2021-02-17,Sierra,3115,0,0,16,1,0,0,2
2021-02-17,Siskiyou,43956,5,0,174,6,1,0,64
2021-02-17,Solano,444255,40,0,3011,44,42,1,520
2021-02-17,Sonoma,496668,61,1,2931,90,28,2,618
2021-02-17,Stanislaus,562303,113,1,2789,147,123,14,1025
2021-02-17,Sutter,105747,23,0,329,28,10,0,140
2021-02-17,Tehama,65885,10,0,150,10,10,0,61
2021-02-17,Trinity,13354,3,0,20,0,2,0,17
2021-02-17,Tulare,484423,63,0,1920,112,51,10,644
2021-02-17,Tuolumne,52351,2,0,298,3,10,0,54
2021-02-17,Ventura,852747,151,2,6171,259,191,15,1777
2021-02-17,Yolo,223612,32,0,2589,32,49,7,627
2021-02-17,Yuba,79290,7,0,185,11,13,0,103
2021-02-16,Alameda,1685886,204,2,16300,364,109,1,4387
2021-02-16,Alpine,1117,0,0,4,0,0,0,1
2021-02-16,Amador,38531,4,0,854,6,4,0,77
2021-02-16,Butte,217769,17,0,725,21,25,9,291
2021-02-16,Calaveras,44289,3,0,194,11,1,0,69
2021-02-16,Colusa,22593,0,0,49,0,3,0,34
2021-02-16,Contra Costa,1160099,171,0,8465,235,120,0,3163
2021-02-16,Del Norte,27558,4,0,622,2,0,0,50
2021-02-16,El Dorado,193098,18,0,868,40,20,0,408
2021-02-16,Fresno,1032227,202,3,6113,316,132,5,1822
2021-02-16,Glenn,29348,2,0,75,4,4,0,34
2021-02-16,Humboldt,134098,9,0,467,13,-3,0,156
2021-02-16,Imperial,191649,18,0,1827,18,11,0,268
2021-02-16,Inyo,18453,18,0,201,18,7,0,42
2021-02-16,Kern,927251,144,6,4522,174,86,0,1398
2021-02-16,Kings,156444,55,0,1416,68,9,1,190
2021-02-16,Lake,64871,12,0,297,13,11,0,96
2021-02-16,Lassen,30065,2,0,905,4,0,0,50
2021-02-16,Los Angeles,10257557,1377,18,82555,2717,1098,119,84334
2021-02-16,Madera,160089,32,0,850,41,12,66,210
2021-02-16,Marin,260800,20,0,2287,33,22,2,792
2021-02-16,Mariposa,17795,2,0,121,3,0,0,11
2021-02-16,Mendocino,88439,12,0,519,19,8,0,86
2021-02-16,Merced,287420,78,0,2193,129,68,0,700
2021-02-16,Modoc,9475,0,0,37,0,0,0,9
2021-02-16,Mono,13961,2,0,33,2,2,0,15
2021-02-16,Monterey,448732,68,2,2553,146,51,1,569
2021-02-16,Napa,139652,14,0,1398,21,17,9,311
2021-02-16,Nevada,98710,17,0,503,18,7,0,190
2021-02-16,Orange,3228519,323,1,17120,566,206,26,6396
2021-02-16,Placer,400434,29,0,1566,38,6,0,1138
2021-02-16,Plumas,18997,0,0,120,1,-1,0,31
2021-02-16,Riverside,2468145,337,0,11130,648,183,3,4528
2021-02-16,Sacramento,1567975,336,0,9320,387,155,1,4024
2021-02-16,San Benito,64022,9,0,433,14,10,0,93
2021-02-16,San Bernardino,2217398,265,0,12166,443,78,33,4158
2021-02-16,San Diego,3370418,518,1,21341,784,698,5,13475
2021-02-16,San Francisco,892280,71,0,8820,113,37,0,2307
2021-02-16,San Joaquin,782545,152,0,5046,204,66,0,1761
2021-02-16,San Luis Obispo,278862,53,1,3301,76,34,2,392
2021-02-16,San Mateo,778001,80,0,8819,112,72,0,2179
2021-02-16,Santa Barbara,456373,98,0,3426,135,55,0,724
2021-02-16,Santa Clara,1967585,248,0,18074,302,124,3,5960
2021-02-16,Santa Cruz,273999,30,0,1767,50,17,-1,562
2021-02-16,Shasta,177925,20,0,1039,41,6,0,213
2021-02-16,Sierra,3115,0,0,8,0,0,0,3
2021-02-16,Siskiyou,43956,6,0,83,9,6,0,66
2021-02-16,Solano,444255,55,0,3963,78,21,0,1314
2021-02-16,Sonoma,496668,88,0,3409,123,21,3,1156
2021-02-16,Stanislaus,562303,126,0,3515,191,119,0,1381
2021-02-16,Sutter,105747,15,0,423,26,19,0,160
2021-02-16,Tehama,65885,11,0,252,13,9,0,87
2021-02-16,Trinity,13354,1,0,36,2,1,0,20
2021-02-16,Tulare,484423,72,1,2705,119,100,1,639
2021-02-16,Tuolumne,52351,10,0,402,10,2,0,105
2021-02-16,Ventura,852747,150,0,6687,235,154,2,2141
2021-02-16,Yolo,223612,35,0,2736,42,45,0,791
2021-02-16,Yuba,79290,17,0,281,24,12,0,137
2021-02-15,Alameda,1685886,156,1,6353,161,205,1,5693
2021-02-15,Alpine,1117,0,0,2,0,0,0,1
2021-02-15,Amador,38531,5,0,313,3,11,0,68
2021-02-15,Butte,217769,23,0,720,29,6,0,554
2021-02-15,Calaveras,44289,2,0,138,4,5,0,97
2021-02-15,Colusa,22593,4,0,31,3,4,0,62
2021-02-15,Contra Costa,1160099,147,3,4911,165,172,0,3957
2021-02-15,Del Norte,27558,4,0,700,5,2,0,51
2021-02-15,El Dorado,193098,25,0,548,25,26,0,474
2021-02-15,Fresno,1032227,165,2,3652,195,166,1,2872
2021-02-15,Glenn,29348,1,0,84,1,1,0,51
2021-02-15,Humboldt,134098,13,0,479,14,5,0,331
2021-02-15,Imperial,191649,8,0,1247,21,4,0,392
2021-02-15,Inyo,18453,6,0,76,2,7,0,67
2021-02-15,Kern,927251,147,0,4209,170,143,0,1987
2021-02-15,Kings,156444,20,0,1577,24,36,0,303
2021-02-15,Lake,64871,9,0,353,13,0,0,133
2021-02-15,Lassen,30065,4,0,600,5,10,0,76
2021-02-15,Los Angeles,10257557,1334,17,55054,2042,1714,27,153939
2021-02-15,Madera,160089,31,0,1031,37,19,0,334
2021-02-15,Marin,260800,25,0,1370,33,26,2,1003
2021-02-15,Mariposa,17795,0,0,26,0,2,0,14
2021-02-15,Mendocino,88439,5,0,161,1,6,0,153
2021-02-15,Merced,287420,82,0,1293,98,55,0,899
2021-02-15,Modoc,9475,0,0,42,0,0,0,13
2021-02-15,Mono,13961,1,0,66,1,-2,0,22
2021-02-15,Monterey,448732,50,1,2316,44,69,0,1159
2021-02-15,Napa,139652,18,0,678,10,11,0,379
2021-02-15,Nevada,98710,15,0,398,23,6,0,283
2021-02-15,Orange,3228519,313,0,12851,534,317,22,11658
2021-02-15,Placer,400434,39,0,1568,32,48,0,1025
2021-02-15,Plumas,18997,1,0,177,0,0,0,56
2021-02-15,Riverside,2468145,314,2,10137,523,253,-3,7363
2021-02-15,Sacramento,1567975,200,0,6495,296,235,0,4143
2021-02-15,San Benito,64022,8,1,197,13,8,0,162
2021-02-15,San Bernardino,2217398,313,0,10912,569,205,16,7997
2021-02-15,San Diego,3370418,496,4,14560,668,693,0,17746
2021-02-15,San Francisco,892280,74,0,4761,97,80,1,3240
2021-02-15,San Joaquin,782545,92,1,3179,123,139,0,2637
2021-02-15,San Luis Obispo,278862,36,0,2058,43,23,2,562
2021-02-15,San Mateo,778001,82,0,4579,91,110,0,3142
2021-02-15,Santa Barbara,456373,91,1,1926,120,66,1,1440
2021-02-15,Santa Clara,1967585,211,1,13091,237,218,6,10408
2021-02-15,Santa Cruz,273999,25,0,1256,39,14,0,844
2021-02-15,Shasta,177925,30,0,914,32,10,0,297
2021-02-15,Sierra,3115,0,0,9,0,0,0,6
2021-02-15,Siskiyou,43956,4,0,84,7,5,0,131
2021-02-15,Solano,444255,38,0,1936,40,75,0,1257
2021-02-15,Sonoma,496668,73,0,1928,76,93,0,1576
2021-02-15,Stanislaus,562303,101,0,2177,120,136,0,1854
2021-02-15,Sutter,105747,23,0,397,24,10,0,259
2021-02-15,Tehama,65885,8,2,159,9,2,0,159
2021-02-15,Trinity,13354,0,0,6,0,2,0,29
2021-02-15,Tulare,484423,72,3,2420,88,81,0,1237
2021-02-15,Tuolumne,52351,1,0,341,4,30,0,126
2021-02-15,Ventura,852747,178,1,5941,289,147,0,5272
2021-02-15,Yolo,223612,30,0,1334,18,13,0,993
2021-02-15,Yuba,79290,10,0,247,11,6,0,206
2021-02-14,Alameda,1685886,114,0,2661,115,196,0,5484
2021-02-14,Alpine,1117,0,0,0,0,0,0,1
2021-02-14,Amador,38531,3,0,45,2,11,1,76
2021-02-14,Butte,217769,17,0,261,17,18,0,574
2021-02-14,Calaveras,44289,4,0,33,1,3,0,92
2021-02-14,Colusa,22593,0,0,9,0,8,0,60
2021-02-14,Contra Costa,1160099,120,0,1974,131,172,2,3849
2021-02-14,Del Norte,27558,2,0,37,4,3,0,59
2021-02-14,El Dorado,193098,11,1,146,13,32,1,513
2021-02-14,Fresno,1032227,109,1,1048,94,258,0,3206
2021-02-14,Glenn,29348,1,0,16,1,2,0,62
2021-02-14,Humboldt,134098,12,0,162,8,18,0,275
2021-02-14,Imperial,191649,10,0,83,3,16,0,449
2021-02-14,Inyo,18453,4,0,8,0,9,0,75
2021-02-14,Kern,927251,87,1,979,103,123,2,2444
2021-02-14,Kings,156444,11,0,191,20,25,0,356
2021-02-14,Lake,64871,6,0,42,3,5,1,160
2021-02-14,Lassen,30065,3,0,165,4,9,0,75
2021-02-14,Los Angeles,10257557,849,19,18899,1173,1698,76,149775
2021-02-14,Madera,160089,9,0,799,7,36,0,366
2021-02-14,Marin,260800,21,0,633,19,27,0,995
2021-02-14,Mariposa,17795,0,0,16,0,0,0,14
2021-02-14,Mendocino,88439,11,0,134,10,9,1,249
2021-02-14,Merced,287420,40,0,229,34,60,0,1029
2021-02-14,Modoc,9475,0,0,2,0,1,0,16
2021-02-14,Mono,13961,0,0,0,0,4,0,28
2021-02-14,Monterey,448732,28,0,407,27,111,1,1311
2021-02-14,Napa,139652,8,0,172,3,17,0,429
2021-02-14,Nevada,98710,9,0,66,3,19,0,279
2021-02-14,Orange,3228519,198,1,3824,258,314,44,11291
2021-02-14,Placer,400434,20,0,544,22,99,0,1080
2021-02-14,Plumas,18997,0,0,10,0,4,0,50
2021-02-14,Riverside,2468145,227,1,3725,345,242,9,7681
2021-02-14,Sacramento,1567975,150,1,2032,141,455,2,4619
2021-02-14,San Benito,64022,14,0,135,24,8,0,137
2021-02-14,San Bernardino,2217398,139,0,2178,154,259,30,7557
2021-02-14,San Diego,3370418,331,3,6544,341,568,28,20324
2021-02-14,San Francisco,892280,52,2,2239,56,83,8,3177
2021-02-14,San Joaquin,782545,63,4,682,47,138,2,2592
2021-02-14,San Luis Obispo,278862,28,0,551,16,65,0,556
2021-02-14,San Mateo,778001,51,0,2423,71,114,0,2845
2021-02-14,Santa Barbara,456373,50,0,827,64,150,3,1426
2021-02-14,Santa Clara,1967585,183,3,5136,212,287,12,8805
2021-02-14,Santa Cruz,273999,24,0,273,16,27,2,825
2021-02-14,Shasta,177925,11,0,209,8,7,0,310
2021-02-14,Sierra,3115,0,0,3,0,0,0,6
2021-02-14,Siskiyou,43956,2,0,17,1,4,0,119
2021-02-14,Solano,444255,35,0,763,28,66,0,1388
2021-02-14,Sonoma,496668,45,0,540,26,109,0,1513
2021-02-14,Stanislaus,562303,68,0,608,62,104,19,2024
2021-02-14,Sutter,105747,12,0,108,16,16,1,247
2021-02-14,Tehama,65885,9,1,63,6,6,0,159
2021-02-14,Trinity,13354,1,0,1,0,0,0,39
2021-02-14,Tulare,484423,43,1,382,46,101,6,1308
2021-02-14,Tuolumne,52351,1,0,56,1,12,0,128
2021-02-14,Ventura,852747,140,1,2060,161,261,11,4855
2021-02-14,Yolo,223612,12,0,838,11,25,0,1154
2021-02-14,Yuba,79290,8,0,88,6,25,0,203
2021-02-13,Alameda,1685886,132,1,4372,207,288,21,6480
2021-02-13,Alpine,1117,0,0,1,0,0,0,1
2021-02-13,Amador,38531,4,0,75,12,6,0,111
2021-02-13,Butte,217769,15,0,305,16,44,0,674
2021-02-13,Calaveras,44289,3,0,61,4,3,0,122
2021-02-13,Colusa,22593,0,0,13,1,1,0,71
2021-02-13,Contra Costa,1160099,150,1,2697,156,222,9,4451
2021-02-13,Del Norte,27558,10,0,37,11,7,0,63
2021-02-13,El Dorado,193098,16,0,280,16,33,1,553
2021-02-13,Fresno,1032227,149,1,2072,224,287,14,3515
2021-02-13,Glenn,29348,2,0,30,3,7,0,72
2021-02-13,Humboldt,134098,9,0,188,0,13,0,317
2021-02-13,Imperial,191649,8,0,208,6,34,-5,505
2021-02-13,Inyo,18453,6,0,40,6,12,0,80
2021-02-13,Kern,927251,107,2,1324,141,383,8,2507
2021-02-13,Kings,156444,39,0,345,49,51,3,493
2021-02-13,Lake,64871,5,0,60,9,13,1,228
2021-02-13,Lassen,30065,2,0,24,3,13,0,94
2021-02-13,Los Angeles,10257557,1196,14,30074,2291,2567,185,158565
2021-02-13,Madera,160089,26,0,1027,19,31,0,398
2021-02-13,Marin,260800,26,0,843,31,37,1,1106
2021-02-13,Mariposa,17795,1,1,48,2,0,0,16
2021-02-13,Mendocino,88439,2,0,97,10,19,0,292
2021-02-13,Merced,287420,44,0,326,45,88,1,1043
2021-02-13,Modoc,9475,0,0,0,0,1,0,16
2021-02-13,Mono,13961,1,0,3,0,4,0,29
2021-02-13,Monterey,448732,45,0,942,48,98,4,1387
2021-02-13,Napa,139652,12,0,265,21,24,2,492
2021-02-13,Nevada,98710,5,0,172,6,14,0,222
2021-02-13,Orange,3228519,239,3,5337,424,470,15,13334
2021-02-13,Placer,400434,33,0,526,30,40,0,1133
2021-02-13,Plumas,18997,1,0,24,0,2,0,50
2021-02-13,Riverside,2468145,265,2,4850,423,484,24,8642
2021-02-13,Sacramento,1567975,187,3,2590,207,149,7,5161
2021-02-13,San Benito,64022,16,0,76,11,11,0,173
2021-02-13,San Bernardino,2217398,186,0,3606,272,515,72,8389
2021-02-13,San Diego,3370418,387,2,8004,511,891,30,24686
2021-02-13,San Francisco,892280,62,2,3291,61,112,5,3640
2021-02-13,San Joaquin,782545,95,0,1090,110,139,2,3093
2021-02-13,San Luis Obispo,278862,41,0,868,35,116,1,522
2021-02-13,San Mateo,778001,70,0,2832,99,185,23,3273
2021-02-13,Santa Barbara,456373,70,0,991,86,140,2,1322
2021-02-13,Santa Clara,1967585,175,2,6876,202,366,27,10661
2021-02-13,Santa Cruz,273999,17,0,456,24,51,3,929
2021-02-13,Shasta,177925,18,0,195,4,20,-3,337
2021-02-13,Sierra,3115,0,0,1,0,2,0,3
2021-02-13,Siskiyou,43956,2,0,17,0,12,0,122
2021-02-13,Solano,444255,32,0,696,56,88,1,1682
2021-02-13,Sonoma,496668,56,0,807,34,93,1,1864
2021-02-13,Stanislaus,562303,80,0,868,73,150,0,2316
2021-02-13,Sutter,105747,14,1,125,13,17,1,315
2021-02-13,Tehama,65885,7,0,63,9,14,3,187
2021-02-13,Trinity,13354,0,0,1,0,3,0,34
2021-02-13,Tulare,484423,79,1,533,76,146,-1,1471
2021-02-13,Tuolumne,52351,3,0,81,4,16,0,210
2021-02-13,Ventura,852747,165,2,2858,236,271,13,9939
2021-02-13,Yolo,223612,20,0,917,17,34,0,1448
2021-02-13,Yuba,79290,8,0,103,10,15,0,242
2021-02-12,Alameda,1685886,226,2,10253,326,394,14,5224
2021-02-12,Alpine,1117,1,0,3,1,0,0,1
2021-02-12,Amador,38531,4,0,485,3,13,3,100
2021-02-12,Butte,217769,24,0,713,33,31,0,676
2021-02-12,Calaveras,44289,2,0,95,8,4,0,132
2021-02-12,Colusa,22593,6,0,40,6,13,0,86
2021-02-12,Contra Costa,1160099,168,0,5208,230,245,15,3679
2021-02-12,Del Norte,27558,5,0,184,6,7,0,59
2021-02-12,El Dorado,193098,21,0,579,36,27,0,489
2021-02-12,Fresno,1032227,155,3,3118,236,352,18,3409
2021-02-12,Glenn,29348,2,0,58,4,9,0,66
2021-02-12,Humboldt,134098,12,0,592,15,7,0,334
2021-02-12,Imperial,191649,21,0,286,21,101,7,332
2021-02-12,Inyo,18453,14,0,68,14,12,0,84
2021-02-12,Kern,927251,185,1,2664,234,308,8,2594
2021-02-12,Kings,156444,22,1,491,29,89,0,480
2021-02-12,Lake,64871,9,0,240,12,10,0,206
2021-02-12,Lassen,30065,11,0,261,10,11,0,91
2021-02-12,Los Angeles,10257557,1635,22,61704,2973,2748,137,160180
2021-02-12,Madera,160089,21,1,464,29,38,0,381
2021-02-12,Marin,260800,38,0,1738,44,38,0,968
2021-02-12,Mariposa,17795,0,0,75,2,4,0,15
2021-02-12,Mendocino,88439,7,0,280,16,27,0,192
2021-02-12,Merced,287420,62,1,1781,80,128,4,997
2021-02-12,Modoc,9475,1,0,15,0,7,0,13
2021-02-12,Mono,13961,4,0,24,1,-1,0,24
2021-02-12,Monterey,448732,106,0,2742,139,164,2,1392
2021-02-12,Napa,139652,21,0,792,22,8,0,395
2021-02-12,Nevada,98710,16,0,369,23,8,0,222
2021-02-12,Orange,3228519,360,0,11555,595,485,29,12770
2021-02-12,Placer,400434,41,0,1012,58,56,6,890
2021-02-12,Plumas,18997,1,0,68,1,22,0,60
2021-02-12,Riverside,2468145,374,4,9214,617,479,44,8166
2021-02-12,Sacramento,1567975,235,3,5104,288,264,9,4630
2021-02-12,San Benito,64022,9,0,187,10,13,0,148
2021-02-12,San Bernardino,2217398,314,1,9565,524,541,53,8561
2021-02-12,San Diego,3370418,568,5,13552,750,817,24,25043
2021-02-12,San Francisco,892280,87,1,6760,123,103,3,3625
2021-02-12,San Joaquin,782545,156,0,2828,201,247,4,3027
2021-02-12,San Luis Obispo,278862,64,1,2539,90,72,5,653
2021-02-12,San Mateo,778001,95,0,5969,146,121,1,2930
2021-02-12,Santa Barbara,456373,93,1,2239,189,79,2,1465
2021-02-12,Santa Clara,1967585,260,0,14851,335,367,36,9089
2021-02-12,Santa Cruz,273999,17,0,1216,27,59,5,944
2021-02-12,Shasta,177925,23,0,456,24,21,2,422
2021-02-12,Sierra,3115,0,0,1,0,0,0,2
2021-02-12,Siskiyou,43956,14,0,110,12,4,0,131
2021-02-12,Solano,444255,51,0,2005,75,111,9,1280
2021-02-12,Sonoma,496668,87,1,2257,158,93,3,1634
2021-02-12,Stanislaus,562303,138,0,2065,169,213,0,2091
2021-02-12,Sutter,105747,13,0,283,12,19,0,341
2021-02-12,Tehama,65885,6,0,145,7,7,1,206
2021-02-12,Trinity,13354,0,0,12,0,0,0,31
2021-02-12,Tulare,484423,92,3,1627,141,119,4,1418
2021-02-12,Tuolumne,52351,37,0,324,43,20,1,175
2021-02-12,Ventura,852747,213,0,5444,305,251,15,9376
2021-02-12,Yolo,223612,24,0,1732,32,37,2,1502
2021-02-12,Yuba,79290,14,1,206,18,13,0,235
2021-02-11,Alameda,1685886,202,1,11878,331,220,16,4400
2021-02-11,Alpine,1117,0,0,9,0,0,0,0
2021-02-11,Amador,38531,12,0,613,12,20,0,76
2021-02-11,Butte,217769,25,0,733,31,30,0,435
2021-02-11,Calaveras,44289,3,0,119,4,6,0,112
2021-02-11,Colusa,22593,8,0,46,9,8,0,69
2021-02-11,Contra Costa,1160099,168,1,6373,256,145,15,3024
2021-02-11,Del Norte,27558,6,0,610,6,6,0,46
2021-02-11,El Dorado,193098,30,1,518,26,16,5,398
2021-02-11,Fresno,1032227,174,1,4494,226,292,8,2191
2021-02-11,Glenn,29348,2,0,56,2,6,0,37
2021-02-11,Humboldt,134098,8,0,457,9,30,0,256
2021-02-11,Imperial,191649,41,0,1036,53,23,0,251
2021-02-11,Inyo,18453,12,0,63,15,6,2,43
2021-02-11,Kern,927251,206,3,3935,261,291,15,2022
2021-02-11,Kings,156444,41,0,841,48,79,5,341
2021-02-11,Lake,64871,13,0,377,21,27,0,251
2021-02-11,Lassen,30065,4,0,234,5,11,0,61
2021-02-11,Los Angeles,10257557,1733,29,73547,3176,3000,162,109306
2021-02-11,Madera,160089,38,0,735,50,59,1,269
2021-02-11,Marin,260800,37,0,2187,42,31,1,739
2021-02-11,Mariposa,17795,2,0,71,2,1,0,11
2021-02-11,Mendocino,88439,15,0,296,13,25,0,154
2021-02-11,Merced,287420,85,1,2657,114,79,4,666
2021-02-11,Modoc,9475,1,0,55,0,2,0,6
2021-02-11,Mono,13961,4,0,70,6,3,0,10
2021-02-11,Monterey,448732,79,1,2211,92,103,7,1148
2021-02-11,Napa,139652,18,0,1438,37,8,0,383
2021-02-11,Nevada,98710,14,0,328,11,27,0,180
2021-02-11,Orange,3228519,418,2,14831,712,616,37,8665
2021-02-11,Placer,400434,40,0,1105,45,56,4,873
2021-02-11,Plumas,18997,3,0,124,3,3,2,44
2021-02-11,Riverside,2468145,423,5,10901,717,592,20,5488
2021-02-11,Sacramento,1567975,237,0,6295,306,335,11,4281
2021-02-11,San Benito,64022,14,0,380,16,18,1,124
2021-02-11,San Bernardino,2217398,356,0,11025,567,733,78,5745
2021-02-11,San Diego,3370418,589,5,23827,1127,1113,51,17774
2021-02-11,San Francisco,892280,84,0,7821,140,121,5,2648
2021-02-11,San Joaquin,782545,132,1,3349,200,235,17,2468
2021-02-11,San Luis Obispo,278862,78,0,2570,103,66,3,458
2021-02-11,San Mateo,778001,90,0,7366,146,116,8,2640
2021-02-11,Santa Barbara,456373,87,0,2506,148,159,11,987
2021-02-11,Santa Clara,1967585,248,2,18128,382,344,18,7038
2021-02-11,Santa Cruz,273999,34,2,1687,38,81,0,699
2021-02-11,Shasta,177925,24,0,796,31,27,-2,323
2021-02-11,Sierra,3115,0,0,8,0,0,0,2
2021-02-11,Siskiyou,43956,5,0,82,9,6,0,84
2021-02-11,Solano,444255,74,0,2979,93,50,1,1111
2021-02-11,Sonoma,496668,97,0,2413,114,90,1,1422
2021-02-11,Stanislaus,562303,115,2,2667,171,189,1,1612
2021-02-11,Sutter,105747,18,0,407,21,19,0,257
2021-02-11,Tehama,65885,8,0,278,10,18,3,130
2021-02-11,Trinity,13354,2,0,18,3,1,0,19
2021-02-11,Tulare,484423,114,2,2421,147,115,10,945
2021-02-11,Tuolumne,52351,8,0,228,13,25,0,149
2021-02-11,Ventura,852747,233,2,6867,361,308,10,5365
2021-02-11,Yolo,223612,25,0,1976,32,27,-1,1475
2021-02-11,Yuba,79290,17,0,248,22,20,0,181
2021-02-10,Alameda,1685886,269,2,12270,337,326,8,4195
2021-02-10,Alpine,1117,0,0,6,0,0,0,0
2021-02-10,Amador,38531,8,1,941,9,1,0,66
2021-02-10,Butte,217769,27,0,751,26,31,2,334
2021-02-10,Calaveras,44289,8,0,153,8,3,0,70
2021-02-10,Colusa,22593,11,0,166,8,3,0,37
2021-02-10,Contra Costa,1160099,186,1,6035,244,181,7,3273
2021-02-10,Del Norte,27558,6,1,94,4,2,0,35
2021-02-10,El Dorado,193098,26,0,650,26,19,0,430
2021-02-10,Fresno,1032227,240,5,5361,315,146,36,2168
2021-02-10,Glenn,29348,5,0,81,10,4,0,27
2021-02-10,Humboldt,134098,8,0,767,12,20,0,148
2021-02-10,Imperial,191649,31,0,1253,26,13,10,179
2021-02-10,Inyo,18453,8,0,62,7,1,0,38
2021-02-10,Kern,927251,249,1,4011,279,249,6,1935
2021-02-10,Kings,156444,45,0,1965,66,19,1,293
2021-02-10,Lake,64871,13,0,209,10,20,0,163
2021-02-10,Lassen,30065,7,0,541,10,10,0,32
2021-02-10,Los Angeles,10257557,1969,23,74426,3516,2692,140,78476
2021-02-10,Madera,160089,20,0,700,46,13,0,285
2021-02-10,Marin,260800,33,0,2266,32,28,2,756
2021-02-10,Mariposa,17795,2,0,118,2,5,0,10
