county,date,total_doses
San Bernardino,2021-01-08,5342
San Diego,2021-01-08,7705
San Francisco,2021-01-08,2306
San Joaquin,2021-01-08,1171
San Luis Obispo,2021-01-08,880
San Mateo,2021-01-08,1791
Santa Barbara,2021-01-08,1200
Santa Clara,2021-01-08,5782
Santa Cruz,2021-01-08,931
Shasta,2021-01-08,506
Sierra,2021-01-08,1
Siskiyou,2021-01-08,42
Solano,2021-01-08,1124
Sonoma,2021-01-08,1778
Stanislaus,2021-01-08,1265
Sutter,2021-01-08,145
Tehama,2021-01-08,30
Trinity,2021-01-08,49
Tulare,2021-01-08,1264
Tuolumne,2021-01-08,100
Ventura,2021-01-08,2192
Yolo,2021-01-08,626
Yuba,2021-01-08,72
Alameda,2021-01-07,3705
Alpine,2021-01-07,8
Amador,2021-01-07,223
Butte,2021-01-07,760
Calaveras,2021-01-07,106
Colusa,2021-01-07,37
Contra Costa,2021-01-07,3073
Del Norte,2021-01-07,21
El Dorado,2021-01-07,326
Fresno,2021-01-07,1867
Glenn,2021-01-07,66
Humboldt,2021-01-07,382
Imperial,2021-01-07,318
Inyo,2021-01-07,31
Kern,2021-01-07,1402
Kings,2021-01-07,179
Lake,2021-01-07,60
Lassen,2021-01-07,43
Los Angeles,2021-01-07,29183
Madera,2021-01-07,337
Marin,2021-01-07,889
Mariposa,2021-01-07,49
Mendocino,2021-01-07,355
Merced,2021-01-07,188
Modoc,2021-01-07,72
Mono,2021-01-07,55
Monterey,2021-01-07,735
Napa,2021-01-07,484
Nevada,2021-01-07,216
Orange,2021-01-07,9152
Placer,2021-01-07,975
Plumas,2021-01-07,55
Riverside,2021-01-07,2735
Sacramento,2021-01-07,2815
San Benito,2021-01-07,77
San Bernardino,2021-01-07,5353
San Diego,2021-01-07,5572
San Francisco,2021-01-07,2039
San Joaquin,2021-01-07,1041
San Luis Obispo,2021-01-07,1127
San Mateo,2021-01-07,1385
Santa Barbara,2021-01-07,1026
Santa Clara,2021-01-07,4065
Santa Cruz,2021-01-07,529
Shasta,2021-01-07,116
Sierra,2021-01-07,20
Siskiyou,2021-01-07,174
Solano,2021-01-07,1039
Sonoma,2021-01-07,1009
Stanislaus,2021-01-07,1037
Sutter,2021-01-07,249
Tehama,2021-01-07,57
Tulare,2021-01-07,779
Tuolumne,2021-01-07,118
Ventura,2021-01-07,2060
Yolo,2021-01-07,705
Yuba,2021-01-07,75
Alameda,2021-01-06,3222
Alpine,2021-01-06,31
Amador,2021-01-06,38
Butte,2021-01-06,622
Calaveras,2021-01-06,107
Colusa,2021-01-06,15
Contra Costa,2021-01-06,3252
Del Norte,2021-01-06,78
El Dorado,2021-01-06,259
Fresno,2021-01-06,958
Glenn,2021-01-06,61
Humboldt,2021-01-06,295
Imperial,2021-01-06,190
Inyo,2021-01-06,69
Kern,2021-01-06,1163
Kings,2021-01-06,274
Lake,2021-01-06,77
Lassen,2021-01-06,94
Los Angeles,2021-01-06,22233
Madera,2021-01-06,184
Marin,2021-01-06,820
Mariposa,2021-01-06,5
Mendocino,2021-01-06,148
Merced,2021-01-06,247
Modoc,2021-01-06,3
Mono,2021-01-06,44
Monterey,2021-01-06,652
Napa,2021-01-06,455
Nevada,2021-01-06,93
Orange,2021-01-06,4931
Placer,2021-01-06,753
Plumas,2021-01-06,125
Riverside,2021-01-06,2458
Sacramento,2021-01-06,2717
San Benito,2021-01-06,94
San Bernardino,2021-01-06,3410
San Diego,2021-01-06,4917
San Francisco,2021-01-06,1867
San Joaquin,2021-01-06,1193
San Luis Obispo,2021-01-06,725
San Mateo,2021-01-06,1417
Santa Barbara,2021-01-06,654
Santa Clara,2021-01-06,3245
Santa Cruz,2021-01-06,804
Shasta,2021-01-06,438
Sierra,2021-01-06,1
Siskiyou,2021-01-06,59
Solano,2021-01-06,814
Sonoma,2021-01-06,944
Stanislaus,2021-01-06,942
Sutter,2021-01-06,206
Tehama,2021-01-06,70
Trinity,2021-01-06,23
Tulare,2021-01-06,862
Tuolumne,2021-01-06,108
Ventura,2021-01-06,2045
Yolo,2021-01-06,474
Yuba,2021-01-06,150
Alameda,2021-01-05,2175
Alpine,2021-01-05,9
Amador,2021-01-05,33
Butte,2021-01-05,194
Calaveras,2021-01-05,39
Colusa,2021-01-05,68
Contra Costa,2021-01-05,2089
Del Norte,2021-01-05,33
El Dorado,2021-01-05,200
Fresno,2021-01-05,769
Glenn,2021-01-05,9
Humboldt,2021-01-05,125
Imperial,2021-01-05,172
Inyo,2021-01-05,34
Kern,2021-01-05,1123
Kings,2021-01-05,197
Lake,2021-01-05,62
Lassen,2021-01-05,194
Los Angeles,2021-01-05,15880
Madera,2021-01-05,273
Marin,2021-01-05,363
Mariposa,2021-01-05,23
Mendocino,2021-01-05,71
Merced,2021-01-05,315
Modoc,2021-01-05,3
Mono,2021-01-05,45
Monterey,2021-01-05,748
Napa,2021-01-05,150
Nevada,2021-01-05,271
Orange,2021-01-05,3470
Placer,2021-01-05,709
Plumas,2021-01-05,23
Riverside,2021-01-05,1976
Sacramento,2021-01-05,2190
San Benito,2021-01-05,118
San Bernardino,2021-01-05,2327
San Diego,2021-01-05,4292
San Francisco,2021-01-05,2223
San Joaquin,2021-01-05,938
San Luis Obispo,2021-01-05,978
San Mateo,2021-01-05,1172
Santa Barbara,2021-01-05,748
Santa Clara,2021-01-05,3017
Santa Cruz,2021-01-05,565
Shasta,2021-01-05,335
Sierra,2021-01-05,67
Siskiyou,2021-01-05,117
Solano,2021-01-05,690
Sonoma,2021-01-05,436
Stanislaus,2021-01-05,820
Sutter,2021-01-05,99
Tehama,2021-01-05,71
Trinity,2021-01-05,2
Tulare,2021-01-05,462
Tuolumne,2021-01-05,91
Ventura,2021-01-05,1365
Yolo,2021-01-05,610
Yuba,2021-01-05,67
Alameda,2021-01-04,1630
Alpine,2021-01-04,10
Amador,2021-01-04,123
Butte,2021-01-04,206
Calaveras,2021-01-04,33
Colusa,2021-01-04,4
Contra Costa,2021-01-04,1900
Del Norte,2021-01-04,102
El Dorado,2021-01-04,190
Fresno,2021-01-04,618
Glenn,2021-01-04,7
Humboldt,2021-01-04,214
Imperial,2021-01-04,84
Inyo,2021-01-04,1
Kern,2021-01-04,554
Kings,2021-01-04,112
Lake,2021-01-04,15
Lassen,2021-01-04,15
Los Angeles,2021-01-04,12570
Madera,2021-01-04,128
Marin,2021-01-04,284
Mariposa,2021-01-04,8
Mendocino,2021-01-04,834
Merced,2021-01-04,77
Modoc,2021-01-04,8
Mono,2021-01-04,1
Monterey,2021-01-04,411
Napa,2021-01-04,104
Nevada,2021-01-04,71
Orange,2021-01-04,2665
Placer,2021-01-04,614
Plumas,2021-01-04,9
Riverside,2021-01-04,1249
Sacramento,2021-01-04,1958
San Benito,2021-01-04,62
San Bernardino,2021-01-04,2107
San Diego,2021-01-04,3720
San Francisco,2021-01-04,1827
San Joaquin,2021-01-04,464
San Luis Obispo,2021-01-04,674
San Mateo,2021-01-04,1040
Santa Barbara,2021-01-04,303
Santa Clara,2021-01-04,2453
Santa Cruz,2021-01-04,279
Shasta,2021-01-04,346
Siskiyou,2021-01-04,130
Solano,2021-01-04,449
Sonoma,2021-01-04,335
Stanislaus,2021-01-04,101
Sutter,2021-01-04,248
Tehama,2021-01-04,31
Trinity,2021-01-04,27
Tulare,2021-01-04,91
Tuolumne,2021-01-04,67
Ventura,2021-01-04,1075
Yolo,2021-01-04,195
Yuba,2021-01-04,91
Alameda,2021-01-03,330
Amador,2021-01-03,64
Butte,2021-01-03,4
Calaveras,2021-01-03,8
Contra Costa,2021-01-03,170
El Dorado,2021-01-03,89
Fresno,2021-01-03,152
Imperial,2021-01-03,90
Inyo,2021-01-03,1
Kern,2021-01-03,22
Los Angeles,2021-01-03,899
Madera,2021-01-03,5
Marin,2021-01-03,55
Merced,2021-01-03,9
Monterey,2021-01-03,30
Napa,2021-01-03,12
Nevada,2021-01-03,128
Orange,2021-01-03,543
Placer,2021-01-03,153
Riverside,2021-01-03,344
Sacramento,2021-01-03,404
San Benito,2021-01-03,3
San Bernardino,2021-01-03,133
San Diego,2021-01-03,857
San Francisco,2021-01-03,288
San Joaquin,2021-01-03,32
San Luis Obispo,2021-01-03,16
San Mateo,2021-01-03,275
Santa Barbara,2021-01-03,23
Santa Clara,2021-01-03,569
Santa Cruz,2021-01-03,15
Shasta,2021-01-03,1
Siskiyou,2021-01-03,1
Solano,2021-01-03,56
Sonoma,2021-01-03,21
Stanislaus,2021-01-03,87
Sutter,2021-01-03,1
Tulare,2021-01-03,22
Tuolumne,2021-01-03,3
Ventura,2021-01-03,15
Yolo,2021-01-03,43
Yuba,2021-01-03,10
Alameda,2021-01-02,704
Alpine,2021-01-02,1
Amador,2021-01-02,55
Butte,2021-01-02,37
Calaveras,2021-01-02,11
Contra Costa,2021-01-02,331
El Dorado,2021-01-02,148
Fresno,2021-01-02,1024
Glenn,2021-01-02,2
Humboldt,2021-01-02,38
Imperial,2021-01-02,4
Kern,2021-01-02,75
Kings,2021-01-02,10
Lake,2021-01-02,2
Lassen,2021-01-02,1
Los Angeles,2021-01-02,4358
Madera,2021-01-02,76
Marin,2021-01-02,102
Mendocino,2021-01-02,1
Merced,2021-01-02,126
Modoc,2021-01-02,2
Monterey,2021-01-02,136
Napa,2021-01-02,99
Nevada,2021-01-02,1
Orange,2021-01-02,1386
Placer,2021-01-02,184
Riverside,2021-01-02,821
Sacramento,2021-01-02,561
San Benito,2021-01-02,25
San Bernardino,2021-01-02,474
San Diego,2021-01-02,3734
San Francisco,2021-01-02,329
San Joaquin,2021-01-02,247
San Luis Obispo,2021-01-02,31
San Mateo,2021-01-02,395
Santa Barbara,2021-01-02,587
Santa Clara,2021-01-02,1076
Santa Cruz,2021-01-02,68
Shasta,2021-01-02,2
Siskiyou,2021-01-02,1
Solano,2021-01-02,211
Sonoma,2021-01-02,132
Stanislaus,2021-01-02,30
Sutter,2021-01-02,134
Tulare,2021-01-02,27
Tuolumne,2021-01-02,118
Ventura,2021-01-02,169
Yolo,2021-01-02,67
Yuba,2021-01-02,22
Alameda,2021-01-01,166
Amador,2021-01-01,1
Butte,2021-01-01,7
Contra Costa,2021-01-01,57
El Dorado,2021-01-01,3
Fresno,2021-01-01,7
Imperial,2021-01-01,5
Inyo,2021-01-01,1
Kern,2021-01-01,9
Kings,2021-01-01,1
Lake,2021-01-01,1
Los Angeles,2021-01-01,862
Marin,2021-01-01,5
Mendocino,2021-01-01,2
Mono,2021-01-01,1
Monterey,2021-01-01,8
Napa,2021-01-01,1
Nevada,2021-01-01,1
Orange,2021-01-01,376
Placer,2021-01-01,14
Riverside,2021-01-01,97
Sacramento,2021-01-01,68
San Bernardino,2021-01-01,271
San Diego,2021-01-01,1098
San Francisco,2021-01-01,62
San Joaquin,2021-01-01,15
San Luis Obispo,2021-01-01,11
San Mateo,2021-01-01,34
Santa Barbara,2021-01-01,107
Santa Clara,2021-01-01,131
Santa Cruz,2021-01-01,32
Solano,2021-01-01,13
Sonoma,2021-01-01,8
Stanislaus,2021-01-01,5
Sutter,2021-01-01,3
Tehama,2021-01-01,2
Tuolumne,2021-01-01,6
Ventura,2021-01-01,11
Yolo,2021-01-01,53
Alameda,2020-12-31,1771
Alpine,2020-12-31,1
Amador,2020-12-31,192
Butte,2020-12-31,210
Calaveras,2020-12-31,34
Colusa,2020-12-31,18
Contra Costa,2020-12-31,910
Del Norte,2020-12-31,16
El Dorado,2020-12-31,108
Fresno,2020-12-31,888
Glenn,2020-12-31,38
Humboldt,2020-12-31,242
Imperial,2020-12-31,198
Inyo,2020-12-31,29
Kern,2020-12-31,277
Kings,2020-12-31,44
Lake,2020-12-31,67
Lassen,2020-12-31,51
Los Angeles,2020-12-31,7778
Madera,2020-12-31,203
Marin,2020-12-31,198
Mariposa,2020-12-31,13
Mendocino,2020-12-31,128
Merced,2020-12-31,102
Mono,2020-12-31,4
Monterey,2020-12-31,34
Napa,2020-12-31,466
Nevada,2020-12-31,39
Orange,2020-12-31,1433
Placer,2020-12-31,530
Plumas,2020-12-31,4
Riverside,2020-12-31,1014
Sacramento,2020-12-31,1211
San Benito,2020-12-31,19
San Bernardino,2020-12-31,1344
San Diego,2020-12-31,2946
San Francisco,2020-12-31,958
San Joaquin,2020-12-31,445
San Luis Obispo,2020-12-31,106
San Mateo,2020-12-31,696
Santa Barbara,2020-12-31,238
Santa Clara,2020-12-31,1188
Santa Cruz,2020-12-31,313
Shasta,2020-12-31,81
Sierra,2020-12-31,12
Siskiyou,2020-12-31,12
Solano,2020-12-31,530
Sonoma,2020-12-31,514
Stanislaus,2020-12-31,276
Sutter,2020-12-31,70
Tehama,2020-12-31,14
Trinity,2020-12-31,2
Tulare,2020-12-31,93
Tuolumne,2020-12-31,27
Ventura,2020-12-31,470
Yolo,2020-12-31,183
Yuba,2020-12-31,36
Alameda,2020-12-30,3092
Alpine,2020-12-30,14
Amador,2020-12-30,120
Butte,2020-12-30,497
Calaveras,2020-12-30,93
Colusa,2020-12-30,50
Contra Costa,2020-12-30,2384
Del Norte,2020-12-30,67
El Dorado,2020-12-30,501
Fresno,2020-12-30,962
Glenn,2020-12-30,129
Humboldt,2020-12-30,219
Imperial,2020-12-30,366
Inyo,2020-12-30,56
Kern,2020-12-30,1199
Kings,2020-12-30,147
Lake,2020-12-30,88
Lassen,2020-12-30,37
Los Angeles,2020-12-30,14779
Madera,2020-12-30,216
Marin,2020-12-30,623
Mariposa,2020-12-30,21
Mendocino,2020-12-30,120
Merced,2020-12-30,219
Modoc,2020-12-30,7
Mono,2020-12-30,76
Monterey,2020-12-30,565
Napa,2020-12-30,634
Nevada,2020-12-30,85
Orange,2020-12-30,5077
Placer,2020-12-30,726
Plumas,2020-12-30,22
Riverside,2020-12-30,2557
Sacramento,2020-12-30,2550
San Benito,2020-12-30,58
San Bernardino,2020-12-30,2887
San Diego,2020-12-30,5869
San Francisco,2020-12-30,1468
San Joaquin,2020-12-30,984
San Luis Obispo,2020-12-30,1176
San Mateo,2020-12-30,1252
Santa Barbara,2020-12-30,579
Santa Clara,2020-12-30,2941
Santa Cruz,2020-12-30,356
Shasta,2020-12-30,177
Sierra,2020-12-30,2
Siskiyou,2020-12-30,93
Solano,2020-12-30,1194
Sonoma,2020-12-30,1092
Stanislaus,2020-12-30,532
Sutter,2020-12-30,136
Tehama,2020-12-30,54
Trinity,2020-12-30,10
Tulare,2020-12-30,472
Tuolumne,2020-12-30,74
Ventura,2020-12-30,1983
Yolo,2020-12-30,625
Yuba,2020-12-30,64
Alameda,2020-12-29,2406
Amador,2020-12-29,26
Butte,2020-12-29,203
Calaveras,2020-12-29,167
Colusa,2020-12-29,11
Contra Costa,2020-12-29,1825
Del Norte,2020-12-29,4
El Dorado,2020-12-29,450
Fresno,2020-12-29,1769
Glenn,2020-12-29,82
Humboldt,2020-12-29,162
Imperial,2020-12-29,190
Inyo,2020-12-29,20
Kern,2020-12-29,746
Kings,2020-12-29,78
Lake,2020-12-29,14
Lassen,2020-12-29,35
Los Angeles,2020-12-29,11471
Madera,2020-12-29,171
Marin,2020-12-29,397
Mariposa,2020-12-29,26
Mendocino,2020-12-29,120
Merced,2020-12-29,178
Modoc,2020-12-29,10
Mono,2020-12-29,29
Monterey,2020-12-29,901
Napa,2020-12-29,271
Nevada,2020-12-29,100
Orange,2020-12-29,3525
Placer,2020-12-29,762
Plumas,2020-12-29,32
Riverside,2020-12-29,1735
Sacramento,2020-12-29,1938
San Benito,2020-12-29,48
San Bernardino,2020-12-29,2199
San Diego,2020-12-29,5845
San Francisco,2020-12-29,1244
San Joaquin,2020-12-29,789
San Luis Obispo,2020-12-29,903
San Mateo,2020-12-29,1116
Santa Barbara,2020-12-29,550
Santa Clara,2020-12-29,2314
Santa Cruz,2020-12-29,790
Shasta,2020-12-29,186
Sierra,2020-12-29,49
Siskiyou,2020-12-29,4
Solano,2020-12-29,881
Sonoma,2020-12-29,1131
Stanislaus,2020-12-29,490
Sutter,2020-12-29,101
Tehama,2020-12-29,31
Trinity,2020-12-29,8
Tulare,2020-12-29,544
Tuolumne,2020-12-29,105
Ventura,2020-12-29,1163
Yolo,2020-12-29,483
Yuba,2020-12-29,77
Alameda,2020-12-28,1844
Amador,2020-12-28,31
Butte,2020-12-28,280
Calaveras,2020-12-28,22
Colusa,2020-12-28,7
Contra Costa,2020-12-28,1812
Del Norte,2020-12-28,34
El Dorado,2020-12-28,215
Fresno,2020-12-28,1058
Glenn,2020-12-28,20
Humboldt,2020-12-28,149
Imperial,2020-12-28,214
Inyo,2020-12-28,48
Kern,2020-12-28,826
Kings,2020-12-28,130
Lake,2020-12-28,52
Lassen,2020-12-28,3
Los Angeles,2020-12-28,10181
Madera,2020-12-28,104
Marin,2020-12-28,406
Mariposa,2020-12-28,4
Mendocino,2020-12-28,73
Merced,2020-12-28,124
Modoc,2020-12-28,2
Mono,2020-12-28,94
Monterey,2020-12-28,478
Napa,2020-12-28,248
Nevada,2020-12-28,170
Orange,2020-12-28,3502
Placer,2020-12-28,666
Plumas,2020-12-28,8
Riverside,2020-12-28,1618
Sacramento,2020-12-28,1895
San Benito,2020-12-28,63
San Bernardino,2020-12-28,1549
San Diego,2020-12-28,5879
San Francisco,2020-12-28,1261
San Joaquin,2020-12-28,609
San Luis Obispo,2020-12-28,878
San Mateo,2020-12-28,1033
Santa Barbara,2020-12-28,352
Santa Clara,2020-12-28,2312
Santa Cruz,2020-12-28,483
Shasta,2020-12-28,40
Sierra,2020-12-28,1
Siskiyou,2020-12-28,2
Solano,2020-12-28,855
Sonoma,2020-12-28,990
Stanislaus,2020-12-28,480
Sutter,2020-12-28,82
Tehama,2020-12-28,56
Trinity,2020-12-28,30
Tulare,2020-12-28,484
Tuolumne,2020-12-28,78
Ventura,2020-12-28,1062
Yolo,2020-12-28,342
Yuba,2020-12-28,51
Alameda,2020-12-27,491
Amador,2020-12-27,1
Butte,2020-12-27,35
Colusa,2020-12-27,1
Contra Costa,2020-12-27,235
El Dorado,2020-12-27,37
Fresno,2020-12-27,296
Glenn,2020-12-27,4
Humboldt,2020-12-27,1
Imperial,2020-12-27,62
Kern,2020-12-27,35
Kings,2020-12-27,4
Lake,2020-12-27,2
Los Angeles,2020-12-27,1737
Madera,2020-12-27,31
Marin,2020-12-27,93
Mariposa,2020-12-27,1
Mendocino,2020-12-27,1
Merced,2020-12-27,12
Monterey,2020-12-27,6
Napa,2020-12-27,32
Nevada,2020-12-27,88
Orange,2020-12-27,579
Placer,2020-12-27,187
Riverside,2020-12-27,362
Sacramento,2020-12-27,348
San Benito,2020-12-27,8
San Bernardino,2020-12-27,343
San Diego,2020-12-27,2494
San Francisco,2020-12-27,269
San Joaquin,2020-12-27,39
San Luis Obispo,2020-12-27,75
San Mateo,2020-12-27,280
Santa Barbara,2020-12-27,62
Santa Clara,2020-12-27,593
Santa Cruz,2020-12-27,32
Shasta,2020-12-27,1
Siskiyou,2020-12-27,2
Solano,2020-12-27,101
Sonoma,2020-12-27,92
Stanislaus,2020-12-27,10
Sutter,2020-12-27,24
Tehama,2020-12-27,2
Tulare,2020-12-27,15
Ventura,2020-12-27,58
Yolo,2020-12-27,46
Yuba,2020-12-27,15
Alameda,2020-12-26,847
Amador,2020-12-26,6
Butte,2020-12-26,93
Calaveras,2020-12-26,3
Contra Costa,2020-12-26,641
El Dorado,2020-12-26,43
Fresno,2020-12-26,720
Glenn,2020-12-26,2
Humboldt,2020-12-26,7
Imperial,2020-12-26,1
Inyo,2020-12-26,74
Kern,2020-12-26,33
Kings,2020-12-26,7
Lake,2020-12-26,2
Los Angeles,2020-12-26,2515
Madera,2020-12-26,28
Marin,2020-12-26,139
Mariposa,2020-12-26,1
Mendocino,2020-12-26,2
Merced,2020-12-26,6
Mono,2020-12-26,3
Monterey,2020-12-26,89
Napa,2020-12-26,39
Nevada,2020-12-26,5
Orange,2020-12-26,1048
Placer,2020-12-26,159
Riverside,2020-12-26,401
Sacramento,2020-12-26,507
San Benito,2020-12-26,13
San Bernardino,2020-12-26,461
San Diego,2020-12-26,3288
San Francisco,2020-12-26,237
San Joaquin,2020-12-26,100
San Luis Obispo,2020-12-26,90
San Mateo,2020-12-26,532
Santa Barbara,2020-12-26,328
Santa Clara,2020-12-26,1199
Santa Cruz,2020-12-26,64
Shasta,2020-12-26,4
Siskiyou,2020-12-26,2
Solano,2020-12-26,174
Sonoma,2020-12-26,264
Stanislaus,2020-12-26,47
Sutter,2020-12-26,38
Tehama,2020-12-26,3
Tulare,2020-12-26,9
Tuolumne,2020-12-26,3
Ventura,2020-12-26,106
Yolo,2020-12-26,76
Yuba,2020-12-26,15
Alameda,2020-12-25,157
Contra Costa,2020-12-25,38
El Dorado,2020-12-25,8
Fresno,2020-12-25,2
Humboldt,2020-12-25,1
Inyo,2020-12-25,1
Kern,2020-12-25,1
Los Angeles,2020-12-25,520
Marin,2020-12-25,27
Mendocino,2020-12-25,1
Merced,2020-12-25,4
Monterey,2020-12-25,6
Napa,2020-12-25,1
Nevada,2020-12-25,2
Orange,2020-12-25,14
Riverside,2020-12-25,28
Sacramento,2020-12-25,1
San Benito,2020-12-25,3
San Bernardino,2020-12-25,75
San Diego,2020-12-25,880
San Francisco,2020-12-25,30
San Joaquin,2020-12-25,13
San Luis Obispo,2020-12-25,2
San Mateo,2020-12-25,107
Santa Clara,2020-12-25,327
Santa Cruz,2020-12-25,11
Solano,2020-12-25,10
Sonoma,2020-12-25,8
Ventura,2020-12-25,11
Yolo,2020-12-25,1
Alameda,2020-12-24,1206
Amador,2020-12-24,5
Butte,2020-12-24,160
Calaveras,2020-12-24,2
Colusa,2020-12-24,2
Contra Costa,2020-12-24,645
El Dorado,2020-12-24,86
Fresno,2020-12-24,574
Glenn,2020-12-24,9
Humboldt,2020-12-24,24
Imperial,2020-12-24,5
Inyo,2020-12-24,17
Kern,2020-12-24,122
Kings,2020-12-24,11
Lake,2020-12-24,2
Lassen,2020-12-24,11
Los Angeles,2020-12-24,6913
Madera,2020-12-24,43
Marin,2020-12-24,355
Mendocino,2020-12-24,49
Merced,2020-12-24,70
Modoc,2020-12-24,1
Mono,2020-12-24,3
Monterey,2020-12-24,82
Napa,2020-12-24,138
Nevada,2020-12-24,15
Orange,2020-12-24,1311
Placer,2020-12-24,395
Plumas,2020-12-24,6
Riverside,2020-12-24,817
Sacramento,2020-12-24,1040
San Benito,2020-12-24,12
San Bernardino,2020-12-24,1157
San Diego,2020-12-24,2730
San Francisco,2020-12-24,829
San Joaquin,2020-12-24,210
San Luis Obispo,2020-12-24,195
San Mateo,2020-12-24,849
Santa Barbara,2020-12-24,87
Santa Clara,2020-12-24,1864
Santa Cruz,2020-12-24,125
Shasta,2020-12-24,18
Siskiyou,2020-12-24,5
Solano,2020-12-24,420
Sonoma,2020-12-24,304
Stanislaus,2020-12-24,97
Sutter,2020-12-24,17
Tehama,2020-12-24,5
Tulare,2020-12-24,18
Ventura,2020-12-24,475
Yolo,2020-12-24,151
Yuba,2020-12-24,20
Alameda,2020-12-23,1877
Amador,2020-12-23,39
Butte,2020-12-23,870
Calaveras,2020-12-23,77
Colusa,2020-12-23,10
Contra Costa,2020-12-23,1550
Del Norte,2020-12-23,58
El Dorado,2020-12-23,189
Fresno,2020-12-23,1079
Glenn,2020-12-23,26
Humboldt,2020-12-23,301
Imperial,2020-12-23,212
Inyo,2020-12-23,71
Kern,2020-12-23,557
Kings,2020-12-23,134
Lake,2020-12-23,91
Lassen,2020-12-23,6
Los Angeles,2020-12-23,11836
Madera,2020-12-23,65
Marin,2020-12-23,731
Mariposa,2020-12-23,11
Mendocino,2020-12-23,271
Merced,2020-12-23,250
Modoc,2020-12-23,4
Mono,2020-12-23,70
Monterey,2020-12-23,433
Napa,2020-12-23,397
Nevada,2020-12-23,234
Orange,2020-12-23,3496
Placer,2020-12-23,739
Plumas,2020-12-23,50
Riverside,2020-12-23,2114
Sacramento,2020-12-23,2236
San Benito,2020-12-23,48
San Bernardino,2020-12-23,2643
San Diego,2020-12-23,3186
San Francisco,2020-12-23,1305
San Joaquin,2020-12-23,943
San Luis Obispo,2020-12-23,682
San Mateo,2020-12-23,1532
Santa Barbara,2020-12-23,320
Santa Clara,2020-12-23,3195
Santa Cruz,2020-12-23,370
Shasta,2020-12-23,174
Sierra,2020-12-23,4
Siskiyou,2020-12-23,142
Solano,2020-12-23,847
Sonoma,2020-12-23,1601
Stanislaus,2020-12-23,449
Sutter,2020-12-23,114
Tehama,2020-12-23,48
Trinity,2020-12-23,5
Tulare,2020-12-23,328
Tuolumne,2020-12-23,184
Ventura,2020-12-23,1024
Yolo,2020-12-23,431
Yuba,2020-12-23,64
Alameda,2020-12-22,2070
Amador,2020-12-22,36
Butte,2020-12-22,618
Calaveras,2020-12-22,81
Colusa,2020-12-22,10
Contra Costa,2020-12-22,1664
Del Norte,2020-12-22,46
El Dorado,2020-12-22,238
Fresno,2020-12-22,903
Glenn,2020-12-22,59
Humboldt,2020-12-22,286
Imperial,2020-12-22,241
Inyo,2020-12-22,104
Kern,2020-12-22,530
Kings,2020-12-22,142
Lake,2020-12-22,63
Lassen,2020-12-22,23
Los Angeles,2020-12-22,11471
Madera,2020-12-22,95
Marin,2020-12-22,515
Mariposa,2020-12-22,2
Mendocino,2020-12-22,248
Merced,2020-12-22,155
Modoc,2020-12-22,14
Mono,2020-12-22,67
Monterey,2020-12-22,534
Napa,2020-12-22,278
Nevada,2020-12-22,91
Orange,2020-12-22,3916
Placer,2020-12-22,676
Plumas,2020-12-22,92
Riverside,2020-12-22,2242
Sacramento,2020-12-22,2092
San Benito,2020-12-22,59
San Bernardino,2020-12-22,2268
San Diego,2020-12-22,4052
San Francisco,2020-12-22,1398
San Joaquin,2020-12-22,949
San Luis Obispo,2020-12-22,307
San Mateo,2020-12-22,1481
Santa Barbara,2020-12-22,243
Santa Clara,2020-12-22,3055
Santa Cruz,2020-12-22,422
Shasta,2020-12-22,191
Sierra,2020-12-22,12
Siskiyou,2020-12-22,159
Solano,2020-12-22,662
Sonoma,2020-12-22,1363
Stanislaus,2020-12-22,800
Sutter,2020-12-22,174
Tehama,2020-12-22,68
Trinity,2020-12-22,5
Tulare,2020-12-22,469
Tuolumne,2020-12-22,165
Ventura,2020-12-22,1102
Yolo,2020-12-22,385
Yuba,2020-12-22,86
Alameda,2020-12-21,1834
Alpine,2020-12-21,2
Amador,2020-12-21,33
Butte,2020-12-21,633
Calaveras,2020-12-21,55
Colusa,2020-12-21,2
Contra Costa,2020-12-21,1655
Del Norte,2020-12-21,23
El Dorado,2020-12-21,304
Fresno,2020-12-21,925
Glenn,2020-12-21,11
Humboldt,2020-12-21,165
Imperial,2020-12-21,186
Inyo,2020-12-21,88
Kern,2020-12-21,671
Kings,2020-12-21,153
Lake,2020-12-21,50
Lassen,2020-12-21,11
Los Angeles,2020-12-21,13637
Madera,2020-12-21,62
Marin,2020-12-21,238
Mariposa,2020-12-21,3
Mendocino,2020-12-21,245
Merced,2020-12-21,129
Modoc,2020-12-21,100
Mono,2020-12-21,23
Monterey,2020-12-21,719
Napa,2020-12-21,234
Nevada,2020-12-21,69
Orange,2020-12-21,4146
Placer,2020-12-21,494
Plumas,2020-12-21,45
Riverside,2020-12-21,2269
Sacramento,2020-12-21,1670
San Benito,2020-12-21,46
San Bernardino,2020-12-21,2449
San Diego,2020-12-21,3511
San Francisco,2020-12-21,1156
San Joaquin,2020-12-21,517
San Luis Obispo,2020-12-21,551
San Mateo,2020-12-21,1136
Santa Barbara,2020-12-21,650
Santa Clara,2020-12-21,2617
Santa Cruz,2020-12-21,427
Shasta,2020-12-21,78
Sierra,2020-12-21,2
Siskiyou,2020-12-21,132
Solano,2020-12-21,568
Sonoma,2020-12-21,909
Stanislaus,2020-12-21,983
Sutter,2020-12-21,101
